id,特效名,备注,插件库开放[0代表不开放，1=开放 ],触发器开放[0代表不开放，1=开放 ],分类（1=烟雾 2=爆炸 3=光效 4=粒子 5=火焰 6=环境 7=提示）,特效类型（1=ent类型 2=emo类型 3=两者都有）,播放模式（1=循环播放，2=播放后结束，3=播放后停留）,播放时长（单位秒，对非循环生效）(弃用),特效路径,音效名称,图标名字
2284,150071_g_1,,0,0,7,2,2,10,150071_g_1,,
2285,150071_z_1,,0,0,7,2,2,10,150071_z_1,,
2286,150072_d_1,,0,0,7,2,2,10,150072_d_1,,
2287,150072_g_1,,0,0,7,2,2,10,150072_g_1,,
2288,150072_z_1,,0,0,7,2,2,10,150072_z_1,,
2289,150073_d_1,,0,0,7,2,2,10,150073_d_1,,
2290,150073_g_1,,0,0,7,2,2,10,150073_g_1,,
2291,150073_z_1,,0,0,7,2,2,10,150073_z_1,,
2292,150074_d_1,,0,0,7,2,2,10,150074_d_1,,
2293,150074_g_1,,0,0,7,2,2,10,150074_g_1,,
2294,150074_z_1,,0,0,7,2,2,10,150074_z_1,,
2295,150075_d_1,,0,0,7,2,2,10,150075_d_1,,
2296,150075_g_1,,0,0,7,2,2,10,150075_g_1,,
2297,150075_z_1,,0,0,7,2,2,10,150075_z_1,,
2298,150076_d_1,,0,0,7,2,2,10,150076_d_1,,
2299,150076_g_1,,0,0,7,2,2,10,150076_g_1,,
2300,150076_z_1,,0,0,7,2,2,10,150076_z_1,,
2301,150077_d_1,,0,0,7,2,2,10,150077_d_1,,
2302,150077_g_1,,0,0,7,2,2,10,150077_g_1,,
2303,150077_z_1,,0,0,7,2,2,10,150077_z_1,,
2304,150078_d_1,,0,0,7,2,2,10,150078_d_1,,
2305,150078_g_1,,0,0,7,2,2,10,150078_g_1,,
2306,150078_z_1,,0,0,7,2,2,10,150078_z_1,,
2307,150079_d_1,,0,0,7,2,2,10,150079_d_1,,
2308,150079_g_1,,0,0,7,2,2,10,150079_g_1,,
2309,150079_z_1,,0,0,7,2,2,10,150079_z_1,,
2310,150080_d_1,,0,0,7,2,2,10,150080_d_1,,
2311,150080_g_1,,0,0,7,2,2,10,150080_g_1,,
2312,150080_z_1,,0,0,7,2,2,10,150080_z_1,,
2313,150081_d_1,,0,0,7,2,2,10,150081_d_1,,
2314,150081_g_1,,0,0,7,2,2,10,150081_g_1,,
2315,150081_z_1,,0,0,7,2,2,10,150081_z_1,,
2316,150082_d_1,,0,0,7,2,2,10,150082_d_1,,
2317,150082_g_1,,0,0,7,2,2,10,150082_g_1,,
2318,150082_z_1,,0,0,7,2,2,10,150082_z_1,,
2319,150083_d_1,,0,0,7,2,2,10,150083_d_1,,
2320,150083_g_1,,0,0,7,2,2,10,150083_g_1,,
2321,150083_z_1,,0,0,7,2,2,10,150083_z_1,,
2322,150084_d_1,,0,0,7,2,2,10,150084_d_1,,
2323,150084_g_1,,0,0,7,2,2,10,150084_g_1,,
2324,150084_z_1,,0,0,7,2,2,10,150084_z_1,,
2325,150085_d_1,,0,0,7,2,2,10,150085_d_1,,
2326,150085_g_1,,0,0,7,2,2,10,150085_g_1,,
2327,150085_z_1,,0,0,7,2,2,10,150085_z_1,,
2328,150086_d_1,,0,0,7,2,2,10,150086_d_1,,
2329,150086_g_1,,0,0,7,2,2,10,150086_g_1,,
2330,150086_z_1,,0,0,7,2,2,10,150086_z_1,,
2331,150087_d_1,,0,0,7,2,2,10,150087_d_1,,
2332,150087_g_1,,0,0,7,2,2,10,150087_g_1,,
2333,150087_z_1,,0,0,7,2,2,10,150087_z_1,,
2334,150088_d_1,,0,0,7,2,2,10,150088_d_1,,
2335,150088_g_1,,0,0,7,2,2,10,150088_g_1,,
2336,150088_z_1,,0,0,7,2,2,10,150088_z_1,,
2337,150089_d_1,,0,0,7,2,2,10,150089_d_1,,
2338,150089_g_1,,0,0,7,2,2,10,150089_g_1,,
2339,150089_z_1,,0,0,7,2,2,10,150089_z_1,,
2340,150090_d_1,,0,0,7,2,2,10,150090_d_1,,
2341,150090_g_1,,0,0,7,2,2,10,150090_g_1,,
2342,150090_z_1,,0,0,7,2,2,10,150090_z_1,,
2343,150091_d_1,,0,0,7,2,2,10,150091_d_1,,
2344,150091_g_1,,0,0,7,2,2,10,150091_g_1,,
2345,150091_z_1,,0,0,7,2,2,10,150091_z_1,,
2346,150092_d_1,,0,0,7,2,2,10,150092_d_1,,
2347,150092_g_1,,0,0,7,2,2,10,150092_g_1,,
2348,150092_z_1,,0,0,7,2,2,10,150092_z_1,,
2349,150093_d_1,,0,0,7,2,2,10,150093_d_1,,
2350,150093_g_1,,0,0,7,2,2,10,150093_g_1,,
2351,150093_z_1,,0,0,7,2,2,10,150093_z_1,,
2352,150094_d_1,,0,0,7,2,2,10,150094_d_1,,
2353,150094_g_1,,0,0,7,2,2,10,150094_g_1,,
2354,150094_z_1,,0,0,7,2,2,10,150094_z_1,,
2355,150095_d_1,,0,0,7,2,2,10,150095_d_1,,
2356,150095_g_1,,0,0,7,2,2,10,150095_g_1,,
2357,150095_z_1,,0,0,7,2,2,10,150095_z_1,,
2358,150096_d_1,,0,0,7,2,2,10,150096_d_1,,
2359,150096_g_1,,0,0,7,2,2,10,150096_g_1,,
2360,150096_z_1,,0,0,7,2,2,10,150096_z_1,,
2361,150097_d_1,,0,0,7,2,2,10,150097_d_1,,
2362,150097_g_1,,0,0,7,2,2,10,150097_g_1,,
2363,150097_z_1,,0,0,7,2,2,10,150097_z_1,,
2364,150098_d_1,,0,0,7,2,2,10,150098_d_1,,
2365,150098_g_1,,0,0,7,2,2,10,150098_g_1,,
2366,150098_z_1,,0,0,7,2,2,10,150098_z_1,,
2367,150099_d_1,,0,0,7,2,2,10,150099_d_1,,
2368,150099_g_1,,0,0,7,2,2,10,150099_g_1,,
2369,150099_z_1,,0,0,7,2,2,10,150099_z_1,,
2370,anim_100858,,0,0,7,2,2,10,anim_100858,,
2371,avt_chuji,,0,0,7,2,2,10,avt_chuji,,
2372,avt_chuji_2,,0,0,7,2,2,10,avt_chuji_2,,
2373,avt_chuji1_1,,0,0,7,2,2,10,avt_chuji1_1,,
2374,avt_gaoji,,0,0,7,2,2,10,avt_gaoji,,
2375,avt_gaoji_2,,0,0,7,2,2,10,avt_gaoji_2,,
2376,avt_gaoji1_1,,0,0,7,2,2,10,avt_gaoji1_1,,
2377,avt_zhongji,,0,0,7,2,2,10,avt_zhongji,,
2378,avt_zhongji_1,,0,0,7,2,2,10,avt_zhongji_1,,
2379,ball_dribbling2,,0,0,7,2,2,10,ball_dribbling2,,
2380,baoxiang_ui,,0,0,7,2,2,10,baoxiang_ui,,
2381,baoxiang2_ui,,0,0,7,2,2,10,baoxiang2_ui,,
2382,baoxiangkaiqi,,0,0,7,2,2,10,baoxiangkaiqi,,
2383,bianshen,,0,0,7,2,2,10,bianshen,,
2384,bibidong_1,,0,0,7,2,2,10,bibidong_1,,
2385,Birds113,,0,0,7,2,2,10,Birds113,,
2386,boss_10068_zq,,0,0,7,2,2,10,boss_10068_zq,,
2387,boss_10068_zs,,0,0,7,2,2,10,boss_10068_zs,,
2388,boss_10069_ck,,0,0,7,2,2,10,boss_10069_ck,,
2389,boss_10069_hq,,0,0,7,2,2,10,boss_10069_hq,,
2390,boss_10069_zs,,0,0,7,2,2,10,boss_10069_zs,,
2391,Bubble128,,0,0,7,2,2,10,Bubble128,,
2392,bubbling,,0,0,7,2,2,10,bubbling,,
2393,BUFF_BLEED,,0,0,7,2,2,10,BUFF_BLEED,,
2394,buff_cold_home,,0,0,7,2,2,10,buff_cold_home,,
2395,BUFF_DIZZY,,0,0,7,2,2,10,BUFF_DIZZY,,
2396,BUFF_HighlyVenom,,0,0,7,2,2,10,BUFF_HighlyVenom,,
2397,BUFF_Paralysis,,0,0,7,2,2,10,BUFF_Paralysis,,
2398,buff_poisoning_home,,0,0,7,2,2,10,buff_poisoning_home,,
2399,BUFF_SLEEP,,0,0,7,2,2,10,BUFF_SLEEP,,
2400,Cake144,,0,0,7,2,2,10,Cake144,,
2401,Cake168,,0,0,7,2,2,10,Cake168,,
2402,Cake172,,0,0,7,2,2,10,Cake172,,
2403,carpet80,,0,0,7,2,2,10,carpet80,,
2404,carpet81,,0,0,7,2,2,10,carpet81,,
2405,carpet82,,0,0,7,2,2,10,carpet82,,
2406,carpet83,,0,0,7,2,2,10,carpet83,,
2407,carpet84,,0,0,7,2,2,10,carpet84,,
2408,Circle91,,0,0,7,2,2,10,Circle91,,
2409,Circle92,,0,0,7,2,2,10,Circle92,,
2410,Circle137,,0,0,7,2,2,10,Circle137,,
2411,Cloud116,,0,0,7,2,2,10,Cloud116,,
2412,Cloud143,,0,0,7,2,2,10,Cloud143,,
2413,Cloud147,,0,0,7,2,2,10,Cloud147,,
2414,Cloud151,,0,0,7,2,2,10,Cloud151,,
2415,Cloud168,,0,0,7,2,2,10,Cloud168,,
2416,Crystal119,,0,0,7,2,2,10,Crystal119,,
2417,Cure113,,0,0,7,2,2,10,Cure113,,
2418,Danger151,,0,0,7,2,2,10,Danger151,,
2419,dl_black1,,0,0,7,2,2,10,dl_black1,,
2420,dl_black2,,0,0,7,2,2,10,dl_black2,,
2421,dl_black3,,0,0,7,2,2,10,dl_black3,,
2422,dl_black4,,0,0,7,2,2,10,dl_black4,,
2423,dl_black5,,0,0,7,2,2,10,dl_black5,,
2424,dl_black6,,0,0,7,2,2,10,dl_black6,,
2425,dl_black7,,0,0,7,2,2,10,dl_black7,,
2426,dl_black8,,0,0,7,2,2,10,dl_black8,,
2427,dl_black9,,0,0,7,2,2,10,dl_black9,,
2428,dl_black10,,0,0,7,2,2,10,dl_black10,,
2429,dl_golden1,,0,0,7,2,2,10,dl_golden1,,
2430,dl_golden2,,0,0,7,2,2,10,dl_golden2,,
2431,dl_golden3,,0,0,7,2,2,10,dl_golden3,,
2432,dl_golden4,,0,0,7,2,2,10,dl_golden4,,
2433,dl_golden5,,0,0,7,2,2,10,dl_golden5,,
2434,dl_golden6,,0,0,7,2,2,10,dl_golden6,,
2435,dl_golden7,,0,0,7,2,2,10,dl_golden7,,
2436,dl_golden8,,0,0,7,2,2,10,dl_golden8,,
2437,dl_golden9,,0,0,7,2,2,10,dl_golden9,,
2438,dl_golden10,,0,0,7,2,2,10,dl_golden10,,
2439,dl_gules1,,0,0,7,2,2,10,dl_gules1,,
2440,dl_gules2,,0,0,7,2,2,10,dl_gules2,,
2441,dl_gules3,,0,0,7,2,2,10,dl_gules3,,
2442,dl_gules4,,0,0,7,2,2,10,dl_gules4,,
2443,dl_gules5,,0,0,7,2,2,10,dl_gules5,,
2444,dl_gules6,,0,0,7,2,2,10,dl_gules6,,
2445,dl_gules7,,0,0,7,2,2,10,dl_gules7,,
2446,dl_gules8,,0,0,7,2,2,10,dl_gules8,,
2447,dl_gules9,,0,0,7,2,2,10,dl_gules9,,
2448,dl_gules10,,0,0,7,2,2,10,dl_gules10,,
2449,dl_purple1,,0,0,7,2,2,10,dl_purple1,,
2450,dl_purple2,,0,0,7,2,2,10,dl_purple2,,
2451,dl_purple3,,0,0,7,2,2,10,dl_purple3,,
2452,dl_purple4,,0,0,7,2,2,10,dl_purple4,,
2453,dl_purple5,,0,0,7,2,2,10,dl_purple5,,
2454,dl_purple6,,0,0,7,2,2,10,dl_purple6,,
2455,dl_purple7,,0,0,7,2,2,10,dl_purple7,,
2456,dl_purple8,,0,0,7,2,2,10,dl_purple8,,
2457,dl_purple9,,0,0,7,2,2,10,dl_purple9,,
2458,dl_purple10,,0,0,7,2,2,10,dl_purple10,,
2459,dl_white1,,0,0,7,2,2,10,dl_white1,,
2460,dl_white2,,0,0,7,2,2,10,dl_white2,,
2461,dl_white3,,0,0,7,2,2,10,dl_white3,,
2462,dl_white4,,0,0,7,2,2,10,dl_white4,,
2463,dl_white5,,0,0,7,2,2,10,dl_white5,,
2464,dl_white6,,0,0,7,2,2,10,dl_white6,,
2465,dl_white7,,0,0,7,2,2,10,dl_white7,,
2466,dl_white8,,0,0,7,2,2,10,dl_white8,,
2467,dl_white9,,0,0,7,2,2,10,dl_white9,,
2468,dl_white10,,0,0,7,2,2,10,dl_white10,,
2469,dl_yellow1,,0,0,7,2,2,10,dl_yellow1,,
2470,dl_yellow2,,0,0,7,2,2,10,dl_yellow2,,
2471,dl_yellow3,,0,0,7,2,2,10,dl_yellow3,,
2472,dl_yellow4,,0,0,7,2,2,10,dl_yellow4,,
2473,dl_yellow5,,0,0,7,2,2,10,dl_yellow5,,
2474,dl_yellow6,,0,0,7,2,2,10,dl_yellow6,,
2475,dl_yellow7,,0,0,7,2,2,10,dl_yellow7,,
2476,dl_yellow8,,0,0,7,2,2,10,dl_yellow8,,
2477,dl_yellow9,,0,0,7,2,2,10,dl_yellow9,,
2478,dl_yellow10,,0,0,7,2,2,10,dl_yellow10,,
2479,Duck128,,0,0,7,2,2,10,Duck128,,
2480,Egg144,,0,0,7,2,2,10,Egg144,,
2481,Energy101,,0,0,7,2,2,10,Energy101,,
2482,Energy103,,0,0,7,2,2,10,Energy103,,
2483,exp_xisou,,0,0,7,2,2,10,exp_xisou,,
2484,fan99,,0,0,7,2,2,10,fan99,,
2485,fire131,,0,0,7,2,2,10,fire131,,
2486,fire150,,0,0,7,2,2,10,fire150,,
2487,Fire151,,0,0,7,2,2,10,Fire151,,
2488,Fire152,,0,0,7,2,2,10,Fire152,,
2489,Fire153,,0,0,7,2,2,10,Fire153,,
2490,flash_off,,0,0,7,2,2,10,flash_off,,
2491,flash_on,,0,0,7,2,2,10,flash_on,,
2492,Fly139,,0,0,7,2,2,10,Fly139,,
2493,Fly155,,0,0,7,2,2,10,Fly155,,
2494,Fly156,,0,0,7,2,2,10,Fly156,,
2495,fm_vfx,,0,0,7,2,2,10,fm_vfx,,
2496,highattack,,0,0,7,2,2,10,highattack,,
2497,highdefence,,0,0,7,2,2,10,highdefence,,
2498,highefficiency,,0,0,7,2,2,10,highefficiency,,
2499,HighlyVenom,,0,0,7,2,2,10,HighlyVenom,,
2500,hikari_power,,0,0,7,2,2,10,hikari_power,,
2501,hores_3453,,0,0,7,2,2,10,hores_3453,,
2502,horse_3449,,0,0,7,2,2,10,horse_3449,,
2503,horse_3451,,0,0,7,2,2,10,horse_3451,,
2504,horse_3453,,0,0,7,2,2,10,horse_3453,,
2505,horse_3454 ,,0,0,7,2,2,10,horse_3454 ,,
2506,horse_3454,,0,0,7,2,2,10,horse_3454,,
2507,horse_3455_1,,0,0,7,2,2,10,horse_3455_1,,
2508,horse_3457,,0,0,7,2,2,10,horse_3457,,
2509,horse_3460,,0,0,7,2,2,10,horse_3460,,
2510,horse_3464,,0,0,7,2,2,10,horse_3464,,
2511,horse_3466,,0,0,7,2,2,10,horse_3466,,
2512,horse_3468,,0,0,7,2,2,10,horse_3468,,
2513,horse_3469_1,,0,0,7,2,2,10,horse_3469_1,,
2514,horse_3469_2,,0,0,7,2,2,10,horse_3469_2,,
2515,horse_3469_5,,0,0,7,2,2,10,horse_3469_5,,
2516,horse_3469_6,,0,0,7,2,2,10,horse_3469_6,,
2517,horse_3473,,0,0,7,2,2,10,horse_3473,,
2518,horse_3475,,0,0,7,2,2,10,horse_3475,,
2519,horse_3475_0,,0,0,7,2,2,10,horse_3475_0,,
2520,horse_3475_1,,0,0,7,2,2,10,horse_3475_1,,
2521,horse_3476_0,,0,0,7,2,2,10,horse_3476_0,,
2522,horse_3477,,0,0,7,2,2,10,horse_3477,,
2523,horse_3477_1,,0,0,7,2,2,10,horse_3477_1,,
2524,horse_3478_callstar_cooldown,,0,0,7,2,2,10,horse_3478_callstar_cooldown,,
2525,horse_3478_callstar_ready,,0,0,7,2,2,10,horse_3478_callstar_ready,,
2526,horse_3478_fly,,0,0,7,2,2,10,horse_3478_fly,,
2527,horse_3481_speedup,,0,0,7,2,2,10,horse_3481_speedup,,
2528,horse_3484,,0,0,7,2,2,10,horse_3484,,
2529,horse_3485,,0,0,7,2,2,10,horse_3485,,
2530,horse_3485_1,,0,0,7,2,2,10,horse_3485_1,,
2531,horse_3485_2,,0,0,7,2,2,10,horse_3485_2,,
2532,horse_3485_3,,0,0,7,2,2,10,horse_3485_3,,
2533,horse_3487,,0,0,7,2,2,10,horse_3487,,
2534,horse_3487_3,,0,0,7,2,2,10,horse_3487_3,,
2535,horse_3489,,0,0,7,2,2,10,horse_3489,,
2536,horse_3489_3,,0,0,7,2,2,10,horse_3489_3,,
2537,horse_3491,,0,0,7,2,2,10,horse_3491,,
2538,horse_3492,,0,0,7,2,2,10,horse_3492,,
2539,horse_3492_3,,0,0,7,2,2,10,horse_3492_3,,
2540,horse_3496_3,,0,0,7,2,2,10,horse_3496_3,,
2541,horse_3497_3,,0,0,7,2,2,10,horse_3497_3,,
2542,horse_4501,,0,0,7,2,2,10,horse_4501,,
2543,horse_4501_3,,0,0,7,2,2,10,horse_4501_3,,
2544,horse_4502,,0,0,7,2,2,10,horse_4502,,
2545,horse_4502_3,,0,0,7,2,2,10,horse_4502_3,,
2546,horse_4503,,0,0,7,2,2,10,horse_4503,,
2547,horse_4503_3,,0,0,7,2,2,10,horse_4503_3,,
2548,horse_4505_3,,0,0,7,2,2,10,horse_4505_3,,
2549,horse_4506_3,,0,0,7,2,2,10,horse_4506_3,,
2550,horse_4507_3,,0,0,7,2,2,10,horse_4507_3,,
2551,horse_4509_3,,0,0,7,2,2,10,horse_4509_3,,
2552,horse_4513_3,,0,0,7,2,2,10,horse_4513_3,,
2553,horse_4514_3,,0,0,7,2,2,10,horse_4514_3,,
2554,horse_4515_3,,0,0,7,2,2,10,horse_4515_3,,
2555,horse_4523_3,,0,0,7,2,2,10,horse_4523_3,,
2556,horse_4525_3,,0,0,7,2,2,10,horse_4525_3,,
2557,horse_4526_3,,0,0,7,2,2,10,horse_4526_3,,
2558,horse_4527_3,,0,0,7,2,2,10,horse_4527_3,,
2559,horse_4528_3,,0,0,7,2,2,10,horse_4528_3,,
2560,horse_4529_protection,,0,0,7,2,2,10,horse_4529_protection,,
2561,horse_4529_ready,,0,0,7,2,2,10,horse_4529_ready,,
2562,horse_4531_3,,0,0,7,2,2,10,horse_4531_3,,
2563,horse_4532_3,,0,0,7,2,2,10,horse_4532_3,,
2564,horse_4533_3,,0,0,7,2,2,10,horse_4533_3,,
2565,horse_4535_3,,0,0,7,2,2,10,horse_4535_3,,
2566,horse_4536_3,,0,0,7,2,2,10,horse_4536_3,,
2567,horse_4537_3,,0,0,7,2,2,10,horse_4537_3,,
2568,horse_4539_3,,0,0,7,2,2,10,horse_4539_3,,
2569,horse_4540_3,,0,0,7,2,2,10,horse_4540_3,,
2570,horse_4541_3,,0,0,7,2,2,10,horse_4541_3,,
2571,horse_4543_3,,0,0,7,2,2,10,horse_4543_3,,
2572,horse_4544_3,,0,0,7,2,2,10,horse_4544_3,,
2573,horse_4545_3,,0,0,7,2,2,10,horse_4545_3,,
2574,horse_4547_3,,0,0,7,2,2,10,horse_4547_3,,
2575,horse_4548_3,,0,0,7,2,2,10,horse_4548_3,,
2576, horse_4550_3,,0,0,7,2,2,10, horse_4550_3,,
2577,horse_4550_3,,0,0,7,2,2,10,horse_4550_3,,
2578, horse_4551_3,,0,0,7,2,2,10, horse_4551_3,,
2579,horse_4551_3,,0,0,7,2,2,10,horse_4551_3,,
2580,horse_4552_3,,0,0,7,2,2,10,horse_4552_3,,
2581,horse_4553_3,,0,0,7,2,2,10,horse_4553_3,,
2582,horse_4554_3,,0,0,7,2,2,10,horse_4554_3,,
2583,horse_4561_3,,0,0,7,2,2,10,horse_4561_3,,
2584,horse_4562_3,,0,0,7,2,2,10,horse_4562_3,,
2585,horse_4563_3,,0,0,7,2,2,10,horse_4563_3,,
2586,horse_4564_3,,0,0,7,2,2,10,horse_4564_3,,
2587,horse_4565_3,,0,0,7,2,2,10,horse_4565_3,,
2588,horse_4566_3,,0,0,7,2,2,10,horse_4566_3,,
2589,horse_4572_3,,0,0,7,2,2,10,horse_4572_3,,
2590,horse_4573_3,,0,0,7,2,2,10,horse_4573_3,,
2591,horse_4574_3,,0,0,7,2,2,10,horse_4574_3,,
2592,horse_4580_3,,0,0,7,2,2,10,horse_4580_3,,
2593,horse_4581_3,,0,0,7,2,2,10,horse_4581_3,,
2594,horse_4583_3,,0,0,7,2,2,10,horse_4583_3,,
2595,horse_4585_3,,0,0,7,2,2,10,horse_4585_3,,
2596,horse_4587_3,,0,0,7,2,2,10,horse_4587_3,,
2597,horse_4588_3,,0,0,7,2,2,10,horse_4588_3,,
2598,horse_4590_3,,0,0,7,2,2,10,horse_4590_3,,
2599,horse_4592_3,,0,0,7,2,2,10,horse_4592_3,,
2600,horse_4594_3,,0,0,7,2,2,10,horse_4594_3,,
2601,horse_4596_3,,0,0,7,2,2,10,horse_4596_3,,
2602,horse_4598_3,,0,0,7,2,2,10,horse_4598_3,,
2603,horse_4602_3,,0,0,7,2,2,10,horse_4602_3,,
2604,horse_4604_3,,0,0,7,2,2,10,horse_4604_3,,
2605,horse_4606_3,,0,0,7,2,2,10,horse_4606_3,,
2606,horse_4607_3,,0,0,7,2,2,10,horse_4607_3,,
2607,horse_4608_3,,0,0,7,2,2,10,horse_4608_3,,
2608, horse_4610_3,,0,0,7,2,2,10, horse_4610_3,,
2609,horse_4610_3,,0,0,7,2,2,10,horse_4610_3,,
2610,horse_4611_3,,0,0,7,2,2,10,horse_4611_3,,
2611,horse_4612_3,,0,0,7,2,2,10,horse_4612_3,,
2612,horse_4614_3,,0,0,7,2,2,10,horse_4614_3,,
2613,horse_4616_3,,0,0,7,2,2,10,horse_4616_3,,
2614,horse_4618_3,,0,0,7,2,2,10,horse_4618_3,,
2615,horse_4623_3,,0,0,7,2,2,10,horse_4623_3,,
2616,horse_4624_3,,0,0,7,2,2,10,horse_4624_3,,
2617,horse_4627_3,,0,0,7,2,2,10,horse_4627_3,,
2618,horse_4628_3,,0,0,7,2,2,10,horse_4628_3,,
2619,horse_4631_3,,0,0,7,2,2,10,horse_4631_3,,
2620,horse_4632_3,,0,0,7,2,2,10,horse_4632_3,,
2621,horse_4635_3,,0,0,7,2,2,10,horse_4635_3,,
2622,horse_4636_3,,0,0,7,2,2,10,horse_4636_3,,
2623,horse_4644_3,,0,0,7,2,2,10,horse_4644_3,,
2624,horse_4645_3,,0,0,7,2,2,10,horse_4645_3,,
2625,horse_4647_3,,0,0,7,2,2,10,horse_4647_3,,
2626,horse_4649_3,,0,0,7,2,2,10,horse_4649_3,,
2627,horsechange_3449,,0,0,7,2,2,10,horsechange_3449,,
2628,horsechange_3451,,0,0,7,2,2,10,horsechange_3451,,
2629,horsechange_3453,,0,0,7,2,2,10,horsechange_3453,,
2630,horsechange_3453_1,,0,0,7,2,2,10,horsechange_3453_1,,
2631,horsechange_3464,,0,0,7,2,2,10,horsechange_3464,,
2632,horsechange_3464_1,,0,0,7,2,2,10,horsechange_3464_1,,
2633,horsechange_3466_1,,0,0,7,2,2,10,horsechange_3466_1,,
2634,horsechange_3468,,0,0,7,2,2,10,horsechange_3468,,
2635,horsechange_3468_1,,0,0,7,2,2,10,horsechange_3468_1,,
2636,horsechange_3473,,0,0,7,2,2,10,horsechange_3473,,
2637,horsechange_3475,,0,0,7,2,2,10,horsechange_3475,,
2638,horsechange_3477,,0,0,7,2,2,10,horsechange_3477,,
2639,horsechange_attack,,0,0,7,2,2,10,horsechange_attack,,
2640,horsechange_missile,,0,0,7,2,2,10,horsechange_missile,,
2641,item_10119,,0,0,7,2,2,10,item_10119,,
2642,item_10120,,0,0,7,2,2,10,item_10120,,
2643,item_10121,,0,0,7,2,2,10,item_10121,,
2644,item_11582_tail,,0,0,7,2,2,10,item_11582_tail,,
2645,item_11585_tail,,0,0,7,2,2,10,item_11585_tail,,
2646,item_11587_tail,,0,0,7,2,2,10,item_11587_tail,,
2647,item_11589_tail,,0,0,7,2,2,10,item_11589_tail,,
2648,item_11590_tail,,0,0,7,2,2,10,item_11590_tail,,
2649,item_11591,,0,0,7,2,2,10,item_11591,,
2650,item_12011,,0,0,7,2,2,10,item_12011,,
2651,item_12253_shut,,0,0,7,2,2,10,item_12253_shut,,
2652,item_12280_shut,,0,0,7,2,2,10,item_12280_shut,,
2653,item_12299_2,,0,0,7,2,2,10,item_12299_2,,
2654,item_100068_xs,,0,0,7,2,2,10,item_100068_xs,,
2655,item_110035_nl,,0,0,7,2,2,10,item_110035_nl,,
2656,item_chongci,,0,0,7,2,2,10,item_chongci,,
2657,item_guangquan,,0,0,7,2,2,10,item_guangquan,,
2658,item_hudun,,0,0,7,2,2,10,item_hudun,,
2659,item_lanqiuxuli,,0,0,7,2,2,10,item_lanqiuxuli,,
2660,item_up1,,0,0,7,2,2,10,item_up1,,
2661,jet_62,,0,0,7,2,2,10,jet_62,,
2662,jet_63,,0,0,7,2,2,10,jet_63,,
2663,jet_64,,0,0,7,2,2,10,jet_64,,
2664,jet_65,,0,0,7,2,2,10,jet_65,,
2665,lanpinzhi_1,,0,0,7,2,2,10,lanpinzhi_1,,
2666,lanpinzhi_2,,0,0,7,2,2,10,lanpinzhi_2,,
2667,lanpinzhi_3,,0,0,7,2,2,10,lanpinzhi_3,,
2668,lanpinzhi_4,,0,0,7,2,2,10,lanpinzhi_4,,
2669,lanpinzhi_5,,0,0,7,2,2,10,lanpinzhi_5,,
2670,lanpinzhi_6,,0,0,7,2,2,10,lanpinzhi_6,,
2671,Light99,,0,0,7,2,2,10,Light99,,
2672,Light123,,0,0,7,2,2,10,Light123,,
2673,Light140,,0,0,7,2,2,10,Light140,,
2674,Light159,,0,0,7,2,2,10,Light159,,
2675,light160,,0,0,7,2,2,10,light160,,
2676,lowattack,,0,0,7,2,2,10,lowattack,,
2677,lowdefence,,0,0,7,2,2,10,lowdefence,,
2678,lowefficiency,,0,0,7,2,2,10,lowefficiency,,
2679,mediumattack,,0,0,7,2,2,10,mediumattack,,
2680,mediumdefence,,0,0,7,2,2,10,mediumdefence,,
2681,mediumefficiency,,0,0,7,2,2,10,mediumefficiency,,
2682,mob_3200_bubble_do,,0,0,7,2,2,10,mob_3200_bubble_do,,
2683,mob_3200_bubble_need,,0,0,7,2,2,10,mob_3200_bubble_need,,
2684,mob_3200_craft,,0,0,7,2,2,10,mob_3200_craft,,
2685,mob_3200_exclaim,,0,0,7,2,2,10,mob_3200_exclaim,,
2686,mob_3200_freedom1,,0,0,7,2,2,10,mob_3200_freedom1,,
2687,mob_3200_freedom2,,0,0,7,2,2,10,mob_3200_freedom2,,
2688,mob_3200_happy,,0,0,7,2,2,10,mob_3200_happy,,
2689,mob_3200_hostile,,0,0,7,2,2,10,mob_3200_hostile,,
2690,mob_3200_hungery,,0,0,7,2,2,10,mob_3200_hungery,,
2691,mob_3200_music,,0,0,7,2,2,10,mob_3200_music,,
2692,mob_3200_question,,0,0,7,2,2,10,mob_3200_question,,
2693,mob_3200_tired,,0,0,7,2,2,10,mob_3200_tired,,
2694,mob_3407_2,,0,0,7,2,2,10,mob_3407_2,,
2695,mob_100068_boss_xs,,0,0,7,2,2,10,mob_100068_boss_xs,,
2696,mob_100068_bosscj,,0,0,7,2,2,10,mob_100068_bosscj,,
2697,mob_100068_bossRoar,,0,0,7,2,2,10,mob_100068_bossRoar,,
2698,mob_100068_cc,,0,0,7,2,2,10,mob_100068_cc,,
2699,mob_100068_csxl,,0,0,7,2,2,10,mob_100068_csxl,,
2700,mob_100068_hd,,0,0,7,2,2,10,mob_100068_hd,,
2701,mob_100068_hd2,,0,0,7,2,2,10,mob_100068_hd2,,
2702,mob_100068_hq1,,0,0,7,2,2,10,mob_100068_hq1,,
2703,mob_100068_hq2,,0,0,7,2,2,10,mob_100068_hq2,,
2704,mob_100068_hq3,,0,0,7,2,2,10,mob_100068_hq3,,
