控件ID【控件大类(1=事件|2=条件|3=动作|4=局部事件)_子类（01~17）_序号（0001~）】,名称,控件大类,子类型,子类名称,显示过滤【①全局（1=显示（默认）|0=隐藏），②局部（1=显示（默认）|0=隐藏），③道具类型（0=通用|1=方块|2=杂物|3=工具|4=一组物品|5=怪物|6=账号物品|7=弓|8=投掷物/弹药|9=装备|10=枪械|11=食物|12=石矛|15=包裹|16=机械）(子类型=6时才读)（兼用多种道具类型时，数字用‘|’隔开），④使用仅供学习的模板地图时禁用（0=不禁用，1=禁用）】,描述,描述备注,备注,事件传参备注,事件传参,参数1,参数默认值1,参数2,参数默认值2,参数3,参数默认值3,参数4,参数默认值4,参数5,参数默认值5,参数6,参数默认值6,参数7,参数默认值7,参数8,参数默认值8,参数9,参数默认值9,参数10,参数默认值10,触发器显示（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见）,触发器提示版本号（填写版本号的第二位）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040003,替换方块,3,4,方块,"1,1,0,0",替换在|@1|上的方块为|@2|，朝向为|@3,替换在【位置】上的方块为【方块类型】，朝向为【朝向】,,,,"1002,1",6|240001,"1025,1",,"1003,1",5|20001,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040004,改变开关状态,3,4,方块,"1,1,0,0",改变|@1|的方块开关状态为|@2,改变【位置】的方块开关状态为【开关】,,,,"1002,1",6|240001,"1013,1",5|100001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040005,改变方块设置开关,3,4,方块,"1,1,0,0",改变|@1|的|@2|设置为|@3,改变【方块类型】的【方块设置】设置为【开关】,,,,"1025,1",,"1026,1",5|190001,"1013,1",5|100001,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040006,以方块填充区域,3,4,方块,"1,1,0,0",以|@1|填充|@2|，方块朝向为|@3,以【方块类型】填充【区域】，方块朝向为【朝向】,,,,"1025,1",,"1001,1",,"1003,1",5|20001,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040007,清空区域内方块,3,4,方块,"1,1,0,0",清空|@1|内的|@2,清空【区域】内的【方块类型】,,,,"1001,1",,"1025,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040008,复制区域内方块并放置在指定点,3,4,方块,"1,1,0,0",复制|@1|内的方块并放置在|@2|，朝向为|@3,复制【区域】内的方块并放置在【位置】，朝向为【朝向】,,,,"1001,1",,"1002,1",6|240001,"1003,1",5|20001,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040009,区域替换方块,3,4,方块,"1,1,0,0",将|@1|中的|@2|替换为|@3|，方块朝向为|@4,将【区域】中的【方块类型】替换为【方块类型】，方块朝向为【朝向】,,,,"1001,1",,"1025,1",,"1025,1",,"1003,1",5|20001,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040010,破坏方块,3,4,方块,"1,1,0,0",破坏在|@1|上的方块,破坏在【位置】上的方块,,,,"1002,1",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050001,击败玩家,3,5,玩家,"1,1,0,0",击败|@1,击败【玩家】,,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050002,复活到指定点,3,5,玩家,"1,1,0,0",@1|复活到|@2,【玩家】复活到【位置】,,,,"1018,1",6|250001,"1002,1",6|240001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050003,改变玩家复活点位置,3,5,玩家,"1,1,0,0",改变|@1|复活点位置至|@2,改变【玩家】复活点位置至【位置】,,,,"1018,1",6|250001,"1002,1",6|240001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050004,设置属性,3,5,玩家,"1,1,0,0",设置|@1|的|@2|为|@3,设置【玩家】的【玩家属性】为【数值】,,,,"1018,1",6|250001,"1020,1",5|140001,"1005,1",1|0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050005,获得状态效果,3,5,玩家,"1,1,0,0",@1|获得|@2|效果，永久持续为|@3|，持续|@4|秒,【玩家】获得【状态】效果，永久持续为【布尔值】，持续【数值】秒,,,,"1018,1",6|250001,"1037,1",,"1014,1",5|320002,"1005,1",1|0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050006,移除状态效果,3,5,玩家,"1,1,0,0",移除|@1|的|@2|效果,移除【玩家】的【状态】效果,,,,"1018,1",6|250001,"1037,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050007,改变玩家设置开关,3,5,玩家,"1,1,0,0",设置|@1|的|@2|设置为 |@3,设置【玩家】的【玩家设置】设置为 【开关】,,,,"1018,1",6|250001,"1022,1",,"1013,1",5|100001,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050008,移除玩家,3,5,玩家,"1,1,0,0",移除|@1|出本局游戏,移除【玩家】出本局游戏,,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050009,加入游戏观战,3,5,玩家,"1,1,0,0",使|@1|加入游戏观战,使【玩家】加入游戏观战,,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050010,改变玩家队伍,3,5,玩家,"1,1,0,0",改变|@1|队伍为|@2,改变【玩家】队伍为【队伍】,,,,"1018,1",6|250001,"1023,1",5|170001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050011,改变玩家位置,3,5,玩家,"1,1,0,0",改变|@1|的当前位置至|@2,改变【玩家】的当前位置至【位置】,,,,"1018,1",6|250001,"1002,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050012,改变玩家朝向,3,5,玩家,"1,1,0,0",改变|@1|的面向为|@2,改变【玩家】的面向为【朝向】,,,,"1018,1",6|250001,"1003,1",5|20001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050013,改变玩家镜头偏移,3,5,玩家,"1,1,0,0",设置|@1|的镜头偏移为水平Yaw|@2|垂直Pitch|@3,设置【玩家】的镜头偏移为水平Yaw【数值】垂直Pitch【数值】,,,,"1018,1",6|250001,"1005,1",1|1,"1005,1",1|1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050014,添加道具至玩家背包,3,5,玩家,"1,1,0,0",添加道具|@1||@2|个至|@3|背包,添加道具【道具类型】【数值】个至【玩家】背包,,,,"1028,1",,"1005,1",1|1,"1018,1",6|250001,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050016,丢弃玩家背包的道具,3,5,玩家,"1,1,0,0",丢弃|@1|身上的|@2|个|@3,丢弃【玩家】身上的【数值】个【道具类型】,,,,"1018,1",6|250001,"1005,1",,"1028,1",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050017,销毁玩家背包的道具,3,5,玩家,"1,1,0,0",销毁|@1|身上的|@2|的|@3,销毁【玩家】身上的【数值】的【道具类型】,,,,"1018,1",6|250001,"1005,1",,"1028,1",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050018,骑乘载具,3,5,玩家,"1,1,0,0",使得|@1|登上|@2|，位置编号为|@3,使得【玩家】登上【生物】，位置编号为【数值】,,,,"1018,1",6|250001,"1031,1",,"1005,1",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050019,脱离骑乘的载具,3,5,玩家,"1,1,0,0",使得|@1|离开当前载具,使得【玩家】离开当前载具,,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050020,改变视角,3,5,玩家,"1,1,0,0",改变|@1|的视角为|@2|，并|@3|锁定,改变【玩家】的视角为【视角】，并【开关】锁定,,,,"1018,1",6|250001,"1004,1",,"1013,1",5|100001,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050021,控制载具自动前进,3,5,玩家,"1,1,0,0",使|@1|驾驶的载具自动前进,使【玩家】驾驶的载具自动前进,,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050022,玩家自动寻路,3,5,玩家,"1,1,0,0",使|@1|从当前位置自动寻路到|@2|，玩家可操作为|@3,是【玩家】从当前位置自动寻路到【位置】，玩家可操作为【开关】,该触发器有距离限制，超过一定（约32个方块）范围会导致无法触发,,,"1018,1",6|250001,"1002,1",,"1013,1",5|100001,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050023,使玩家胜利,3,5,玩家,"1,1,0,0",使|@1|获得游戏胜利,使【玩家】获得游戏胜利,,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050024,触发玩家播放动画表情,3,5,玩家,"1,1,0,0",播放|@1|对|@2,播放【动画表情】对【玩家】,动画表情参数输入值范围1-20 人物动作1-10 通用动作11-20,,,"1041,1",,"1018,1",6|250001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050025,对玩家显示飘窗文字,3,5,玩家,"1,1,0,0",对|@1|显示飘窗文字，文字内容为|@2,对【玩家】显示飘窗文字，文字内容为【字符串】,,,,"1018,1",6|250001,"1010,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050026,使用快捷栏道具,3,5,玩家,"1,1,0,0",使|@1|使用快捷栏选中道具,使【玩家】使用快捷栏选中道具,,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050027,对玩家显示聊天框信息,3,5,玩家,"1,1,0,0",对|@1|显示聊天框信息，内容为|@2,对【玩家】显示聊天框信息，内容为【字符串】,,,,"1018,1",6|250001,"1010,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050028,指定道具不可丢弃,3,5,玩家,"1,1,0,0",设置|@1|的|@2|不可丢弃为|@3,设置【玩家】的【道具类型】不可丢弃,,,,"1018,1",6|250001,"1028,1",,"1013,1",5|100001,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050029,指定道具不可掉落,3,5,玩家,"1,1,0,0",设置|@1|的|@2|不可掉落为|@3,设置【玩家】的【道具类型】不可掉落,,,,"1018,1",6|250001,"1028,1",,"1013,1",5|100001,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050030,使玩家朝方向移动,3,5,玩家,"1,1,0,0",使|@1|朝|@2|移动，速度为|@3,使【玩家】朝【方向】移动，速度为【数值】,,,,"1018,1",6|250001,"1047,1",,"1005,1",1|0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,2,5,7,10,17,20,27,30,0,0,0,0,玩家,方向,数值,数值,,,,,"1018,1","1047,1","1005,1","1005,1"
3050031,替换状态效果,3,5,玩家,"1,1,0,0",将|@1|身上的|@2|替换为|@3|，永久持续为|@4|，持续|@5|秒,将【玩家】身上的【状态】替换为【状态】，永久持续为【布尔值】，持续【数值】秒,,,,"1018,1",6|250001,"1037,1",,"1037,1",,"1014,1",5|320002,"1005,1",1|0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050032,使玩家穿上装备,3,5,玩家,"1,1,0,0",使|@1|穿上背包中的|@2,使【玩家】穿上背包中的【装备类型】,,,,"1018,1",6|250001,"1055,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050033,使玩家脱下装备,3,5,玩家,"1,1,0,0",使|@1|脱下|@2|的装备至背包中,使【玩家】脱下【装备栏】的装备至背包中,,,,"1018,1",6|250001,"1054,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050034,创建装备,3,5,玩家,"1,1,0,0",创建|@1|至|@2|装备栏中,创建【装备类型】至【玩家】装备栏中,,,,"1055,1",,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050035,销毁装备,3,5,玩家,"1,1,0,0",销毁|@1||@2|中的装备,销毁【玩家】【装备栏】中的装备,,,,"1018,1",6|250001,"1054,1",5|420001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050036,改变玩家外观,3,5,玩家,"1,0,0,0",改变|@1|的外观为|@2,改变【玩家】的外观为【外观类型】,,,,"1018,1",6|250001,"1060,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050037,恢复玩家外观,3,5,玩家,"1,0,0,0",恢复|@1|的初始外观,恢复【玩家】的初始外观,,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050040,使玩家对玩家造成伤害,3,5,玩家,"1,1,0,0",使|@1|对|@2|造成|@3|点伤害，伤害类型为|@4,使【玩家】对【玩家】造成【数值】点伤害，伤害类型为【伤害类型】,"1.可以获取到伤害来源为玩家，会显示伤害飘字
2.近战伤害、远程伤害、爆炸伤害会默认加5点伤害值，会根据防御力计算最终的伤害值
3.会触发对应的事件（例如玩家造成伤害，玩家受到伤害），但不会触发玩家攻击、攻击命中等事件",,,"1018,1",6|250001,"1018,1",6|250002,"1005,1",1|10,"1011,1",5|80001,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050041,使玩家对生物造成伤害,3,5,玩家,"1,1,0,0",使|@1|对|@2|造成|@3|点伤害，伤害类型为|@4,使【玩家】对【生物】造成【数值】点伤害，伤害类型为【伤害类型】,"1.可以获取到伤害来源为玩家，会显示伤害飘字
2.近战伤害、远程伤害、爆炸伤害会默认加5点伤害值，会根据防御力计算最终的伤害值
3.会触发对应的事件（例如玩家造成伤害，玩家受到伤害），但不会触发玩家攻击、攻击命中等事件",,,"1018,1",6|250001,"1031,1",6|300002,"1005,1",1|10,"1011,1",5|80001,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050042,使玩家伤害区域内的目标,3,5,玩家,"1,1,0,0",使|@1|对|@2|内的所有目标造成|@3|点伤害，伤害类型为|@4,使【玩家】对【区域】内的所有目标造成【数值】点伤害，伤害类型为【伤害类型】,"1.对所有人造成伤害（包括自己），可以获取到伤害来源为玩家，会显示伤害飘字
2.近战伤害、远程伤害、爆炸伤害会默认加5点伤害值，会根据防御力计算最终的伤害值
3. 会触发对应的事件（例如玩家造成伤害、玩家、生物受到伤害等），但不会触发玩家攻击、攻击命中等事件
",,,"1018,1",6|250001,"1001,1",,"1005,1",1|10,"1011,1",5|80001,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050043,更改玩家名字,3,5,玩家,"1,1,0,0",更改|@1|的名字为|@2,更改【玩家】的名字为【字符串】,,,,"1018,1",6|250001,"1010,1",,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050044,改变玩家移动方式,3,5,玩家,"1,1,0,0",设置|@1|的移动方式为|@2,设置【玩家】的移动方式为【移动方式】,角色落地后会取消飞行状态，需要再次触发该动作,,,"1018,1",6|250001,"1077,1",6|530001,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050045,使玩家退出观战模式,3,5,玩家,"1,1,0,0",使|@1|退出观战模式,使【玩家】退出观战模式,,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050046,设置玩家免疫伤害类型,3,5,玩家,"1,1,0,0",设置|@1|免疫的伤害类型为|@2,设置【玩家】免疫的伤害类型为【伤害类型】,,,,"1018,1",6|250001,"1011,1",6|80001,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050047,移除玩家免疫伤害类型,3,5,玩家,"1,1,0,0",移除|@1|免疫的伤害类型为|@2,移除【玩家】免疫的伤害类型为【伤害类型】,,,,"1018,1",6|250001,"1011,1",6|80001,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050048,抖动玩家镜头,3,5,玩家,"1,1,0,0",对|@1|抖动镜头，持续|@2|秒，强度为|@3,对【玩家】抖动镜头，持续【数值】秒，强度为【数值】,,,,"1018,1",6|250001,"1005,1",1|2,"1005,1",1|100,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050049,停止玩家镜头抖动,3,5,玩家,"1,1,0,0",停止|@1|镜头抖动,停止【玩家】镜头抖动,,,,"1018,1",6|250001,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060001,添加玩家进玩家组,3,6,玩家组,"1,1,0,0",添加|@1|进指定|@2,添加【玩家】进指定【玩家组】,,,,"1018,1",6|250001,"1019,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060002,从玩家组中移除玩家,3,6,玩家组,"1,1,0,0",将|@1|从|@2|中移除,将【玩家】从【玩家组】中移除,,,,"1018,1",6|250001,"1019,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060003,清空玩家组,3,6,玩家组,"1,1,0,0",清空|@1,清空【玩家组】,,,,"1019,1",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060004,对玩家组执行触发器,3,6,玩家组,"1,1,0,0",对|@1|内的每一个玩家执行|@2|，并检查触发器条件为|@3,对【玩家组】内的每一个玩家执行【触发器】，并检查触发器条件为【布尔值】,,,,"1019,1",,"1038,1",,"1014,1",5|320002,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060005,对玩家组显示聊天框信息,3,6,玩家组,"1,1,0,0",对|@1|内每一个玩家显示聊天框信息，内容为|@2,对【玩家组】内每一个玩家显示聊天框信息，内容为【字符串】,,,,"1019,1",,"1010,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060006,对玩家组显示飘窗文字,3,6,玩家组,"1,1,0,0",对|@1|内每一个玩家显示飘窗文字，内容为|@2,对【玩家组】内每一个玩家显示飘窗文字，内容为【字符串】,,,,"1019,1",,"1010,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070001,创建生物,3,7,生物,"1,1,0,0",在|@1|创建|@2|个|@3|，阵营属于|@4,在【位置】创建【数值】个【生物类型】，阵营属于【队伍】,,,,"1002,1",6|240001,"1005,1",1|1,"1032,1",,"1023,1",5|170001,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070003,击败生物,3,7,生物,"1,1,0,0",将|@1|击败,将【生物】杀死,,,,"1031,1",6|300001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070004,移除生物,3,7,生物,"1,1,0,0",将|@1|移除,将【生物】移除,,,,"1031,1",6|300001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070005,击败生物类型,3,7,生物,"1,1,0,0",将|@1|击败,将【生物类型】杀死,,,,"1032,1",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070006,移除生物类型,3,7,生物,"1,1,0,0",将|@1|移除,将【生物类型】移除,,,,"1032,1",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070007,设置属性,3,7,生物,"1,1,0,0",设置|@1|的|@2|为|@3,设置【生物】的【生物属性】为【数值】,,,,"1031,1",6|300001,"1035,1",5|210001,"1005,1",1|0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070008,设置伤害类型,3,7,生物,"1,1,0,0",设置|@1|的伤害类型为|@2,设置【生物】的伤害类型为【伤害类型】,,,,"1031,1",6|300001,"1011,1",5|80001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070009,设置免疫伤害类型,3,7,生物,"1,1,0,0",设置|@1|免疫的伤害类型为|@2,设置【生物】免疫的伤害类型为【伤害类型】,,,,"1031,1",6|300001,"1011,1",5|80001,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070010,改变生物设置开关,3,7,生物,"1,1,0,0",将|@1|的|@2|设置为 |@3,设置【生物】的【生物设置】设置为 【开关】,,,,"1031,1",6|300001,"1036,1",5|220001,"1013,1",5|100001,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070011,使生物播放动画表情,3,7,生物,"1,1,0,0",使|@1|播放|@2,使【生物】播放【动画表情】,动画表情参数输入值范围1-20 人物动作1-10 通用动作11-20,,,"1031,1",6|300001,"1041,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070012,获得状态效果,3,7,生物,"1,1,0,0",使|@1|获得|@2|效果,使【生物】获得【状态】效果,,,,"1031,1",6|300001,"1037,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070013,移除状态效果,3,7,生物,"1,1,0,0",移除|@1|身上的|@2|效果,移除【生物】身上的【状态】效果,,,,"1031,1",6|300001,"1037,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070014,改变生物面向角度,3,7,生物,"1,1,0,0",设置触发事件中的|@1|面向|@2|度方向（面向Z轴方向为0度）,设置触发事件中的【生物】面向【数值】度方向（面向Z轴方向为0度）,,,,"1031,1",6|300001,"1005,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070015,改变生物位置,3,7,生物,"1,1,0,0",改变|@1|的当前位置至|@2,改变【生物】的当前位置至【位置】,,,,"1031,1",6|300001,"1002,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070016,生物自动寻路,3,7,生物,"1,1,0,0",使|@1|从当前位置自动寻路到|@2,使【生物】从当前位置自动寻路到【位置】,该触发器有距离限制，超过一定（约32个方块）范围会导致无法触发,,,"1031,1",6|300001,"1002,1",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070017,使生物朝方向移动,3,7,生物,"1,1,0,0",使|@1|朝|@2|移动，速度为|@3,使【生物】朝【方向】移动，速度为【数值】，衰减系数为【数值】,,,,"1031,1",6|300001,"1047,1",,"1005,1",1|0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070018,改变生物外观,3,7,生物,"1,0,0,0",改变|@1|的外观为|@2,改变【生物】的外观为【外观类型】,,,,"1031,1",6|300001,"1060,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070019,恢复生物外观,3,7,生物,"1,0,0,0",恢复|@1|的初始外观,恢复【生物】的初始外观,,,,"1031,1",6|300001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
