物品ID,物品名称（仅备注用）,分类ID,界面分类ID(控制在哪个UI分类下显示的字段，支持填多个ID),品质（-1糟糕，0普通，1稀有，2珍贵，3传说）,需要家园等级（一般用于购买限制）,系列（填stringid）,品牌（填文件夹.文件名，路径在res/ui下）,家园评分,图鉴评分,出售类型（0免费，1迷你币，2家园币，3迷你豆，4迷你点）编辑背包回收,出售价格,功能数量（用到几个功能就填几）,功能1ID,功能1值1,功能1值2,功能1值3,功能1值4,功能2ID,功能2值1,功能2值2,功能2值3,功能2值4,功能3ID,功能3值1,功能3值2,功能3值3,功能3值4,界面模型大小,占地大小(512=半格砖 1024=4分之1砖),替代描述（对应stringID，屏蔽原描述和合成配方，显示本表配置描述）
ItemID,Name,ItemType,UiType,Quality,HomeLv,Series,Brand,HomeScore,HandBookScore,SellType,SellNum,FunctionNum,Function1_ID,Function1_val1,Function1_val2,Function1_val3,Function1_val4,Function2_ID,Function2_val1,Function2_val2,Function2_val3,Function2_val4,Function3_ID,Function3_val1,Function3_val2,Function3_val3,Function3_val4,ModelSize,AreaSize,ReplaceString
3,静态水,1002,1101|1102,0,,,,,,,,2,1,1x1x1,,,,19,1,,,,,,,,,,,
1733,西域半格橱柜,1001,1201|1204,0,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,512,
1734,西域组合柜,1001,1201|1204,0,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
1735,西域屏风,1001,1201|1202,0,,40419,,,10,2,50,2,1,1x1x2,,,,15,2,,,,,,,,,,2,
1736,西域立体灯,1001,1201|1202,1,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
1737,西域吊灯,1001,1201|1202,1,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
1738,西域壁灯,1001,1201|1202,1,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
1739,西域门,1002,1101|1104,1,,40419,,,10,2,50,2,1,1x1x2,,,,15,2,,,,,,,,,,2,
1740,西域窗,1002,1101|1104,0,,40419,,,10,2,50,2,1,1x1x2,,,,15,2,,,,,,,,,,2,
1741,西域楼梯,1002,1101|1103,0,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
1742,西域墙砖,1002,1101|1102,0,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
1743,西域砖,1002,1101|1102,0,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
1744,西域半砖,1002,1101|1102,0,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,512,
1745,西域围栏,1002,1101|1103,0,,40419,,,10,2,50,2,1,1x1x1,,,,15,2,,,,,,,,,,,
1746,西域地毯,1004,1101|1104,0,,40419,,,10,2,50,2,1,2x1x1,,,,15,2,,,,,,,,,,2,
1747,手工骆驼雕塑,1004,1201|1202,0,,,,,10,2,50,3,1,1x2x1,,,,14,,,,,13,2,,1000,1,,2,
1748,莫高窟九层塔,1004,1201|1202,0,,,,,10,2,50,3,1,1x2x1,,,,14,,,,,13,2,,1000,1,,4,
1749,敦煌飞天雕塑,1004,1201|1202,0,,,,,10,2,50,3,1,1x2x1,,,,14,,,,,13,2,,1000,1,,2,
1750,敦煌壁画1,1004,1201|1202,0,,,,,10,2,50,3,1,1x1x1,,,,14,,,,,13,2,,1000,1,,1,
1751,敦煌壁画2,1004,1201|1202,0,,,,,10,2,50,3,1,1x1x2,,,,14,,,,,13,2,,1000,1,,2,
1752,敦煌壁画3,1004,1201|1202,0,,,,,10,2,50,3,1,1x2x2,,,,14,,,,,13,2,,1000,1,,4,
1759,5级灶台,1003,1203,3,12,41005,,,10,2,50,3,1,1x1x1,,,,,,,,,,,,,,,,
1811,中式椅子,1001,1201|1204,0,,,,,10,2,10,3,1,1x1x1,,,,,,,,,,,,,,,,40901
1812,中式桌子,1001,1201|1204,0,,,,,10,2,10,3,1,1x1x1,,,,,,,,,,,,,,,,40905
1813,中式沙发,1001,1201|1204,0,,,,,10,2,10,3,1,1x1x1,,,,,,,,,,,,,,,,40901
1814,中式壁炉,1001,1201|1204,0,,,,,10,2,10,3,1,1x1x1,,,,,,,,,,,,,,,,40905
1815,中式柜子,1001,1201|1204,0,,,,,10,2,10,3,1,1x1x1,,,,,,,,,,,,,,,,40905
12750,开心烟花,3001,3001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12751,好运烟花,3001,3001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12752,活力烟花,3001,3001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12754,幸运烟花,3001,3001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12827,空气气球,3001,3001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12828,彩色气球,3001,3001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12830,孔明灯,3001,3001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12836,红色新年烟花,3001,3001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12837,紫色新年烟花,3001,3001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12838,绿色新年烟花,3001,3001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
49001,礼包测试道具,7001,7001,0,,,,,,2,10,1,18,9001,,,,,,,,,,,,,,,,
49002,其它测试道具1,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
49003,其它测试道具2,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
49004,其它测试道具3,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
49005,其它测试道具4,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
49006,其它测试道具5,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
49007,其它测试道具6,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
49008,其它测试道具7,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
49009,其它测试道具8,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
49010,其它测试道具9,7001,7001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
50001,中式山庄,2001,2001,0,,,,,,2,10,1,2,bp10000040471611632927,,,,,,,,,,,,,,,,
50002,碧水山庄,2001,2001,0,,,,,,2,10,1,2,bp10000040471611670346,,,,,,,,,,,,,,,,
50003,简约别墅,2001,2001,0,,,,,,2,10,1,2,bp10000040471611632806,,,,,,,,,,,,,,,,
50004,现代别墅,2001,2001,0,,,,,,2,10,1,2,bp10000040471611677007,,,,,,,,,,,,,,,,
50005,小狗主题乐园,2001,2001,0,,,,,,2,10,1,2,bp10000040471611632864,,,,,,,,,,,,,,,,
50006,蓝色城堡,2001,2001,0,,,,,,2,10,1,2,bp10000040471611632741,,,,,,,,,,,,,,,,
50007,研究所,2001,2001,0,,,,,,2,10,1,2,bp10000040471611632983,,,,,,,,,,,,,,,,
50008,科研基地,2001,2001,0,,,,,,2,10,1,2,bp10000040471612513127,,,,,,,,,,,,,,,,
50009,蓝图9,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
50010,蓝图10,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
50011,蓝图11,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
50012,蓝图12,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
50013,蓝图13,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
50014,蓝图14,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
50015,蓝图15,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
50016,蓝图16,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
50017,蓝图17,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
50018,蓝图18,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
50019,蓝图19,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
50020,蓝图20,2001,2001,0,,,,,,2,10,1,2,,,,,,,,,,,,,,,,,
55000,50001~55000为家园蓝图道具预留,,,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
55001,互动道具1,3001,3001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
55002,互动道具2,3001,3001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
55003,互动道具3,3001,3001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
55004,互动道具4,3001,3001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
55005,互动道具5,3001,3001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
55006,互动道具6,3001,3001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
55007,互动道具7,3001,3001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
55008,互动道具8,3001,3001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
55009,互动道具9,3001,3001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
55010,互动道具10,3001,3001,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
60000,55001~60000为互动道具预留,,,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
60001,60001~62000为环境道具预留,,,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
62000,60001~62000为环境道具预留,,,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
62001,向阳花种子,5001,5001,0,1,,,,,2,5,,,,,,,,,,,,,,,,,,,
62002,红色龙舌兰种子,5001,5001,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,
62003,龙血花种子,5001,5001,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,
62004,野蔷薇种子,5001,5001,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,
62005,小白菊种子,5001,5001,0,3,,,,,2,115,,,,,,,,,,,,,,,,,,,
62006,茶树种子,5001,5001,0,3,,,,,2,5,,,,,,,,,,,,,,,,,,,
62007,香蕉种子,5001,5001,0,3,,,,,2,,,,,,,,,,,,,,,,,,,,
62008,西瓜种子,5001,5001,0,3,,,,,2,115,,,,,,,,,,,,,,,,,,,
62009,芒果种子,5001,5001,0,1,,,,,2,115,,,,,,,,,,,,,,,,,,,
62010,梨子种子,5001,5001,0,4,,,,,2,115,,,,,,,,,,,,,,,,,,,
62011,柑橘种子,5001,5001,0,2,,,,,2,115,,,,,,,,,,,,,,,,,,,
62012,桃子种子,5001,5001,0,5,,,,,2,115,,,,,,,,,,,,,,,,,,,
62013,水稻种子,5001,5001,0,1,,,,,2,115,,,,,,,,,,,,,,,,,,,
62014,麦子种子,5001,5001,0,1,,,,,2,0,,,,,,,,,,,,,,,,,,,
62015,土豆种子,5001,5001,0,2,,,,,2,115,,,,,,,,,,,,,,,,,,,
62016,南瓜种子,5001,5001,0,2,,,,,2,115,,,,,,,,,,,,,,,,,,,
62017,甘蔗种子,5001,5001,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,
62018,蜂巢种子,5001,5001,0,5,,,,,2,,,,,,,,,,,,,,,,,,,,
62019,辣椒树种子,5001,5001,0,8,,,,,2,,,,,,,,,,,,,,,,,,,,
62020,棉花树种子,5001,5001,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,
62021,果树种子,5001,5001,0,3,,,,,2,215,,,,,,,,,,,,,,,,,,,
62022,落叶松种子,5001,5001,0,4,,,,,2,,,,,,,,,,,,,,,,,,,,
62023,白杨树种子,5001,5001,0,5,,,,,2,,,,,,,,,,,,,,,,,,,,
62024,红杉树种子,5001,5001,0,11,,,,,2,,,,,,,,,,,,,,,,,,,,
62025,楠树种子,5001,5001,0,11,,,,,2,,,,,,,,,,,,,,,,,,,,
62026,胡桃树种子,5001,5001,0,10,,,,,2,,,,,,,,,,,,,,,,,,,,
62027,小蘑菇种子,5001,5001,0,9,,,,,2,,,,,,,,,,,,,,,,,,,,
62028,小红菇种子,5001,5001,0,2,,,,,2,,,,,,,,,,,,,,,,,,,,
62029,咖啡豆种子,5001,5001,0,9,,,,,2,,,,,,,,,,,,,,,,,,,,
62030,球球豆种子,5001,5001,0,8,,,,,2,,,,,,,,,,,,,,,,,,,,
62031,氧气果种子,5001,5001,0,10,,,,,2,,,,,,,,,,,,,,,,,,,,
62032,胡萝卜种子,5001,5001,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,
62033,橙色色龙舌兰种子,5001,5001,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,
62034,灰色龙舌兰种子,5001,5001,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,
62035,粉色龙舌兰种子,5001,5001,0,1,,,,,2,,,,,,,,,,,,,,,,,,,,
62036,胡杨树种子,5001,5001,0,3,,,,,2,215,,,,,,,,,,,,,,,,,,,
62037,芦荟种子,5001,5001,0,1,,,,,0,,,,,,,,,,,,,,,,,,,,
62038,花生种子,5001,5001,0,1,,,,,0,,,,,,,,,,,,,,,,,,,,
62039,大麦种子,5001,5001,0,5,,,,,2,15,,,,,,,,,,,,,,,,,,,
62040,芝麻种子,5001,5001,0,2,,,,,2,12,,,,,,,,,,,,,,,,,,,
62041,生菜种子,5001,5001,0,3,,,,,2,26,,,,,,,,,,,,,,,,,,,
62042,甜菜种子,5001,5001,0,4,,,,,2,336,,,,,,,,,,,,,,,,,,,
62043,西红柿种子,5001,5001,0,5,,,,,2,720,,,,,,,,,,,,,,,,,,,
62044,高丹草种子,5001,5001,0,6,,,,,2,64,,,,,,,,,,,,,,,,,,,
62045,甘蓝种子,5001,5001,0,7,,,,,2,612,,,,,,,,,,,,,,,,,,,
62046,玉米种子,5001,5001,0,8,,,,,2,1728,,,,,,,,,,,,,,,,,,,
62047,青椒种子,5001,5001,0,9,,,,,2,38,,,,,,,,,,,,,,,,,,,
62048,萝卜种子,5001,5001,0,10,,,,,2,1440,,,,,,,,,,,,,,,,,,,
62049,小地星种子,5001,5001,0,10,,,,,2,2880,,,,,,,,,,,,,,,,,,,
62050,花椰菜种子,5001,5001,0,11,,,,,2,21,,,,,,,,,,,,,,,,,,,
62051,韭菜种子,5001,5001,0,12,,,,,2,440,,,,,,,,,,,,,,,,,,,
62052,红枣树种子,5001,5001,0,13,,,,,2,46,,,,,,,,,,,,,,,,,,,
62053,黄瓜种子,5001,5001,0,14,,,,,2,768,,,,,,,,,,,,,,,,,,,
62054,油菜花种子,5001,5001,0,15,,,,,2,1200,,,,,,,,,,,,,,,,,,,
62055,青稞种子,5001,5001,0,16,,,,,2,104,,,,,,,,,,,,,,,,,,,
62056,椰树种子,5001,5001,0,17,,,,,2,972,,,,,,,,,,,,,,,,,,,
62057,覆盆子种子,5001,5001,0,18,,,,,2,2688,,,,,,,,,,,,,,,,,,,
62058,蛋黄果树种子,5001,5001,0,19,,,,,2,57,,,,,,,,,,,,,,,,,,,
62059,红高粱种子,5001,5001,0,20,,,,,2,2160,,,,,,,,,,,,,,,,,,,
62060,圆椒种子,5001,5001,0,20,,,,,2,4320,,,,,,,,,,,,,,,,,,,
62061,豌豆种子,5001,5001,0,21,,,,,2,30,,,,,,,,,,,,,,,,,,,
62062,蓝莓树种子,5001,5001,0,22,,,,,2,640,,,,,,,,,,,,,,,,,,,
62063,草莓种子,5001,5001,0,23,,,,,2,65,,,,,,,,,,,,,,,,,,,
62064,菠萝树种子,5001,5001,0,24,,,,,2,1088,,,,,,,,,,,,,,,,,,,
62065,葡萄树种子,5001,5001,0,25,,,,,2,1680,,,,,,,,,,,,,,,,,,,
62066,樱桃树种子,5001,5001,0,26,,,,,2,144,,,,,,,,,,,,,,,,,,,
62067,灵芝种子,5001,5001,0,27,,,,,2,1330,,,,,,,,,,,,,,,,,,,
62068,火龙果树种子,5001,5001,0,28,,,,,2,8640,,,,,,,,,,,,,,,,,,,
62069,五彩椒种子,5001,5001,0,29,,,,,2,76,,,,,,,,,,,,,,,,,,,
62070,网盖红褶伞种子,5001,5001,0,30,,,,,2,2880,,,,,,,,,,,,,,,,,,,
62071,人参种子,5001,5001,0,30,,,,,2,5760,,,,,,,,,,,,,,,,,,,
62101,鸡,5002,5002,0,1,,,,,2,25,,,,,,,,,,,,,,,,,,,
62102,飞鸡,5002,5002,0,2,,,,,2,25,,,,,,,,,,,,,,,,,,,
62103,牛,5002,5002,0,3,,,,,2,540,,,,,,,,,,,,,,,,,,,
62104,羊,5002,5002,0,4,,,,,2,540,,,,,,,,,,,,,,,,,,,
62105,墩墩,5002,5002,0,5,,,,,2,285,,,,,,,,,,,,,,,,,,,
62106,萌眼咚咚,5002,5002,0,6,,,,,2,,,,,,,,,,,,,,,,,,,,
62107,生物蛋道具7,5002,5002,0,5,,,,,2,10,,,,,,,,,,,,,,,,,,,
62108,生物蛋道具8,5002,5002,0,7,,,,,2,10,,,,,,,,,,,,,,,,,,,
62109,生物蛋道具9,5002,5002,0,7,,,,,2,10,,,,,,,,,,,,,,,,,,,
62110,生物蛋道具10,5002,5002,0,9,,,,,2,10,,,,,,,,,,,,,,,,,,,
62111,生物蛋道具11,5002,5002,0,9,,,,,2,10,,,,,,,,,,,,,,,,,,,
62112,生物蛋道具12,5002,5002,0,11,,,,,2,10,,,,,,,,,,,,,,,,,,,
62113,生物蛋道具13,5002,5002,0,11,,,,,2,10,,,,,,,,,,,,,,,,,,,
62114,生物蛋道具14,5002,5002,0,13,,,,,2,10,,,,,,,,,,,,,,,,,,,
62115,生物蛋道具15,5002,5002,0,13,,,,,2,10,,,,,,,,,,,,,,,,,,,
62116,生物蛋道具16,5002,5002,0,15,,,,,2,10,,,,,,,,,,,,,,,,,,,
62117,生物蛋道具17,5002,5002,0,15,,,,,2,10,,,,,,,,,,,,,,,,,,,
62118,生物蛋道具18,5002,5002,0,15,,,,,2,10,,,,,,,,,,,,,,,,,,,
62119,生物蛋道具19,5002,5002,0,15,,,,,2,10,,,,,,,,,,,,,,,,,,,
62120,生物蛋道具20,5002,5002,0,15,,,,,2,10,,,,,,,,,,,,,,,,,,,
62401,咖啡豆,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62402,球球豆,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62403,氧气果,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62404,茶叶,5003,5003,0,,,,,10,2,8,,,,,,,,,,,,,,,,,,,
62405,香蕉,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62406,芒果,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62407,梨子,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62408,柑橘,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62409,桃子,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62410,棉花,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62411,辣椒,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62412,胡萝卜,5003,5003,0,,,,,10,2,8,1,4,,300,1200,0,,,,,,,,,,,,,
62413,向阳花,5003,5003,0,,,,,10,2,8,,,,,,,,,,,,,,,,,,,
62414,红色龙舌兰,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62415,橙色龙舌兰,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62416,灰色龙舌兰,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62417,粉色龙舌兰,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62418,龙血花,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62419,野蔷薇,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62420,小白菊,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62421,食用小蘑菇,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62422,食用小红菇,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62423,西瓜,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62424,果木,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62425,松木,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62426,杨木,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62427,红衫木,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62428,楠木,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62429,胡桃木,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62430,水稻,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62431,麦子,5003,5003,0,,,,,10,2,1,1,4,,300,300,0,,,,,,,,,,,,,
62432,土豆,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62433,南瓜,5003,5003,0,,,,,10,2,172,,,,,,,,,,,,,,,,,,,
62434,甘蔗,5003,5003,0,,,,,10,2,172,1,4,,300,1200,0,,,,,,,,,,,,,
62435,满的蜂巢,5003,5003,0,,,,,10,2,8,,,,,,,,,,,,,,,,,,,
62436,变异向阳花,5003,5003,0,,,,,,2,15,,,,,,,,,,,,,,,,,,,
62437,胡杨原木,5003,5003,0,,,,,10,2,324,,,,,,,,,,,,,,,,,,,
62438,芦荟,5003,5003,0,,,,,10,2,1,,,,,,,,,,,,,,,,,,,
62439,花生,5003,5003,0,,,,,10,2,1,,,,,,,,,,,,,,,,,,,
62440,大麦,5003,5003,0,,,,,10,2,5,,,,,,,,,,,,,,,,,,,
62441,芝麻,5003,5003,0,,,,,10,2,3,,,,,,,,,,,,,,,,,,,
62442,生菜,5003,5003,0,,,,,10,2,8,,,,,,,,,,,,,,,,,,,
62443,甜菜,5003,5003,0,,,,,10,2,84,,,,,,,,,,,,,,,,,,,
62444,西红柿,5003,5003,0,,,,,10,2,180,,,,,,,,,,,,,,,,,,,
62445,高丹草,5003,5003,0,,,,,10,2,16,,,,,,,,,,,,,,,,,,,
62446,甘蓝,5003,5003,0,,,,,10,2,136,,,,,,,,,,,,,,,,,,,
62447,玉米,5003,5003,0,,,,,10,2,384,,,,,,,,,,,,,,,,,,,
62448,青椒,5003,5003,0,,,,,10,2,8,,,,,,,,,,,,,,,,,,,
62449,小地星,5003,5003,0,,,,,10,2,288,,,,,,,,,,,,,,,,,,,
62450,萝卜,5003,5003,0,,,,,10,2,576,,,,,,,,,,,,,,,,,,,
62451,花椰菜,5003,5003,0,,,,,10,2,4,,,,,,,,,,,,,,,,,,,
62452,韭菜,5003,5003,0,,,,,10,2,88,,,,,,,,,,,,,,,,,,,
62453,红枣树,5003,5003,0,,,,,10,2,8,,,,,,,,,,,,,,,,,,,
62454,黄瓜,5003,5003,0,,,,,10,2,128,,,,,,,,,,,,,,,,,,,
62455,油菜花,5003,5003,0,,,,,10,2,240,,,,,,,,,,,,,,,,,,,
62456,青稞,5003,5003,0,,,,,10,2,26,,,,,,,,,,,,,,,,,,,
62457,椰树,5003,5003,0,,,,,10,2,216,,,,,,,,,,,,,,,,,,,
62458,覆盆子,5003,5003,0,,,,,10,2,448,,,,,,,,,,,,,,,,,,,
62459,蛋黄果树,5003,5003,0,,,,,10,2,12,,,,,,,,,,,,,,,,,,,
62460,红高粱,5003,5003,0,,,,,10,2,432,,,,,,,,,,,,,,,,,,,
62461,圆椒,5003,5003,0,,,,,10,2,864,,,,,,,,,,,,,,,,,,,
62462,豌豆,5003,5003,0,,,,,10,2,6,,,,,,,,,,,,,,,,,,,
62463,蓝莓树,5003,5003,0,,,,,10,2,128,,,,,,,,,,,,,,,,,,,
62464,草莓,5003,5003,0,,,,,10,2,13,,,,,,,,,,,,,,,,,,,
62465,菠萝树,5003,5003,0,,,,,10,2,256,,,,,,,,,,,,,,,,,,,
62466,葡萄树,5003,5003,0,,,,,10,2,336,,,,,,,,,,,,,,,,,,,
62467,樱桃树,5003,5003,0,,,,,10,2,32,,,,,,,,,,,,,,,,,,,
62468,灵芝,5003,5003,0,,,,,10,2,266,,,,,,,,,,,,,,,,,,,
62469,火龙果树,5003,5003,0,,,,,10,2,1728,,,,,,,,,,,,,,,,,,,
62470,五彩椒,5003,5003,0,,,,,10,2,16,,,,,,,,,,,,,,,,,,,
62471,网盖红褶伞,5003,5003,0,,,,,10,2,576,,,,,,,,,,,,,,,,,,,
62472,人参,5003,5003,0,,,,,10,2,1152,,,,,,,,,,,,,,,,,,,
62801,初级肥料,5004,5007,0,,,,,,1,5,1,3,100,0,3600,1,,,,,,,,,,,,,
62802,中级肥料,5004,5007,0,,,,,,1,28,1,3,200,0,21600,2,,,,,,,,,,,,,
62803,高级肥料,5004,5007,0,,,,,,1,10,1,3,400,0,86400,3,,,,,,,,,,,,,
62804,草木灰,5007,5007,0,,,,,,1,10,1,22,4,100,20,,1,2,,,,,,,,,,,
62901,鸡腿,5005,5005,0,,,,,,2,38,,,,,,,,,,,,,,,,,,,
62902,牛肉,5005,5005,0,,,,,,2,810,,,,,,,,,,,,,,,,,,,
62903,羊排,5005,5005,0,,,,,,2,810,,,,,,,,,,,,,,,,,,,
62904,墩墩肉,5005,5005,0,,,,,,2,428,,,,,,,,,,,,,,,,,,,
62905,冰晶,5005,5005,0,,,,,,2,810,,,,,,,,,,,,,,,,,,,
62906,鸡蛋,5005,5005,0,,,,,,2,38,,,,,,,,,,,,,,,,,,,
62907,飞羽,5005,5005,0,,,,,,2,38,,,,,,,,,,,,,,,,,,,
62908,生牛奶,5005,5005,0,,,,,,2,810,,,,,,,,,,,,,,,,,,,
62909,羊毛,5005,5005,0,,,,,,2,810,,,,,,,,,,,,,,,,,,,
62910,养殖产物10,5005,5005,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
63001,铲子,5007,5007,0,,,,,,2,10,1,22,1,200,50,,,,,,,,,,,,,,
63002,捕网,5007,5007,0,,,,,,2,10,1,22,2,200,50,,,,,,,,,,,,,,
63003,初级饲料,5009,5007,0,,,,,,1,15,1,4,100,0,3600,1,,,,,,,,,,,,,
63004,中级饲料,5009,5007,0,,,,,,1,15,1,4,200,0,10800,2,,,,,,,,,,,,,
63005,高级饲料,5009,5007,0,,,,,,2,10,1,4,400,0,86400,3,,,,,,,,,,,,,
64000,62001~64000为家园农场道具预留,,,0,,,,,,2,10,,,,,,,,,,,,,,,,,,,
64001,葵花籽,6004,6004,0,,,,,10,2,10,1,,,,,,,,,,,,,,,,,,
64002,稻米,6004,6004,0,,,,,10,2,10,1,,,,,,,,,,,,,,,,,,
64003,面粉,6004,6004,0,,,,,10,2,10,1,,,,,,,,,,,,,,,,,,
64004,蔗糖,6004,6004,0,,,,,10,2,10,1,,,,,,,,,,,,,,,,,,
64005,蜂蜜,6004,6004,0,,,,,10,2,10,1,,,,,,,,,,,,,,,,,,
64006,米饭,6001,6001,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64007,小麦面包,6001,6001,0,,,,,10,2,10,1,20,200,8,,,,,,,,,,,,,,,
64008,粽子,6001,6001,0,,,,,10,2,10,1,20,400,12,,,,,,,,,,,,,,,
64009,凉拌萝卜,6001,6001,0,,,,,10,2,10,1,20,200,8,,,,,,,,,,,,,,,
64010,烤鸡腿,6001,6001,0,,,,,10,2,10,1,20,200,6,,,,,,,,,,,,,,,
64011,烤牛排,6001,6001,0,,,,,10,2,10,1,20,400,12,,,,,,,,,,,,,,,
64012,烤羊肉,6001,6001,0,,,,,10,2,10,1,20,400,12,,,,,,,,,,,,,,,
64013,烤墩墩肉,6001,6001,0,,,,,10,2,10,1,20,300,9,,,,,,,,,,,,,,,
