方块ID,方块名称,英文名称,插件用名称[必填/不能有空格],繁体名称,海外开放（0和空为在国内海外都开放，1为只在国内开放，2为只在海外开放）,类别,插件编辑[大于0开放插件编辑，1=综合，2=彩色，3=建筑],触发器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],地形编辑器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],成长后替换的模型ID,插件编辑模板[0=不是模板，1=作为模板],渲染贴图组,鼠标点击碰撞,移动碰撞[0=空气， 1=固体， 2= 液体， 3=不阻挡投射物，4=空气挡子弹，5=不阻挡物理],阻挡水流（0=不阻挡，1=阻挡，2=被流沙同化，3=覆盖阻挡）,"推动标识-0:普通推动后续方块, 1:推动碾碎, 2:不能推动",重力影响方式0:不影响， 1: 沙子会下坠， 2: 流体会往低处流， 3：花草会破坏,PlaceDir(0：没有方向，1：和放置的面相关，类似火把，  2：和自己视线的方向相关，类似楼梯),放置可直接替换,植物标识（填了1就视为是植物方块）,生长时间（生长阶段数|阶段生成时间）,覆雪标识[默认0=不覆雪 1=覆雪],爆炸抗性,硬度,地滑程度,燃烧速度,点燃概率,毒液侵蚀速度,充能状态,掉落物1,掉落概率1,掉落物2,掉落概率2,空手掉落物,空手掉落概率,采集掉落经验,掉落经验概率,"遮挡旁边块0: 不遮挡， 1: 遮挡， 2： 根据厚度来定,  3: 遮挡相同材质",光衰减,光源强度,使用旁边方块的光照,高度（block),贴图1,贴图2/模型类这里填模型名称,走在上面声音,挖的声音,放置的声音,精准掉落物品,采集工具/1=斧头，2=镐，3=铲子，5=剪刀,工具等级（1=石质，2=黄铜，3=秘银，4=钛金，5=钨金）,随机颜色,小地图颜色,分数,特殊数据1,可被投掷物击碎,特效名字,蓝图方块分类[多类相加，1=不能复制 2=不消耗 4=有方向的方块 8=随机数 16=多方向 32=不能替换],所需材料替换方块[蓝图],物理碰撞（0-无碰撞，1-满1格碰撞，2-不满一格的碰撞，3-门那种， 6-会根据方块data改变形状）,微缩透明度(0全透 15不透明),微缩发光度(0最亮 15不发光),温度源强度（用于计算温度源的热传导）,温度衰减（用于计算温度源的传热衰减）,植物生长温度区间（1=冻结，2=极寒，3=寒冷，4=适宜，5=炎热，6=极热，7=自燃；不在适宜温度区间则会降低生长速度，仅对cropper，flowergrow，melonstem，shrub这几个type生效；0或不填则不开启）,"多格方块类型(0非多格,1多格例如床钢琴箱子等)",韧度值,LOD等级(默认为0，0=强制显示),是否产生阴影(默认为1)
1879,双子星门,,sanriotwinstar_door,,1,simpledoor,,4,,,,,1,1,1,0,0,2,,,,,25,6,1,0,,0,,1879,10000,0,0,1879,10000,,,2,1,0,,1,sanriotwinstar_door,sanriotwinstar_door,blocks.wood,blockd.wood,,1879,1,1,,c1a661,,,,,4,,0,15,15,,6,,1,1,,
1880,双子星围栏,,sanriotwinstar_rail,,1,fence,,4,,,,,1,1,1,0,0,2,,,,,25,6,1,0,,0,,1880,10000,0,0,1880,10000,,,2,1,0,,1,sanriotwinstar_rail,sanriotwinstar_rail,blocks.wood,blockd.wood,,1880,1,1,,c1a661,,,,,4,,6,15,15,,6,,,1,,
1881,双子星字牌,,sanriotwinstar_zipai,,1,plaque,,4,,,,,1,1,1,0,0,2,,,,,25,6,1,0,,0,,1881,10000,0,0,1881,10000,,,2,1,0,,1,sanriotwinstar_zipai,sanriotwinstar_zipai,blocks.wood,blockd.wood,,1881,1,1,,c1a661,,,,,4,,0,15,15,,6,,,1,2,
1882,双子星留言牌,,sanriotwinstar_liuyanban,,1,notice,,4,,,,,1,1,1,0,0,2,,,,,25,6,1,0,,0,,1882,10000,0,0,1882,10000,,,2,1,0,,1,sanriotwinstar_liuyanban,sanriotwinstar_liuyanban,blocks.wood,blockd.wood,,1882,1,1,,c1a661,,,,,4,,0,15,15,,6,,,1,2,
1883,双子星方块,,sanriotwinstar,,1,basic,,4,,,,,1,1,1,0,0,2,,,,,25,6,1,0,,0,,1883,10000,0,0,1883,10000,,,2,1,0,,1,sanriotwinstar,sanriotwinstar,blocks.wood,blockd.wood,,1883,1,1,,c1a661,,,,,4,,0,15,15,,6,,,1,,
1900,棉花块,RedOrangeCotton,RedOrangeCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1900,10000,0,0,1900,10000,,,1,15,0,,1,cotton_colored_1,,blocks.cloth,blockd.cloth,,1900,0,1,,FF4002,,,,,,600,1,15,15,,1,,,,,
1901,棉花块,YellowOrangeCotton,YellowOrangeCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1901,10000,0,0,1901,10000,,,1,15,0,,1,cotton_colored_2,,blocks.cloth,blockd.cloth,,1901,0,1,,FFA102,,,,,,600,1,15,15,,1,,,,,
1902,棉花块,BluePurpleCotton,BluePurpleCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1902,10000,0,0,1902,10000,,,1,15,0,,1,cotton_colored_3,,blocks.cloth,blockd.cloth,,1902,0,1,,5223DB,,,,,,600,1,15,15,,1,,,,,
1903,棉花块,YellowGreenCotton,YellowGreenCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1903,10000,0,0,1903,10000,,,1,15,0,,1,cotton_colored_4,,blocks.cloth,blockd.cloth,,1903,0,1,,B2FF02,,,,,,600,1,15,15,,1,,,,,
1904,棉花块,LightYellowCotton,LightYellowCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1904,10000,0,0,1904,10000,,,1,15,0,,1,cotton_colored_1,,blocks.cloth,blockd.cloth,,1904,0,1,,FFF476,,,,,,600,1,15,15,,1,,,,,
1905,棉花块,LightOrangeCotton,LightOrangeCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1905,10000,0,0,1905,10000,,,1,15,0,,1,cotton_colored_2,,blocks.cloth,blockd.cloth,,1905,0,1,,FFBB85,,,,,,600,1,15,15,,1,,,,,
1906,棉花块,LightPurpleCotton,LightPurpleCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1906,10000,0,0,1906,10000,,,1,15,0,,1,cotton_colored_3,,blocks.cloth,blockd.cloth,,1906,0,1,,C685FA,,,,,,600,1,15,15,,1,,,,,
1907,棉花块,DeepYellowCotton,DeepYellowCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1907,10000,0,0,1907,10000,,,1,15,0,,1,cotton_colored_4,,blocks.cloth,blockd.cloth,,1907,0,1,,7B7101,,,,,,600,1,15,15,,1,,,,,
1908,棉花块,DeepBlueCotton,DeepBlueCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1908,10000,0,0,1908,10000,,,1,15,0,,1,cotton_colored_1,,blocks.cloth,blockd.cloth,,1908,0,1,,011D7B,,,,,,600,1,15,15,,1,,,,,
1909,棉花块,DeepOrangeCotton,DeepOrangeCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1909,10000,0,0,1909,10000,,,1,15,0,,1,cotton_colored_2,,blocks.cloth,blockd.cloth,,1909,0,1,,7B3701,,,,,,600,1,15,15,,1,,,,,
1910,棉花块,DeepPurpleCotton,DeepPurpleCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1910,10000,0,0,1910,10000,,,1,15,0,,1,cotton_colored_3,,blocks.cloth,blockd.cloth,,1910,0,1,,420176,,,,,,600,1,15,15,,1,,,,,
1911,棉花块,DeepGreenCotton,DeepGreenCotton,,,basic,2,4,4,,1,,1,1,1,0,0,0,,,,1,5,1,1,8,60,0,,1911,10000,0,0,1911,10000,,,1,15,0,,1,cotton_colored_4,,blocks.cloth,blockd.cloth,,1911,0,1,,077B01,,,,,,600,1,15,15,,1,,,,,
1912,棉毡,RedOrangeRug,RedOrangeRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1912,10000,0,0,1912,10000,,,2,1,0,,1,cotton_colored_1,,blocks.cloth,blockd.cloth,,1912,0,1,,FF4002,,,,,,,0,15,15,,1,,,,,
1913,棉毡,YellowOrangeRug,YellowOrangeRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1913,10000,0,0,1913,10000,,,2,1,0,,1,cotton_colored_2,,blocks.cloth,blockd.cloth,,1913,0,1,,FFA102,,,,,,,0,15,15,,1,,,,,
1914,棉毡,BluePurpleRug,BluePurpleRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1914,10000,0,0,1914,10000,,,2,1,0,,1,cotton_colored_3,,blocks.cloth,blockd.cloth,,1914,0,1,,5223DB,,,,,,,0,15,15,,1,,,,,
1915,棉毡,YellowGreenRug,YellowGreenRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1915,10000,0,0,1915,10000,,,2,1,0,,1,cotton_colored_4,,blocks.cloth,blockd.cloth,,1915,0,1,,B2FF02,,,,,,,0,15,15,,1,,,,,
1916,棉毡,LightYellowRug,LightYellowRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1916,10000,0,0,1916,10000,,,2,1,0,,1,cotton_colored_1,,blocks.cloth,blockd.cloth,,1916,0,1,,FFF476,,,,,,,0,15,15,,1,,,,,
1917,棉毡,LightOrangeRug,LightOrangeRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1917,10000,0,0,1917,10000,,,2,1,0,,1,cotton_colored_2,,blocks.cloth,blockd.cloth,,1917,0,1,,FFBB85,,,,,,,0,15,15,,1,,,,,
1918,棉毡,LightPurpleRug,LightPurpleRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1918,10000,0,0,1918,10000,,,2,1,0,,1,cotton_colored_3,,blocks.cloth,blockd.cloth,,1918,0,1,,C685FA,,,,,,,0,15,15,,1,,,,,
1919,棉毡,DeepYellowRug,DeepYellowRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1919,10000,0,0,1919,10000,,,2,1,0,,1,cotton_colored_4,,blocks.cloth,blockd.cloth,,1919,0,1,,7B7101,,,,,,,0,15,15,,1,,,,,
1920,棉毡,DeepBlueRug,DeepBlueRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1920,10000,0,0,1920,10000,,,2,1,0,,1,cotton_colored_1,,blocks.cloth,blockd.cloth,,1920,0,1,,011D7B,,,,,,,0,15,15,,1,,,,,
1921,棉毡,DeepOrangeRug,DeepOrangeRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1921,10000,0,0,1921,10000,,,2,1,0,,1,cotton_colored_2,,blocks.cloth,blockd.cloth,,1921,0,1,,7B3701,,,,,,,0,15,15,,1,,,,,
1922,棉毡,DeepPurpleRug,DeepPurpleRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1922,10000,0,0,1922,10000,,,2,1,0,,1,cotton_colored_3,,blocks.cloth,blockd.cloth,,1922,0,1,,420176,,,,,,,0,15,15,,1,,,,,
1923,棉毡,DeepGreenRug,DeepGreenRug,,,cottonrug,2,4,4,,1,,1,0,0,0,3,0,,,,,2,0.3,1,10,60,10,,1923,10000,0,0,1923,10000,,,2,1,0,,1,cotton_colored_4,,blocks.cloth,blockd.cloth,,1923,0,1,,077B01,,,,,,,0,15,15,,1,,,,,
1924,玻璃块,RedOrangeGlass,RedOrangeGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1924,0,1,,FF4002,,,,,,632,1,8,15,,6,,,,,
1925,玻璃块,YellowOrangeGlass,YellowOrangeGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1925,0,1,,FFA102,,,,,,632,1,8,15,,6,,,,,
1926,玻璃块,BluePurpleGlass,BluePurpleGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1926,0,1,,5223DB,,,,,,632,1,8,15,,6,,,,,
1927,玻璃块,YellowGreenGlass,YellowGreenGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1927,0,1,,B2FF02,,,,,,632,1,8,15,,6,,,,,
1928,玻璃块,LightYellowGlass,LightYellowGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1928,0,1,,FFF476,,,,,,632,1,8,15,,6,,,,,
1929,玻璃块,LightOrangeGlass,LightOrangeGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1929,0,1,,FFBB85,,,,,,632,1,8,15,,6,,,,,
1930,玻璃块,LightPurpleGlass,LightPurpleGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1930,0,1,,C685FA,,,,,,632,1,8,15,,6,,,,,
1931,玻璃块,DeepYellowGlass,DeepYellowGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1931,0,1,,7B7101,,,,,,632,1,8,15,,6,,,,,
1932,玻璃块,DeepBlueGlass,DeepBlueGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1932,0,1,,011D7B,,,,,,632,1,8,15,,6,,,,,
1933,玻璃块,DeepOrangeGlass,DeepOrangeGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1933,0,1,,7B3701,,,,,,632,1,8,15,,6,,,,,
1934,玻璃块,DeepPurpleGlass,DeepPurpleGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1934,0,1,,420176,,,,,,632,1,8,15,,6,,,,,
1935,玻璃块,DeepGreenGlass,DeepGreenGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_normal,,blocks.stone,blockd.glass,blockd.stone,1935,0,1,,077B01,,,,,,632,1,8,15,,6,,,,,
1936,玻璃片,RedOrangeGlassPane,RedOrangeGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1936,0,1,,FF4002,,,,,,649,2,8,15,,1,,,,,
1937,玻璃片,YellowOrangeGlassPane,YellowOrangeGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1937,0,1,,FFA102,,,,,,649,2,8,15,,1,,,,,
1938,玻璃片,BluePurpleGlassPane,BluePurpleGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1938,0,1,,5223DB,,,,,,649,2,8,15,,1,,,,,
1939,玻璃片,YellowGreenGlassPane,YellowGreenGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1939,0,1,,B2FF02,,,,,,649,2,8,15,,1,,,,,
1940,玻璃片,LightYellowGlassPane,LightYellowGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1940,0,1,,FFF476,,,,,,649,2,8,15,,1,,,,,
1941,玻璃片,LightOrangeGlassPane,LightOrangeGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1941,0,1,,FFBB85,,,,,,649,2,8,15,,1,,,,,
1942,玻璃片,LightPurpleGlassPane,LightPurpleGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1942,0,1,,C685FA,,,,,,649,2,8,15,,1,,,,,
1943,玻璃片,DeepYellowGlassPane,DeepYellowGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1943,0,1,,7B7101,,,,,,649,2,8,15,,1,,,,,
1944,玻璃片,DeepBlueGlassPane,DeepBlueGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1944,0,1,,011D7B,,,,,,649,2,8,15,,1,,,,,
1945,玻璃片,DeepOrangeGlassPane,DeepOrangeGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1945,0,1,,7B3701,,,,,,649,2,8,15,,1,,,,,
1946,玻璃片,DeepPurpleGlassPane,DeepPurpleGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1946,0,1,,420176,,,,,,649,2,8,15,,1,,,,,
1947,玻璃片,DeepGreenGlassPane,DeepGreenGlassPane,,,glasspane,,4,4,,,,1,1,1,0,0,1,,,,,4,0.6,1,0,,0,,0,0,0,0,0,0,,,3,1,0,,1,glass_pane,glass_edge_white,blocks.stone,blockd.glass,blockd.stone,1947,0,1,,077B01,,,,,,649,2,8,15,,1,,,,,
1948,硬质玻璃块,RedOrangeHardGlass,RedOrangeHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1948,10000,0,0,1948,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1948,2,2,,FF4002,,,,,,1206,1,8,15,,6,,,10,,
1949,硬质玻璃块,YellowOrangeHardGlass,YellowOrangeHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1949,10000,0,0,1949,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1949,2,2,,FFA102,,,,,,1206,1,8,15,,6,,,10,,
1950,硬质玻璃块,BluePurpleHardGlass,BluePurpleHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1950,10000,0,0,1950,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1950,2,2,,5223DB,,,,,,1206,1,8,15,,6,,,10,,
1951,硬质玻璃块,YellowGreenHardGlass,YellowGreenHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1951,10000,0,0,1951,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1951,2,2,,B2FF02,,,,,,1206,1,8,15,,6,,,10,,
1952,硬质玻璃块,LightYellowHardGlass,LightYellowHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1952,10000,0,0,1952,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1952,2,2,,FFF476,,,,,,1206,1,8,15,,6,,,10,,
1953,硬质玻璃块,LightOrangeHardGlass,LightOrangeHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1953,10000,0,0,1953,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1953,2,2,,FFBB85,,,,,,1206,1,8,15,,6,,,10,,
1954,硬质玻璃块,LightPurpleHardGlass,LightPurpleHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1954,10000,0,0,1954,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1954,2,2,,C685FA,,,,,,1206,1,8,15,,6,,,10,,
1955,硬质玻璃块,DeepYellowHardGlass,DeepYellowHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1955,10000,0,0,1955,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1955,2,2,,7B7101,,,,,,1206,1,8,15,,6,,,10,,
1956,硬质玻璃块,DeepBlueHardGlass,DeepBlueHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1956,10000,0,0,1956,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1956,2,2,,011D7B,,,,,,1206,1,8,15,,6,,,10,,
1957,硬质玻璃块,DeepOrangeHardGlass,DeepOrangeHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1957,10000,0,0,1957,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1957,2,2,,7B3701,,,,,,1206,1,8,15,,6,,,10,,
1958,硬质玻璃块,DeepPurpleHardGlass,DeepPurpleHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1958,10000,0,0,1958,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1958,2,2,,420176,,,,,,1206,1,8,15,,6,,,10,,
1959,硬质玻璃块,DeepGreenHardGlass,DeepGreenHardGlass,,,glass,2,4,4,,,,1,1,1,0,0,0,,,,1,10,12,1.2,0,,0,,1959,10000,0,0,1959,10000,,,3,1,0,,1,hardglass_normal,,blocks.stone,blockd.glass,blockd.stone,1959,2,2,,077B01,,,,,,1206,1,8,15,,6,,,10,,
1960,上色水泥块,RedOrangeCement,RedOrangeCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1960,10000,0,0,1960,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1960,2,1,,FF4002,,,,,,666,1,15,15,,6,,,1,,
1961,上色水泥块,YellowOrangeCement,YellowOrangeCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1961,10000,0,0,1961,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1961,2,1,,FFA102,,,,,,666,1,15,15,,6,,,1,,
1962,上色水泥块,BluePurpleCement,BluePurpleCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1962,10000,0,0,1962,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1962,2,1,,5223DB,,,,,,666,1,15,15,,6,,,1,,
1963,上色水泥块,YellowGreenCement,YellowGreenCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1963,10000,0,0,1963,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1963,2,1,,B2FF02,,,,,,666,1,15,15,,6,,,1,,
1964,上色水泥块,LightYellowCement,LightYellowCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1964,10000,0,0,1964,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1964,2,1,,FFF476,,,,,,666,1,15,15,,6,,,1,,
1965,上色水泥块,LightOrangeCement,LightOrangeCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1965,10000,0,0,1965,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1965,2,1,,FFBB85,,,,,,666,1,15,15,,6,,,1,,
1966,上色水泥块,LightPurpleCement,LightPurpleCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1966,10000,0,0,1966,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1966,2,1,,C685FA,,,,,,666,1,15,15,,6,,,1,,
1967,上色水泥块,DeepYellowCement,DeepYellowCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1967,10000,0,0,1967,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1967,2,1,,7B7101,,,,,,666,1,15,15,,6,,,1,,
1968,上色水泥块,DeepBlueCement,DeepBlueCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1968,10000,0,0,1968,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1968,2,1,,011D7B,,,,,,666,1,15,15,,6,,,1,,
1969,上色水泥块,DeepOrangeCement,DeepOrangeCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1969,10000,0,0,1969,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1969,2,1,,7B3701,,,,,,666,1,15,15,,6,,,1,,
1970,上色水泥块,DeepPurpleCement,DeepPurpleCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1970,10000,0,0,1970,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1970,2,1,,420176,,,,,,666,1,15,15,,6,,,1,,
1971,上色水泥块,DeepGreenCement,DeepGreenCement,,,basic,2,4,4,,,,1,1,1,0,0,0,,,,1,35,6,1,0,,0,,1971,10000,0,0,1971,10000,,,2,15,0,,1,cement_normal,,blocks.stone,blockd.stone,,1971,2,1,,077B01,,,,,,666,1,15,15,,6,,,1,,
