宠物ID,阶段（同一个宠物的要连续）,宠物品质（0普通，1中等，2稀有中等，3珍贵，4传说，认阶段1的）,头像ID（填文件夹.文件名称，res/ui目录下）,生物ID（填monster表的ID）,合成碎片ID（弃用）,合成碎片数量（弃用）,分数,探险CD（秒）--疲劳,基础体力下限（基础的属性从上限和下限中随机）废弃,基础体力上限（废弃）,基础速度下限基础体力上限（废弃）,基础速度上限基础体力上限（废弃）,基础运气下限基础体力上限（废弃）,基础运气上限基础体力上限（废弃）,最大负重,最大耐力,最大速度,获取特性包ID（特性是随机获取的）,喂养食物偏好类型（修改）探险偏好食物类型,进化需要经验值,进化需要材料1,进化需要材料1数量,进化需要材料2,进化需要材料2数量,进化需要材料3,进化需要材料3数量,进化消耗类型（0免费，1迷你币，2家园币，3迷你豆，4迷你点）,进化消耗数值,进化增加角色经验,培养消耗道具ID1,培养消耗道具1数量,培养消耗道具ID2,培养消耗道具2数量,培养消耗道具ID3,培养消耗道具3数量,培养消耗道具ID4,培养消耗道具4数量,培养消耗类型（0免费，1迷你币，2家园币，3迷你豆，4迷你点）,培养消耗数值,培养增加角色经验,放生获得物品ID,放生获得物品数量,特效,脚印
10018,2,2,roleicons.10052,10052,68301,10,10,300,10,15,10,15,10,15,148,171,126,"6,2,3",6002,1000,68118,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150064_z_1,
10018,3,2,roleicons.10053,10053,68301,10,10,300,10,15,10,15,10,15,207,239,176,"6,2,3",6002,2400,68118,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150066_z_1,
10018,4,2,roleicons.10053,10053,68301,10,10,300,10,15,10,15,10,15,272,313,232,"6,2,3",6002,5000,68118,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150066_z_1,
10018,5,2,roleicons.10054,10054,68301,10,10,300,10,15,10,15,10,15,340,391,289,"6,2,3",6002,0,68118,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150066_z_1,
10018,1,3,roleicons.10052,10052,68301,10,10,300,10,15,10,15,10,15,136,157,116,"6,2,3,4",6002,300,68118,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150064_g_1,
10018,2,3,roleicons.10052,10052,68301,10,10,300,10,15,10,15,10,15,217,250,185,"6,2,3,4",6002,1000,68118,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150064_g_1,
10018,3,3,roleicons.10053,10053,68301,10,10,300,10,15,10,15,10,15,305,351,260,"6,2,3,4",6002,2400,68118,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150066_g_1,
10018,4,3,roleicons.10053,10053,68301,10,10,300,10,15,10,15,10,15,399,459,340,"6,2,3,4",6002,5000,68118,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150066_g_1,
10018,5,3,roleicons.10054,10054,68301,10,10,300,10,15,10,15,10,15,500,575,425,"6,2,3,4",6002,0,68118,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150066_g_1,150048_3
10019,1,0,roleicons.10055,10055,68301,10,10,300,10,15,10,15,10,15,42,38,53,1,6001,300,68119,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10019,2,0,roleicons.10055,10055,68301,10,10,300,10,15,10,15,10,15,67,60,84,1,6001,1000,68119,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10019,3,0,roleicons.10056,10056,68301,10,10,300,10,15,10,15,10,15,94,84,118,1,6001,2400,68119,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10019,4,0,roleicons.10056,10056,68301,10,10,300,10,15,10,15,10,15,122,109,154,1,6001,5000,68119,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10019,5,0,roleicons.10057,10057,68301,10,10,300,10,15,10,15,10,15,152,136,192,1,6001,0,68119,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10019,1,1,roleicons.10055,10055,68301,10,10,300,10,15,10,15,10,15,62,56,78,"1,2",6001,300,68119,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150061_d_1,
10019,2,1,roleicons.10055,10055,68301,10,10,300,10,15,10,15,10,15,99,89,125,"1,2",6001,1000,68119,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150061_d_1,
10019,3,1,roleicons.10056,10056,68301,10,10,300,10,15,10,15,10,15,139,125,176,"1,2",6001,2400,68119,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150062_d_1,
10019,4,1,roleicons.10056,10056,68301,10,10,300,10,15,10,15,10,15,183,164,231,"1,2",6001,5000,68119,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150062_d_1,
10019,5,1,roleicons.10057,10057,68301,10,10,300,10,15,10,15,10,15,228,204,288,"1,2",6001,0,68119,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150063_d_1,
10019,1,2,roleicons.10055,10055,68301,10,10,300,10,15,10,15,10,15,88,79,111,"1,2,3",6001,300,68119,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150061_z_1,
10019,2,2,roleicons.10055,10055,68301,10,10,300,10,15,10,15,10,15,141,126,178,"1,2,3",6001,1000,68119,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150061_z_1,
10019,3,2,roleicons.10056,10056,68301,10,10,300,10,15,10,15,10,15,197,176,249,"1,2,3",6001,2400,68119,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150062_z_1,
10019,4,2,roleicons.10056,10056,68301,10,10,300,10,15,10,15,10,15,259,232,327,"1,2,3",6001,5000,68119,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150062_z_1,
10019,5,2,roleicons.10057,10057,68301,10,10,300,10,15,10,15,10,15,323,289,408,"1,2,3",6001,0,68119,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150063_z_1,
10019,1,3,roleicons.10055,10055,68301,10,10,300,10,15,10,15,10,15,130,116,164,"1,2,3,4",6001,300,68119,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150061_g_1,
10019,2,3,roleicons.10055,10055,68301,10,10,300,10,15,10,15,10,15,207,185,261,"1,2,3,4",6001,1000,68119,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150061_g_1,
10019,3,3,roleicons.10056,10056,68301,10,10,300,10,15,10,15,10,15,290,260,366,"1,2,3,4",6001,2400,68119,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150062_g_1,
10019,4,3,roleicons.10056,10056,68301,10,10,300,10,15,10,15,10,15,380,340,479,"1,2,3,4",6001,5000,68119,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150062_g_1,
10019,5,3,roleicons.10057,10057,68301,10,10,300,10,15,10,15,10,15,475,425,600,"1,2,3,4",6001,0,68119,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150063_g_1,150063_3
10020,1,0,roleicons.10058,10058,68301,10,10,300,10,15,10,15,10,15,47,44,42,1,6001,300,68120,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10020,2,0,roleicons.10058,10058,68301,10,10,300,10,15,10,15,10,15,74,70,67,1,6001,1000,68120,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10020,3,0,roleicons.10059,10059,68301,10,10,300,10,15,10,15,10,15,103,98,94,1,6001,2400,68120,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10020,4,0,roleicons.10059,10059,68301,10,10,300,10,15,10,15,10,15,135,128,122,1,6001,5000,68120,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10020,5,0,roleicons.10060,10060,68301,10,10,300,10,15,10,15,10,15,168,160,152,1,6001,0,68120,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10020,1,1,roleicons.10058,10058,68301,10,10,300,10,15,10,15,10,15,69,65,62,"1,2",6001,300,68120,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150067_d_1,
10020,2,1,roleicons.10058,10058,68301,10,10,300,10,15,10,15,10,15,110,104,99,"1,2",6001,1000,68120,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150067_d_1,
10020,3,1,roleicons.10059,10059,68301,10,10,300,10,15,10,15,10,15,154,146,139,"1,2",6001,2400,68120,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150068_d_1,
10020,4,1,roleicons.10059,10059,68301,10,10,300,10,15,10,15,10,15,202,192,183,"1,2",6001,5000,68120,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150068_d_1,
10020,5,1,roleicons.10060,10060,68301,10,10,300,10,15,10,15,10,15,252,240,228,"1,2",6001,0,68120,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150069_d_1,
10020,1,2,roleicons.10058,10058,68301,10,10,300,10,15,10,15,10,15,97,92,88,"1,2,3",6001,300,68120,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150067_z_1,
10020,2,2,roleicons.10058,10058,68301,10,10,300,10,15,10,15,10,15,156,148,141,"1,2,3",6001,1000,68120,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150067_z_1,
10020,3,2,roleicons.10059,10059,68301,10,10,300,10,15,10,15,10,15,218,207,197,"1,2,3",6001,2400,68120,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150068_z_1,
10020,4,2,roleicons.10059,10059,68301,10,10,300,10,15,10,15,10,15,286,272,259,"1,2,3",6001,5000,68120,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150068_z_1,
10020,5,2,roleicons.10060,10060,68301,10,10,300,10,15,10,15,10,15,357,340,323,"1,2,3",6001,0,68120,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150069_z_1,
10020,1,3,roleicons.10058,10058,68301,10,10,300,10,15,10,15,10,15,143,136,130,"1,2,3,4",6001,300,68120,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150067_g_1,
10020,2,3,roleicons.10058,10058,68301,10,10,300,10,15,10,15,10,15,228,217,207,"1,2,3,4",6001,1000,68120,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150067_g_1,
10020,3,3,roleicons.10059,10059,68301,10,10,300,10,15,10,15,10,15,321,305,290,"1,2,3,4",6001,2400,68120,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150068_g_1,
10020,4,3,roleicons.10059,10059,68301,10,10,300,10,15,10,15,10,15,419,399,380,"1,2,3,4",6001,5000,68120,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150068_g_1,
10020,5,3,roleicons.10060,10060,68301,10,10,300,10,15,10,15,10,15,525,500,475,"1,2,3,4",6001,0,68120,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150069_g_1,150048_3
10021,1,0,roleicons.10061,10061,68301,10,10,300,10,15,10,15,10,15,44,38,51,1,6001,300,68121,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10021,2,0,roleicons.10061,10061,68301,10,10,300,10,15,10,15,10,15,70,60,81,1,6001,1000,68121,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10021,3,0,roleicons.10062,10062,68301,10,10,300,10,15,10,15,10,15,98,84,113,1,6001,2400,68121,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10021,4,0,roleicons.10062,10062,68301,10,10,300,10,15,10,15,10,15,128,109,148,1,6001,5000,68121,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10021,5,0,roleicons.10063,10063,68301,10,10,300,10,15,10,15,10,15,160,136,184,1,6001,0,68121,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10021,1,1,roleicons.10061,10061,68301,10,10,300,10,15,10,15,10,15,65,56,75,"1,2",6001,300,68121,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150070_d_1,
10021,2,1,roleicons.10061,10061,68301,10,10,300,10,15,10,15,10,15,104,89,120,"1,2",6001,1000,68121,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150070_d_1,
10021,3,1,roleicons.10062,10062,68301,10,10,300,10,15,10,15,10,15,146,125,168,"1,2",6001,2400,68121,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150071_d_1,
10021,4,1,roleicons.10062,10062,68301,10,10,300,10,15,10,15,10,15,192,164,221,"1,2",6001,5000,68121,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150071_d_1,
10021,5,1,roleicons.10063,10063,68301,10,10,300,10,15,10,15,10,15,240,204,276,"1,2",6001,0,68121,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150072_d_1,
10021,1,2,roleicons.10061,10061,68301,10,10,300,10,15,10,15,10,15,92,79,106,"1,2,3",6001,300,68121,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150070_z_1,
10021,2,2,roleicons.10061,10061,68301,10,10,300,10,15,10,15,10,15,148,126,171,"1,2,3",6001,1000,68121,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150070_z_1,
10021,3,2,roleicons.10062,10062,68301,10,10,300,10,15,10,15,10,15,207,176,239,"1,2,3",6001,2400,68121,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150071_z_1,
10021,4,2,roleicons.10062,10062,68301,10,10,300,10,15,10,15,10,15,272,232,313,"1,2,3",6001,5000,68121,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150071_z_1,
10021,5,2,roleicons.10063,10063,68301,10,10,300,10,15,10,15,10,15,340,289,391,"1,2,3",6001,0,68121,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150072_z_1,
10021,1,3,roleicons.10061,10061,68301,10,10,300,10,15,10,15,10,15,136,116,157,"1,2,3,4",6001,300,68121,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150070_g_1,
10021,2,3,roleicons.10061,10061,68301,10,10,300,10,15,10,15,10,15,217,185,250,"1,2,3,4",6001,1000,68121,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150070_g_1,
10021,3,3,roleicons.10062,10062,68301,10,10,300,10,15,10,15,10,15,305,260,351,"1,2,3,4",6001,2400,68121,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150071_g_1,
10021,4,3,roleicons.10062,10062,68301,10,10,300,10,15,10,15,10,15,399,340,459,"1,2,3,4",6001,5000,68121,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150071_g_1,
10021,5,3,roleicons.10063,10063,68301,10,10,300,10,15,10,15,10,15,500,425,575,"1,2,3,4",6001,0,68121,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150072_g_1,150072_3
10022,1,0,roleicons.10064,10064,68301,10,10,300,10,15,10,15,10,15,42,51,40,7,6002,300,68122,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10022,2,0,roleicons.10064,10064,68301,10,10,300,10,15,10,15,10,15,67,81,63,7,6002,1000,68122,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10022,3,0,roleicons.10065,10065,68301,10,10,300,10,15,10,15,10,15,94,113,89,7,6002,2400,68122,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10022,4,0,roleicons.10065,10065,68301,10,10,300,10,15,10,15,10,15,122,148,116,7,6002,5000,68122,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10022,5,0,roleicons.10066,10066,68301,10,10,300,10,15,10,15,10,15,152,184,144,7,6002,0,68122,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10022,1,1,roleicons.10064,10064,68301,10,10,300,10,15,10,15,10,15,62,75,59,"5,2",6002,300,68122,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150073_d_1,
10022,2,1,roleicons.10064,10064,68301,10,10,300,10,15,10,15,10,15,99,120,94,"5,2",6002,1000,68122,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150073_d_1,
10022,3,1,roleicons.10065,10065,68301,10,10,300,10,15,10,15,10,15,139,168,132,"5,2",6002,2400,68122,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150074_d_1,
10022,4,1,roleicons.10065,10065,68301,10,10,300,10,15,10,15,10,15,183,221,173,"5,2",6002,5000,68122,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150074_d_1,
10022,5,1,roleicons.10066,10066,68301,10,10,300,10,15,10,15,10,15,228,276,216,"5,2",6002,0,68122,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150075_d_1,
10022,1,2,roleicons.10064,10064,68301,10,10,300,10,15,10,15,10,15,88,106,83,"5,2,3",6002,300,68122,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150073_z_1,
10022,2,2,roleicons.10064,10064,68301,10,10,300,10,15,10,15,10,15,141,171,134,"5,2,3",6002,1000,68122,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150073_z_1,
10022,3,2,roleicons.10065,10065,68301,10,10,300,10,15,10,15,10,15,197,239,187,"5,2,3",6002,2400,68122,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150074_z_1,
10022,4,2,roleicons.10065,10065,68301,10,10,300,10,15,10,15,10,15,259,313,245,"5,2,3",6002,5000,68122,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150074_z_1,
10022,5,2,roleicons.10066,10066,68301,10,10,300,10,15,10,15,10,15,323,391,306,"5,2,3",6002,0,68122,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150075_z_1,
10022,1,3,roleicons.10064,10064,68301,10,10,300,10,15,10,15,10,15,130,157,123,"5,2,3,4",6002,300,68122,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150073_g_1,
10022,2,3,roleicons.10064,10064,68301,10,10,300,10,15,10,15,10,15,207,250,196,"5,2,3,4",6002,1000,68122,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150073_g_1,
10022,3,3,roleicons.10065,10065,68301,10,10,300,10,15,10,15,10,15,290,351,275,"5,2,3,4",6002,2400,68122,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150074_g_1,
10022,4,3,roleicons.10065,10065,68301,10,10,300,10,15,10,15,10,15,380,459,360,"5,2,3,4",6002,5000,68122,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150074_g_1,
10022,5,3,roleicons.10066,10066,68301,10,10,300,10,15,10,15,10,15,475,575,450,"5,2,3,4",6002,0,68122,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150075_g_1,150075_3
10023,1,0,roleicons.10067,10067,68301,10,10,300,10,15,10,15,10,15,44,40,49,1,6003,300,68123,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10023,2,0,roleicons.10067,10067,68301,10,10,300,10,15,10,15,10,15,70,63,77,1,6003,1000,68123,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10023,3,0,roleicons.10068,10068,68301,10,10,300,10,15,10,15,10,15,98,89,108,1,6003,2400,68123,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10023,4,0,roleicons.10068,10068,68301,10,10,300,10,15,10,15,10,15,128,116,141,1,6003,5000,68123,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10023,5,0,roleicons.10069,10069,68301,10,10,300,10,15,10,15,10,15,160,144,176,1,6003,0,68123,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10023,1,1,roleicons.10067,10067,68301,10,10,300,10,15,10,15,10,15,65,59,72,"1,2",6003,300,68123,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150076_d_1,
10023,2,1,roleicons.10067,10067,68301,10,10,300,10,15,10,15,10,15,104,94,115,"1,2",6003,1000,68123,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150076_d_1,
10023,3,1,roleicons.10068,10068,68301,10,10,300,10,15,10,15,10,15,146,132,161,"1,2",6003,2400,68123,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150077_d_1,
10023,4,1,roleicons.10068,10068,68301,10,10,300,10,15,10,15,10,15,192,173,212,"1,2",6003,5000,68123,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150077_d_1,
10023,5,1,roleicons.10069,10069,68301,10,10,300,10,15,10,15,10,15,240,216,264,"1,2",6003,0,68123,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150078_d_1,
10023,1,2,roleicons.10067,10067,68301,10,10,300,10,15,10,15,10,15,92,83,102,"1,2,3",6003,300,68123,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150076_z_1,
10023,2,2,roleicons.10067,10067,68301,10,10,300,10,15,10,15,10,15,148,134,163,"1,2,3",6003,1000,68123,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,3,150076_z_1,
10023,3,2,roleicons.10068,10068,68301,10,10,300,10,15,10,15,10,15,207,187,228,"1,2,3",6003,2400,68123,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,3,150077_z_1,
10023,4,2,roleicons.10068,10068,68301,10,10,300,10,15,10,15,10,15,272,245,300,"1,2,3",6003,5000,68123,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,3,150077_z_1,
10023,5,2,roleicons.10069,10069,68301,10,10,300,10,15,10,15,10,15,340,306,375,"1,2,3",6003,0,68123,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,3,150078_z_1,
10023,1,3,roleicons.10067,10067,68301,10,10,300,10,15,10,15,10,15,136,123,150,"1,2,3,4",6003,300,68123,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,4,150076_g_1,
10023,2,3,roleicons.10067,10067,68301,10,10,300,10,15,10,15,10,15,217,196,239,"1,2,3,4",6003,1000,68123,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,4,150076_g_1,
10023,3,3,roleicons.10068,10068,68301,10,10,300,10,15,10,15,10,15,305,275,336,"1,2,3,4",6003,2400,68123,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,4,150077_g_1,
10023,4,3,roleicons.10068,10068,68301,10,10,300,10,15,10,15,10,15,399,360,439,"1,2,3,4",6003,5000,68123,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,4,150077_g_1,
10023,5,3,roleicons.10069,10069,68301,10,10,300,10,15,10,15,10,15,500,450,550,"1,2,3,4",6003,0,68123,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,4,150078_g_1,150078_3
10024,1,0,roleicons.10070,10070,68301,10,10,300,10,15,10,15,10,15,53,44,36,7,6001,300,68124,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,1,,
10024,2,0,roleicons.10070,10070,68301,10,10,300,10,15,10,15,10,15,84,70,56,7,6001,1000,68124,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,1,,
10024,3,0,roleicons.10071,10071,68301,10,10,300,10,15,10,15,10,15,118,98,79,7,6001,2400,68124,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,1,,
10024,4,0,roleicons.10071,10071,68301,10,10,300,10,15,10,15,10,15,154,128,103,7,6001,5000,68124,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,1,,
10024,5,0,roleicons.10072,10072,68301,10,10,300,10,15,10,15,10,15,192,160,128,7,6001,0,68124,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,1,,
10024,1,1,roleicons.10070,10070,68301,10,10,300,10,15,10,15,10,15,78,65,52,"5,2",6001,300,68124,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,2,150079_d_1,
10024,2,1,roleicons.10070,10070,68301,10,10,300,10,15,10,15,10,15,125,104,84,"5,2",6001,1000,68124,20,,,,,2,5000,100,68001,2,68002,2,68003,2,68004,2,2,2000,100,68004,2,150079_d_1,
10024,3,1,roleicons.10071,10071,68301,10,10,300,10,15,10,15,10,15,176,146,117,"5,2",6001,2400,68124,30,,,,,2,9000,100,68001,3,68002,3,68003,3,68004,3,2,3000,100,68004,2,150080_d_1,
10024,4,1,roleicons.10071,10071,68301,10,10,300,10,15,10,15,10,15,231,192,154,"5,2",6001,5000,68124,40,,,,,2,12000,100,68001,4,68002,4,68003,4,68004,4,2,4000,100,68004,2,150080_d_1,
10024,5,1,roleicons.10072,10072,68301,10,10,300,10,15,10,15,10,15,288,240,192,"5,2",6001,0,68124,50,,,,,2,15000,100,68001,5,68002,5,68003,5,68004,5,2,5000,100,68004,2,150081_d_1,
10024,1,2,roleicons.10070,10070,68301,10,10,300,10,15,10,15,10,15,111,92,74,"5,2,3",6001,300,68124,10,,,,,2,2000,100,68001,1,68002,1,68003,1,68004,1,2,1000,100,68004,3,150079_z_1,
