ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
273,Kiwi," Lidah dirangsang oleh rasa asam,
Buah yang hijau mengandung rasa manis.
Jika Anda bertanya itu asam atau manis?
Menurutku, itulah akibatnya perubahan alam.",,Avatar: Buka kunci gambar profil,Effek Tubuh: Buah kiwi mengambang di tubuh.,,,,
274,Persimmon,"Angin musim gugur menggulung daun-daun yang jatuh,
Aroma ringan tercium oleh orang lewat.
Kapanpun ini terjadi,
Ini adalah musim buah kesemek yang matang.",,Avatar: Buka kunci gambar profil,Effek Tubuh: Daun kesemek mengambang di tubuh.,,,,
276,Eternal Pureness,"Benang putih terbang, hemline putih menari,
Spora menebang keliling di hutan
Semua adalah rasa kebahagiaan.",,Avatar: Buka kunci gambar profil,Effek tubuh: Bunga putih dan bulu mengambang di tubuh,,,,
277,White Oath,"Kebohongan dan ilusi di mana-mana,
Wajah tersenyum, meringkuk mesra,
Bisa dipercaya atau tidak?",,Avatar: Buka kunci gambar profil,Effek tubuh: Bunga putih dan bulu mengambang di tubuh,,,,
278,Naga Demon Carper,"Dia pernah menjadi pahlawan pembunuh naga. Setelah perjuangan lama dengan naga, ia menjadi sebagai setengah manusia dan setengah naga. Dia melawan dengan tenaga naga dalam darahnya, dan tetap hati aslinya, tetapi perubahan tubuhnya masih membuat penduduk desa sebelumnya takut. Dengan kehidupan baru, Capper mulai mencari tanah air baru.",,Effek tubuh: Bisa transformasi di game!,Avatar: Buka kunci gambar profil,Effek tubuh: cahaya bintang ungu mengambang di tubuhmu,#cda5b0a Transformasi: Klik tombol di sebelah kiri untuk berubah menjadi Naga Demon! #n,#cda5b0aTerbatas tersedia di Kotak Impian#n,
279,Pemburu Iblis Daemon,"Pada malam Halloween di mana ratusan hantu bepergian, selalu ada iblis yang bercampur dengan niat jahat. Dengan kilatan cahaya pedang, semua iblis terputus di bawah sabit biru. Selain kebisingan di mana-mana, dia menjaga ketenangan festival dengan cahaya roh yang bersinar.",,Avatar: Buka kunci gambar profil,Effek tubuh: Api biru mengambang di tubuh,,,,
280,Orion,"""Jingle bells, Jingle bells, Jingle all the way...""
Nyanyikan iramanya, dan gantungkan pita dan bola lampu di sekitar pohon Natal.
Bintang terbesar di atas, serahkan pada Orion!",,Avatar: Buka kunci gambar profil,Efek Skin: Bintang-bintang melayang-layang!,,,,
281,White Kitty Feifei,"Langkah kakinya lebih ringan dari kepingan salju yang jatuh diam, dan jejak kaki bunga plum dangkal di belakangnya bahkan lebih imut. 
Memakai pakaian meriah yang disiapkan khusus, sikap Feifei saat berjalan di salju lebih anggun!",item dapat diperoleh melalui Event,Avatar: Unlock foto profil,Jejak Kaki: Meninggalkan jejak kaki kucing,,,,
282,Cahaya Fajar · Zhuyin,"Zhu Yin, seorang penyanyi band rock elektrik, memiliki dua gaya penampilan yang sangat berbeda: lembut dan sejuk seperti angin sepoi-sepoi membelai daun bambu, atau intens dan liar seperti bayangan bambu yang menari di tengah badai.",,Avatar: Buka kunci avatar.,Efek khusus tubuh: Daun Bambu mengambang di tubuh!,#cda5b0aPerubahan warna: Klik tomboh ubah warna di sebelah kiri untuk mengubah keadaan Malam.#n,,,
283,Malam · Zhuyin,"Zhu Yin, seorang penyanyi band rock elektrik, memiliki dua gaya penampilan yang sangat berbeda: lembut dan sejuk seperti angin sepoi-sepoi membelai daun bambu, atau intens dan liar seperti bayangan bambu yang menari di tengah badai.",,Avatar: Buka kunci avatar.,Efek khusus tubuh: Bintang Gelap mengambang di tubuh!,#cda5b0aPerubahan warna: Klik tomboh ubah warna di sebelah kiri untuk mengubah keadaan Cahaya Fajar.#n,,,
284,Chestnut,"Tupai yang lembut namun pemalu adalah pelajar biola yang sangat baik di Akademi Musik. Dia biasanya sangat pemalu, tetapi ketika dia memainkan biola, sepertinya setiap nada emas menutupi tubuhnya.",,Avatar: Buka kunci gambar profil,Efek Skin: Note musik emas mengelilingi tubuh!,,,,
285,Agen Binatang Louze,"Dari keluarga Elit Snow Rabbit, kejam dan bangga, adalah anggota dari ""Agen Binatang"", sebuah organisasi agen khusus Gomanda. Senjata yang digunakan adalah senjata bertenaga helium yang dibuat oleh orang-orang Snow Rabbit. Dilengkapi dengan penglihatan berkecepatan super tinggi dan bagus dalam sniping jarak jauh.",,Avatar: Buka kunci gambar profil,Efek Skin: Jejak salju tertinggal saat berjalan.,,,,
286,Thora,"Drummer utama dari band rock elektrik. Permainan drum yang garang dan menggelegar adalah gaya favorit Thora.
Adapun guntur dan kilat yang muncul dari waktu ke waktu selama pertunjukan... apakah itu efek panggung?
Ngomong-ngomong, ayo makan mie ramen setelah pertunjukan!",,Avatar: Buka kunci gambar profil,Efek Skin: Guntur dan kilat menyambar!,#cda5b0aDiperoleh hanya dari paket impian#n,,,
287,Marilyn,"""Jingle bells, Jingle bells, Jingle all the way...""
Dengar~ Lagu ceria dan irama bergema di kota.
Pesta Natal Marilyn, akankah kita pergi?",,Avatar: Buka kunci gambar profil,Efek Skin: Bintang-bintang melayang-layang!,,,,
288,Alice,"Hari turun salju, menunggu bunga flot bermekaran.
Semua suara hening, berenang bersama paus.
Pesona musim dingin tidak ada habisnya~",,Avatar: Buka kunci gambar profil,Jejak: Kristal es dan kepingan salju tertinggal saat berjalan.,#cda5b0aDiperoleh hanya dari paket impian#n,,,
291,Snowcular,"Berikan hadiah dengan gembira dan dapatkan amplop merah dengan riang;
Melihat? Sekarang tidak turun salju. Ini tahun baru yang datang!",,Avatar: Buka kunci gambar profil,Efek Skin: Kepingan salju melayang-layang!,,,,
292,Firecracker,"Mencicit mencicit~ Menguleni bola salju. Crackle crackle ~ Meringankan petasan.
Anda bertanya kepada saya apa artinya petasan? Ini tahun baru China datang!",,Avatar: Buka kunci gambar profil,Efek Skin: Simpul keberuntungan melayang-layang!,,,,
293,Canorus- Raja Capricorn,"Paku pakis berjalan sepanjang malam dengan suara piano, dilingkungi suara saluang. Ekor ikan dan tanduk domba disebut logika rasionalnya, chaos merekonstruksi benteng pertahanannya.",,Avatar: Buka kunci gambar profil,Efek Tubuh: Kekuatan Kaprikornus mengelilingi tubuh!,,,,
294,Arias- Raja Aquarius,"Inspirasinya terbang ke tanah fantasi, 
 Mimpi dan pikiran aneh berkelana di galaksi. 
 Seperti gelembung sedang menyeduh anggur yang halus, 
 Masukkan buah anggur ke dalam botol perak dan minum buatan yang manis.",,Avatar: Buka kunci gambar profile,Efek Tubuh: kekuatan Aquarius mengelilingi tubuh!,,,,
295,Kexin Tang,"Sendok emas dikibaskan, sirup dilempar, dan kelinci salju dicat kepada kertas. 
Pot tembaga manis, binatang penjaga peri lompat keluar darinya!",,Avatar: Buka kunci gambar profil.,Efek Tubuh: Lukisan gula melingkungi tubuhnya!,,,,
296,Keyi Tang,"Tinta emas dilemparkan, gunting beterbangan, dan binatang gula dibuat langsung. 
 Berlutut dan menarik, menyerukan keabadian, percikan api berkibar dan menyerukan perdamaian!",,Avatar: Buka kunci gambar profil.,Efek Tubuh: Lukisan gula melingkungi tubuhnya!,,,,
297,Peru,"Gadis misterius yang dibesarkan di sebuah desa nelayan, dikatakan bahwa dia memiliki kekuatan dewa dan menjaga berhala dan harta sendirian. Dia baik hati , selalu tersenyum, tapi dia sangat tenang saat menghadapi bahaya, dan sepertinya tidak ada yang membuatnya marah atau takut.",,Avatar: Buka kunci gambar profil.,,,,,
298,Ronas,"Remaja laki-laki yang tumbuh di pedalaman, dia mengidamkan berpetualang sejak anak, dan suka menjelajahi dimana tidak diketahui dan melanggar aturan. Ikuti keempat putra Mimeng dan Kapten Tom, menujui pulau legendaris  harta karun dewa laut, bertekad untuk menemukan harta karun itu dan menjadi terkenal di seluruh dunia.",Didapatkan dari event,Avatar: Buka kunci gambar profil.,,,,,
299,Soundwave,"Petugas intelijen Decepticon, yang bertanggung jawab atas semua pertukaran informasi antara musuh dan sekutunya. Kesetiaan dan kemampuannya telah ditegaskan oleh Megatron. Soundwave memperoleh banyak informasi tentang rencana aksi penting Autobots dengan pasukan kaset: Ravage, Laserbeak, Frenzy, Ratbat, dll.",,Avatar: Buka kunci avatar,Jejak Kaki: Jejak kaki logo kamp akan ditinggalkan di tempat Anda berjalan.,"#cda5b0a Pemanggilan: Tape Legion dapat dipanggil dan mendapatkan buff, klik tombol di sebelah kiri untuk pratinjau! #N",,,
300,Manggo,"Krim lembut dioleskan ke bagian bawah cangkir, dan buah bulat dipetik dari dahannya.
Rasa lembut di mulut membuat bibir dan gigi Anda harum, dan warna keemasan membawa rasa manis!",,Avatar: Buka kunci avatar.,Efek khusus tubuh: potongan mangga mengambang di tubuh!,,,,
301,Yuaner,"Penjabat wakil presiden Dim Sum Association, selain menjalankan toko Lantern Festival miliknya sendiri, dia juga suka mengunjungi toko dim sum lainnya. Setelah bahan baku yang lebih baik ditemukan, penelitian dan pengembangan akan dilakukan malam itu, dan aktivitas produk baru akan diluncurkan keesokan harinya. Berapa banyak diskon yang akan ditawarkan acara tersebut? Permisi, boleh kirim dua lagi, diskon? Itu tidak bisa dilakukan!",,Avatar: Buka kunci avatar,Efek khusus tubuh: bola nasi ketan mengambang di tubuh!,,,,
302,Nonana,"Menyerang dengan kuat, pertarungan membuat ekor kuda bergoyang heboh, membom dengan kecepatan tinggi, suara peluru membawa tawa tanpa henti. Tak disangka, Lolita kecil juga bisa membawa meriam dan menyelamatkan dunia!",,Avatar: Buka kunci avatar.,Efek khusus tubuh: Cinta mengambang di tubuh!,,,,
303,Lingyun,"Perhitungan dan strategi yang cermat. Duduk di belakang dan menangkan seribu mil. Hah? Kepalan tangan terkepal, dahi berkeringat? Ternyata komandan berwajah dingin itu juga ada kalanya tidak bisa mengetahuinya.",,Avatar: Buka kunci avatar.,Efek khusus tubuh: Tenaga berkelahi mengambang di tubuh!,,,,
304,Rebecca,"Telinga kelinci berbulu putih berkedut, dan rok imutnya bergoyang.
Kertas permen kaca bersinar, dan keajaiban rasa susu datang.
Dingling Dingling~Kelinci Gadis Ajaib, ubahlah!",,Avatar: Buka kunci avatar,Efek khusus tubuh: Segel kelinci mengambang di tubuh!,,,,
306,Pemandu Sulap Felicia,"Saat kecantikan didambakan, wajah serakah ada di mana saja di negeri ini;
Saat bunga ditolak, kotoran yang merajalela mengotori negeri dongeng.
Sambut saja kembalinya peri bunga untuk menghidupkan kembali bunga,
dan tunggu sampai bunga mekar penuh dan kupu-kupu tetap hidup.",,"Perubahan Pencahayaan: Ubah bentuk sesuai dengan pencahayaan sekitar di peta, klik tombol aktif
kiri untuk melihat deskripsi.","#cda5b0aTransform: Saat cahaya sekitar lebih besar dari 9, cahaya akan berubah menjadi Misterius
Peri Felicia. Klik tombol di sebelah kiri untuk pratinjau.#n",#cda5b0aTunggangan ekslusif: Klik tombol di sebelah kiri untuk menggunakan Tunggangan eksklusif.#n,#cda5b0aAksi Ekslusif: Langit hujan dengan Mahkota bunga. Klik tombol di sebelah kiri untuk Melihat.#n,#cda5b0aDapatkan hanya dari Kotak Bercahaya#n,
307,Peri Misterius Felicia,"Hanya ketika bunga ditutupi duri keinginan orang dapat diatasi;
Hanya ketika wewangian mengatasi toksisitas, ia dapat memiliki kemampuan untuk melawan;
Dengan kilasan inspirasi, itu mengubah serangan menjadi bantuan;
Dan pikirkan selama beberapa hari, dan ciptakan era sihir baru.",,Perubahan Pencahayaan: Ubah bentuk sesuai dengan cahaya sekitarnya. Deskripsinya di tombol sebelah kiri.,"#cda5b0aTransform: Saat cahaya sekitar kurang dari atau sama dengan 9, cahaya akan diubah menjadi Magic Tutor. Klik tombol di sebelah kiri untuk melihat.#n",#cda5b0aTunggangan Ekslusif: Klik tombol di sebelah kiri untuk menggunakan tunggangan eksklusif.#n,#cda5b0aAksi Ekslusif: Langit hujan dengan kelopak bunga. Klik tombol di sebelah kiri untuk melihat.#n,#cda5b0aDapatkan hanya dari Kotak Bercahaya#n,
308,Valena,"Bernapas dan rasakan irama angin
Rasakan alam dengan tangan Anda sendiri.
Ambil risiko dengan diri Anda sendiri dan tulislah cerita tentang kebebasan.",,Avatar: Buka kunci avatar,Jejak Kaki: Meningkalkan jejak kaki saat berjalan.,,,,
309,Mark,"Dengarkan suara di dalam hutan,
Di bawah bulan, memasuki ke tanah yang tiada orang.
Melawan arus kerumunan dan menemui rahasia alam liar.",,Avatar: Buka kunci avatar,Jejak Kaki: Meningkalkan jejak kaki anjing saat berjalan.,,,,
310,Loving,"Embun di atas helaian rumput, bergoyang ditiup angin. 
Bumi mengguncangkan biji-bijian beku, mekar pada musim bunga!",,Avatar: Buka kunci avatar,Efek Tubuh: Wortel melayang di sekitar tubuh!,,,,
311,Elton,"Matahari menyimbah di ladang, burung berkicauan.
Menggali tanah dengan beliung, peluh dengan harapan!",,Avatar: Buka kunci avatar,Efek Tubuh: Wortel melayang di sekitar tubuh!,,,,
312,Blue Spot,"Kuas cat warna, warni dihiasi email porselen.
Api kompor menyala, sesuatu baru datang.",,Avatar: Buka kunci avatar,Efek Tubuh: Titik cahaya melayang di sekitar tubuh!,,,,
315,MooMoo,"Bernyanyi dalam badai, menari dalam badai salju.
Dengan bulu paling lembut dan belati paling tajam untuk dimainkan.
Salam dari dataran tinggi bersalju, temanku.",,Avatar: Buka kunci avatar.,Efek khusus tubuh: Salju mengambang di tubuh!,,,,
316,Bunga Kiki,"Hoo~ Hoo~ Tiup keinginanmu yang paling diinginkan ke dalam balon.
Ayo bermain bersama di hari-hari yang akan datang~
Lagipula... Setiap hari bersamamu adalah keinginanku.",,Avatar: Buka kunci avatar.,Efek khusus tubuh: Bintang mengambang di tubuh!,,,,
317,Bi Shuiqing,"Langit tak berujung bertemu air tak terbatas, pegunungan berkabut membentang jauh dan luas.
Ombak dan riak mengandung tanaman hijau yang tumpang tindih, bebatuan mengungkapkan pemandangan indah yang mengejutkan.",,Avatar: Buka kunci avatar.,Efek khusus tubuh: Segitiga emas mengambang di tubuh!,,,,
318,Gaogao,"Pertemuan yang hangat, pesta yang panas. Koala menggemaskan menyebarkan kegembiraan!
Bersama dengan Gaogao, mari bernyanyi dan menari dengan melodi manis di hari bahagia ini~",,Avatar: Buka kunci avatar.,Efek khusus tubuh: Bintang mengambang di tubuh!,,,,
319,Chocolate Bean,"Permisi, izinkan saya bertanya kepadamu?
Siapa yang terlalu banyak makan permen dan sakit gigi lagi?
Meskipun coklat itu enak, kita tidak boleh memakannya terlalu banyak~",,Avatar: Buka kunci avatar.,Efek khusus tubuh: Kacang coklat mengambang di tubuh!,,,,
320,Pendekar Pedang,"Membunuh bukanlah niatku.
Dosa akan dihakimi oleh dunia.
Angin sedingin pisau, dan pedang tidak meninggalkan jejak.
Malam ini, pemenangnya akan ditentukan!",,Avatar: Buka kunci avatar.,Efek khusus tubuh: Titik cahaya hijau mengambang di tubuh!,,,,
321,Nipro,"Rambut lembut, mata menawan, seanggun bunga sakura.
Jangan tanya nama kode saya, saya peri dengan ketenaran yang luar biasa.
Setan atau ksatria? Identitas saya bergantung kepadamu.",,Avatar: Buka kunci Avatar,Efek Tubuh: Cahaya bintang ada di sekitar Anda!,,,,
322,Bofill,"Sangat mudah untuk membuat keajaiban, tetapi surga memiliki hukumnya sendiri. Semuanya hidup dengan kode moral, dan sihir tidak terkecuali. Jika kelucuan tidak menggerakkanmu, maka aku akan merapal mantra. Omong kosong! Ini adalah kartu yang bagus, dan tidak boleh diberikan kepada penjahat.",,Avatar: Buka kunci Avatar,Efek Tubuh: Kartu ada di sekitar Anda!,,,,
323,Putri Laut Ling Xi,"Saya merasakan kehangatan musim dingin, sambil mengangkat kepala untuk melihat burung layang-layang di tepi danau.
Saya melempar kerang warna-warni, dan mendengarkan suara daun teratai baru di mana-mana.",,Efek Khusus: Dapat mengubah bentuk dan status dalam game melalui transformasi!,"#cda5b0aTransformasi: Dapat berubah menjadi putri duyung saat berada di dalam air, klik tombol di sebelah kiri untuk pratinjau!#n",Bakat: Dapat membangkitkan garis keturunan khusus dan bernapas lega di bawah air!,Bingkai Avatar: Secara otomatis membuka bingkai Avatar dinamis setelah akuisisi.,#cda5b0a Terbatas pada produksi Star Pack#n.,
324,Peri Mutiara · Lingxi,"Minum di bawah bulan
Sutra dihiasi manik berpendar
Kecantikannya diberkati tuhan
Air mata seperti embun bersinar",,Efek Khusus: Dapat mengubah penampilan dan status dalam game melalui transformasi!,#cda5b0aTransformasi: Klik untuk pratinjau penampilan asli di darat!,"Bakat: Dapat aktifkan sifat khusus, bernapas di bawah air!",,#cda5b0a Terbatas pada produksi Star Pack#n.,
325,Hein,"Tariannya seperti sutra lembut
Konotasinya macam giok halus
Rambutnya tertiup angin laut
Si pengembara tidak meninggalkan bekas",,Avatar: Unlock Avatar,Efek Tubuh: Gelembung mengambang di sekeliling tubuh!,#cda5b0a Terbatas pada produksi Dreamer Pack#n.,,,
326,Harvey,"Berjalan di tepi hidup dan mati, jiwa mengembara di antara ribuan mayat hidup.
Sayap keberanian bersinar. Pikiran jahat bergegas pergi.
Luka kehancuran membutuhkan perawatan kepercayaan.
Kekecewaan sedalam ini telah lama menembusya, mengerang dengan suara rendah.",,Avatar: Unlock Avatar,Efek Tubuh: Bulu hitam mengambang di sekeliling tubuh!,,,,
327,Grainne,"Mawar hitam yang mekar dan kotak Pandora yang terbuka, keduanya berhubungan dengan jiwaku. Lahir di senja, tersembunyi di fajar—kegelapan adalah esensi sejatiku. Melankolis adalah ciri khas saya, dan tengkorak serta punk adalah simbol saya.",,Avatar: Unlock Avatar,Efek Tubuh: Kelelawar dan hati merah muda mengambang di sekeliling tubuh!,"Kustom: Anda dapat dengan bebas \nmenyesuaikan aksesori seperti pakaian, emote, dan hiasan di halaman [Custom].",,,
328,Big Mar,"Siklus takdir tidak pernah dikendalikan, tapi dia tetap ingin mengejek masa depan yang konyol ini. 
Ketukan adalah pedangnya, lirik adalah pelurunya, ""preman"" yang tidak pernah berkelahi ini akan menggunakan musik untuk membangunkan kota yang mati rasa.
Mungkin suatu hari dia akan menyerah pada mimpi ini, tapi sekarang bukan waktunya.",,Avatar: Unlock Avatar,Jejak Kaki: Meninggalkan jejak kaki cahaya bintang.,,,,
329,Marlene,"Hanya lagu pujian stereotip yang diperbolehkan di bawah lampu sorot. Gitar elektrik pengembara meraung-raung kepedihan dan keindahan hidup yang sesungguhnya.
Tidak apa-apa walaupun tidak dikenali, jiwa memberontak dan bebas pasti akan tertarik dengan nyanyian Marlene, dan mematahkan belenggu yang berat.",,Avatar: Buka kunci avatar,Jejak Kaki: Meninggalkan jejak kaki cahaya bintang.,,,,
330,Superman Seprai · Xiaomi,"Kenakan seragam superhero dan seprai sebagai jubah, Xiaomi yang tetap berkomitmen pada keadilan sedang dalam perjalanan!",,Avatar: Unlock Avatar,Efek Tubuh: Titik cahaya emas mengambung di sekitar!,,,,
331,Angel,"Sayap mutasinya membuat Angel waspada untuk mendekati manusia, kesadarannya yang jernih mencegahnya untuk bergaul dengan monster mutan.
Ketika berada di ambang kematian di hutan belantara, seorang prajurit mekanik menyelamatkannya dan membawanya ke benteng manusia. Sebagai harapan terakhir bagi umat manusia, Angel menemukan dirinya yang sebenarnya dalam perlindungan prajurit yang tak tergoyahkan.",,Avatar: Unlock Avatar,Efek tubuh: Bulu putih terbang di sekitar tubuh!,,#cda5b0a Interaksi: Dapat memicu aksi interaktif dengan Isaia!#n,,
332,Isaia,"Bertempur dengan monster mutasi, Isaia dilawan virus yang merusak tubuhnya dan bahkan pikirannya...
Selama misi tertentu, Isaia bertemu dengan seorang gadis aneh dengan kemampuan luar biasa. Kedatangannya tidak hanya membawa harapan baru bagi umat manusia, tetapi juga menyembuhkan hatinya yang terluka.",,Avatar: Unlock Avatar,Efek tubuh: Kubus energi terbang di sekitar tubuh!,,#cda5b0a Interaksi: Dapat memicu aksi interaktif dengan Angel!#n,,
333,Barricade,Barricade adalah prajurit Decepticon yang kejam. Dia dapat memanipulasi musuhnya dengan muda melalui menipu kepercayaan mereka. Dia juga senang menggunakan senjata ampuh dan tinju hidrolik untuk mencabik-cabik lawannya.,,Avatar: Unlock Avatar,Efek Tubuh: Guntur mengambang di sekeliling tubuh!,#cda5b0aTransformasi: Klik untuk beralih penampilan robot/kendaraan!#n,,,
334,Cozy Glow,"Cozy Glow memiliki penampilan yang menggemaskan. Mobil catur adalah tanda imutnya. Gadis yang ambisius ini memanipulasi persahabatan sebagai sarana mengerahkan kekuatan, akhirnya dikalahkan dan berubah menjadi batu.",,Avatar: Unlock Avatar,Efek Tubuh: Api mengambang di sekeliling tubuh!,,,,
335,Apple Bloom,"Apple Bloom adalah adik Applejack dan juga anggota pendiri Cutie Mark Crusaders.. Selain membantu memetik apel di Sweet Apple Acres, dia juga bersemangat untuk tanda imut bersama Sweetie Belle dan Scootaloo.",,Avatar: Unlock Avatar,Efek Tubuh: Bunga mengambang di sekeliling tubuh!,,,,
336,Flurry Heart,"Flurry Heart adalah anak Shining Armor dan Princess Cadance. Nama ini memperingati upacara kelahirannya, di mana tangisannya menghancurkan hati kristal. Setelah itu, kekuatan sihirnya menjadi stabil, kejadian seperti itu tidak pernah terjadi lagi.",,Avatar: Unlock Avatar,Efek Tubuh: Titik cahaya merah jambu mengambang di sekeliling tubuh!,,,,
337,Putra Pita Merah · Liansheng,"Anak sayang,
Jangan takut dunia yang kacau ini.
Siapa pun yang berani menggertakmu,
Aku tidak akan membiarkan dia pergi!",,Efek Khusus: Dapat mengubah penampilan dan status dalam game melalui transformasi!,#cda5b0aTransformasi: Gaib: Klik untuk pratinjau penampilan remaja.#n,,,,
338,Utusan Hujan · Liansheng,"Riang di mata orang lain
Berdiri dengan teratai mekar penuh
Angin musim gugur bertiup suram
Awan menyebar dan menutupi langit",,Efek Khusus: Dapat mengubah penampilan dan status dalam game melalui transformasi!,#cda5b0aTransformasi: Klik untuk pratinjau penampilan dewasa. #n,,,,
339,Youth,"Mengenakan rumput wangi dan mandi dengan anggrek, bunga mekar selama musim panas.
Balap perahu naga dan bacang enak adalah simbol festival.
Memegang kipas angin untuk meredakan panas di tepi sungai, hujan tepat waktu mendinginkan dataran.",,Avatar: Unlock Avatar,Efek Tubuh: Daun hijau mengambang di sekeliling tubuh!,,,,
340,Doris,"Menyusuri jalanan dengan pesan dari jauh, aku hanya butuh senyuman dari si penerima sebagai penyemangat.",,Avatar: Unlock Avatar,Efek Tubuh: Surat mengambung di sekeliling!,,,,
341,Dole,"Musik suka dan duka terdengar di setiap keluarga.
Pesan disampaikan tepat waktu dengan dering bel.
Petugas pengirim adalah menjaga setiap surat dengan hati-hati.",,Avatar: Unlock Avatar,Efek Tubuh: Surat mengambung di sekeliling!,,,,
342,Lambert,"Astrologi bekerja dengan bintang dan kemauan.
Roda takdir terjalin, meramalkan siklus takdir.
Legenda masa depan tidak pernah pudar. Dan aku, mencari yang telah hilang.",,Avatar: Unlock Avatar,Efek Tubuh: Cahaya bintang mengambung di sekeliling!,,,,
343,Martini,"Saat Martini pertama kali menjadi pemburu hadiah, niat awalnya adalah melindungi orang yang tidak bisa membela diri. 
Selama pertempuran melawan dinosaurus yang dimodifikasi secara genetik, Martini menderita luka parah pada persendiannya. Namun, tengkorak dinosaurus yang dibawanya menimbulkan ketakutan di hati para penjahat paling terkenal.",Item yang terbuka melalui kegiatan,Avatar: Unlock Avatar,Efek Tubuh: Titik cahaya mengambung di sekeliling!,,,,
344,Langit Suci,"Langit Suci adalah pemimpin Tim Raksasa Tak Terkalahkan, mengalahkan Tyrannosaurus, berani dan adil.",,Avatar: Buka kunci。,Efek Tubuh: Api memancar di belakang！,"#cda5b0aTransformasi: Klik kiri, robot/kendaraan! #n",,,
345,"Lagu musim panas, Mimpi","Angin musim panas melalui pakaian dan rambut, menemukan keindahan secara tak terduga.",,Avatar: Buka kunci。,Bunga melayang di sekitar tubuhnya!,,,,
346,Bintang-bintang yang Menari Belinda,"Skateboard, musik, terbang di tanah!",,Avatar: Buka kunci。,Efek Tubuh: Nada-nada mengambang di sekitar tubuh！,,,,
347,"Matahari hangat, Paní","Lelah, ingin tidur.",,Avatar: Buka kunci。,Mengantuk di sekitarnya!,,,,
348,Halo Kitty Lorna,Suka pita? Tidak untuk hadiah!,,Avatar: Buka kunci。,Efek Tubuh: Kelopak bunga melayang di sekitar tubuh!,Jejak langkah berbunga.,,,
349,Cinnamoroll Nimo,"Kelopak harum, waktu berhenti.",,Avatar: Buka kunci。,Bunga melayang di sekitar tubuhnya!,Jejak manis saat berjalan.,,,
350,Galán,"Gua lalu, pangeran lewati, penderitaan teratasi, mimpi mengagumkan。",,Avatar: Buka kunci。,Efek Tubuh: Nada-nada mengambang di sekitar tubuh！,"Kustomisasi: Beli dan padukan aksesori punggung, wajah, dan tangan.",,,
351,Stroberi Tenten,"Tiga gelombang panas awali musim panas, tanpa kesegaran. Kulit hijau, labu merah, pasir manis. Aroma buah meredakan panas, es masuk, tubuh bersinar.",,Avatar: Buka kunci。,Efek pada Tubuh: Aroma semangka melayang di udara!,,,,
352,Aiden,"Pemimpin hebat arahkan tindakan, tak kendalikan kesetiaan. Berani, cuma ingin menang. Serangan balik atau kejar-mengejar, mengubah nasib.",Item yang tidak terkunci dapat diperoleh dengan acara,Avatar: Buka kunci。,Efek Tubuh: Titik-titik cahaya melayang di sekitar tubuh！,,,,
353,Tylnos,"Keturunan blasteran Tyrannosaurus rex karnivora memiliki penampilan yang agung dan hati yang kesepian. Ketika seorang pendamping membaca hatinya, dia juga akan menunjukkan sisi yang sangat lembut ~",,Avatar: Buka kunci avatar.,Efek Tubuh: Aroma barbekyu menguar ke seluruh tubuh!,,,,
354,Trisno,"Gadis ras campuran dinosaurus herbivora, kepribadian sederhana dan lemah, tidak menyukai perselisihan, dan mulai dengan berani memperjuangkan apa yang dia inginkan dengan dorongan dari rekannya Tenos.",,Avatar: Buka kunci avatar.,Efek Tubuh: Daun hijau berkibar di tubuh!,,,,
355,"Kapten Hyun Yu, Yan Rui","Angin meniup hutan dan mantra dimulai,
Segel tidur pada akhirnya akan bangun.
Dengar, Kapten Xuan Ye Xiao.
Bersihkan rasa sakit musim panas dan musim panas.",,"Transformasi#cda5b0a: Fungsi transformasi dapat direalisasikan dalam permainan, klik tombol di sebelah kiri untuk melihat pratinjau! #n","Efek tubuh: Daun maple tersebar di tubuh, meninggalkan jejak topeng di tempat Anda berjalan!",Bakat: Dapat membangkitkan kekuatan spiritual yang disegel dan menahan kerusakan es!,Bingkai Avatar: Buka Bingkai Avatar dinamis secara otomatis saat diperoleh.,,
356,"Malam Merah Maple Fox, Yanrui","Wanli Fenghou minum embun es.
Sepotong duka,
Tulang dingin liar musim dingin.
Tidak lebih dari sebuah pemikiran untuk menyelamatkan nyawa!",,"Transformasi#cda5b0a: Fungsi transformasi dapat direalisasikan dalam permainan, klik tombol di sebelah kiri untuk melihat pratinjau! #n","Efek tubuh: Daun maple tersebar di tubuh, meninggalkan jejak topeng di tempat Anda berjalan!",Bakat: Dapat membangkitkan kekuatan spiritual yang disegel dan menahan kerusakan es!,Bingkai Avatar: Buka Bingkai Avatar dinamis secara otomatis saat diperoleh.,,
357,Cynthia,"Konduktor bintang-bulan yang menggunakan sihir cahaya bulan adalah penyihir upacara kerajaan yang baru. Ketika dia melambaikan tongkat dengan bintang dan bulan di tangannya, nada musik dari bintang dan bulan yang dia bacakan akan akan mengelilingi sisi gaun. Dia berasal dari kota di luar alam. Dia bersama bintang dan bulan sepanjang hari, dan rambutnya yang halus seperti awan adalah simbol manisnya.",,Avatar: Buka kunci avatar.,Efek Tubuh: Cahaya bintang melayang dari tubuh!,Bingkai Avatar: Terbuka secara otomatis.,,,
