ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
309,マーク,"森の音を耳で聴く。
月下の無人島に足を踏み入れる。
都市に逆らって旅をして、アウトドアの秘密を発見する。",,アイコン：アイコンを解放。,足跡：犬の足跡が残ります。,,,,
310,アイリン,"露が草の葉に忍び寄り、風に揺らぐ。
大地は霜の粒を振り落とし、春よ来い。",,アイコン：アイコンを解放。,体エフェクト：体の周りにキャロットが漂うよ！,,,,
311,アイルトン,"農場に太陽が降り注ぎ、鳥がさえずり、飛んでいる。
シャベルが土を回し、汗が希望を育む!",,アイコン：アイコンを解放。,体エフェクト：体の周りにキャロットが漂うよ！,,,,
312,青調,"光の流れを筆で描く、琺瑯は細かい色で描かれる。
炉の扉は新たなリズムで燃え上がり、祝融へ送る。",,アイコン：アイコンを解放。,体エフェクト：体の周りに光点が漂うよ！,,,,
315,ムー,"疾風の中で歌い、吹雪の中で舞う。
柔らかな毛皮と、鋭い短剣で遊びながら。
雪の高原からの挨拶だ、友よ。",,アイコン：アイコンを解放。,体エフェクト：雪花が体の周りを舞うよ！,,,,
316,花綺綺,"あなたの願いを全部風船に吹き込んでください。
これからの日々も、一緒に遊びましょう〜。
結局のところ、......あなたと一緒にいる毎日が、私の願いを叶える日なのです。",,アイコン：アイコンを解放。,体エフェクト：星光が体の周りを舞うよ！,,,,
317,青水蒼,"空は限りなく青く、山は緑。
煙と波が緑を含み、岩が絵を見て驚く。",,アイコン：アイコンを解放。,体エフェクト：ゴールデン三角形が体の周りを舞うよ！,,,,
318,ケーキ子,"あたたかい集まり、あたたかいパーティー。 かわいいコアラ、幸せを届けます！
ガオガオと一緒に、今日も甘いメロディで歌おう〜。",,アイコン：アイコンを解放。,体エフェクト：星光が体の周りを舞うよ！,,,,
319,米ビーン,"エヘン、インタビューです。
砂糖の食べ過ぎで歯が痛くなったことがあるのはどっち？
チョコビーンズは美味しいけど、食べ過ぎはよくないよ！",,アイコン：アイコンを解放。,体エフェクト：チョコレートビーンが体の周りを舞うよ！,,,,
320,自由客,"殺すことは私の本意ではない。
罪はジャングルで裁かれる。
風は刃のように冷たく、剣は跡形もなく通り過ぎる。
今宵、死闘を繰り広げよう！",,アイコン：アイコンを解放。,体エフェクト：緑の光点が体の周りを舞うよ！,,,,
321,ニプロ,"柔らかな髪が瞳を魅了し、降り注ぐサクランボのようにすすり泣く。
コードネームは聞かないでね、私はローグ・フェアリー・ワン。
魔物か、騎士か。 私が誰であるかは、あなたが決めることだ。",,アイコン：アイコンを解放。,体エフェクト：星光が体の周りを舞うよ！,,,,
322,ボフィル,"石を金に変えるのは難しくない、善悪の栄枯盛衰は長い、白い紙は自ら黒い文字を作る、芸術の道は美徳の意志を変えることはない。 もし、愛らしさがあなたの心を動かさないのであれば、私は魔法をかけよう。 変更します！
良いカードなので、悪い人に渡してはいけない。",,アイコン：アイコンを解放。,体エフェクト：カードが体の周りを舞うよ！,,,,
323,滄海帝姫　霊汐,"冬の暖かさを感じながら、ツバメが来る湖を見上げています。
色とりどりの貝殻で遊びながら、新しい蓮の音に耳を傾けています。",,特別変更：ゲームで変身機能を実現して、ドレスアップや状態を変えることができます！,#cda5b0a変身:左側のボタンをクリックすると、水中で人魚の姿に変身させることができる!#n,才能：特殊な血統を刺激して、水中で自由に呼吸することができる！,アイコンフレーム：入手すると動態アイコンフレームがアンロックされます。,#cda5b0a スターパックのみの出力#n。,
324,泣珠仙姫　霊汐,月光のように優しく、天はその美しさに涙を流す,,特別変更：ゲームで変身機能を実現して、ドレスアップや状態を変えることができます！,#cda5b0a変身:左側のボタンをクリックすると、陸上で自然な姿に変身させることができる!#n,才能：特殊な血統を刺激して、水中で自由に呼吸することができる！,,#cda5b0a スターパックのみの出力#n。,
325,海苑,"風に吹かれて絹のように舞う、
海の底は翡翠のように深い。
髪は潮風のように軽く、
海風はそよ風。",,アイコン：アイコンを解放。,体エフェクト：バブルが体の周りを舞うよ！,#cda5b0a ドリーマーパックのみの出力#n。,,,
326,ハルベイ,"生と死の境界を歩き、魂は千の死者の列を彷徨う。
勇気の翼は華麗に咲き誇り、邪念は湧き上がり、轟音を立てて去っていく。
折れた傷は信頼によって癒す必要がある。
この骨身にしみる失望は、とっくに私の肺に忍び込み、低く呻いている。",,アイコン：アイコンを解放。,体エフェクト：黒い羽が体の周りを舞うよ！,,,,
327,グランニ,"肩の黒いバラを拭き、パンドラを開き、魂の模様のコウモリの骨、笑顔が頭蓋に燃え。
夕暮れに生まれ、朝に隠れている――闇こそ、私の本命。
桜紅は悲しい粉飾、頭蓋、パンクと共存し。",,アイコン：アイコンを解放。,体エフェクト：体の周りにピンクハートとバットが漂うよ！,カスタム：取得後、【DIYセンター】で自由に合わせることができます!,,,
328,Big Mar,"決して自力では回らない歯車である運命のサイクルは、この荒唐無稽な未来を嘲笑するのが彼の流儀である。
ビートは刃物、歌詞は弾丸、喧嘩もしない 「チンピラ 」が音楽で麻痺した街を目覚めさせようとする。
夢は覚めるかもしれないが、まだその時ではないのだ。",,アイコン：アイコンを解放。,足跡：星光の足跡が残ります。,,,,
329,マーリン,"輝かしいスポットライトは、千の賛美歌だけを許し、通りや路地をさまよい、彼女のヒスノイズのようなエレキギターが人生の真の痛みと美しさについて荒れ狂うのです。
では、もし自分が認められなかったらどうだろう。 反抗的で自由な精神は、重くのしかかる鎖を断ち切り、マーリーンの歌に引き寄せられるに違いない。",,アイコン：アイコンを解放。,足跡：星光の足跡が残ります。,,,,
330,スーパーマン御子,お気に入りのスーパーヒーローのユニフォームとシートを着て、一時的にハンサムなマントとして機能し、悪を罰し、善を促進するシートスーパーマン御子がすぐに派遣されます!,,アイコン：アイコンを解放。,体エフェクト：金色の光点が散らばっています!,,,,
331,エンジェル,"体の変異した翼は天使を人間の群落に近づけず、冷静な意識は理性を失った変異モンスターと一緒にいられない。
野外で息絶えた時、高度に機械化された兵士が彼女を人類の最後の領土に救った。人類の最後の希望とみなされた彼女も、兵士のしっかりした守護の中で本当の自分を見つけた。",,アイコン：アイコンを解放。,ボディエフェクト：体の周りに白い羽が舞っています！,,#cda5b0a 交流：イサイアとインタラクティブなアクションを起こすことができます！#n,,
332,イサイアス,"長年変異モンスターと戦い、同じウイルスがイサヤの体、さらには心を侵食している……
ある行動の中で、イサイアスは偶然奇妙な異化少女に出会って、彼女の到着は人類に新たな希望をもたらしただけでなく、イサヤの千瘡百穴の心を静かに癒している。",,アイコン：アイコンを解放。,ボディエフェクト：体の周りにエネルギーキューブが舞っています！,,#cda5b0a 交流：エンジェルとインタラクティブなアクションを起こすことができます！#n,,
333,Barricade,Barricadeはデストロン・ポリス陣営の戦士で、人間を見抜くことができ、人の信頼を利用して人を騙すことができる。 また、強力な武器と油圧ハンドで相手を粉々にするのが好きである。,,アイコン：アイコンを解放。,体エフェクト：体に稲妻が漂う!,#cda5b0a変形：左側の変形ボタンをクリックして、ロボット/キャリアの形態を切り替えることができます!#n,,,
334,Cozy Glow,しかし、Cozy Glowはかわいい外見を持っていて、駒車は彼女のかわいい標識。野心的な彼女は、友情を権力として操って、ついに敗れて石像になっ。,,アイコン：アイコンを解放。,体エフェクト：炎が漂う!,,,,
335,Apple Bloom,Apple BloomはApplejackの妹で、かわいい軍団の創立メンバーの一人で、普段は甘いリンゴ園でリンゴを収穫するほか、Sweetie Belle、Scootalooと一緒にかわいいマークのために努力して。,,アイコン：アイコンを解放。,体エフェクト：体に花が散る!,,,,
336,Flurry Heart,Flurry HeartはShining ArmorとPrincess Cadenceの娘で、この名前は彼女が泣き声でCrystal Heartを砕いた時の水晶式を記念して。その後、彼女の魔力は安定し、二度とこんなことは起きなくなった。,,アイコン：アイコンを解放。,体エフェクト：ピンクの光点が散らばっています!,,,,
337,赤綾太子　蓮笙,"混沌とした世界で
傷ついた子供たち、恐れないでください
誰がまた人を傷つけるのか
川をひっくり返して海を倒す、彼を許さない!",,特別変化：ゲーム内で変身機能や形状・ステータスの変更が可能!,#cda5b0a変色：神通：幼い形態を切り替え、左側のボタンをクリックしてプレビューする。#n,,,,
338,霊沢童子　蓮笙,"私を見てください
無知で安心
背後には蓮の花が咲いている
秋風が波を起こしていくつかの風雲をかき混ぜ。",,特別変化：ゲーム内で変身機能や形状・ステータスの変更が可能!,#cda5b0a大人の形態を切り替え、左側のボタンをクリックしてプレビューできます。#n,,,,
339,韶華,"艾束軽曳浴芳蘭、重午佳陽花は突然。
跳浪龍舟端午ツアー、五糸巻きちまき碧玉透。
実行扇渓散清暑、ペイ降赤陽記憶古原。",,アイコン：アイコンを解放。,体エフェクト：緑の葉が散らばっています!,,,,
340,ドリス,"ディンドン、遠くのニュースを握って。
カチカチ、近くの街を歩い。
フフ、受信者の笑顔は、送信者の最大の満足です!",,,体エフェクト：体に手紙が散らばっています!,,,,
341,ドール,"悲歓離合の奏楽は、何千軒もの家に漂っ。
ドアをノックし、ニュースは時間通りに到着し。
メッセンジャーの役割は、すべての手紙を守ること。",,アイコン：アイコンを解放。,体エフェクト：体に手紙が散らばっています!,,,,
342,ランバート,"占星術は、星を姓とし、意志を名とする。
運命の輪交錯、アストロラーベ予言輪廻。
消えることのない未来の伝説。私は、失くしたものを探し。",,アイコン：アイコンを解放。,体エフェクト：体に星光が散りばめられています!,,,,
343,マティーニ,マティーニが最初に賞金稼ぎだったとき、彼の本来の意図は身を守ることができない人々を守ることでした。遺伝子組み換え恐竜と戦ったとき、彼の関節はひどく傷つき、彼が持っていた恐竜の頭蓋骨は最も凶悪な犯罪者を恐れさせました。,アンロックアイテム活動入手,アイコン：アイコンを解放。,体エフェクト：光点が散らばっています!,,,,
344,聖なる空,擎天聖は巨無霸小隊の指導者で、ティラノサウルスを倒し、正義と勇敢さを持つ。,,アバター：解除する。,体のエフェクト：背後から火炎が噴出しています！,#cda5b0a変形：左側ボタンで切り替え：ロボット/車両！#n,,,
345,夏の歌、夢,夏風が服と髪を通り、美を意外に出会う。,,アバター：解除する。,身体から花が漂う！,,,,
346,星が踊る ベリンダ,スケボー、音楽、地上飛行！,,アバター：解除する。,身体効果：音符が身体の周りに漂っています！,,,,
347,のんびり温かい、パニ,疲れて、布団に戻りたい。,,アバター：解除する。,眠気の泡が漂っています！,,,,
348,こんにちは、キティ・ローナ,リボン好き？プレゼントには無理！,,アバター：解除する。,ボディエフェクト：花びらが体の周りに漂っています！,歩く花の足跡。,,,
349,シナモロール にも,花びら香る、時間停止。,,アバター：解除する。,身体から花が漂う！,歩くとキャンディの足跡。,,,
350,ガラン,昔の洞窟、王子を越え、苦痛の果て、驚きの夢。,,アバター：解除する。,身体効果：音符が身体の周りに漂っています！,カスタマイズ：購入後、背面・顔・片手アクセサリーを組み合わせ。,,,
351,ストロベリー テンテン,"三伏の夏、涼しさなし，
緑皮、赤瓢、甘い砂で涼む。
果実の香り、暑さを癒す，
歯に冷たく、輝く身体。",,アバター：解除する。,体の特殊効果：スイカの香りが漂っています！,,,,
352,エイデン,指揮官指導、忠誠不能制御。勇敢、勝利のみを目指す。反撃追撃、瞬時に勝敗。,アンロックアイテム活動入手,アバター：解除する。,ボディエフェクト：体中に光の点が漂っています！,,,,
353,タイノス,肉食類の覇王龍混血の子孫、外見は威厳があり、心は孤独。仲間が彼の声を読むと、とても優しい一面を見せますよ~,,アバター：アンロックアバター。,ボディエフェクト：バーベキューの香りが漂います!,,,,
354,トリスノー,草食恐竜のハーフの女の子は、単純で弱い性格で、紛争を好まず、仲間のタイノスの励ましの下で、彼らが望むもののために勇敢に戦い始め。,,アバター：アンロックアバター。,ボディエフェクト：緑の葉が散らばっています!,,,,
355,玄尉昼羽炎瑞,"陰風が森を吹き抜け、呪文が始まる。
眠る封印は。
聞いて、玄尉夜。
人々の夏の苦しみを洗い流し。",,#cda5b0a変身：ゲーム内で変身機能を実現し、左側のボタンをクリックしてプレビューします!#n,ボディエフェクト：体にカエデの葉が散らばり、通り過ぎた場所にマスクの足跡が残ります!,タレント：封印された精神的な力を目覚めさせ、氷のダメージに抵抗することができます!,アバターフレーム：取得後、動的アバターフレームが自動的にロック解除され。,,
356,メープルキツネ赤夜炎瑞,"万里封侯は氷露を飲んで。
哀鴻一片、
冬野寒骨。
ただ一念で人々を救うだけです!",,#cda5b0a変身：ゲーム内で変身機能を実現し、左側のボタンをクリックしてプレビューします!#n,ボディエフェクト：体にカエデの葉が散らばり、通り過ぎた場所にマスクの足跡が残ります!,タレント：封印された精神的な力を目覚めさせ、氷のダメージに抵抗することができます!,アバターフレーム：取得後、動的アバターフレームが自動的にロック解除され。,,
357,シンシア,月光の魔法を使う星月司令官は、新しく任命された王室の儀式の魔法使いです。星と月がセットされたセプターを振ると、彼女が唱える星と月の音符がドレスの側面を囲み。彼女は地球外の都市から来ました。彼女は一日中星と月と一緒にいて、雲のようなふわふわの髪は彼女の甘い象徴です。,,アバター：アンロックアバター。,ボディ特撮：に星の光が散る!,アイコン：獲得後、自動的に動画付きアイコンを解放。,,,
358,スコール,スコルはいつも宇宙を探検することを夢見ていました。今日、彼はついに自分の夢を実現しました。彼は宇宙船を拾い、高度な技術で宇宙船を修理しました。そして、彼はすぐに宇宙船を宇宙に飛ばしました。彼は星を見て、美しい光を感じました。これらすべてが彼を興奮させました。,,アバター：アンロックアバター。,ボディ特撮：星が散る!,,,,
359,スカーレット,太陽の下でまばゆいばかりの輝きを放つ、派手で熱狂的なタコの形をした赤い髪のクールでハンサムなサンシャインガール。彼女は世界のあらゆるスポーツ、特にスケートボードを探索するのが大好きです。彼女はスケートボードを上手に踏み、さまざまな障害物の間を歩き回ることができます。彼女は近所で最もクールなスケートボードの女の子です。,,アバター：アンロックアバター。,身体特撮：体にタコが飛び散る!,,,,
360,夏のフィオナ,"海辺で育ったフィオナは日光と自由で、水鉄砲が好きで、甘い外見の下で熱狂的な心である
私。。。。。やっとやっと思いっきり遊べる!
あなた.。。。。私と一緒に遊びますか?",,アバター：アンロックアバター。,ボディエフェクト：体に泡が舞う!,,,,
361,ボニー,美しい外見の下には、危険が隠れているので、決して惑わされないでください。,,アバター：アンロックアバター。,ボディエフェクト：ゴージャスな光に包まれています!,,,,
362,赤鬼ヤミ,元気の小悪魔はスポーツが大好き。寒さを恐れないため、クラブ通いでは最も活動的で、興奮すると炎を噴き出すことがある。,,アバター：アンロックアバター。,ボディFX：純白の雪の結晶に包まれる！,,,,
363,氷雪の精霊,雪の森に住む精霊は、性格が臆病で、白い毛皮に包まれているため、彼女たちの本当の顔を見た人はほとんどいない。,,特別変更：ゲーム内で変身機能を実現して、外見や状態を変えることができます！,#cda5b0a 変身：冬の妖精形態に切り替えるために、左側のボタンをクリックしてプレビューしてください。#n,特徴：凍結無効！,特殊素材：氷の結晶が施された服。,アイコン：獲得後、自動的に動画付きアイコンを解放。,
364,冬の精霊,祝福を受けた小さな氷晶は、可愛い冬の精霊に変身し、雪の花を詰めた袋を提げて雪を世界に撒き散らし、単調な冬に一筋のおもしろさを加える。,,特別変更：ゲーム内で変身機能を実現して、外見や状態を変えることができます！,#cda5b0a 変身：左のボタンで氷雪の妖精の形状をプレビューします。 #n,特徴：冬の妖精は凍結に影響されない！,特殊素材：氷の結晶が施された服。,アイコン：獲得後、自動的に動画付きアイコンを解放。,
365,バラ色,暗夜の国の王女は、常に血のように真っ赤な花びらを囲んでおり、バラの汁が彼女のスカートを染めています。彼女は月明かりの下で花の香りを伴って踊り、永遠の命の神秘的な力を持ってい。,,アバター：アンロックアバター。,体の特撮：バラの花が散っています!,,,,
366,バレンタイン,常年悪魔に心を操られている屠龍少年は、無実の人を傷つけないように、常に人里離れた孤独な生活を送っている。血を嗅ぐたびに、体内の魔気をコントロールできなくなり、意識を回復した後、彼はいつも悔しいが、成長とともに心魔に打ち勝ち、屠龍少年はついに龍になった。,アンロックアイテムはイベントで入手できます,アバター：アンロックアバター。,身体特撮：体に羽根が舞う!,,,,
367,高い比率,神秘的な願いのカードが、マジシャンのゴビーに未知の魔法を探求するよう呼びかけ。ロマンチックで神秘的な新しい世界に入るために、ゴビーは星の海の旅を始め。,,アバター：アンロックアバター。,ボディ特撮：に星の光が散る!,,,,
368,,,,,,,,,
369,赤霄の戎装 木蘭,"戦火が燃え、戦鼓が鳴り、人々が喚き、刀剣が掠める。
血染めの戦場で、私は決して恐れたことがない。家族と国を背負っているから。ただ数え切れない深夜に、孤独と思いが涙とともにこぼれ落ちる。",,特別変更：ゲーム内で変身機能を実現して、外見や状態を変えることができます！,#cda5b0a変装：深窓形態に切り替えられます。左のボタンをタップすると、プレビューが表示されます。#n,#cda5b0a専属ボイス：マップ上では専属ボイスを使います。左のボタンをタップすると、サンプルを聞けます。#n,アイコン：獲得後、自動的に動画付きアイコンを解放。,,
370,月錦渡夢 木蘭,女は男に敵えないって？花家の娘は、もちろん男に負けたりしないわよ！強気な女は普通の女よりも困難な道を歩むけれど、家族や国のためなら、無駄にはならない。,,特別変更：ゲーム内で変身機能を実現して、外見や状態を変えることができます！,#cda5b0a変装：軍人形態に切り替えられます。左のボタンをクリックすると、プレビューが表示されます。#n,#cda5b0a専属ボイス：マップ上では専属ボイスを使います。左のボタンをタップすると、サンプルを聞けます。#n,アイコン：獲得後、自動的に動画付きアイコンを解放。,,
371,コムギ,スイーツ惑星の見習い魔法使い。ライ麦パン作りに長けており、同時に漢服愛好家でもある。呪文で作られた食品の品質はまだ安定しておらず、予期せぬ驚きがしばしばある。,,アイコン：アイコンを解放。,体エフェクト：体の周りにプレッツェルが漂っています！,,,,
372,ブラスト,"百発百中のバッター！
よく見て、このボール、あなたはきっと好きになる！",,アイコン：アイコンを解放。,体エフェクト：体の周りに炎が漂っています！,,,,
373,サラリンナ,"的を外さない投手！
これがあなたに贈るプレゼント、ちゃんと受け取ってね！",,アイコン：アイコンを解放。,体エフェクト：頭から火の粉を吹き出します！,,,,
374,スイートハートガール,スイートハートはレアリティの妹。よく姉の手伝いをするが、失敗することが多い。可愛い軍団の創設メンバーであり、平時はアップルリリーとシャイニィルルと一緒に自分の才能を探しているが、最大の願いは姉と一緒に幸せに暮らすこと。,,アイコン：アイコンを解放。,体エフェクト：体の周りに音符が漂っています！,,,,
375,シャイニィルルガール,感性的な物語より、シャイニィルルは冒険に満ちた物語を聞くことが好き。彼女はいつも元気いっぱいで、少し男っぽいところがある。彼女の飛行技術は限られているが、自分の翼を巧みに使ってフライボードを推進し、一連の高度なアクションを行うことができる。,,アイコン：アイコンを解放。,体エフェクト：体の周りに光点が漂っています！,,,,
376,,,,,,,,,
377,,,,,,,,,
378,珊竺,"丸っこくて、ぽっちゃり。
蘇芳色の皮で白い果肉、
甘くて酸っぱい味、
これが自然の香り。",,アイコン：アイコンを解放。,体エフェクト：マンゴスチンの花が体の周りを舞うよ！,,,,
379,ネコモエシェフ,出身が料理界の名門であるネコモエシェフは、現れるだけで食いしん坊たちを狂喜させる。「魚なら何でも美味しい料理にしてやれるぞ」とは彼の名言だ。,,アイコン：アイコンを解放。,歩いた場所に猫の足跡。,,,,
380,極獣捜査官　クス二,山羊族の医療チームのエリートである彼女は、タブレットで治療を要るすべての捜査官を確認できる。異常が起こるとすぐに駆けつけ、回復液を撒いて治療を行う。,,アイコン：アイコンを解放。,,,,,
381,森羅,謎のボイド使者。広大な宇宙に彼の信仰があり、そのため、彼は自分自身を暗黒に捧げることを選んだ。その寂れた惑星は彼の孤独な牢獄だが、世界への覗きを閉じ込めることはできない。彼を捕まえようとしないでください。あなたが見ているのは、いつも彼の幻影だけだ。,,アイコン：アイコンを解放。,体のエフェクト：虚空のエネルギー,,,,
382,氷雪の姫・エーリンナ,エーリンナ、氷雪の森のお姫様。明るくて優しい性格で、森の妖精たちに心から慕われている。森の魂である彼女はその暖かさと包容力をもって、人々に信頼されるリーダーになった。,,アイコン：アイコンを解放。,体エフェクト：体の周りに真っ白な雪が降り舞うよ！,特性：氷雪の姫はあらゆる凍結効果を無視できる！,アイコン枠：獲得後、自動的にステータスアイコン枠を解放。,足跡：七色の雪の足跡が残る。,
383,氷雪の姫・イヴリン,氷晶の騎士。妹である彼女は剛毅だが内気な性格で、いつも森に隠れている。危機の時だけに現れ、姉であるエーリンナの頼ましい後ろ盾になる。,,アイコン：アイコンを解放。,体エフェクト：体の周りに真っ白な雪が降り舞うよ！,特性：氷雪の姫はあらゆる凍結効果を無視できる！,アイコン枠：獲得後、自動的にステータスアイコン枠を解放。,,
384,魚孿星宮の主　イシス,"水象の詩は、愛の伝説だ。
星海のトーテムは、魂の叫びを巻き起こす。
古の海の守護者は、救済者であり、犠牲者でもある。",,アイコン：アイコンを解放。,体エフェクト：体からうお座のエネルギーが漂うよ！,,,,
385,魚孿星宮の主　ヘレナ,"支え合う双魚は、海からの使者だ。
涙は海に落ち、魚たちは悲しみを味わう。
広大な星の海で、魚の言葉を聞いて共に踊る。",,アイコン：アイコンを解放。,体エフェクト：体からうお座のエネルギーが漂うよ！,,,,
386,ボイドガーディアン　星リナ,"このナイト・オブ・ボイドは、生まれ変わってゆく。
時間は巡り、悪夢は城を攻め、邪悪な戦いが迫っている。
暗闇シャドー、私の一撃で消えてしまう。",,特殊変更：ゲーム内で変身機能を実現し、外見と状態を変えられる！,#cda5b0a変装：ボイドシャドー形態に切り替えられる。左のボタンをタップしてプレビューする。#n,幻化：左のボタンをタップして獣形態に変化できる。,#cda5b0a専属ボイス：マップ内では専属ボイスを再生する。左のボタンをタップして試聴できる！#n,アイコン枠：スキンを解放して専属アイコン枠を獲得する。,
387,ボイドシャドー　星リナ,"星々が散る夜、ボイドのエネルギーが手のひらを包む。
夜空の石碑は、復活の呪文をささやいている。
舞い踊る長い髪は、私の暗闇の鎧なのだ。",,特殊変更：ゲーム内で変身機能を実現し、外見と状態を変えられる！,#cda5b0a変装：ボイドガーディアン形態に切り替えられる。左のボタンをタップしてプレビューする。#n,幻化：左のボタンをタップして獣形態に変化できる。,#cda5b0a専属ボイス：マップ内では専属ボイスを再生する。左のボタンをタップして試聴できる！#n,アイコン枠：スキンを解放して専属アイコン枠を獲得する。,
388,咲き乱れる百花,"舞台の上で運命は巡り、舞台の下で国土を守る。
私は百花姫、鑼鼓棚で踊り、軍の指揮を執る。
——湘劇『百花記』の百花姫コラボスキン",,アイコン：アイコンを解放。,体エフェクト：体の周りに花が舞うよ！,,,,
389,龍瑜,試験問題は全部回答でき、当てずっぽうでも正解になる。試験は必ず合格になり、万事順調にいくよ～,,アイコン：アイコンを解放。,体エフェクト：体の周りに金貨が漂うよ！,,,,
390,鯉瑶,誰だ！魚の記憶は七秒だけって言った人は！あれ、先ほどこのご祝儀をくれたのは誰だっけ？,,アイコン：アイコンを解放。,体エフェクト：体の周りに金色の光点が漂うよ！,,,,
391,,,,,,,,,
392,,,,,,,,,
393,,,,,,,,,
394,スイートベリー,正体はフルーツケーキの精霊だが、彼女は常に自分の才能を隠している。誰もいない時にだけ、ベンチの上でこっそり魔法で甘いケーキを作ったりする。,,アイコン：アイコンを解放。,体エフェクト：ベリーが体の周りを舞うよ！,,,,
395,聖雲芷,聖雲芷は天界の使者であり、愛と希望のメッセージを伝える使命を担っている。彼女の力で傷ついた人々を癒し、暖かさと光をもたらす。,,アイコン：アイコンを解放。,体エフェクト：体から癒しのエネルギーが漂うよ！,,,,
396,幻・スカーレットファイター,速度と火力に重点を置いた機械生命体で、全身が主に猩々緋で、高速で移動する深紅の戦闘機のようだ。4本のエネルギー光刃が機体の両側に組み込まれており、敵を素早く切断できる。,,アイコン：アイコンを解放。,体エフェクト：体が炎を纏うよ！,変形：ボタンをタップして戦闘機モードに変形できる。,,,
397,龍潮児,特別なブランドプロデューサー、彼は夢を追い求めて世界を旅し、自分と同じように革新的な道を歩む人々にチャンスをもたらす。,,アイコン：アイコンを解放。,体エフェクト：体の周りに金貨が漂うよ！,,,,
398,フェイト,ノール大陸の刺客一族の子孫で、ボイドの浸食が現れた後、リーダーである父親は母親と共に怪物を討つために出発し、行方不明になった。両親を探すために故郷を離れ、ボイドの領域に入った。,,アイコン：アイコンを解放。,体エフェクト：体からボイドのエネルギーが漂うよ！,,,,
399,オーロラ,もともとはノール大陸学校の優等生で、両親に守られた「お姫様」だったが、偶然ボイドの領域に入る能力を目覚めさせ、フェイトの指導のもとで女性刺客になり、彼と一緒にボイドを狩り始めた。,,アイコン：アイコンを解放。,体エフェクト：体からボイドのエネルギーが漂うよ！,,,,
400,灯瑶,灯瑶は古風な村で生まれ、彼女の祖先は皆村の提灯職人である。祖父について提灯の製作技術を学び、提灯の製作技術が高く、様々な素材と工芸を駆使し、独創的な提灯を作り出す。彼女は常に情熱を注ぎ、感情を込め、すべての提灯を生命のように作り上げている。,,アイコン：アイコンの解除。,ボディエフェクト：体から黄色い花が舞い落ちている！,,,,
401,スタースピード,スタースピードは宇宙宅配会社「スターリングエクスプレス」の一員で、星々の間で荷物を届ける責任を持っています。彼は固い使命感を持ち、自分たちの仕事が宇宙の調和と繁栄を維持する上で非常に重要であると信じています。彼は宇宙の中に、各星球が独自の環境と生態系を持っていることを深く理解しており、そのため会社の規則を厳密に守り、すべての荷物が安全で正確に届くことを確実にしています。,,アイコン：アイコンの解除。,ウォーキングトレイル：Starling Expressの痕跡を残す通った場所。,,,,
402,澄団団,澄団団は敏感で涙もろく、外部のことに影響を受けやすく、泣き声がよく聞かれます。しかし、彼女の涙は弱さの象徴ではなく、彼女の真の感情が表現されているものです。澄団団は非常に優しく、誠実で愛情にあふれ、時には臆病に見えることもありますが、勇気と強さは決定的な瞬間に現れます！,,アイコン：アイコンの解除。,足跡：通過した場所にカニの足跡を残す。,,,,
403,墨語の竹,墨語の竹は、水墨画の世界に住んでいる神女です。彼女は竹を仲間として、墨を友として、世俗から隔離された生活を送っています。彼女の作品は筆触が滑らかで、意境が深遠で、竹の優雅さと頑健さを最大限に表現しています。,,アイコン：アイコンの解除。,,,,,
404,彗星,彗星は優れた運転技術と卓越した星間ナビゲーション能力を持っており、彼女の宇宙船は常に星間空間を迅速に横断して目的地に正確に到着することができます。彼女はまた、優れた機械技術者であり、さまざまな宇宙船や機械装置を熟練して整備および保守することができます。,,アイコン：アイコンの解除。,ボディエフェクト：星のような輝きが身体を包む！,,,,
405,レッドファイヤーキンゴン,龍は中国の伝統文化において神獣として、古来から力と幸運の象徴とされています。ハオイツボウが制作した龍年限定キンゴン-【レッドファイヤーキンゴン】とともに、困難を乗り越え、勇敢に前進しましょう！,,アイコン：アイコンの解除。,ボディ特效：周囲には炎が漂っています！,変形：左側の変形ボタンをクリックして、ロボット/車両の形態を切り替えることができます！,足跡：通った場所に龍の印が残されます。,,
406,さくらちい,さくらちい、桜の美しさと清らかさを持つ男の子。 彼は、すべての桜には自分自身の物語があると信じており、彼自身がそれらの物語を聞くことを望む人物であると自負しています。,,アイコン：アイコンの解除。,歩いた道には花の足跡が残ります。,,,,
407,春桜,美しい桜に囲まれた小さな町に住んでいます。毎年、桜が美しい花で咲き誇り、彼女は自分の運命の人に出会うことを期待しています。,,アイコン：アイコンの解除。,歩行の足跡：花の足跡が残る場所を歩く。,,,,
408,フレイ,フレイは、太陽と豊穣を司る神であり、彼の存在によって大地は生命力に満ち、彼は仲間たちを率いて戦い、戦いの中で彼は成長し、偉大な神としての栄光を次第に示していく。,,アイコン：アイコンの解除。,身体のエフェクト：身体に神聖なルーンが漂っています！,足跡：太陽の印が残るところを歩く。,,,
409,甘いベリーの福祥 霊韻,護りの神である霊韻は、戦いを統べ、邪悪な妖怪を駆逐する責任を負っています。彼女は知恵と勇気を武器に、善良と正義を信念とし、世界の平和と安寧を守っています。,,アイコン：アイコンの解除。,ボディエフェクト：イチゴが身体に漂っています！,,,,
