ID,名字,描述,获得方式
64098,شوربة اندومي عادية,وجبات، يتحول طحين القمح الى الاندومي، اضف النكهة الى الماء المغليّ,تحصل عليه بطيها على الموقد في المنزل
64099,منتجات شوربة اندومي,وجبات، يتحول طحين القمح الى الاندومي، اضف النكهة الى الماء المغليّ,تحصل عليه بطيها على الموقد في المنزل
64100,شوربة اندومي مدقعة,وجبات، يتحول طحين القمح الى الاندومي، اضف النكهة الى الماء المغليّ,تحصل عليه بطيها على الموقد في المنزل
64101,شوربة اندومي لذيذ,وجبات، يتحول طحين القمح الى الاندومي، اضف النكهة الى الماء المغليّ,تحصل عليه بطيها على الموقد في المنزل
64102,قالب حلوى عادي بالكريمة,طعام حلويات يتمّ تخميره بطحين القمح، قم بخبز الكايك ثم أضف طبقة من الكريمة,تحصل عليه بطيها على الموقد في المنزل
64103,منتج قالب حلوى بالكريمة,طعام حلويات يتمّ تخميره بطحين القمح، قم بخبز الكايك ثم أضف طبقة من الكريمة,تحصل عليه بطيها على الموقد في المنزل
64104,قالب حلوى مدقع بالكريمة,طعام حلويات يتمّ تخميره بطحين القمح، قم بخبز الكايك ثم أضف طبقة من الكريمة,تحصل عليه بطيها على الموقد في المنزل
64105,قالب حلوى لذيذ بالكريمة,طعام حلويات يتمّ تخميره بطحين القمح، قم بخبز الكايك ثم أضف طبقة من الكريمة,تحصل عليه بطيها على الموقد في المنزل
64106,قالب حلوى عادي بالعسل,طعام حلويات يتمّ تخميره بطحين القمح، قم بخبز الكايك ثم أضف طبقة من العسل,تحصل عليه بطيها على الموقد في المنزل
64107,منتجات قالب حلوى بالعسل,طعام حلويات يتمّ تخميره بطحين القمح، قم بخبز الكايك ثم أضف طبقة من العسل,تحصل عليه بطيها على الموقد في المنزل
64108,قالب حلوى مدقع بالعسل,طعام حلويات يتمّ تخميره بطحين القمح، قم بخبز الكايك ثم أضف طبقة من العسل,تحصل عليه بطيها على الموقد في المنزل
64109,قالب حلوى لذيذ بالعسل,طعام حلويات يتمّ تخميره بطحين القمح، قم بخبز الكايك ثم أضف طبقة من العسل,تحصل عليه بطيها على الموقد في المنزل
64110,سكر حليب عادي,طعام حلويات، كريمة، سكر، مزيج الحليب، تخبز على نار خفيفة,تحصل عليه بطيها على الموقد في المنزل
64111,سكر حليب جيّد,طعام حلويات، كريمة، سكر، مزيج الحليب، تخبز على نار خفيفة,تحصل عليه بطيها على الموقد في المنزل
64112,يحتاج سكر وحليب,طعام حلويات، كريمة، سكر، مزيج الحليب، تخبز على نار خفيفة,تحصل عليه بطيها على الموقد في المنزل
64113,سكر وحليب لذيذ,طعام حلويات، كريمة، سكر، مزيج الحليب، تخبز على نار خفيفة,تحصل عليه بطيها على الموقد في المنزل
64114,كوكيز عادي,طعام حلويات، طحين، بيض، سكّر، تسبب التخمير بعد خبزها,تحصل عليه بطيها على الموقد في المنزل
64115,كوكيز يتمّ مشاركته,طعام حلويات، طحين، بيض، سكّر، تسبب التخمير بعد خبزها,تحصل عليه بطيها على الموقد في المنزل
64116,بسكويت مدقع,طعام حلويات، طحين، بيض، سكّر، تسبب التخمير بعد خبزها,تحصل عليه بطيها على الموقد في المنزل
64117,بسكويت ملموس,طعام حلويات، طحين، بيض، سكّر، تسبب التخمير بعد خبزها,تحصل عليه بطيها على الموقد في المنزل
64118,بطاطا مقلية عادية,طعام حلويات، قطع بطاطا بعد رشها بالملح,تحصل عليه بطيها على الموقد في المنزل
64119,بطاطا مقلية حلوة,طعام حلويات، قطع بطاطا بعد رشها بالملح,تحصل عليه بطيها على الموقد في المنزل
64120,بطاطا مقلية مدقعة,طعام حلويات، قطع بطاطا بعد رشها بالملح,تحصل عليه بطيها على الموقد في المنزل
64121,بطاطا مقلية لذيذة,طعام حلويات، قطع بطاطا بعد رشها بالملح,تحصل عليه بطيها على الموقد في المنزل
64122,فطيرة يقطين عادية,طعام حلويات، طحين، يقطين، سكر يحرّك التخمير بعد خبزها,تحصل عليه بطيها على الموقد في المنزل
64123,يقطين جيّد,طعام حلويات، طحين، يقطين، سكر يحرّك التخمير بعد خبزها,تحصل عليه بطيها على الموقد في المنزل
64124,فطيرة تحتاج لليقطين,طعام حلويات، طحين، يقطين، سكر يحرّك التخمير بعد خبزها,تحصل عليه بطيها على الموقد في المنزل
64125,فطيرة يقطين لذيذة,طعام حلويات، طحين، يقطين، سكر يحرّك التخمير بعد خبزها,تحصل عليه بطيها على الموقد في المنزل
64126,طبق فاكهة عادي,طعام حلويات، طبق يحتوي على فاكهة مختلفة,تحصل عليه بطيها على الموقد في المنزل
64127,طبق فاكهة جيّد,طعام حلويات، طبق يحتوي على فاكهة مختلفة,تحصل عليه بطيها على الموقد في المنزل
64128,طبق لا يحتاج الى فاكهة,طعام حلويات، طبق يحتوي على فاكهة مختلفة,تحصل عليه بطيها على الموقد في المنزل
64129,طبق فاكهة كامل,طعام حلويات، طبق يحتوي على فاكهة مختلفة,تحصل عليه بطيها على الموقد في المنزل
64130,برغر دجاج عادي,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64131,برغر دجاج,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64132,برغر دجاج فائق,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64133,برغر دجاج لذيذ,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64134,برغر لحم بقر عادي,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64135,برغر لحم بقر,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64136,برغر لحم بقر مفرط,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64137,برغر لحم بقر متروك,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64138,برغر غنم عادي,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64139,برغر غنم لطيف,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64140,برغر غنم حاد,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64141,برغر خروف لذيذ,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64142,برغر تون تون عادي,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64143,برغر تون تون للمشاركة,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64144,هام يحتاج تون تون,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64145,برغر تون تون لذيذ,طعام حلويات. قطعة خبز - سحر الهامبرغر القويّ,تحصل عليه بطيها على الموقد في المنزل
64146,قالب حلوى عادي,طعام حلويات، أرزّ وسكّر تمّ مزجهما بعد التخمير,تحصل عليه بطيها على الموقد في المنزل
64147,منزل جيّد,طعام حلويات، أرزّ وسكّر تمّ مزجهما بعد التخمير,تحصل عليه بطيها على الموقد في المنزل
64148,يحتاج لكعكة أرزّ,طعام حلويات، أرزّ وسكّر تمّ مزجهما بعد التخمير,تحصل عليه بطيها على الموقد في المنزل
64149,كعكة أرزّ لذيذة,طعام حلويات، أرزّ وسكّر تمّ مزجهما بعد التخمير,تحصل عليه بطيها على الموقد في المنزل
64150,زلابية عادية,طعام حلويات، أرزّ وسكّر تمّ مزجهما بعد التخمير,تحصل عليه بطيها على الموقد في المنزل
64151,اكلة تانغ يوان جيا بين,طعام حلويات، أرزّ وسكّر تمّ مزجهما بعد التخمير,تحصل عليه بطيها على الموقد في المنزل
64152,شوربة حادة,طعام حلويات، أرزّ وسكّر تمّ مزجهما بعد التخمير,تحصل عليه بطيها على الموقد في المنزل
64153,شوربة لذيذة,طعام حلويات، أرزّ وسكّر تمّ مزجهما بعد التخمير,تحصل عليه بطيها على الموقد في المنزل
64154,جبنة عادية,حلويات جامدة مصنوعة من اطعمة الوجبات الخفيفة,تحصل عليه بطيها على الموقد في المنزل
64155,جبنة جيدة,حلويات جامدة مصنوعة من اطعمة الوجبات الخفيفة,تحصل عليه بطيها على الموقد في المنزل
64156,جبنة حادة,حلويات جامدة مصنوعة من اطعمة الوجبات الخفيفة,تحصل عليه بطيها على الموقد في المنزل
64157,جبنة لذيذة,حلويات جامدة مصنوعة من اطعمة الوجبات الخفيفة,تحصل عليه بطيها على الموقد في المنزل
64158,بوظة عادية,طعام حلويات، بعد تذويب الجبنة، اخلطها بالسكر واتركها في الثلاجة,تحصل عليه بطيها على الموقد في المنزل
64159,بوظة جيدة,طعام حلويات، بعد تذويب الجبنة، اخلطها بالسكر واتركها في الثلاجة,تحصل عليه بطيها على الموقد في المنزل
64160,يحتاج الى بوظة,طعام حلويات، بعد تذويب الجبنة، اخلطها بالسكر واتركها في الثلاجة,تحصل عليه بطيها على الموقد في المنزل
64161,عن البوظة,طعام حلويات، بعد تذويب الجبنة، اخلطها بالسكر واتركها في الثلاجة,تحصل عليه بطيها على الموقد في المنزل
64162,بوظة فاكهة عادية,طعام حلويات، البوظة,تحصل عليه بطيها على الموقد في المنزل
64163,بوظة فاكهة جيدة,طعام حلويات، البوظة,تحصل عليه بطيها على الموقد في المنزل
64164,بوظة تحتاج للفاكهة,طعام حلويات، البوظة,تحصل عليه بطيها على الموقد في المنزل
64165,بوظة فاكهة كاملة,طعام حلويات، البوظة,تحصل عليه بطيها على الموقد في المنزل
64166,بذور شمام مقلي عادية,طعام حلويات، حرّك حبوب دوار الشمس بسرعة لقليها,تحصل عليه بطيها على الموقد في المنزل
64167,سمك جيد,طعام حلويات، حرّك حبوب دوار الشمس بسرعة لقليها,تحصل عليه بطيها على الموقد في المنزل
64168,بذور تحتاج لشمام مقلي,طعام حلويات، حرّك حبوب دوار الشمس بسرعة لقليها,تحصل عليه بطيها على الموقد في المنزل
64169,خلاصة,طعام حلويات، حرّك حبوب دوار الشمس بسرعة لقليها,تحصل عليه بطيها على الموقد في المنزل
64170,حليب معلّب عادي,طعام مشروبات، يتمّ تخزينها في علب حليب,تحصل عليه بطيها على الموقد في المنزل
64171,حليب معلّب جيّد,طعام مشروبات، يتمّ تخزينها في علب حليب,تحصل عليه بطيها على الموقد في المنزل
64172,حليب معلّب,طعام مشروبات، يتمّ تخزينها في علب حليب,تحصل عليه بطيها على الموقد في المنزل
64173,حليب معلّب لذيذ,طعام مشروبات، يتمّ تخزينها في علب حليب,تحصل عليه بطيها على الموقد في المنزل
64174,مخفوق حليب عادي بالفاكهة,بعد الطعام السائل، تنكسر الفاكهة، بعد مزجها باللبن، اضف القليل من انتاج الكريستال المثلّج,تحصل عليه بطيها على الموقد في المنزل
64175,مخفوق حليب جيد بالفاكهة,بعد الطعام السائل، تنكسر الفاكهة، بعد مزجها باللبن، اضف القليل من انتاج الكريستال المثلّج,تحصل عليه بطيها على الموقد في المنزل
64176,مخفوق حليب نيدج,بعد الطعام السائل، تنكسر الفاكهة، بعد مزجها باللبن، اضف القليل من انتاج الكريستال المثلّج,تحصل عليه بطيها على الموقد في المنزل
64177,مخفوق حليب لذيذ بالفاكهة,بعد الطعام السائل، تنكسر الفاكهة، بعد مزجها باللبن، اضف القليل من انتاج الكريستال المثلّج,تحصل عليه بطيها على الموقد في المنزل
64178,عصير بطيخ عادي,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64179,عصير بطيخ,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64180,عصير يحتاج البطيخ,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64181,عصير بخلاص,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64182,عصير مانغو عادي,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64183,عصير مانغو جيابين,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64184,عصير مانغو حاد,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64185,عصير مانغو حلو,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64186,عصير اجاص عادي,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64187,عصير اجاص جيد,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64188,عصير اجاص حاد,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64189,عصير اجاص لذيذ,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64190,عصير حامض عادي,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64191,عصير حامض جيد,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64192,عصير يحتاج للحامض,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64193,عصير حامض لذيذ,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64194,عصير خوخ عادي,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64195,عصير خوخ جيد,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64196,عصير يحتاج للخوخ,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64197,عصير خوخ لذيذ,طعام سائل، بالاضافة الى القليل من عصير السكر، مذاق حلو,تحصل عليه بطيها على الموقد في المنزل
64198,شاي عادي بالعسل,مشروبات، شاي، اضف القليل من العسل، حرّك المزيج,تحصل عليه بطيها على الموقد في المنزل
64199,شاي جيابين بالعسل,مشروبات، شاي، اضف القليل من العسل، حرّك المزيج,تحصل عليه بطيها على الموقد في المنزل
64200,شاي حاد بالعسل,مشروبات، شاي، اضف القليل من العسل، حرّك المزيج,تحصل عليه بطيها على الموقد في المنزل
64201,شاي لذيذ بالعسل,مشروبات، شاي، اضف القليل من العسل، حرّك المزيج,تحصل عليه بطيها على الموقد في المنزل
64202,كرة عادية بحليب الصويا,طعام سائل، اضف القليل من حليب الصويا الاسود مع السكر، طعم حلو,تحصل عليه بطيها على الموقد في المنزل
64203,منتجات بحليب الصويا,طعام سائل، اضف القليل من حليب الصويا الاسود مع السكر، طعم حلو,تحصل عليه بطيها على الموقد في المنزل
64204,احتياج كرات حليب الصويا,طعام سائل، اضف القليل من حليب الصويا الاسود مع السكر، طعم حلو,تحصل عليه بطيها على الموقد في المنزل
64205,كرات حليب الصويا اللذيذة,طعام سائل، اضف القليل من حليب الصويا الاسود مع السكر، طعم حلو,تحصل عليه بطيها على الموقد في المنزل
64206,عصير بنكهة البابل عادي,طعام سائل، مزيج من القليل من عصير الاوكسيجين والكثير من الماء، يحتاج الى زيادة فاكهة الاوكسيجين بالسكر الذائب,تحصل عليه بطيها على الموقد في المنزل
64207,منتجات عصير بنكهة البابل,طعام سائل، مزيج من القليل من عصير الاوكسيجين والكثير من الماء، يحتاج الى زيادة فاكهة الاوكسيجين بالسكر الذائب,تحصل عليه بطيها على الموقد في المنزل
64208,عصير بنكهة البابل حاد,طعام سائل، مزيج من القليل من عصير الاوكسيجين والكثير من الماء، يحتاج الى زيادة فاكهة الاوكسيجين بالسكر الذائب,تحصل عليه بطيها على الموقد في المنزل
64209,عصير بنكهة البابل لذيذ,طعام سائل، مزيج من القليل من عصير الاوكسيجين والكثير من الماء، يحتاج الى زيادة فاكهة الاوكسيجين بالسكر الذائب,تحصل عليه بطيها على الموقد في المنزل
64210,عصير الشيطان العادي,طعام سائل، بعد تخمير التروتة الحرّة اضافة الى كريستال الثلج البارد في عين نجمة الجليد. بصناعتها يقوم الشعب بتحدي المشروبات الصغيرة.,تحصل عليه بطيها على الموقد في المنزل
64211,عصير جيد يتمّ توزيعه,طعام سائل، بعد تخمير التروتة الحرّة اضافة الى كريستال الثلج البارد في عين نجمة الجليد. بصناعتها يقوم الشعب بتحدي المشروبات الصغيرة.,تحصل عليه بطيها على الموقد في المنزل
64212,عصير الشيطان الحاد,طعام سائل، بعد تخمير التروتة الحرّة اضافة الى كريستال الثلج البارد في عين نجمة الجليد. بصناعتها يقوم الشعب بتحدي المشروبات الصغيرة.,تحصل عليه بطيها على الموقد في المنزل
64213,عصير الشيطان لذيذ,طعام سائل، بعد تخمير التروتة الحرّة اضافة الى كريستال الثلج البارد في عين نجمة الجليد. بصناعتها يقوم الشعب بتحدي المشروبات الصغيرة.,تحصل عليه بطيها على الموقد في المنزل
64214,لبن عادي,طعام سائل، حليب طازج وسكر مدموج,تحصل عليه بطيها على الموقد في المنزل
64215,لبن,طعام سائل، حليب طازج وسكر مدموج,تحصل عليه بطيها على الموقد في المنزل
64216,يحتاج الى لبن,طعام سائل، حليب طازج وسكر مدموج,تحصل عليه بطيها على الموقد في المنزل
64217,حليب حلو الذاق,طعام سائل، حليب طازج وسكر مدموج,تحصل عليه بطيها على الموقد في المنزل
64218,عصير جزر عادي,مشروبات، اضافة القليل من عصير خضار وفاكهة,تحصل عليه بطيها على الموقد في المنزل
64219,عصير جزر جيّد,مشروبات، اضافة القليل من عصير خضار وفاكهة,تحصل عليه بطيها على الموقد في المنزل
64220,يحتاج على عصير جزر,مشروبات، اضافة القليل من عصير خضار وفاكهة,تحصل عليه بطيها على الموقد في المنزل
64221,عصير جزر لذيذ,مشروبات، اضافة القليل من عصير خضار وفاكهة,تحصل عليه بطيها على الموقد في المنزل
64222,قهوة عادية,طعام سائل، مطحنة حبوب القهوة، تخمير الجعة، شراب منعش,تحصل عليه بطيها على الموقد في المنزل
64223,قهوة جيّدة,طعام سائل، مطحنة حبوب القهوة، تخمير الجعة، شراب منعش,تحصل عليه بطيها على الموقد في المنزل
64224,احتياج الى القهوة,طعام سائل، مطحنة حبوب القهوة، تخمير الجعة، شراب منعش,تحصل عليه بطيها على الموقد في المنزل
64225,قهوة لذيذة,طعام سائل، مطحنة حبوب القهوة، تخمير الجعة، شراب منعش,تحصل عليه بطيها على الموقد في المنزل
64226,شاي ايتيوشي عادي,طعام سائل، اوراق شاي مع كريسانتيموم ابيض، اضف ثلج الكريستال المنعش، شراب صيفيّ,تحصل عليه بطيها على الموقد في المنزل
64227,شاي جيابين لوي مون,طعام سائل، اوراق شاي مع كريسانتيموم ابيض، اضف ثلج الكريستال المنعش، شراب صيفيّ,تحصل عليه بطيها على الموقد في المنزل
64228,يحتاج لشاي لو جوماي,طعام سائل، اوراق شاي مع كريسانتيموم ابيض، اضف ثلج الكريستال المنعش، شراب صيفيّ,تحصل عليه بطيها على الموقد في المنزل
64229,خلاصة الشاي,طعام سائل، اوراق شاي مع كريسانتيموم ابيض، اضف ثلج الكريستال المنعش، شراب صيفيّ,تحصل عليه بطيها على الموقد في المنزل
64230,صبار عادي,سوائل مصنوعة من طعام المشروبات والصبار والماء بالسكر,تحصل عليه بطيها على الموقد في المنزل
64231,منتجات,سوائل مصنوعة من طعام المشروبات والصبار والماء بالسكر,تحصل عليه بطيها على الموقد في المنزل
64232,تيكيلا حادة,سوائل مصنوعة من طعام المشروبات والصبار والماء بالسكر,تحصل عليه بطيها على الموقد في المنزل
64233,رأس لذيذ,سوائل مصنوعة من طعام المشروبات والصبار والماء بالسكر,تحصل عليه بطيها على الموقد في المنزل
64234,مشروب ارجواني عادي,طعام سائل، فقاعات دم التنين، يضيف العسل والطعم المرّ,تحصل عليه بطيها على الموقد في المنزل
64235,مشروب جبيابين ارجواني,طعام سائل، فقاعات دم التنين، يضيف العسل والطعم المرّ,تحصل عليه بطيها على الموقد في المنزل
64236,مشروب ارجواني حاد,طعام سائل، فقاعات دم التنين، يضيف العسل والطعم المرّ,تحصل عليه بطيها على الموقد في المنزل
64237,مشروب ارجواني صيفي,طعام سائل، فقاعات دم التنين، يضيف العسل والطعم المرّ,تحصل عليه بطيها على الموقد في المنزل
64238,شاي زهرة الورد عادي,طعام سائل، مع الزهور والشاي وشراب العسل الحلو,تحصل عليه بطيها على الموقد في المنزل
64239,شاي الورد,طعام سائل، مع الزهور والشاي وشراب العسل الحلو,تحصل عليه بطيها على الموقد في المنزل
64240,يحتاج الى شاي الورد,طعام سائل، مع الزهور والشاي وشراب العسل الحلو,تحصل عليه بطيها على الموقد في المنزل
64241,شاي ورد لذيذ,طعام سائل، مع الزهور والشاي وشراب العسل الحلو,تحصل عليه بطيها على الموقد في المنزل
64242,كعكة على البخار,اللحوم، الطعام، يحب الاكل، حيوانات اليفة، غالي لثمن، طعام اساسيّ.,لا يمكنك شراؤه إلا من طاهية المنزل
64243,موكي,طعام حلويات، يحب اكل وجبات الحيوانات الاليفة ليخرج ويكتشف الطعام.,لا يمكنك شراؤه إلا من طاهية المنزل
64244,ماء طاقة,يشرب الأكل، يحبّ اكل السوائل، الاكل الاساسيّ متوقّع.,لا يمكنك شراؤه إلا من طاهية المنزل
64245,زهري,طعام مصبوغ، تم طحن الفستق وفاحت الرائحة.,تحصل عليه بطيها على الموقد في المنزل
64246,زهرة عادية,طعام مصبوغ، تم طحن الفستق وفاحت الرائحة.,تحصل عليه بطيها على الموقد في المنزل
64247,منتجات زهور,طعام مصبوغ، تم طحن الفستق وفاحت الرائحة.,تحصل عليه بطيها على الموقد في المنزل
64248,زهرة حادة,طعام مصبوغ، تم طحن الفستق وفاحت الرائحة.,تحصل عليه بطيها على الموقد في المنزل
64249,ساتيسفري,طعام مصبوغ، تم طحن الفستق وفاحت الرائحة.,تحصل عليه بطيها على الموقد في المنزل
64250,عصير الالويفيرا,طعام مشروبات منعش ولذيذ.,تحصل عليه بطيها على الموقد في المنزل
64251,الويفيرا عادي,طعام مشروبات منعش ولذيذ.,تحصل عليه بطيها على الموقد في المنزل
64252,الويفيرا للجمال,طعام مشروبات منعش ولذيذ.,تحصل عليه بطيها على الموقد في المنزل
64253,احتياج الى الالويفيرا,طعام مشروبات منعش ولذيذ.,تحصل عليه بطيها على الموقد في المنزل
64254,خلاصة الالويفيرا,طعام مشروبات منعش ولذيذ.,تحصل عليه بطيها على الموقد في المنزل
65000,@Null@,@Null@,@Null@
65001,@Null@,@Null@,@Null@
65002,@Null@,@Null@,@Null@
65003,@Null@,@Null@,@Null@
66000,@Null@,@Null@,@Null@
66001,@Null@,@Null@,@Null@
66002,@Null@,@Null@,@Null@
66003,@Null@,@Null@,@Null@
66004,@Null@,@Null@,@Null@
66005,@Null@,@Null@,@Null@
66006,@Null@,@Null@,@Null@
66007,@Null@,@Null@,@Null@
66008,@Null@,@Null@,@Null@
66009,@Null@,@Null@,@Null@
66010,@Null@,@Null@,@Null@
68000,@Null@,@Null@,@Null@
68001,حلوى النشاط,حلويات مع سحر خفيّ متفرقة حول العالم. بعد اطعام الحيوان الاليف سيخف وزن ما يحمله حيوانك الاليف بطريقة عشوائيّة,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68002,حلوى الآلهة,حلويات مع سحر خفيّ متفرقة حول العالم. بعد اطعام الحيوان الاليف ستنتعش سرعة حيوانك الاليف بطريقة عشوائيّة,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68003,حلوى الروح,حلويات مع سحر خفيّ متفرقة حول العالم. بعد اطعام الحيوان الاليف سينتعش صمود حيوانك الاليف بطريقة عشوائيّة,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68004,حلوى الجنية,حلويات مع سحر خفيّ متفرقة حول العالم. بعد اطعام الحيوان الاليف ستنتعش كافة قدرات حيوانك الاليف بطريقة عشوائيّة,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68005,@Null@,@Null@,@Null@
68006,@Null@,@Null@,@Null@
68007,@Null@,@Null@,@Null@
68008,@Null@,@Null@,@Null@
68009,@Null@,@Null@,@Null@
68010,@Null@,@Null@,@Null@
68101,علكة فقاعية منعشة,علكة الفقاعات هي المفضلة لدى عائلة بلوبوس ، بابلوس يحب بشكل خاص علكة فقاعة منعشة.  إطعام هذا إلى بابلي و بابلوس سيطوّرهما.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68102,علكة فقاعية معطرة,علكة الفقاعات هي المفضلة لدى عائلة بلوبوس ، سبوروس يحب بشكل خاص علكة فقاعة معطرة.  إطعام هذا إلى سبوري و سبوروس سيطوّرهما.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68103,علكة فقاعية حارة,علكة الفقاعات هي المفضلة لدى عائلة بلوبوس ، ستونوس يحب بشكل خاص علكة فقاعة صلبة.  إطعام هذا إلى ستوني و ستونوس سيطوّرهما.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68104,Flaming Rock,صخرة المشتعلة هي إشعال فلامي و Flamus. إعطاء هذا إلى فلامي و flamus سوف تتطور بهم.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68105,زخرفة ضفدع,تم كتابتها في تادبوليز، تحتوي لفائف فروغي الورقية على سرّ معرفة اجيال فرغيز السالفة. اعطؤها لتادبي او فروغي سيسمح بتطويرها.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68106,حلوى القطن الوردي,خفيفة ومنفوشة انما طعمها حلو ومناسب لذوق رابي. منحها له سيساعد في تطويرها.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68107,نباح BIB.,نباح مريلة هو الدعامة الحصري ل Doggi و Doggee. إن إعطاء هذا إلى Doggi و Doggee سيتطورونهم.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68108,التنين قشر البيض,دراغون قشر البيض هي مخبأ سري من Drakiegg و Dark Drakiegg. إن إعطاء هذا إلى Drakiegg و Dark Drakiegg سيتطورونهم.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68109,ريشة ذهبية,الريش الذهبي هي الرحلة الضرورية للباروتي والباروتيبال. إن إعطاء هذا إلى Parrotti و Parrottiball سيتطورونهم.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68110,حلوى الشبح,ان حلوى الشبح هية الكرات المفضلة لكرات الشبح بسبب ملمسها وطعمها الفريد. قم باعطائها لهم وسيطورونها.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68111,كتاب السحر الغامض,كتاب قديم غريب وسحريّ لا يمكن لأحد أن يفهمه ما عدا بلاكيبور الحكماء. قم باعطئه للبلاكي وسيطوّرونه.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68112,كرة القفز,لا يمكن لأي سيليبول ان يقاوم تجربة كرة تقفز. قم باعطائها للسيليبول لتطويرها.,تحصل عليه من خلال مغامرة الحيوانات الاليفة
68113,مزمار قرد المكاك,وفقًا للاسطورة لا يمكن لاحد أن يعزف هذا المزمار الاّ الماكاك. قم باعطائه للماكاك الموسيقيين ليطوروه.,@Null@
68114,ريشة الطاووس,ريش غريب وجميل، المفضل للطاووس المتكبّر. ستساعد بتطوير الطاووس ان اعطيته ذلك.,@Null@
