ID,名字,描述,获得方式
80157,Citrin Maschinengewehr (3 Tage),Nutze es für 3 Tage Waffenskin. Bei permanenter Freischaltung: Mini Beans.,
80158,Planet Zepter (3 Tage),Nutze es für 3 Tage Waffenskin. Bei permanenter Freischaltung: Mini Beans.,
80159,Fleeting Year Scaling Sword (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80160,Flüchtiger Sanduhrhammer (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80161,Fleeting Time Heavy Machine Gun (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80162,Gu Yun Bürstenschwert (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80163,Pinsel alter Hammer (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80164,Guyun Scroll Scharfschützengewehr (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80165,Traumschwert (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80166,Mondbrokat Axt (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80167,Scharlachroter Himmelshammer (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80168,Weihnachts-Zuckerstangenschwert (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80169,Weihnachtshandschuh Schaufel (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80170,Weihnachtselch-Scharfschützengewehr (3 Tage),"Verwendung: Holen Sie sich die Waffe Haut für 3 Tage der Nutzung. Wenn das Kostüm dauerhaft entsperrt wurde, holen Sie sich ein paar Mini-Bohnen.",
80171,Azure-Scharfschütze (3 Tage),"Verwende es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft freigeschaltet wurde, bekommst du einige Mini-Bohnen.",
80172,Schattenklinge (3 Tage),"Verwenden Sie es, um die Skin für 3 Tage zu erhalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
80173,Delicacy Shovel (3 Tage),"Verwende es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhältst du ein paar Mini-Bohnen.",
80174,Roter Flammen-Drachen-Schweres Maschinengewehr (3 Tage),"Verwenden Sie es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
80175,Rote Drachenabgrundscharfschützengewehr (3 Tage),"Benutze es, um die Haut für 3 Tage zu erhalten. Wenn die Haut permanent freigeschaltet wurde, erhältst du einige Mini-Bohnen.",
80176,Xuanyuan Dragon Slaying Sword (3 Tage),"Benutze es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft entsperrt wurde, erhältst du einige Mini-Bohnen.",
80177,Riesen-Drachen-Rotflammenaxt (3 Tage),"Verwenden Sie es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft entsperrt wurde, erhalten Sie einige Mini-Bohnen.",
80178,Spirit Flame Sniper-Gewehr (3 Tage),"Verwende es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhältst du einige Mini-Bohnen.",
80179,Sternen-Array-Revolver (3 Tage),"Verwende es, um den Skin für 3 Tage zu erhalten. Wenn der Skin dauerhaft freigeschaltet wurde, bekommst du einige Mini-Beans.",
80180,Void Axe (3 Tage),"Benutze es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhältst du einige Mini-Bohnen.",
80181,Golden Koi Revolver (3 Tage),"Verwenden Sie es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhalten Sie Mini Beans.",
80182,Duo-Koi Exploded Heavy Machine Gun (3 Tage),"Nutze es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft entsperrt wurde, erhältst du einige Mini-Bohnen.",
80183,Goldener Koi Mund Scharfschützengewehr (3 Tage),"Benutze es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhältst du einige Mini-Bohnen.",
80184,Goldene Koi-Wiedersehensaxt (3 Tage),"Verwenden Sie es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
80185,Koi Gourd Hammer (3 Tage),"Verwenden Sie es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft entsperrt wurde, erhalten Sie einige Mini Bohnen.",
80186,Koi-Flossen-Schwert (3 Tage),"Verwenden Sie es, um die Haut für 3 Tage zu erhalten. Wenn die Haut dauerhaft entsperrt wurde, erhalten Sie einige Mini-Bohnen.",
80187,,,
80188,,,
80189,,,
80190,,,
80191,,,
80192,,,
80193,Gezeitenklinge (3 Tage),"Verwenden Sie es, um die Haut 3 Tage lang zu erhalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
80194,Wellenschaufel (3 Tage),"Verwenden Sie es, um die Haut 3 Tage lang zu erhalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
80195,Tide Roar Scharfschützengewehr (3 Tage),"Verwenden Sie es, um die Haut 3 Tage lang zu erhalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
80196,Tide Fury Maschinengewehr (3 Tage),"Verwenden Sie es, um die Haut 3 Tage lang zu erhalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
80197,Drachenjagdaxt (3 Tage),"Verwenden Sie es, um die Haut 3 Tage lang zu erhalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
80198,Haijagdkanone (3 Tage),"Verwenden Sie es, um die Haut 3 Tage lang zu erhalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
80199,Stahlflossen-Scharfschütze (3 Tage),"Verwenden Sie es, um die Haut 3 Tage lang zu erhalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
80200,Hai-Schattenklinge (3 Tage),"Verwenden Sie es, um die Haut 3 Tage lang zu erhalten. Wenn der Skin dauerhaft freigeschaltet wurde, erhalten Sie einige Mini-Bohnen.",
80201,,,
80202,,,
80203,,,
80204,,,
80205,,,
80206,,,
80207,,,
80208,,,
80209,,,
80210,,,
80211,,,
80212,,,
80213,,,
80214,,,
80215,,,
80216,,,
80217,,,
80218,,,
80219,Zahnpasta-Pistole P/S(3 Tage),"Verwendung: Holen Sie sich diese Waffe Haut für 3 Tage der Nutzung. Wenn das Outfit dauerhaft freigeschaltet wurde, holen Sie sich ein paar Mini-Bohnen.",
80220,Zahnbürste P/S Axt(3 Tage),"Verwendung: Holen Sie sich diese Waffe Haut für 3 Tage der Nutzung. Wenn das Outfit dauerhaft freigeschaltet wurde, holen Sie sich ein paar Mini-Bohnen.",
82000,80001-82000 Reserviert für zeitlich begrenzte Waffen-Skins,80001-82000 Reserviert für zeitlich begrenzte Waffen-Skins,
82001,Cooles Schwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82002,Cremige Süßigkeiten-Pistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82003,Scharfschützengewehr Zitronentee,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82004,Schweres Kartoffel-Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82005,Victor Hot Dog Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82006,Qiao Le Knuspriges Schwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82007,Matcha Double Spin Pistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82008,Thunderbird Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82009,Schweres Maschinengewehr aus süß-sauren Kartoffeln,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82010,Thomson Hot Dog Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82011,Pflaumen-Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82012,Xiangyun-Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82013,Geely-Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82014,Tiefschnee-Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82015,Eisblumen-Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82016,Zhaofu-Schwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82017,Kandiertes Kürbisschwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82018,Thunfischschwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82019,Magischer Regenschirm Schneeschwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82020,Drachenkopf-Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82021,Extreme Freeze Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82022,Eisscharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82023,Schweres Maschinengewehr Lion,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82024,Arowana schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82025,Fliegender Flügel zerkleinertes Eis schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82026,Wang Wang Knochen Schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82027,Chongxiao Revolver,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82028,Niedlicher Tiger Revolver,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82029,Yeti Revolver,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82030,Sternenbeobachtung Revolver,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82031,Lila elektrische Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82032,Lila elektrisches Lichtschwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82033,Matcha rote Bohnenschaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82034,Steak Tomahawk,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82035,Kegelbohrer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82036,Funken-Salut-Pistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82037,Donut-Kettensäge,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82038,Schaufel für harte Süßigkeiten,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82039,Schwere elektromagnetische Geschenkpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82040,Vierblättriges Kleeblatt-Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82041,Gewächshaus Sonne Lichtschwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82042,Gentechnisch veränderte elektrische Bohrmaschine Karotte,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82043,Runaway Sunflower Gatling,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82044,Schweres Maschinengewehr mit blauer Flamme,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82045,Azurblaues Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82046,Blitzsäge,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82047,Blauer Bohrer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82048,Großer Mann Hammer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82049,Pfirsich-Herz-Schwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82050,Violette Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82051,Huayilong schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82052,Schmetterlings-Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82053,Schmetterling Liebe Blume Denim Revolver,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82054,Herz-Ernte-Sichel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82055,Niedliche Tigerschaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82056,Seekanone ankern,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82057,Herrschsüchtige Ruderaxt,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82058,Schaufel aus perlmuttartiger Muschel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82059,Süßer Bärenhammer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82060,Süßigkeiten-Schwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82061,Schweres Maschinengewehr mit gedrehtem Ei,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82062,Kugel gefrorenes Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82063,Schneekopf süße Axt,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82064,Strandrutsche Schaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82065,Eagle Soul Schwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82066,Gelee-Scharfschützengewehr mit Spannweite,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82067,Dragon Roar Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82068,Hawkeye Revolver,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82069,Feuerkristall-Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82070,Red Eye Gefrorenes Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82071,Blazing Wings Beil,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82072,Phönix-Feder-Revolver,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82073,Schillerndes buntes Messer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82074,Bunte Diamantauswahl,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82075,Dazzling Star Schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82076,Regenbogen-Schaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82077,Helles Epee,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82078,Heiliges Gericht Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82079,Shengjing schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82080,Kreuzschwert mit Lichtflügeln,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82081,Schmetterlingstanz Piao Piao Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82082,Huanzhu Fliegender Schmetterling Schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82083,Schmetterling Herzbohrer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82084,Schmetterlingsstern-Schaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82085,Rosa Kern Schmetterling gebogene Klinge Axt,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82086,Mengdie Bucai Maschinenpistole,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82087,Stardust Falling Moon Submachine Gun,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82088,Stern-Kristallbohrer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82089,Moon Astrologische Kugel Schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82090,Zweimonatliche Sternschaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82091,Sihe Star Array Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82092,Star Trail Phase Schwert,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82093,Sommer-Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82094,Schweres Maschinengewehr aus Baumwolle,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82095,Jade Kaninchen Laterne Hammer,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82096,Tutu Baby schweres Maschinengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82097,Mondpalast Jingui Schaufel,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
82098,Mondsichel Günstige Wolke Scharfschützengewehr,"Verwendung: Entriegeln Sie die Waffenhaut dauerhaft. Wenn das Outfit dauerhaft entsperrt wurde, besorgen Sie sich ein paar Mini-Bohnen.",
