ID,名称,描述,说明
70002,Eigenschaften von Lebewesen,%2 Attribut von%1,
70004,Ermittelt die Kreaturennummer in der Biomgruppe,Anzahl der%2 in%1,
70005,Biologische Perspektive,%1 orientierter Winkel,
70006,Typname der Kreatur,Typname für%1,
70012,Kreatur-Team,%1 Team,
70013,Spezifizierter biologischer Typ,Typ von%1,
70014,Zufälliger biologischer Typ,Zufälliger biologischer Typ,
70015,Biologischer Typ,Biologischer Typ%1,
70016,Biom,Biogruppe%1,
70017,Biologisches Aussehen,Erscheinungsbild von%1,
70018,Biom,Biogruppe%1,
70019,Gruppe des biologischen Typs,Biotyp-Gruppe%1,
70020,Biologie,Bio%1,
70021,Name des biologischen Typs,Typname für%1,
70022,Beschreibung des biologischen Typs,Plugin-Beschreibung für%1,
80001,Die Anzahl der Organismen im Biom,Anzahl der Kreaturen in%1,
80002,Organismen der angegebenen Anzahl in der biologischen Gruppe,Kreatur nummeriert%2 in%1,
80003,Zufallsorganismen im Biom,Zufällige Kreaturen in%1,
80004,Alle Kreaturen im Team,Alle Kreaturen in%1,
80005,Alle Lebewesen in diesem Gebiet,Alle Kreaturen in%1,
80006,"Die Kreatur, die das Ereignis ausgelöst hat","Die Kreatur, die das Ereignis ausgelöst hat",
80007,Zielkreatur in der Veranstaltung,Zielkreatur in der Veranstaltung,
80008,"Die Art der Kreatur, die das Ereignis ausgelöst hat","Die Art der Kreatur, die das Ereignis ausgelöst hat",
80009,Art der Zielkreatur im Ereignis,Art der Zielkreatur im Ereignis,
80010,Zuletzt erstellte Kreatur,Zuletzt erstellte Kreatur,
80011,Zuletzt erstellter Kreaturentyp,Zuletzt erstellter Kreaturentyp,
80012,"Kreaturen, die Geschosse abfeuern","Kreaturen, die Geschosse abfeuern",
90001,Der Ort der Übergabe,Standort von%1,
90002,Anzahl der fallen gelassenen Objekte,Anzahl der%1,
90003,"Die Anzahl der Gegenstände, die sich im Rucksack des Spielers verändert haben","Die Anzahl der Gegenstände, die sich im Rucksack des Spielers verändert haben",
90004,Typ Name des Artikels,Typname für%1,
90008,Art des Tropfens,Typ von%1,
90009,Artikeltyp,Artikel Typ%1,
90012,Artikeltyp Gruppe,Artikel Typ Gruppe%1,
90013,Zufälliger Artikeltyp,Zufälliger Artikeltyp,
90014,Artikeltyp im Event,Artikeltyp im Event,
90015,"Werfer, der das Ereignis auslöst","Werfer, der das Ereignis auslöst",
90016,Stürze bei der Veranstaltung,Stürze bei der Veranstaltung,
90017,Anzahl der Artikel in der Veranstaltung,Anzahl der Artikel in der Veranstaltung,
90018,Der zuletzt erstellte Elementtyp,Der zuletzt erstellte Elementtyp,
90019,Beschreibung des Artikeltyps,Plugin-Beschreibung für%1,
90020,Eigenschaften des Artikels,%2 von%1,
