ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
239,Langer Xiaobao,"Ein breites Lächeln ist Xiaobaos Markenzeichen. 
 Weiche Milchknödel beseitigen Probleme mit einem Klick. 
 Maskottchen sind nichts, was man sein kann, wenn man es will. 
 Zunächst einmal kann man nicht weniger Schnuller haben... Hey, du kannst kein Schnuller sein, wenn du mich ausraubst!",,Profilfoto: Profilfoto freischalten.,"Körpereffekte: Goldene Lichtpunkte, die auf dem Körper flattern!",,,,
240,Tang San,"Es gibt keine Abfallgeister, nur Abfallgeistmeister!",,Profilfoto: Profilfoto freischalten.,"Fußspuren: Blitzspuren bleiben dort zurück, wo Sie gehen.",#cda5b0a Douluo Kontinent Verknüpfung dress up exklusive Aktion: zeigen Kampfgeist! #n,,,
241,Kleiner Tanz,"Hallo, mein Name ist Xiao Wu, der Tanz des Tanzes.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Rosa Blütenblätter schweben herum!,#cda5b0a Douluo Kontinent Verknüpfung dress up exklusive Aktion: zeigen Kampfgeist! #n,,,
242,Vergleiche einen mit dem Osten,"Wenn man einen starken Mann nicht dazu bringen kann, sich zu ergeben, ist es besser, ihn für immer schlafen zu lassen.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Federn schweben herum!,#cda5b0a Douluo Kontinent Verknüpfung dress up exklusive Aktion: zeigen Kampfgeist! #n,,,
243,Oscar,"Wahres Genie erhält von Geburt an höchsten Ruhm, und ich verbringe mein Leben damit, diesem Licht nahe zu kommen.",,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Hinterlassen Sie Wurstspuren, wo Sie gehen.",#cda5b0a Douluo Continent Linkage Dress Up Exklusive Aktion: Setze Seelenfertigkeit frei! #n,#cda5b0a nur für #n,,
244,Ma Hongjun,"Habt ihr nicht gehört, dass es im Grasnest goldene Phönixe gibt?",Ungesperrte Gegenstände können über die Veranstaltung erhalten werden,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Hinterlassen Sie Feuerspuren, wo Sie gehen.",#cda5b0a Douluo Kontinent Verknüpfung dress up exklusive Aktion: zeigen Kampfgeist! #n,,,
245,Kiro,"Das Frühlingshaar hängt wunderschön in den Wolken und Bäumen, und im Winter sind die Rosen vergraben und die Zweige freuen sich auf die Rückkehr der Schwalben. 
 Der Himmel geht auf die Erde, der Winter geht in den Frühling über, 
 Möchten Sie sich dieser menschlichen Erfahrung anschließen?",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Glyzinienblüten schweben herum!,,,,
246,Dai Mubai,"Ich möchte stärker werden, stark genug, um dich zu beschützen und mehr Menschen zu schützen.",@Null@,Profilfoto: Schalten Sie das Profilfoto frei.,Körpereffekte: Blitze werden vom Körper ausgestrahlt!,#cda5b0a Douluo Kontinent Verknüpfung dress up exklusive Aktion: zeigen Kampfgeist! #n,,,
247,Zhu Zhuqing,"Ich will nicht das von anderen arrangierte Leben leben, ich will mich befreien, also muss ich stärker werden.",@Null@,Profilfoto: Schalten Sie das Profilfoto frei.,Spezialeffekte für den Körper: Lila Lichtflecken werden auf den Körper gestreut!,#cda5b0a Douluo Kontinent Verknüpfung dress up exklusive Aktion: zeigen Kampfgeist! #n,,,
248,Ning Rongrong,"Die Vergangenheit kann nicht geändert werden, selbst wenn ich mein ganzes Leben damit verbringe, werde ich dieses Licht wiederbeleben!",@Null@,Profilfoto: Schalten Sie das Profilfoto frei.,Körpereffekte: Blaue Lichtpunkte wehen über den Körper!,#cda5b0a Douluo Kontinent Verknüpfung dress up exklusive Aktion: zeigen Kampfgeist! #n,,,
249,Version ist zu niedrig,,,,,,,,
250,Version ist zu niedrig,,,,,,,,
251,"Das Phantom des Regenwaldes, Huanxi","Hören Sie auf die Stimme aus tiefstem Herzen, lassen Sie Ihre Anhaftung an die Vollkommenheit los, 
 Sei der Mittelpunkt der Menge und das Phantom in den Tiefen des Regenwaldes. 
 Unter dem Heckgitter wurde ich in diesem Moment aus der Asche wiedergeboren.",,"Änderungen der Beleuchtung: Formen Sie mit der Umgebungsbeleuchtung in der Karte, klicken Sie auf die Schaltfläche auf der linken Seite, um die Anweisungen anzuzeigen.","Phantom: Wenn das Umgebungslicht größer als 9 ist, verwandelt es sich in einen Sonnenuntergang in der Dämmerung. Klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau anzuzeigen.","Exklusive Aktionen: Es gibt mehrere exklusive Aktionen in der Karte. Klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau der zugehörigen Aktionen anzuzeigen.","Avatar-Rahmen: Entsperrt automatisch den dynamischen Avatar-Rahmen, wenn er erhalten wird.",,
252,McCormick,"Ein Steampunk-Mädchen, das an Technologie glaubt, um das Leben zu verändern, und gerne erfindet. Lebendig und liebenswert an Wochentagen, aber mit absoluter Ernsthaftigkeit und Hingabe an die Wissenschaft. Der größte Traum ist es, mechanische Flügel zu schaffen, mit denen Menschen frei fliegen können.",@Null@,Profilfoto: Schalten Sie das Profilfoto frei.,Körpereffekte: goldene Lichtflecken wehen über den Körper!,@Null@,,,
253,Eric White,"Strenger und ernster Charakter lässt ihn nur strenger Theorie und kontrollierbaren praktischen Ergebnissen vertrauen. Nach vielen Berechnungen und Experimenten glaubt Erubai fest daran, dass Flugzeuge ein wirksames Mittel sind, um zu fliegen, und spottet über Mei Kewens wilde Idee.",@Null@,Profilfoto: Schalten Sie das Profilfoto frei.,Körpereffekte: Zahnräder schweben herum!,@Null@,,,
254,Traum,"Nehmen Sie ein Bad im Himmel und sprechen Sie mit den Sternen. 
 Suchen Sie nach Tausenden von Zivilisationen und erforschen Sie die Geheimnisse des Universums. 
 Jemand fragte: ""Was ist das Ende der Welt? 
 Ich denke, der Sternenhimmel ist das Wunder der Schöpfung.",@Null@,Profilfoto: Schalten Sie das Profilfoto frei.,Körpereffekte: Kosmische Energie weht aus dem Körper!,@Null@,@Null@,@Null@,@Null@
255,Stammesadler kaka,"Die Adlerfeder schlug in den Himmel, und das Zepter umkreiste das Gebiet. 
 Die Sicherheit des Stammes zu schützen ist meine ehrenvolle Aufgabe!",@Null@,Profilfoto: Schalten Sie das Profilfoto frei.,Körpereffekte: Grüne Fluoreszenzwellen aus dem Körper!,@Null@,@Null@,@Null@,@Null@
256,Stammeshäuptling Nini,"Die Kerze erlischt ohne Feuer, und das Wachs ist verschwunden. 
 Alle Arten von Entbehrungen, gibt es noch Ehrgeiz? 
 Auch wenn der Wind weht, geht der Junge allein!",@Null@,Profilfoto: Schalten Sie das Profilfoto frei.,Körpereffekte: Auf dem Körper schweben Sterne!,@Null@,@Null@,@Null@,@Null@
257,Version ist zu niedrig,,,,,,,,
258,Version ist zu niedrig,,,,,,,,
259,Version ist zu niedrig,,,,,,,,
260,Version ist zu niedrig,,,,,,,,
261,Version ist zu niedrig,,,,,,,,
262,Version ist zu niedrig,,,,,,,,
263,Version ist zu niedrig,,,,,,,,
264,Version ist zu niedrig,,,,,,,,
265,Version ist zu niedrig,,,,,,,,
266,Version ist zu niedrig,,,,,,,,
267,Version ist zu niedrig,,,,,,,,
268,Version ist zu niedrig,,,,,,,,
269,Version ist zu niedrig,"Im Sommer wird der grenzenlose Schnee durchsucht, und zur Wintersonnenwende springt Suoji mit einem Feuerwerk. 
 Ich hörte den tosenden Applaus von Tausenden von Menschen, und ich hatte keine Angst, eine Weile zu buhen und zu spotten. 
 Hinter der Dämmerung bin ich es, der mit dem Sonnenuntergang tanzt.",,"Änderungen der Beleuchtung: Formen Sie mit der Umgebungsbeleuchtung in der Karte, klicken Sie auf die Schaltfläche auf der linken Seite, um die Anweisungen anzuzeigen.","Phantom: Verwandeln Sie sich in das Phantom des Regenwaldes, wenn das Umgebungslicht kleiner oder gleich 9 ist, klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau anzuzeigen.","Exklusive Aktionen: Es gibt mehrere exklusive Aktionen in der Karte. Klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau der zugehörigen Aktionen anzuzeigen.","Avatar-Rahmen: Entsperrt automatisch den dynamischen Avatar-Rahmen, wenn er erhalten wird.",,
270,Gudong,"Der rote Lehmofen kräuselt sich duftend und trägt alle Arten von Feuerwerkskörpern der Welt. 
 Heilen Sie Körper und Geist mit Inhaltsstoffen und beruhigen Sie die Emotionen mit Rauch. 
 Der wunderbare Geschmack, der sich nicht aufhalten lässt, lässt die Leute schreien: 
 So frisch, so würzig, die Chefin fügt Gemüse hinzu!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Die Inhaltsstoffe schweben um Ihren Körper herum!,,,,
271,"Sahne Süße Orange, Heather",,,,,,,,
272,"Teich im Hochsommer, gemalte Knospen",,,,,,,,
273,mihe,"Der leicht saure Atem stimuliert die Spitze der Geschmacksknospen, 
 Aus dem grünen Fruchtfleisch entsteht süßes Granulat. 
 Du fragst mich, ob es sauer ist? Ist es süß? 
 Ich denke, es sind die Veränderungen in der Natur.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Kiwi schwimmt herum!,,,,
274,Kaki Azusa,"Der Herbstwind rollt die goldenen Blätter auf, 
 Der Duft wühlte sich in die Nasenspitzen der Fußgänger. 
 Wann immer diese Situation eintritt, 
 Es ist die Jahreszeit, in der Kakis reifen.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Kaki-Blätter schweben um den Körper!,,,,
275,Kelly,,,,,,,,
276,Schneekleid,"Der weiße Faden fliegt, der Rock blüht, 
 Der Vorhang der im Wald fliegenden Bakterien, die verstreuten Sporen, 
 Es ist der ganze Geschmack des Glücks.",,Profilfoto: Profilfoto freischalten.,"Körpereffekte: Weiße Blumen und Federn, die umhertreiben!",,,,
277,Bambus Sheng,"Lügen werden geplagt, Illusionen durchdringen, 
 Das Lächeln unter dem weißen Vorhang, das intime Kuscheln, 
 Es ist irgendwie real und irgendwie maskiert.",,Profilfoto: Profilfoto freischalten.,"Körpereffekte: Weiße Blumen und Federn, die umhertreiben!",,,,
278,Dämonendrachen Carperund,"Früher war er ein Drachentöter-Held, aber nachdem er lange Zeit mit Drachen gekämpft hatte, verwandelte er sich in einen Drachen und wurde halb Mensch und halb Drache. Er widerstand der Versuchung der Macht im Blut des Drachens und hielt an seiner eigenen Natur fest, aber die Veränderungen in seinem Körper lösten bei den Dorfbewohnern immer noch Angst aus. Mit einem neuen Leben machte sich Carper auf die Suche nach einem neuen Zuhause.",,Körper-Effekte: Das Spiel kann die Verformungsfunktion realisieren und die Form wechseln!,Profilfoto: Profilfoto freischalten.,Körpereffekte: Lila Sternenlicht driftet von deinem Körper!,"#cda5b0a Verformung: Klicken Sie auf die Verformungstaste auf der linken Seite, um sich in einen Sternendrachen zu verwandeln! #n",#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,
279,Ghast und Geisterjäger - Dämon,"An Halloween, wenn die Geister reisen, mischen sich immer böse Geister mit bösen Absichten unter. Mit einem Blitz von Messerlicht werden alle bösen Geister unter dem blauen Haken und der Sichel abgeschlachtet. Neben dem Lärm überall beobachtet er den Frieden des Festes mit dem leuchtenden Seelenlicht.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Blaues Seelenfeuer driftet aus dem Körper!,,,,
280,Orion,"""Jingle, jingle, jingle bells..."" 
 Das Summen bekannter Lieder, das Aufhängen von Lichtkugeln und Bändern am hohen Weihnachtsbaum und der größte Stern an der Spitze lassen Orion ihn erleuchten!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Sterne schweben herum!,,,,
281,Feifei,"Die Schritte sind leichter als die leise fallenden Schneeflocken, und die flachen Pflaumenblüten-Fußabdrücke dahinter sind noch schöner. 
 In speziell vorbereiteter Festtagskleidung könnte Feifei beim Spaziergang im Schnee eleganter auftreten!",Ungesperrte Gegenstände können durch Aktivitäten erhalten werden,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Hinterlassen Sie Katzenpfotenabdrücke, wo Sie gehen.",,,,
282,Version ist zu niedrig,"Zhu Yin, der Leadsänger der Electric-Rock-Band, hat zwei völlig unterschiedliche Auftrittsstile: sanft und kalt wie eine Brise, die Bambusblätter streichelt, oder wild und heftig wie Bambusschatten, die wild im Regenschauer tanzen.
Die Tatsache, dass es zwei Seelen im Körper gibt, kann anderen nicht bekannt sein!",,Profilfoto ： Profilfoto freischalten 。,#cda5b0a Farbwechsel ： klicken Sie auf die Schaltfläche zum Farbwechsel auf der linken ， können in den Zustand des grünen Bambus wechseln 。 #n,"#cda5b0a Farbwechsel: Klicken Sie auf die Schaltfläche zum Farbwechsel auf der linken Seite, um in den Dämmerungszustand zu wechseln. #n",,,
283,Version ist zu niedrig,"Zhu Yin, der Leadsänger der Electric-Rock-Band, hat zwei völlig unterschiedliche Auftrittsstile: sanft und kalt wie eine Brise, die Bambusblätter streichelt, oder wild und heftig wie Bambusschatten, die wild im Regenschauer tanzen.
Die Tatsache, dass es zwei Seelen im Körper gibt, kann anderen nicht bekannt sein!",,Profilfoto ： Profilfoto freischalten 。,#cda5b0a Farbwechsel ： klicken Sie auf die Schaltfläche zum Farbwechsel auf der linken ， können in den Zustand der Nachtkirsche wechseln 。 #n,"#cda5b0a Farbwechsel: Klicken Sie auf die Schaltfläche zum Farbwechsel auf der linken Seite, um in den Morgenzustand zu wechseln. #n",,,
284,Kastanien,"Das sanfte und schüchterne kleine Eichhörnchen ist ein hervorragender Violinstudent am Akiba Conservatory of Music. Normalerweise ist sie sehr schüchtern, aber wenn sie Geige spielt, scheint es, als würden goldene Musiknoten am ganzen Körper aufblitzen.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: goldene Musiknoten schweben herum!,,,,
285,"Agent der extremen Bestie, Luo Ze Qing","Die Elite des Snow Rabbit Clans, rücksichtslos und stolz, ist Mitglied der Gomanda Star Agent Organisation - ""Extreme Beast Attack"". Bei der Waffe handelt es sich um eine heliumbetriebene Waffe des Snow Rabbit-Clans, die ein superschnelles Visier trägt und gut für Langstrecken-Scharfschützen geeignet ist.",,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Schneeflocken-Fußabdrücke werden dort hinterlassen, wo Sie gehen.",,,,
286,Reina,"Als absoluter Hauptschlagzeuger der E-Rock-Band ist Reinas Lieblingsstil das heftige Trommeln wie ein Sturm. Was den elektrischen und leichten Donner betrifft, der von Zeit zu Zeit während der Aufführung auftritt... Ist es wirklich nur ein Bühnenspezialeffekt? 
 Macht nichts! Lasst uns nach der Show gemeinsam leckere Ramen essen!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Blitze brechen auf den Körper ein!,#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
287,Mary Lou,"""Jingle, jingle, jingle bells..."" 
 Vertraute und fröhliche Lieder erklingen in den Straßen, Marylous Weihnachtsfeier, willst du kommen?",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Sterne schweben herum!,,,,
288,Alice,"Der Tag ist in Silber gehüllt und wartet darauf, dass die Frostblumen blühen. 
 Wenn alles ruhig ist, schnorcheln Sie mit Walen. 
 Es gibt kein Ende zu sagen über die Magie des Winters ~",,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Eiskristalle und Schneeflocken bleiben dort zurück, wo Sie gehen.",#cda5b0a ist auf die Ausgabe der Dream Building Gift Box beschränkt #n,,,
289,Version ist zu niedrig,,,,,,,,
290,Version ist zu niedrig,,,,,,,,
291,Schnee rund,"Senden Sie strahlende Geschenke, jubeln Sie und erhalten Sie rote Umschläge. 
 Es ist nicht der Schnee, der herunterschwimmt, es ist neue Winterkleidung für alle Dinge!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Schneeflocken fallen auf deinen Körper!,,,,
292,Bambus-Explosion,"Quietschen, quietschen, 
 Es waren keine Feuerwerkskörper, die explodierten, es war das neue Jahr und das neue Wetter!",,Profilfoto: Profilfoto freischalten.,"Spezialeffekte für den Körper: Chinesische Knoten, die Glück bedeuten, sind auf dem Körper verstreut!",,,,
293,"Herr des Ägäischen Palastes, Canorus","Farne gehen durch die Nacht mit dem Klang des Klaviers, 
 Lingmiao Zhou Xing streute spekulative Flötenklänge. 
 Der Schwanz eines Fisches und das Horn eines Schafes werden als rationale Logik bezeichnet, 
 Chaos rekonstruiert defensive Festungen werden fallen.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Umgeben Sie sich mit der Kraft des Steinbocks!,,,,
294,"Arias, Herr der Silbervase","Luftgetrocknete Inspiration fliegt ins Land der Fantasie, 
 Träume und seltsame Gedanken wandern durch die Galaxie. 
 Wie der Tau von Blasen, die die ätherische Galaxie zusammenbrauen, 
 Geben Sie die Trauben in eine silberne Flasche und trinken Sie süßen Agar.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Umgeben Sie sich mit der Kraft des Wassermanns!,,,,
295,Tang Kexin,"Der goldene Löffel wird gewellt, der Sirup wird geworfen und das Schneekaninchen wird kräftig bemalt. 
 Gudu Gudu, süßer Kupfertopf, spring aus der Feen-Wächter-Bestie!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Zuckerbilder schweben herum!,,,,
296,Tang Keyi,"Jin Mo schwang sein Haar, die Schere flog, und das zuckerpustende Tier war lebhaft. 
 Kneten und ziehen, nach Unsterblichkeit rufen, Funken flattern und zum Frieden rufen!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Zuckerbilder schweben herum!,,,,
297,Perot,"Das geheimnisvolle Mädchen, das im Fischerdorf aufgewachsen ist, soll die Macht eines Gottes haben und die Götzen und Schätze allein bewachen. Sie ist gutherzig und gutherzig und lacht den ganzen Tag, aber sie ist immer sehr ruhig im Angesicht der Gefahr, und nichts scheint sie wütend zu machen oder ängstlich.",,Profilfoto: Profilfoto freischalten.,,,,,
298,Ronnus,"Als Teenager, der im Outback aufwuchs, war er schon als Kind abenteuerlustig und erkundete gerne das Unbekannte und brach die Regeln. Folgen Sie den Spuren der vier Söhne von Mimeng und Kapitän Tom zu der legendären Insel, auf der der Schatz des Meeresgottes existiert, entschlossen, den Schatz zu finden und berühmt zu werden Überall auf der Welt.",Ungesperrte Gegenstände können über das Ereignis erhalten werden,Profilfoto: Profilfoto freischalten.,,,,,
299,Soundwave,"Der Geheimdienststab der Decepticons hält alle Informationen der Decepticons ab, und seine Loyalität und seine Fähigkeiten wurden von Megatron bestätigt. Sonic brachte die Bandarmee mit: Roboterhund, Laservogel, Verwirrter, Fledermausgeist usw. und erhielt die Autobots. Intelligenz über viele wichtige Aktionspläne.",,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Die Fußabdrücke des Camp-Logos werden dort hinterlassen, wo Sie gehen.","#cda5b0a Beschwörung: Du kannst eine Bandlegion beschwören und einen Buff-Effekt erzielen. Klicke auf die linke Taste, um eine Vorschau zu sehen! #n",,,
300,Mungo,"Die weiche Sahne wird auf dem Boden des Bechers verteilt, und die runden Früchte werden von den Zweigen gepflückt. 
 Feuchtigkeitsspendender Geschmack und duftende Lippen und Zähne, goldene Farbe bringt Süße!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Mangokörner schweben herum!,,,,
301,Xiao Yuaner,"Der amtierende Vizepräsident der Food Fun Star Dim Sum Association betreibt nicht nur einen eigenen Yuanxiao-Laden, sondern besucht auch gerne andere Dim-Sum-Läden. Sobald ein besserer Rohstoff gefunden ist, wird er an diesem Abend Forschung und Entwicklung betreiben und am nächsten Tag eine neue Produktveranstaltung starten. Was die Veranstaltung betrifft, wie viel Rabatt wird es sein? Entschuldigung, es ist okay, zwei weitere zu bekommen, Rabatt? Das wird nicht funktionieren!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Tangyuan schweben herum!,,,,
302,Version ist zu niedrig,Kräftiger Angriff ， macht Pferdeschwanz aufgeregt und schwankend ， rasende Bombardierung ， Kugel Sound bringt Lachen mehr als 。 nicht erwartet ， kleine Loli kann auch eine Kanone tragen ， Rette die Welt!,,Profilfoto ： Profilfoto freischalten 。,Körpereffekte ： mit Liebe!,,,,
303,Version ist zu niedrig,"Sorgfältige Berechnung ， 。 der Rückseite sitzt ， gewinnt Tausende von Meilen 。 Hä? Geballte Fäuste ， verschwitzte Stirn? Es stellt sich heraus, dass der kalte Kommandant auch unsicher ist 。",,Profilfoto ： Profilfoto freischalten 。,Körpereffekte ： Körper mit Kampfenergie!,,,,
304,Rebecca,"Die Hasenohren aus weißem Samt zitterten, und der süße Rock schwankte. 
 Das Bonbonpapier aus Glas glänzt, und das milchige Wunder kommt. 
 Jingling Jingling ~ Magisches Mädchen Kaninchen, verwandle dich!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Kaninchenrobben schwimmen herum!,,,,
305,Version ist zu niedrig,,,,,,,,
306,"Der Heilige Führer der magischen Rebe, Felicia","Wenn Schönheit begehrt ist, plündern gierige Gesichter das Leben, 
 Wenn Blumen abgelehnt werden, verunreinigt zügelloser Schmutz das Wunderland. 
 Begrüßen Sie die Rückkehr des Blumengeistes und verjüngen Sie die tausend Blumen. 
 Wenn die Blumen in voller Blüte stehen, stehen die Schmetterlinge.",,"Änderungen der Beleuchtung: Formen Sie mit der Umgebungsbeleuchtung in der Karte, klicken Sie auf die Schaltfläche auf der linken Seite, um die Anweisungen anzuzeigen.","#cda5b0a Verwandeln: Verwandeln Sie sich in einen geheimen Geist, wenn das Umgebungslicht größer als 9 ist, klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau zu sehen. #n","#cda5b0a exklusives Auto: Klicken Sie auf die Schaltfläche auf der linken Seite, um das exklusive Assistentenauto zu verwenden. #n","#cda5b0a Exklusive Ausdruck Aktion: der Himmel fällt Blütenblatt regen, klicken Sie auf die linke Taste zur Vorschau. #n",#cda5b0a auf die Ausgabe der Xinghui-Geschenkbox beschränkt #n,
307,"Mysteriöse Elfe, Felicia","Blumen sind voller Dornen, um im Grunde meines Herzens nicht mehr zu begehren, 
 Nur wenn es reichhaltig ist und Toxizität enthält, kann es widerstehen. 
 Verwandeln Sie den Angriff in einem Geistesblitz in Hilfe. 
 Ein paar Tage des Nachdenkens, um eine neue Ära der Magie zu schaffen.",,"Änderungen der Beleuchtung: Formen Sie mit der Umgebungsbeleuchtung in der Karte, klicken Sie auf die Schaltfläche auf der linken Seite, um die Anweisungen anzuzeigen.","#cda5b0a Transformation: Wenn das Umgebungslicht kleiner oder gleich 9 ist, verwandeln Sie sich in einen magischen Weinheiligen Führer, klicken Sie auf die Schaltfläche auf der linken Seite, um eine Vorschau zu sehen. #n","#cda5b0a exklusives Auto: Klicken Sie auf die Schaltfläche auf der linken Seite, um das exklusive Assistentenauto zu verwenden. #n","#cda5b0a Exklusive Ausdruck Aktion: der Himmel fällt Blütenblatt regen, klicken Sie auf die linke Taste zur Vorschau. #n",#cda5b0a auf die Ausgabe der Xinghui-Geschenkbox beschränkt #n,
308,Valena,"Atme und spüre den Rhythmus des Windes,
Berühren Sie die natürlichen Relikte mit Ihren eigenen Händen.
Gehen Sie Risiken ein und schreiben Sie kostenlose Kapitel.",,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Hinterlassen Sie Katzenfußabdrücke, wo Sie gehen.",,,,
309,Marke,"Hören Sie auf die Stimme des Waldes,
Betreten Sie das Niemandsland unter dem Mond.
Gehen Sie gegen die Menge an und erkunden Sie die Geheimnisse der Natur.",,Profilfoto: Profilfoto freischalten.,"Fußabdrücke: Hinterlassen Sie Fußabdrücke von Welpen, wo Sie gehen.",,,,
310,Erin,"Der Tau kletterte an den Grashalmen hoch und schwankte im Wind.
Die Erde schüttelt Frostkörner ab, und der Frühling bricht an!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Rettich flattert auf dem Körper!,,,,
311,Elton,"Die Sonne schien auf den Hof, und die Vögel zwitscherten.
Die Schaufel dreht den Boden, und der Schweiß bringt Hoffnung!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Rettich flattert auf dem Körper!,,,,
312,Qingyun,"Condensing Pinsel Malerei Streamer, feine Farbe Malerei Emaille.
Die Ofentür verbrennt den neuen Reim, und die Exposition ist Zhu Rong Fang.",,Profilfoto: Profilfoto freischalten.,"Körpereffekte: Lichtfleck, der auf dem Körper flattert!",,,,
313,Version ist zu niedrig,,,,,,,,
314,Version ist zu niedrig,,,,,,,,
315,muh muh,"Singen Sie im Wind und tanzen Sie im Schneesturm.
Habe das weichste Haar und spiele mit dem schärfsten Dolch.
Grüße vom verschneiten Plateau, mein Freund.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Schneeflocken flattern auf dem Körper!,,,,
316,Hua Qiqi,"Puh ~ Puh ~ Blase alle Wünsche, die du verwirklichen willst, in den Ballon.
In den kommenden Tagen sollten wir auch zusammen spielen ~
Immerhin... Jeder Tag mit dir wird mein Wunsch wahr.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Sternenlicht flattert auf dem Körper!,,,,
317,Klares Wasser grün,"Der endlose Himmel und das Wasser sind blau, und die kleinen Berge sind grün.
Die Rauchwellen enthalten Grün, und Shi Jian ist schockiert von den Bildern.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Goldene Dreiecke sind auf dem Körper verstreut!,,,,
318,Kuchen Kuchen,"Warme Party, heiße Party. Mimeng Koala, gib das Glück weiter!
Mit Kuchenkuchen, mit süßer Melodie, sing für heute ~",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Sternenlicht flattert auf dem Körper!,,,,
319,Reisbohnen,"Husten, Husten, Vorstellungsgespräch,
Welcher Freund hat Zahnschmerzen, weil er zu viel Zucker gegessen hat?
Schokoladenstückchen sind gut, aber mehr kann man nicht essen ~",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Schokoladenchips schweben herum!,,,,
320,Flucht,"Töten ist nicht meine Absicht.
Sünde werden die Flüsse und Seen von selbst urteilen.
Der Wind ist so kalt wie eine Klinge, und das Schwert vergeht spurlos.
Heute Abend, ein Showdown!",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Grüne Lichtflecken flattern auf dem Körper!,,,,
321,Nipro,"Das weiche Haar ist bezaubernd für die Augen und wie eine fallende Kirsche.
Fragen Sie mich nicht nach meinem Codenamen, ich bin Rogue Fairy No. 1.
Dämon oder Ritter? Meine Identität hängt von Ihnen ab.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Sternenlicht driftet vom Körper!,,,,
322,Bofill,"Es ist nicht schwer, Stein in Gold zu verwandeln, Gut und Böse haben lange Höhen und Tiefen, weißes Papier wird zu schwarzen Zeichen, und die Magie ändert die Moral nicht. Wenn Niedlichkeit dich nicht bewegen kann, dann werde ich Magie wirken. Veränderung!
Dies ist eine gute Karte, nicht für einen Bösewicht.",,Profilfoto: Profilfoto freischalten.,Körpereffekte: Karten schweben herum!,,,,
323,"Kaiser des Meeres, Lingxi","Im Winter fühlte ich mich dunkel warm und hob den Kopf zum See.
Spielen Sie mit den farbigen Muscheln und lauschen Sie dem Klang des neuen Lotus überall.",,"Besondere Änderungen: Das Spiel kann die Transformationsfunktion realisieren, die Form und den Zustand ändern!","#cda5b0a Transformation: Sie können in Meerjungfrau Form im Wasser zu ändern, klicken Sie auf die Schaltfläche auf der linken Seite zur Vorschau! #n",Talent: Kann spezielle Blutlinien stimulieren und unter Wasser frei atmen!,"Avatar-Rahmen: Entsperrt automatisch den dynamischen Avatar-Rahmen, wenn er erhalten wird.",#cda5b0a Begrenzt auf die Produktion von Star Pack#n.,
