ID,描述
110433,Herhangi bir tüccarda pirinç satmak
110434,Herhangi bir tüccarda turuncu satmak
110435,Herhangi bir tüccarda patates satmak
110436,Herhangi bir tüccarda balkabağı satmak
110437,Herhangi bir tüccarda çay satmak
110438,Herhangi bir tüccarda karpuz satmak
110439,Herhangi bir tüccarda ateş cebini satmak
110440,Herhangi bir tüccarda armut sat
110441,Herhangi bir tüccarda şeftali satmak
110442,Herhangi bir tüccarda susam tohumlarını sat
110443,Herhangi bir tüccarda marul satmak
110444,Herhangi bir tüccarda pancar satmak
110445,Herhangi bir tüccarda arpa satmak
110446,Herhangi bir tüccardan sorgum satmak
110447,Herhangi bir tüccarda Kale satmak
110448,Herhangi bir tüccarda yeşil biber satmak
110449,Herhangi bir tüccarda karnabeyi satmak
110450,Herhangi bir tüccarda pırasa satmak
110451,Herhangi bir tüccarda kırmızı tarih satmak
110452,Herhangi bir tüccarda salatalık satmak
110453,Herhangi bir tüccarda arpa satmak
110454,Hindistancevizi herhangi bir tüccarda satmak
110455,Herhangi bir tüccarda kanistel satmak
110456,Herhangi bir tüccarda bezelye satmak
110457,Herhangi bir tüccarda yaban mersini satmak
110458,Herhangi bir tüccarda çilek satmak
110459,Herhangi bir tüccarda ananas satmak
110460,Herhangi bir tüccarda kiraz satmak
110461,Herhangi bir tüccarda lingzhi satmak
110462,Herhangi bir tüccarda renkli biber satmak
110463,Çiftlikte tavuk yetiştirme
110464,Çiftlikte Redchisk'i yetiştirme
110465,Çiftlikte inek yetiştirme
110466,Çiftlikte koyun yetiştirme
110467,Çiftlikte Tonton Yükseltme
110468,Çiftlikte küçük hayvanları beslemek
110469,Tavukları hasat etmek için çiftliğe gidin
110470,Ham bifteği hasat etmek için çiftliğe gidin
110471,Ham kuzu bacağını toplamak için çiftliğe git
110472,Ham Tonton'u hasat etmek için çiftliğe git
110473,Şeker kamışı tohumlarını satın almak için çiftlik tüccarını bulun
110474,Domates tohumlarını satın almak için çiftlik tüccarını bulun
110475,Tiny Earthstar tohumlarını satın almak için çiftlik tüccarı bulun
110476,Kolza tohumlarını satın almak için çiftlik tüccarını bulun
110477,Bol biber tohumlarını satın almak için çiftlik tüccarı bulun
110478,Üzüm tohumlarını satın almak için çiftlik tüccarını bulun
110479,Tavuk satın almak için Ranch Trader'ı bulun
110480,RedChisk'i satın almak için Ranch Trader'ı bulun
110481,İnek satın almak için Ranch Trader'ı bulun
110482,İnek satın almak için Ranch Trader'ı bulun
110483,Koyun satın almak için Ranch Trader'ı bulun
110484,Tonton satın almak için Ranch Trader'ı bulun
110485,Ev aşçıdan enerji suyu satın almak
110486,Ev aşçıdan enerji suyu satın almak
110487,Ev aşçıdan tuz al
110488,Cane şekeri ev aşçıdan satın al
110489,Ayçiçeği tohumları ev aşçıdan satın alın
110490,Ev aşçıdan pilav al
110491,Ocağa git ve un yapmak için buğday kullan
110492,Soba git ve ayçiçeği tohumu yapmak için ayçiçeği kullanın
110493,Soba git ve pirinç yapmak için pirinç kullanın
110494,Soba git ve şeker kamışı yapmak için şeker kamışı kullanmak
110495,Takım tablosuna gidin ve kağıt yapmak için şeker kamışı kullanın
110496,Takım tablosuna gidin ve pamuk yapmak için tüyler kullanın
110497,Alet masasına gidin ve meyveli plakalar yapmak için meyve ağacı günlüklerini kullanın.
110498,Takım tablosuna gidin ve flanel yapmak için yün kullanın
110499,Takım tablosuna gidin ve pamuklu kumaş yapmak için pamuk kullanın.
110500,Takım tablosuna gidin ve cam parçaları yapmak için kum kullanın.
110501,Alet masasına gidin ve seramik adobeleri yapmak için kil kullanın
110502,Tren özelliklerine evcil hayvanlara yardım etmek için peri şekeri kullanın
110503,Ovaları keşfetmek için yola çıktı
110504,Ormanı keşfetmek için yola çıkın
110505,Tepeleri keşfetmek için yola çıktı
110506,Herhangi bir 1 adet mobilya / yapı malzemesi yapın
110507,Ev Düzenle modunu girin ve mobilyayı yerleştirin
110508,Arkadaşının evine git
110509,Hadi 5 dakika boyunca evde oynayalım
110510,10 dakika boyunca evde oynayalım
110511,10 dakika boyunca evde oynayalım
110512,15 dakika evde evde oynayalım
110513,15 dakika evde evde oynayalım
110514,Hadi 20 dakika boyunca evde oynayalım
110515,Yeni bir evcil hayvan dostum benimseyin!
111000,@Null@
111001,Dükkan satın alma
111200,@Null@
111201,Anormal
111202,Haritayı indirmedin
111203,Devam et ve ilk haritanı yarat
111204,Bekleyen yüklenen haritalar yok
111205,Henüz bir harita yüklemediniz
111206,İlerlemek
111207,Henüz haritayı da belirtmediniz.
111208,Modifikasyondan sonra yükleme
111209,Git indir
111210,"Oyun sürümünüz çok düşük, lütfen oyunu güncelleyin."
111270,Tüm ekip için ses devre dışı (açık): Mikrofon sohbeti mümkün değil
111271,Ses tüm ekip için yasaktır (kapalı): mikrofon sohbeti mümkündür
111272,Ses tüm takım için yasaktır: Odadaki ev sahibi dışındaki oyuncuların sesle konuşması yasaktır.
111273,yasaklandın
111274,Yasaktan çıkarıldınız
111275,Tüm odada ses yok (açık)
111276,Tüm odada ses yok (kapalı)
111277,sesi engelle
111278,Ses engellendi
111279,Takım sesini kapat
111280,Takım sesini aç
111281,Ekibinizin ses yetenekleri var. Birlikte deneyimlemek için küçük bir ortak çekin!
111282,Kayıt süreniz 7 günden az ve ses işlevi geçici olarak kullanılamıyor.
111283,Tüm
111284,Takım
111285,Kapatmak
111286,#c3d4546Team sesli sohbet artık etkindir ve aynı ekip içinde iletişime izin verir. Etkinleştirmek için buraya # c3d4546 #c0aaa1aTap.
111287,Açık
111288,Ses dinleme ve mikrofon kapalı.
111289,Ekip kanalında sesli dinleme artık açık.
111290,Tüm kanallarda sesli dinleme artık açık.
111291,Mikrofon kapalı.
111292,Ekip kanalındaki mikrofon ve hoparlör artık açık.
111293,Tüm kanallardaki mikrofon ve hoparlör artık açık.
111301,"Mevcut sürüm çok eski, lütfen en son sürüme güncelleyin."
111302,Ebeveynlerden yardım isteyin
111303,Beceri
111304,Burada becerilerinizi yönetebilirsiniz.
111305,Bu becerilerin listesidir. İlgili yönetim arayüzüne atlamak için bir beceriye dokunun.
111306,"Burada, becerileri etkinleştirebilir, yükseltebilir, donatabilir ve donatabilirsiniz."
111307,Beceriyi Görüntüle
111308,Karakter Görünümünü Görüntüle
111309,"Karakter kaplamaları buraya taşındı. Beceriler tamamen geliştirilmiştir. Maceracılar, yeteneklerinizi kullanmak için Profilim'e gidebilirsiniz."
111310,Karakter Sistemi Yükseltmesi
111311,"""Profilim"", beceriler için bir yönetim girişi ekledi."
111312,"Karakter becerileri artık kaplamalara bağlı değil. Maceracılar, Profilim'e gidebilir ve herhangi bir görünümü donatırken yeteneklerinizi kullanabilirsiniz!"
111313,Karakter Görünümü Geçişi
111314,Orijinal karakter kaplamaları Skin-Adventure Series ile birleştirilecek. Maceracılar mağazaya gidip giyinebilirler.
111315,—Beceriler kapsamlı bir açıklama ile birlikte yenilendi ve yükseltildi!
111316,"1. Beceriler: Maceracılar becerilerini donattıklarında ek nitelikleri artırabilirler. Beceriler, maceracıların oyunda belirli nitelik bonusları kazanmalarını sağlar. Beceriler iki seviyeye ayrılır. Seviye ne kadar yüksek olursa, nitelik bonusları da o kadar büyük olur. 2. Kilidi Nasıl Açılır: Maceracılar evrensel beceri parçalarıyla becerileri etkinleştirebilirler. 3. Nasıl Yükseltilir: Maceracılar evrensel beceri parçalarıyla becerilerini yükseltebilirler. 4. Nasıl Donatılır ve Kullanılır: Profilim - Beceri'de, etkinleştirilmiş beceriler arayüzünde, onları başarılı bir şekilde donatmak için [Donat] öğesine dokunun. Oyuna girdikten sonra, maceracılar bu beceriden nitelik bonusları alacaklar."
111317,2. Kilidi Nasıl Açılır: Maceracılar evrensel beceri parçalarıyla becerileri etkinleştirebilirler.
111318,3. Nasıl Yükseltilir: Maceracılar evrensel beceri parçalarıyla becerilerini yükseltebilirler.
111319,"4. Nasıl Donatılır ve Kullanılır: Profilim - Beceri'de, etkinleştirilmiş beceriler arayüzünde, onları başarılı bir şekilde donatmak için [Donat] öğesine dokunun. Oyuna girdikten sonra, maceracılar bu beceriden nitelik bonusları alacaklar."
111320,Etkinleştirilmedi
111321,Lvl 1
111322,Lvl 2
111323,Mevcut Seviye Bonusu
111324,Sonraki Seviye Bonusu
111325,Kilidi Açmak için Beceri Parçaları Tüketimi
111326,Yükseltme sırasında Öğe Tüketimi
111327,Beceri Parçasını Kullan
111328,Geri Ödeme Malzemesi
111329,"Sürüm yükseltmesi nedeniyle, yukarıdaki öğeler artık etkili değildir. Beceri Parçalarını kullanabilir"
111330,Elde Etmek için Kullan
111331,Beceri Parçası
111332,Sahip Olunan @1
111333,[color=#FA7A0F]@1[/color] elde etmek için kullanın
111334,İtfa Oranı Bildirimi
111335,Kurtarmak
111336,Öğe Adı
111337,Kullanılabilecek herhangi bir öğeniz yok.
111338,Oran
111339,Yükseltme Becerisi
111340,Beceriyi Etkinleştir
111341,Yükseltmek
111342,Kilidi açmak
111343,Ekipman
111344,Donanımı Çöz
111345,Orijinal karakter parçalarıyla #cfa7a0fRedeem#n
111346,Kullanılabilecek karakter parçası yok
111347,Karakter
111348,Tümünü Kullan
111349,Mevcut harita oluşturucunun engelli becerileri vardır.
111350,Yetersiz beceri parçaları
111351,Etkinleştirme Sırasında Öğe Tüketimi
111352,"Maalesef, beceri verileri senkronize edilemedi. Lütfen tekrar deneyin."
111353,TA 'nın odası dolu ve geçici olarak erişilemez
111354,TA çözüldü ve şu an için girilemez.
111355,Oyun başladı ve geçici olarak erişilemez
111356,"Rakibin oyun versiyonu çok düşük, lütfen rakibe oyunu güncellemesini hatırlatın ~"
111357,TA grubunun takımı dolu ve şimdilik giremiyor
111358,"Oyundasınız, diğer odalara girmek için mevcut oyundan çıkış yapmanız gerekiyor."
111359,İki oyun versiyonu eşleşmiyor
111360,Oda geçici olarak erişilemez
111361,Mevcut takım boyutu dolu
111362,Mevcut takım oyunu açık ve girilemez
111363,Arkadaşınız @ 1 oyuna girdi
111364,Bir takım daveti başlatın
111365,Takım daveti başlatıldı
111366,Takım oyunu
111367,TA grubunun takım boyutu dolu ve şu an için katılamıyor
111368,Ekip geçici olarak katılamıyor
111369,Şu an için bir takım daveti başlatılamıyor
111370,Takım Kodu:
111371,Yüz yüze takım
111372,"Yetkisiz konumlandırma kullanımı, açmak için lütfen cep telefonu ayarları sayfasına gidin"
111373,Arkadaşlarınızla aynı dört sayıyı girin ve aynı takıma girin
111374,"Bir takımda, takıma tekrar tekrar katılmak imkansızdır."
111375,Yüz yüze ekip nezaketi
111376,Yeni oyuncuları yüz yüze takım oluşturmaya davet edin
111377,Aynı gün [renk = #FE5656] kayıt olan ve oyuna giren yeni kullanıcılarla yüz yüze takım oluşturan oyuncular ödüllendirilecektir (yalnızca yüz yüze takım oluşturan oyuncular için)
111378,Davetli: [b] [beden = 30] @ 1 kişi [beden] [b]
111379,Etkinlik zamanı: @ 1 yıl @ Şubat @ 3 -@4 yıl @ Mayıs @ 6
111380,Ödül alındı
111381,1 kişiyi davet et
111382,"Çevrimiçi dolandırıcılığa dikkat edin, lütfen ad, adres, iletişim bilgileri, banka hesap numarası, ödeme yazılımı şifresi, cep telefonu doğrulama kodu vb. Dahil olmak üzere herhangi bir kişisel gizlilik bilgisini paylaşmayın."
111383,Takım halka açık
111384,Takım açıklanmadı
111385,Takım hazır
111386,salonda
111387,oyunda
111388,Sen ve arkadaşların aynı sosyal salondasınız
111389,Davetiyeler çok sık
111390,Arkadaşın [renk = #0AAA1A]%s[/ renk] çevrimiçi
111391,Arkadaşın [renk = #0AAA1A] %s [/ renk] oyunda
111392,Arkadaşın [renk = #0AAA1A] %s [/ renk] takımda
111393,Takım modunda takip edemezsiniz
111400,Kredi Puanı Kurallarını Kontrol Edin
111401,Bahşiş
111402,"Oyun kurallarını ihlal etmeniz nedeniyle, kredi puanınız @ 1 puanın altındadır ve sesli sohbeti kullanmanız yasaklanmıştır. Kredi puanı kurallarını takip edebilir ve kredi puanınızı geri yüklemek için adil bir oyun oynayabilirsiniz."
111403,"Oyun kurallarını ihlal etmeniz nedeniyle, kredi puanınız @ 1 puanın altındadır ve sohbeti kullanmanız yasaklanmıştır. Kredi puanı kurallarını takip edebilir ve kredi puanınızı geri yüklemek için adil bir oyun oynayabilirsiniz."
111404,Kredi Puanı: @1
111405,"Oyun kurallarını ihlal etmeniz nedeniyle, kredi puanınız @ 1 puanın altındadır ve [Mentor-Disciple: Be a Master] özelliğini kullanmanız yasaklanmıştır. Kredi puanı kurallarını takip edebilir ve kredi puanınızı geri yüklemek için adil bir oyun oynayabilirsiniz."
111500,Dans Salonu Ayarları
111501,Site aralığı
111502,Seçme
111503,"Seçili bir alan yoktur, oyun yürürlüğe girmez"
111504,Katılım Ödülleri
111505,a ekle
111506,Kaydetmek
111507,Bölge Ayarları
111508,Yeni
111509,Ödülleri Düzenle
111510,Kazanmanın Yolları
111511,Tek oyun sıralaması
111512,Tek bir oyunda puan
111513,Ödül Koşulları
111514,TOP1
111515,TOP2
111516,TOP3
111517,TOP4
111518,TOP5
111519,TOP6
111520,TOP7
111521,TOP8
111522,TOP9
111523,TOP10
111524,Lütfen bir değer girin
111525,"(Değer, ayarladığınız değere eşit veya daha büyük olduğunda elde edilir)"
111526,Eşyaları seç
111527,Seçme
111528,Lütfen ödülleri ve karşılık gelen koşulları ayarlayın
111529,Miniclub Dance Hall Yardım
111530,"#cfa7a0f Giriş: #n - Dans salonu MiniClub bir müzik oyunu pervanesidir. Geliştirici moduna yerleştirdikten ve ardından alanı ayarlamak için alan aracını kullandıktan sonra, müzik oyunu dans oyununu deneyimlemek için haritayı oyun moduna dönüştürün. Oyun aynı anda birden fazla kişiyi destekler. #n #n #cfa7a0f Ayarlar Hakkında: #n - Dans salonu ayar arayüzünü uyandırmak için geliştirici modundaki dans salonu pervanesine tıklayın. - Alan aralığı seçimi: Dans salonunun boyutu nesne kitaplığı alanı işlevi aracılığıyla seçilebilir ve sahne mekanın boyutuna göre oluşturulabilir. #cfa7a0f (İpuçları: Bölgede takım elbise derisinin dansını desteklemez, dans için yalnızca özel elbisenin cilt karakterleri desteklenir. Oyunculara özelleştirilmiş çapraz giyinme sağlamak için sahnenin girişinde bir çapraz giyinme alanı oluşturmanız önerilir.) #n - Katılımcı ödül ayarları: Oyunculara sıralama ve puanlara göre verebilir ve ödül olarak belirlediğiniz oyun donanımlarını verebilirsiniz. - Şarkı öncesi sipariş ayarları: Geliştirici dans salonunun şarkılarını önceden ayarlayabilir ve tüm oyuncu şarkı siparişini kapatmak için döngü oynatma konumu ayarlanabilir. Oynanış hakkında#cfa7a0f  #n : #n - Oyuncu dans salonu alanına girer ve oyun GUI 'si dans salonu olur. Oyuncu bir şarkı seçmek için müzik çaları kullandıktan sonra şarkı çalındığında oyun otomatik olarak başlayacaktır. - Müzik çaldığında, oyunun yarısına kadar oyuna katılmak desteklenmez ve bir sonraki müziğin tekrar başlamasını beklemeniz gerekir."
111531,Puan
111532,Günlük Sıralama
111533,@1 puan
111534,Kapanış (@1s)
111535,Kimse şu anda bir şarkı sipariş etmiyor. Gel bir şarkı sipariş et.
111536,Hazırlıkta ··· (@1 sn)
111537,Dans salonu alanını terk ettiniz ve oyun moduna geri döndünüz.
111538,"Oyun başladı, lütfen bir sonraki oyunu bekle ..."
111539,Müzikle dans edebileceğiniz dans salonu alanına girdiniz!
111540,@1 şarkısında 【@2】*@3 var.
111541,"Bir sonraki ""@1"" çalınmadan önce hala @2 saniye var."
111542,Mevcut cildiniz Dance Hall oyunu desteklemiyor ve sizin için özel bir avatar'a geçecektir.
111543,10 ödülle ayarlayın
111544,"Alan silindi, lütfen tekrar seçin!"
111545,Noktaların üst sınırı 7 basamaktır!
111546,Dans Salonu alanında montajlara izin verilmez
111547,Ödüller verildi
111548,@Null@
111549,Önceden ayarlanmış balo salonu müziği
111550,Seçilmiş
111551,ön seçim
111552,"15 şarkıya kadar önceden ayarlanmış, istenmeyen şarkıları silmek için seçilen şarkılar listesine tıklayabilirsiniz."
111553,Seçilmiş şarkılar
111554,@ 1 'i silmek istediğinizden emin misiniz?
111555,Oyuncu şarkı siparişini kapatıp kapatmama
111556,"Oyuncunun şarkı sipariş iznini kapatıp kapatmayacağı, kontrol ettikten sonra oyuncu önceden ayarlanmış şarkılarınızı yalnızca dans salonunda çalabilir."
111557,TAMAM.
111558,İptal et
111600,Sohbet balonu
111601,"Sohbet balonu: Açtıktan sonra, odadaki oyuncular tarafından sohbet penceresindeki girilen bilgiler karakterin kafasının üstünde görünecektir."
111602,Sohbet balonu kapalı
111603,Sohbet Kabarcık (Açık): Karakterin başında aynı anda sohbet bilgileri görünecektir.
111700,Harita ayarlarını atla
111701,Harita hedefi
111702,Harita adı
111703,Işınlanma koordinatları
111704,Listeyi görüntüle
111705,haritam
111706,Işınlamayı onayla
111707,Ekip üyelerini davet edin
111708,@1'e gönderilsin mi?
111709,Bir harita kimliği girin veya listeden seçin
111710,Otomatik edin. Doldurmaya gerek yok.
111711,"x, y, z gibi 10,7,12"
111712,Harita seçin
111713,temizlikçi listesi
111714,Işınlanamıyor. Harita kimliği @1
111715,Harita durumu hatası. Lütfen herkese açık olarak yüklenen harita kimliğini girin.
111716,Hedef haritası açık değil
111717,Ev sahibi teleport hazırlıyor
111718,Harita bilgileri alınamadı
111719,[color=#E0DCCA]Oyuncu[/color][color=#FFDA0A] @1 [/color][color=#E0DCCA] sizi [/color][color=#FFDA0A] @2 [/color]haritasına davet ediyor .
111720,davet edildi
111721,Daveti yeniden göndermek için lütfen @1 saniye bekleyin
111722,Mevcut cihaz şu an için canlı yayının başlatılmasını desteklemiyor.
111723,Bu etkinlik yalnızca yetişkin müşteri katılımına izin verir
111724,Bu öğe mevcut uygulamada mevcut değil.
111800,Özel görüntü
111801,Son zamanlarda kullanılmış
111802,Özel Görüntü Kütüphanesi
111803,Temel
111804,(1. Yüklenen görüntü boyutu 3M'yi aşıyor.
111805,"2. Toplam resim kitaplığı sayısı üst sınıra ulaştı, lütfen yüklemeden önce bazı resimleri silin. 3. Yüklenen resimlerin formatı yanlış, lütfen JPG ve PNG resimlerini yükleyin."
111806,4. 1920 * 1080 'den fazla çözünürlük.)
111807,"Yükleme başarısız oldu, dosya biçimi yükleme kurallarına uymuyor"
111808,Aynı dosyayı yüklemeyin
111809,Lütfen bir resim dosyası seçin
111810,Png dosyaları (* .png)\ 0 * .png\ 0Tüm dosyalar (*. *)\ 0 *. *\ 0
111811,"Aşağıdaki kaynaklar silinecek, kullanılan harita etkilenmeyecek ve silindikten sonra yerel dosyalar alınmayacak"
111900,@Null@
111901,Özellik ayarı
111902,İsim
111903,Görüntüleme içeriği
111904,Fotoğraf seç
111905,Arayüzü seçin
111906,Video seçin
111907,Uygun seç
111908,Hizalama
111909,Yer ayarı
111910,Opaklık
111911,Renk
111912,Çarpışma anahtarı
111913,Öncelik göster
111914,Görüntü
111915,Video
111916,arayüz
111917,Doldurmak
111918,Adaptif
111919,Uzatmak
111920,File
111921,Merkezli
111922,Merkez noktası koordinatları
111923,X koordinat
111924,Y koordinat
111925,Z Koordinat
111926,Döndürmek
111927,X ekseni
111928,Y ekseni
111929,Z ekseni
111930,iqiyi
111931,Ekran penceresi boyutu
111932,Genişlik
111933,Boy uzunluğu
111934,Video bağlantısı
111935,"Ekran penceresi senden 1000'den fazla karedir, bu yüzden orada uçamıyorum."
111936,Resim eklemek
120000,111900 ~ 120000 ekran kartı için ayrılmıştır
120001,Arka plan rengi
120002,Açık gri
120003,Koyu gri
120004,Beyaz
120005,Desen rengi
120006,Düğme ayarları
120007,Giriş ayarları
120008,Sınırsız
120009,Sadece sayılar
120010,Sadece mektuplar
120011,Çift ekran
120012,Sadece PC'de Ekran
120013,Sadece mobil cihazlar
120014,Ücretsiz zoom
120015,Orantılı
120016,"Her sayfa birden fazla sayfa durumu (üst limit 6'dır) ile ayarlanabilir ve aynı elemanın farklı özelliklere sahip olabilir (görüntülenip, pozisyon, boyut, renk, saydamlık, dönme, metin içeriği, desen, yazı tipi vb.) farklı sayfa durumlarında. Boyut.), Sayfa durumu tetikleyiciden geçilebilir ve diğer sayfa durumlarının ilgili özellikleri ayarlama sırasında etkilenmeyecektir. Öznitelikleri senkronize etmeniz gerekiyorsa, bileşen ayarlarındaki senkronizasyon düğmesi ile senkronize edebilirsiniz."
120017,Nasıl Kullanılır?
120018,"Sol düğme seçildi: Ana öğe değiştiğinde, çocuk elemanı ile ana öğenin sol sınırı arasındaki mesafe değişmez;
- Sağdaki düğme seçilir: Ana öğe değiştiğinde, çocuk elemanı ile ana öğenin sağ sınırı arasındaki mesafe değişmez;
-Upper düğmesi seçilidir: Ebeveyn elemanı değiştiğinde, çocuk elemanı ile ebeveyn elemanının üst sınırının arasındaki mesafe değişmez;
-The alt düğmesi seçilir: Ebeveyn elemanı değiştiğinde, çocuk elemanı ile ana öğenin alt sınırı arasındaki mesafe değişmez;
- Sol ve sağ düğmeler aynı anda seçilir: Ebeveyn elemanı değiştiğinde, çocuk elemanı ile ana öğenin orta noktası arasındaki yatay mesafe değişmez;
-UP ve AŞAĞI düğmeleri aynı anda seçilir: Ebeveyn elemanı değiştiğinde, çocuk elemanı ile ana öğenin orta noktası arasındaki dikey mesafe değişmez;"
120019,@Null@
120020,@Null@
120100,@Null@
120101,Beyazlat olmayan kullanıcılar için mevcut değil
120102,Pornografinin ihlali
120103,"Bağlantınız dünyanın yüzeyini terk etti, lütfen tekrar deneyin .."
120104,"Oops, dosya normalde ayrıştırılamaz .."
120105,Aydınlanmak
120106,"Ana melodi olarak bir parçayı işaretleyin. Cihazı kullanırken, ilk parça önce oynatılır"
120107,Hepsini Oynat
120108,MIDI Yükleme
120109,"MIDI özel bir ses dosyasıdır,"
120110,Daha fazlasını öğrenmek için buraya tıklayın
120111,Normal ses
120112,MIDI sesi
120113,MIDI nedir?
120114,Dosya yükleme başarıyla
120115,"Numara üst sınıra ulaştı, gereksiz dosyaları sil ve tekrar dene"
120116,Kendi dışındaki dosyaları yükleyemiyor
120117,"Geçersiz ses parçası, şu anda çalma ve değişen araçları değiştirmiyor"
120118,(Şu anda desteklenmiyor)
120119,Müzik parçası
120120,@Null@
120121,"MIDI dosya boyutu @ 1M 'yi aşıyor, yükleme başarısız oldu"
120122,@Null@
120123,Şalter bağlama
120124,Hesap eklemek
120125,Parola
120126,Soru 1
120127,Cevap
120128,soru 2
120129,UID kaydolun
120130,Bilgisayar Masaüstüne Kaydet
120131,Gizlilik Sözleşmesi
120132,Hesap yok!
120133,"Sevgili Adventurer:
 Kullanıcı mevcut değil, lütfen kayıt olun!"
120134,Kayıt olmak
120135,Giriş yapılamadı
120136,"İşlev geçici olarak kullanılamıyor, lütfen yükseltilmiş sürümü bekleyin!"
120137,"Bulut Oyunu'na giriş yapamadı, lütfen oyunu yeniden başlatın"
120138,Yeterli depolama alanı değil
120139,Şifreyi unut
120140,"Sevgili Adventurer:
Şifreniz kurulmadı. Hesabı güvence altına almak için bir şifre oluşturmanız önerilir."
120141,Orijinal UID'yi açmak istediğinize emin misiniz?
120142,"E-posta bir UID ile bağlanmış ve tek ciltleme hesabıdır, lütfen yeni bir e-posta girin"
120143,Telefon bağlantı takası
120144,e-posta bağlama takası
120145,"Bağlı cep telefonu numarası, hesap şifresini oturum açmak veya almak için kullanılabilir."
120146,"Bağlı e-posta, hesap şifresini almak için kullanılabilir."
120147,"Telefon numaranız @1 ile bağlıdır. Bir sonraki adım, önceki @2'nin bağlantısını kaldırmaktır. Devam etmek için onaylayın?"
120148,"Telefonu açtıktan sonra, telefon numaranız aracılığıyla hesap şifrenizi oturum açmak veya almak için kullanamazsınız."
120149,"E-postayı iptal ettikten sonra, hesap şifresi bu e-postayla alınamaz"
120150,UID%s cep telefonuna başarıyla bağlanır
120151,UID%s başarıyla bir cep telefonuna değiştirildi
120152,"E-postanız @1 ile bağlı. Bir sonraki adım, önceki @2'nin bağlantısını kaldırmaktır. Devam etmek için onaylayın?"
120153,"Takmadan önce, kimliğinizi onaylamak için lütfen doğrulama kodunu girin."
120154,UID%s e-postaya başarıyla bağlanır
120155,Mini hesap%s e-postayı başarıyla değiştirdi
120156,Lütfen yeni bir telefon numarası girin
120157,Lütfen yeni bir e-posta girin
120158,UID'yi bağlama
120159,"UID'nizi bir kanal hesabıyla ilişkilendirmek güvenliği artırabilir. İlişkilendirme kurulduktan sonra, [renk=#DF6C77] ilişkisiz bırakılamaz veya değiştirilemez. [/renk]"
120160,Zaten başka bir kanal hesabına bağlı.
120161,UID başarıyla bağlandı.
120162,UID bağlanamadı. Lütfen yeniden deneyin veya bağlama için başka bir UID seçin.
120163,Panoya kaydedildi
120164,Kanal oturum açma birden çok kez başarısız oldu. Lütfen oyundan çıkın.
120165,Kanal kimlik doğrulaması başarısız oldu. Lütfen kanala tekrar giriş yapın ve yeniden deneyin.
120166,Geçerli UID zaten başka bir kanal hesabına bağlı. Lütfen başka bir UID veya kanal hesabına geçin.
120167,Bağlama birçok kez başarısız oldu. Bağlama arayüzü kapatılacaktır.
120168,UID %s zaten oturum açtı!
120169,Bir sonraki adıma geçmek için lütfen kanal hesabınıza giriş yapın!
120170,Başka bir telefon numarasıyla oturum açın
120171,"Mini World'ün [color=#76b04a]""%s""[/color] bölümünü okudum ve kabul ediyorum."
120172,Lütfen kimlik doğrulama sözleşmesini kontrol edin.
120173,
120174,Gerçek ad verileri birden çok kez alınamadı.
120175,Çin Mobil
120176,Çin Unicom
120177,Çin Telekom
120178,%s tarafından sağlanan kimlik doğrulama hizmeti.
120179,Kanala çok fazla ardışık oturum açma girişimi. Lütfen oyundan çıkın ve ağ veya kanal hesabınızı kontrol edin!
120180,Diğer Oturum Açma Yöntemleri
120181,UID @1 iptal edildi. UID @2'ye geçmek istiyor musunuz?
120182,Oturum Açma Anahtarını Değiştir
120183,UID @1 iptal edildi. Yeni bir tane oluşturmak istiyor musunuz?
120184,Yasaklı
120185,Iptal
120186,@1 hesabına giriş yapılamadı. Lütfen tekrar deneyin ve bir sonraki adıma geçmeden önce giriş yapın.
120187,"UID @1, şu anda oturum açmış olan @2 hesabına bağlı değildir. Hesap değiştirmek veya başka bir UID ile oturum açmak için lütfen @3-[Ayarlar] adresine gidin."
120198,Güvenlik Hatırlatıcısı
120199,Oturum açma kimlik doğrulaması başarısız oldu. Lütfen şifrenizi tekrar giriniz!
120200,Silâh
120201,Zırh
120202,Özel Dış Görünüm
120203,Sınırlı Zaman Satışları: @Days @Hours @minutes
120204,Duruşma
120205,@Days @hours @mines
120206,Sınırlı zaman
120207,Çok satan
120208,Özel teklif
120209,Detaylar
120210,Artan çevrimiçi sekans
120211,İndiren çevrimiçi sekans
120212,Fiyat yüksek ila düşük
120213,Düşükten yükseğe fiyatlar
120214,Lütfen bir isim girin
120215,Satın almak
120216,Kilidini aç
120217,Kullanmak
120218,İptal
120219,Olaydan elde etmek
120220,Başarıyla kullanılan @1
120221,Kullanımı iptal et
120222,"@2 satın almak için mini sikke × @1 harcayacaksınız, lütfen onaylayın. (Uygun eğlence ve rasyonel tüketim)"
120223,"@2 satın almak için @1 harcayacaksınız, lütfen onaylayın. (Uygun eğlence ve akılcı tüketim)"
120224,Yeni bir cilt alın: @1
120225,Yeni Cildin Kilidini Aç: @1
120226,Hava atmak
120227,Emin olmak
120228,Etraflı
120229,Hafif makineli tüfek
120230,Keskin nişancı tüfeği
120231,Ağır makineli tüfek
120232,Tabanca
120233,Kılıç
120234,Yay ve ok
120235,Oyun sürümü çok düşük
120236,Oyun sürümü çok düşük
120237,Oyun sürümü çok düşük
120238,Oyun sürümü çok düşük
120239,Oyun sürümü çok düşük
120240,Oyun sürümü çok düşük
120241,Oyun sürümü çok düşük
120242,Oyun sürümü çok düşük
