ID,名字,描述,获得方式
64121,Khoai Lang Chiên Thơm Ngon,"Đồ ăn vặt, khoai lang được cắt thành sợi sau đó nướng với muối",Có thể chế biến trên bếp tại Nhà
64122,Bánh bí ngô thông thường,"Đồ ăn vặt, bột mì, bí đỏ và đường mía được khuấy đều lên men và nướng",Có thể chế biến trên bếp tại Nhà
64123,Bánh bí ngô tốt,"Đồ ăn vặt, bột mì, bí đỏ và đường mía được khuấy đều lên men và nướng",Có thể chế biến trên bếp tại Nhà
64124,Bánh bí ngô tuyệt vời,"Đồ ăn vặt, bột mì, bí đỏ và đường mía được khuấy đều lên men và nướng",Có thể chế biến trên bếp tại Nhà
64125,Bánh bí ngô thơm ngon,"Đồ ăn vặt, bột mì, bí đỏ và đường mía được khuấy đều lên men và nướng",Có thể chế biến trên bếp tại Nhà
64126,Đĩa trái cây thông thường,"Đồ ăn vặt, đĩa thập cẩm nhiều loại trái cây",Có thể chế biến trên bếp tại Nhà
64127,Đĩa trái cây tốt,"Đồ ăn vặt, đĩa thập cẩm nhiều loại trái cây",Có thể chế biến trên bếp tại Nhà
64128,Đĩa trái cây tuyệt vời,"Đồ ăn vặt, đĩa thập cẩm nhiều loại trái cây",Có thể chế biến trên bếp tại Nhà
64129,Đĩa trái cây thơm ngon,"Đồ ăn vặt, đĩa thập cẩm nhiều loại trái cây",Có thể chế biến trên bếp tại Nhà
64130,Burger gà thông thường,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64131,Burger gà tốt,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64132,Burger gà tuyệt vời,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64133,Burger gà thơm ngon,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64134,Burger thịt bò thông thường,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64135,Burger thịt bò tốt,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64136,Burger thịt bò tuyệt vời,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64137,Bugger thịt bò thơm ngon,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64138,Burger cừu thông thường,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64139,Burger cừu tốt,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64140,Burger cừu tuyệt vời,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64141,Burger cừu thơm ngon,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64142,Burger Thịt Don Don Thường,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64143,Burger Thịt Don Don Ngon,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64144,Burger Thịt Don Don Tuyệt Vời,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64145,Burger Thịt Don Don Thơm Phức,Thức ăn nhẹ. Bánh mì nhân thịt - bí ẩn cuối cùng của bánh mì kẹp thịt,Có thể chế biến trên bếp tại Nhà
64146,Bánh gạo thông thường,"Thức ăn nhẹ, gạo và đường được khuấy và lên men sau đó hấp",Có thể chế biến trên bếp tại Nhà
64147,Bánh gạo tốt,"Thức ăn nhẹ, gạo và đường được khuấy và lên men sau đó hấp",Có thể chế biến trên bếp tại Nhà
64148,Bánh gạo tuyệt vời,"Thức ăn nhẹ, gạo và đường được khuấy và lên men sau đó hấp",Có thể chế biến trên bếp tại Nhà
64149,Bánh gạo thơm ngon,"Thức ăn nhẹ, gạo và đường được khuấy và lên men sau đó hấp",Có thể chế biến trên bếp tại Nhà
64150,Trôi nước thông thường,"Thức ăn nhẹ, gạo và đường được khuấy và lên men sau đó hấp",Có thể chế biến trên bếp tại Nhà
64151,Trôi nước tốt,"Thức ăn nhẹ, gạo và đường được khuấy và lên men sau đó hấp",Có thể chế biến trên bếp tại Nhà
64152,Trôi nước tuyệt vời,"Thức ăn nhẹ, gạo và đường được khuấy và lên men sau đó hấp",Có thể chế biến trên bếp tại Nhà
64153,Trôi nước thơm ngon,"Thức ăn nhẹ, gạo và đường được khuấy và lên men sau đó hấp",Có thể chế biến trên bếp tại Nhà
64154,Phô mai thông thường,"Đồ ăn nhẹ,  làm từ sữa tươi lên men",Có thể chế biến trên bếp tại Nhà
64155,Phô mai tốt,"Đồ ăn nhẹ,  làm từ sữa tươi lên men",Có thể chế biến trên bếp tại Nhà
64156,Phô mai tuyệt vời,"Đồ ăn nhẹ,  làm từ sữa tươi lên men",Có thể chế biến trên bếp tại Nhà
64157,Phô mai thơm ngon,"Đồ ăn nhẹ,  làm từ sữa tươi lên men",Có thể chế biến trên bếp tại Nhà
64158,Kem thông thường,"Thức ăn nhẹ, phô mai nấu chảy, khuấy với đường và đông lạnh",Có thể chế biến trên bếp tại Nhà
64159,Kem tốt,"Thức ăn nhẹ, phô mai nấu chảy, khuấy với đường và đông lạnh",Có thể chế biến trên bếp tại Nhà
64160,Kem tuyệt vời,"Thức ăn nhẹ, phô mai nấu chảy, khuấy với đường và đông lạnh",Có thể chế biến trên bếp tại Nhà
64161,Kem thơm ngon,"Thức ăn nhẹ, phô mai nấu chảy, khuấy với đường và đông lạnh",Có thể chế biến trên bếp tại Nhà
64162,Kem trái cây thông thường,"Đồ ăn nhẹ, kem vị trái cây",Có thể chế biến trên bếp tại Nhà
64163,Kem trái cây tốt,"Đồ ăn nhẹ, kem vị trái cây",Có thể chế biến trên bếp tại Nhà
64164,Kem trái cây tuyệt vời,"Đồ ăn nhẹ, kem vị trái cây",Có thể chế biến trên bếp tại Nhà
64165,Kem trái cây thơm ngon,"Đồ ăn nhẹ, kem vị trái cây",Có thể chế biến trên bếp tại Nhà
64166,Hạt dưa rán thông thường,"Đồ ăn nhẹ, hạt hướng dương rán nhanh",Có thể chế biến trên bếp tại Nhà
64167,Hạt dưa rán tốt,"Đồ ăn nhẹ, hạt hướng dương rán nhanh",Có thể chế biến trên bếp tại Nhà
64168,Hạt dưa rán tuyệt vời,"Đồ ăn nhẹ, hạt hướng dương rán nhanh",Có thể chế biến trên bếp tại Nhà
64169,Hạt dưa rán thơm ngon,"Đồ ăn nhẹ, hạt hướng dương rán nhanh",Có thể chế biến trên bếp tại Nhà
64170,Sữa hộp thông thường,"Thực phẩm giải khát, sữa tươi nguyên liệu được tiệt trùng và đóng gói, bảo quản như sữa hộp",Có thể chế biến trên bếp tại Nhà
64171,Sữa hộp  tốt,"Thực phẩm giải khát, sữa tươi nguyên liệu được tiệt trùng và đóng gói, bảo quản như sữa hộp",Có thể chế biến trên bếp tại Nhà
64172,Sữa hộp tuyệt vời,"Thực phẩm giải khát, sữa tươi nguyên liệu được tiệt trùng và đóng gói, bảo quản như sữa hộp",Có thể chế biến trên bếp tại Nhà
64173,Sữa hộp thơm ngon,"Thực phẩm giải khát, sữa tươi nguyên liệu được tiệt trùng và đóng gói, bảo quản như sữa hộp",Có thể chế biến trên bếp tại Nhà
64174,Sữa bột trái cây thông thường,"Đồ uống, trái cây nghiền, trộn với sữa chua và thêm một ít đá.",Có thể chế biến trên bếp tại Nhà
64175,Sữa bột trái cây tốt,"Đồ uống, trái cây nghiền, trộn với sữa chua và thêm một ít đá.",Có thể chế biến trên bếp tại Nhà
64176,Sữa bột trái cây tuyệt vời,"Đồ uống, trái cây nghiền, trộn với sữa chua và thêm một ít đá.",Có thể chế biến trên bếp tại Nhà
64177,Kem sữa trái cây thơm ngon,"Đồ uống, trái cây nghiền, trộn với sữa chua và thêm một ít đá.",Có thể chế biến trên bếp tại Nhà
64178,Nước dưa hấu thông thường,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64179,Nước dưa hấu tốt,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64180,Nước dưa hấu tuyệt vời,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64181,Nước dưa hấu thơm ngon,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64182,Nước ép xoài thông thường,"Đồ uống, nước hoa quả có một ít đường, cóvị ngọt",Có thể chế biến trên bếp tại Nhà
64183,Nước ép xoài tốt,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64184,Nước ép xoài tuyệt vời,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64185,Nước ép xoài thơm ngon,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64186,Nước ép lê thông thường,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64187,Nước trái cây tốt,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64188,Nước trái cây tuyệt vời,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64189,Nước trái cây thơm ngon,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64190,Nước cam thông thường,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64191,Nước cam tốt,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64192,Nước cam tuyệt vời,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64193,Nước cam thơm ngon,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64194,Nước trái cây thông thường,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64195,Nước trái cây tốt,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64196,Nước trái cây tuyệt vời,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64197,Nước trái cây thơm ngon,"Đồ uống, nước hoa quả có một ít đường, có vị ngọt",Có thể chế biến trên bếp tại Nhà
64198,Trà mật ong thông thường,"Nước giải khát, trà, thêm một chút mật ong và khuấy đều để làm thành.",Có thể chế biến trên bếp tại Nhà
64199,Trà mật ong tốt,"Nước giải khát, trà, thêm một chút mật ong và khuấy đều để làm thành.",Có thể chế biến trên bếp tại Nhà
64200,Trà mật ong tuyệt vời,"Nước giải khát, trà, thêm một chút mật ong và khuấy đều để làm thành.",Có thể chế biến trên bếp tại Nhà
64201,Trà mật ong thơm ngon,"Nước giải khát, trà, thêm một chút mật ong và khuấy đều để làm thành.",Có thể chế biến trên bếp tại Nhà
64202,Siro Đậu Bi Thường,"Đồ Ăn loại Đồ Uống, Sữa Đậu Nành Đen được thêm vào một ít Đường Mía, có vị ngọt mát",Nhận được khi gia công ở Kệ Bếp trong Vườn
64203,Siro Đậu Bi Loại Ưu,"Đồ Ăn loại Đồ Uống, Sữa Đậu Nành Đen được thêm vào một ít Đường Mía, có vị ngọt mát",Nhận được khi gia công ở Kệ Bếp trong Vườn
64204,Siro Đậu Bi Tuyệt Phẩm,"Đồ Ăn loại Đồ Uống, Sữa Đậu Nành Đen được thêm vào một ít Đường Mía, có vị ngọt mát",Nhận được khi gia công ở Kệ Bếp trong Vườn
64205,Siro Đậu Bi Mĩ Vị,"Đồ Ăn loại Đồ Uống, Sữa Đậu Nành Đen được thêm vào một ít Đường Mía, có vị ngọt mát",Nhận được khi gia công ở Kệ Bếp trong Vườn
64206,Nước ép bong bóng thông thường,"Đồ uống được pha với một ít nước trái cây có gas và nhiều nước, cần thêm đường mía để làm loãng vị chua của trái cây",Có thể chế biến trên bếp tại Nhà
64207,Nước ép bong bóng tốt,"Đồ uống được pha với một ít nước trái cây có gas và nhiều nước, cần thêm đường mía để làm loãng vị chua của trái cây",Có thể chế biến trên bếp tại Nhà
64208,Nước ép bong bóng tuyệt vời,"Đồ uống được pha với một ít nước trái cây có gas và nhiều nước, cần thêm đường mía để làm loãng vị chua của trái cây",Có thể chế biến trên bếp tại Nhà
64209,Nước ép bong bóng thơm ngon,"Đồ uống được pha với một ít nước trái cây có gas và nhiều nước, cần thêm đường mía để làm loãng vị chua của trái cây",Có thể chế biến trên bếp tại Nhà
64210,Nước ép ác quỷ thông thường,"Thức uống giải khát, trái cây cay được ủ đặc biệt, kết hợp với vị lạnh của những tinh thể đá hình ngôi sao dễ thương, tạo thành thức uống rất thích hợp thử thách bởi mọi người",Có thể chế biến trên bếp tại Nhà
64211,Nước ép ác quỷ tốt,"Thức uống giải khát, trái cây cay được ủ đặc biệt, kết hợp với vị lạnh của những tinh thể đá hình ngôi sao dễ thương, tạo thành thức uống rất thích hợp thử thách bởi mọi người",Có thể chế biến trên bếp tại Nhà
64212,Nước ép ác quỷ tuyệt vời,"Thức uống giải khát, trái cây cay được ủ đặc biệt, kết hợp với vị lạnh của những tinh thể đá hình ngôi sao dễ thương, tạo thành thức uống rất thích hợp thử thách bởi mọi người",Có thể chế biến trên bếp tại Nhà
64213,Nước ép ác quỷ thơm ngon,"Thức uống giải khát, trái cây cay được ủ đặc biệt, kết hợp với vị lạnh của những tinh thể đá hình ngôi sao dễ thương, tạo thành thức uống rất thích hợp thử thách bởi mọi người",Có thể chế biến trên bếp tại Nhà
64214,Sữa chua bình thường,"Đồ uống, sữa tươi và đường mía được trộn và lên men",Có thể chế biến trên bếp tại Nhà
64215,Sữa chua tốt,"Đồ uống, sữa tươi và đường mía được trộn và lên men",Có thể chế biến trên bếp tại Nhà
64216,Sữa chua tuyệt vời,"Đồ uống, sữa tươi và đường mía được trộn và lên men",Có thể chế biến trên bếp tại Nhà
64217,Sữa chua thơm ngon,"Đồ uống, sữa tươi và đường mía được trộn và lên men",Có thể chế biến trên bếp tại Nhà
64218,Nước ép cà rốt thông thường,"Đồ uống, nước ép rau với một ít đường mía",Có thể chế biến trên bếp tại Nhà
64219,Nước ép cà rốt tốt,"Đồ uống, nước ép rau với một ít đường mía",Có thể chế biến trên bếp tại Nhà
64220,Nước ép cà rốt tuyệt vời,"Đồ uống, nước ép rau với một ít đường mía",Có thể chế biến trên bếp tại Nhà
64221,Nước ép cà rốt thơm ngon,"Đồ uống, nước ép rau với một ít đường mía",Có thể chế biến trên bếp tại Nhà
64222,Cà phê bình thường,Đồ uống giải khát làm từ hạt cà phê xay,Có thể chế biến trên bếp tại Nhà
64223,Cà phê ngon,Đồ uống giải khát làm từ hạt cà phê xay,Có thể chế biến trên bếp tại Nhà
64224,Cà phê tuyệt vời,Đồ uống giải khát làm từ hạt cà phê xay,Có thể chế biến trên bếp tại Nhà
64225,Cà phê thơm ngon,Đồ uống giải khát làm từ hạt cà phê xay,Có thể chế biến trên bếp tại Nhà
64226,Trà hoa cúc thông thường,"Nước giải khát, lá trà bỏ vào đó một ít hoa cúc trắng, thêm đá, uống vào mùa hè",Có thể chế biến trên bếp tại Nhà
64227,Trà hoa cúc tốt,"Nước giải khát, lá trà và một ít hoa cúc trắng ngâm nước, thêm đá lạnh, uống vào mùa hè",Có thể chế biến trên bếp tại Nhà
64228,Trà hoa cúc tuyệt vời,"Nước giải khát, lá trà bỏ vào đó một ít hoa cúc trắng, thêm đá, uống vào mùa hè",Có thể chế biến trên bếp tại Nhà
64229,Trà hoa cúc thơm ngon,"Nước giải khát, lá trà bỏ vào đó một ít hoa cúc trắng, thêm đá, uống vào mùa hè",Có thể chế biến trên bếp tại Nhà
64230,Tequila thông thường,"Đồ uống, đồ uống làm từ cây thùa và đường mía pha nước",Có thể chế biến trên bếp tại Nhà
64231,Rượu tequila tốt,"Đồ uống, đồ uống làm từ cây thùa và đường mía pha nước",Có thể chế biến trên bếp tại Nhà
64232,Tequila tuyệt vời,"Đồ uống, đồ uống làm từ cây thùa và đường mía pha nước",Có thể chế biến trên bếp tại Nhà
64233,Tequila thơm ngon,"Đồ uống, đồ uống làm từ cây thùa và đường mía pha nước",Có thể chế biến trên bếp tại Nhà
64234,Nước giải khát đỏ tươi thông thường,"Đồ uống, sau khi ngâm hoa huyết rồng trong nước, thêm mật ong để trung hòa vị đắng.",Có thể chế biến trên bếp tại Nhà
64235,Nước giải khát đỏ tươi tốt,"Đồ uống, sau khi ngâm hoa huyết rồng trong nước, thêm mật ong để trung hòa vị đắng.",Có thể chế biến trên bếp tại Nhà
64236,Nước giải khát đỏ tươi tuyệt vời,"Đồ uống, sau khi ngâm hoa huyết rồng trong nước, thêm mật ong để trung hòa vị đắng.",Có thể chế biến trên bếp tại Nhà
64237,Nước giải khát đỏ tươi thơm ngon,"Đồ uống, sau khi ngâm hoa huyết rồng trong nước, thêm mật ong để trung hòa vị đắng.",Có thể chế biến trên bếp tại Nhà
64238,Trà hoa hồng thông thường,"Đồ uống có hương hoa, trà và mật ong",Có thể chế biến trên bếp tại Nhà
64239,Trà hoa hồng tốt,"Đồ uống có hương hoa, trà và mật ong",Có thể chế biến trên bếp tại Nhà
64240,Trà hoa hồng tuyệt vời,"Đồ uống có hương hoa, trà và mật ong",Có thể chế biến trên bếp tại Nhà
64241,Trà hoa hồng thơm ngon,"Đồ uống có hương hoa, trà và mật ong",Có thể chế biến trên bếp tại Nhà
64242,Bánh bao,"Thức ăn, phù hợp cho thú cưng ,ăn theo bữa, khi đi chơi hoặc đi khám phá.",Chỉ có thể mua tại nhà đầu bếp
64243,Mochi.,"Đồ ăn vặt, phù hợp cho thú cưng ăn vặt khi đi ra ngoài tìm kiếm thức ăn",Chỉ có thể mua tại nhà đầu bếp
64244,Nước năng lượng,"Đồ uống, phù hợp để ăn uống, là thức ăn thiết yếu đáng được mong đợi.",Chỉ có thể mua tại nhà đầu bếp
64245,đậu phộng giã nhuyễn,"Đối với các món ăn vặt, mùi thơm sẽ tỏa ra sau khi đậu phộng được giã nhỏ.",Có thể chế biến trên bếp tại Nhà
64246,Đậu phộng nghiền nát thông thường,"Đối với các món ăn vặt, mùi thơm sẽ tỏa ra sau khi đậu phộng được giã nhỏ.",Có thể chế biến trên bếp tại Nhà
64247,Đậu phộng nghiền tốt,"Đối với các món ăn vặt, mùi thơm sẽ tỏa ra sau khi đậu phộng được giã nhỏ.",Có thể chế biến trên bếp tại Nhà
64248,Đậu phộng nghiền tuyệt vời,"Đối với các món ăn vặt, mùi thơm sẽ tỏa ra sau khi đậu phộng được giã nhỏ.",Có thể chế biến trên bếp tại Nhà
64249,Đậu phộng nghiền thơm ngon,"Đối với các món ăn vặt, mùi thơm sẽ tỏa ra sau khi đậu phộng được giã nhỏ.",Có thể chế biến trên bếp tại Nhà
64250,Nước ép lô hội,"Thực phẩm nước giải khát, sảng khoái và ngon miệng.",Có thể chế biến trên bếp tại Nhà
64251,Nước ép lô hội bình thường,"Thực phẩm nước giải khát, sảng khoái và ngon miệng.",Có thể chế biến trên bếp tại Nhà
64252,Nước ép lô hội tốt,"Thực phẩm nước giải khát, sảng khoái và ngon miệng.",Có thể chế biến trên bếp tại Nhà
64253,Nước ép lô hội tuyệt vời,"Thực phẩm nước giải khát, sảng khoái và ngon miệng.",Có thể chế biến trên bếp tại Nhà
64254,Nước ép lô hội thơm ngon,"Thực phẩm nước giải khát, sảng khoái và ngon miệng.",Có thể chế biến trên bếp tại Nhà
65000,@Null@,@Null@,@Null@
65001,@Null@,@Null@,@Null@
65002,@Null@,@Null@,@Null@
65003,@Null@,@Null@,@Null@
66000,@Null@,@Null@,@Null@
66001,@Null@,@Null@,@Null@
66002,@Null@,@Null@,@Null@
66003,@Null@,@Null@,@Null@
66004,@Null@,@Null@,@Null@
66005,@Null@,@Null@,@Null@
66006,@Null@,@Null@,@Null@
66007,@Null@,@Null@,@Null@
66008,@Null@,@Null@,@Null@
66009,@Null@,@Null@,@Null@
66010,@Null@,@Null@,@Null@
68000,@Null@,@Null@,@Null@
68001,Kẹo Năng Lượng,"Kẹo với phép thuật bí ẩn, nằm rải rác khắp nơi trên thế giới. Sau khi cho thú cưng ăn, Sức tải sẽ làm mới ngẫu nhiên.",Nhận được nhờ cho thú cưng đi phiêu lưu
68002,Kẹo Thần,"Kẹo với phép thuật bí ẩn, nằm rải rác khắp nơi trên thế giới .Sau khi cho vật nuôi ăn, Tốc độ sẽ làm mới ngẫu nhiên.",Nhận được nhờ cho thú cưng đi phiêu lưu
68003,Kẹo Phúc Thần,"Kẹo với phép thuật bí ẩn, nằm rải rác khắp nơi trên thế giới. Sau khi cho thú cưng ăn, Sức bền sẽ thay đổi",Nhận được nhờ cho thú cưng đi phiêu lưu
68004,Kẹo Yêu Tinh,"Kẹo với phép thuật bí ẩn, nằm rải rác khắp nơi trên thế giới. Sau khi cho thú cưng ăn, Sẽ thay đổi tất Cả thuộc Tính ngẫu nhiên.",Nhận được nhờ cho thú cưng đi phiêu lưu
68005,@Null@,@Null@,@Null@
68006,@Null@,@Null@,@Null@
68007,@Null@,@Null@,@Null@
68008,@Null@,@Null@,@Null@
68009,@Null@,@Null@,@Null@
68010,@Null@,@Null@,@Null@
68101,Kẹo Cao Su Mát Lạnh,Kẹo Cao Su Mát Lạnh là món yêu thích của Bong bóng nhỏ. Cho Bong Bong Mưa và Bong Bong Tròn ăn thứ này cũng giúp chúng phát triển.,Nhận được nhờ cho thú cưng đi phiêu lưu
68102,Kẹo Cao Su Thơm,Kẹo Cao Su Thơm là món yêu thích của Vi Bào Tử. Cho các cấp Vi Bào Tử cao hơn ăn thứ này cũng giúp chúng phát triển.,Nhận được nhờ cho thú cưng đi phiêu lưu
68103,Kẹo Cao Su Cứng,Kẹo Cao Su Cứng là món yêu thích của Sỏi Nhỏ. Cho các cấp Sỏi Nhỏ cao hơn ăn thứ này cũng giúp chúng phát triển.,Nhận được nhờ cho thú cưng đi phiêu lưu
68104,Đá Lửa,Đá lửa là mồi lửa cho Flami và Flamus. Đưa thứ này cho Flami và Flamus sẽ tiến hóa chúng.,Nhận được nhờ cho thú cưng đi phiêu lưu
68105,Bùa Ếch,"Trong đàn ếch, chữ viết nòng nọc ghi lại nhẫn thuật bí truyền ngàn năm. Đưa bùa ếch cho Nòng Nọc và các cấp cao hơn giúp chúng phát triển!",Nhận được nhờ cho thú cưng đi phiêu lưu
68106,Kẹo Bông Hồng,Kẹo như mây nhẹ nhàng và ngọt ngào. Thỏ nào thích ngọt sẽ rất thích nó. Hãy cho Thỏ và các dạng cao hơn ăn để giúp chúng phát triển,Nhận được nhờ cho thú cưng đi phiêu lưu
68107,Khăn Quàng Barking,Khăng quàng Barking là vật phẩm độc quyền cho Doggi và Doggee. Đưa cái này cho Doggi và Doggee sẽ tiến hóa chúng.,Nhận được nhờ cho thú cưng đi phiêu lưu
68108,Vỏ Trứng Rồng,Vỏ Trứng Rồng là nơi ẩn náu bí mật của Drakiegg và Dark Drakiegg. Đưa cái này cho Drakiegg và Dark Drakiegg sẽ tiến hóa chúng.,Nhận được nhờ cho thú cưng đi phiêu lưu
68109,Lông Vũ Vàng,Lông vũ vàng là cách bay cần thiết cho Parrotti và Parrottiball. Đưa thứ này cho Parrotti và Parrottiball sẽ tiến hóa chúng.,Nhận được nhờ cho thú cưng đi phiêu lưu
68110,Kẹo Ma,"Thoải mái khi chạm vào với hương vị độc đáo, Kẹo ma là món yêu thích của Baby Ghost. Cho Baby Ghost và Big Baby Ghost ăn thứ này sẽ giúp chúng phát triển.",Nhận được nhờ cho thú cưng đi phiêu lưu
68111,Sách Ma Thuật Bí Ẩn,"Một cuốn sách ma thuật bí ẩn cũ, có lẽ một con mèo thông minh có thể hiểu được.
Đưa cho Hắc Tiểu Miu và Tiểu Miu để chúng tiến hóa .",Nhận được nhờ cho thú cưng đi phiêu lưu
68112,Bóng Nhảy Nhót,Chú hải cẩu ham chơi nào có thể cưỡng lại sự cám dỗ của bóng nhảy? Hãy đưa nó cho Hải Cẩu và các dạng cao hơn để chúng tiến hóa,Nhận được nhờ cho thú cưng đi phiêu lưu
68113,Sáo Khỉ,"Theo truyền thuyết, chỉ có khỉ đầu chó mới thổi được loại sáo này.
Tặng những chú Khỉ Nhỏ và khỉ Âm Nhạc để chúng tiến hóa",@Null@
68114,Lông công,"Bộ lông bí ẩn và lộng lẫy là niềm yêu thích của những con công kiêu hãnh.
Hãy trao nó cho những con Công Nhỏ và những con Công Non để chúng tiến hóa.",@Null@
68115,Đạo cụ nâng cấp lúa mì,Vật phẩm nâng cấp lúa mì - Tinh Linh Bảo Vệ Balala Nhỏ Thần Kỳ,@Null@
68116,Đạo cụ Mân Côi nhỏ,Ba La La Little Magic Fairy Miracle Dance Series Lingmei Guard Elf - Đạo cụ đề xuất quét,@Null@
68117,Đậu phộng,Ba La La Little Magic Fairy Miracle Dance Series Ling Mei Qi's Guardian elf - Ngoài đậu phộng,@Null@
68118,Búa Tình Yêu,Búa tình yêu là một bảo vật quý hiếm của Lovey Dovey và Abel. Đưa búa tình yêu cho họ có thể làm họ tăng trưởng~,@Null@
68119,Đá Sáng Tạo,"Đá sáng tạo là một bảo vật quý hiếm của Mini Meo và Meo Sáng Tạo, tặng cho họ và họ có thể tăng trưởng~",@Null@
68120,Runestone Tinh Tú,Runestones Tinh Tú là những bảo vật độc quyền của Đèn Trăng Sáng và Đèn Trăng Tươi. Đưa những thứ này cho chúng có thể khiến chúng tiến hóa~,@Null@
68121,Micrô Điện Quang,"Micrô điện quang có thể khiến sóng điện phát ra sức hấp dẫn lớn nhất, âm thanh vọng ra mọi hướng, tỏa ra ánh sáng chói lọi!",@Null@
68122,Nệm Đám Mây,Nệm Đám Mây của Cừu Baa Ball là pháp bảo duy nhất để tạo nên những giấc mơ đẹp.,@Null@
68123,Nguồn Gió Mạnh,Nguồn Gió Mạnh có thể đẩy nhanh quá trình tiến hóa của Ong Nhỏ và Nhộng Ong.,@Null@
68124,Dây Chuyền Tiến Bảo,Dây Chuyền Tiến Bảo giúp quá trình tiến hóa diễn ra cực kỳ thuận lợi!,@Null@
68125,Đuôi Lấp Lánh,Trang bị Đuôi Lấp Lánh giúp quá trình tiến hóa cực kỳ thú vị!,@Null@
68126,@Null@,@Null@,@Null@
68127,Chuông Xây Mộng,Có thể nâng cấp biên độ lớn môi trường gủ của Gấu Say Ngủ và Gấu Gật Gù.,
68128,Nón Đầu Bếp Đặc Cấp,"Tăng tay nghề nấu nướng với món Mực Chiên và Mực, lại gần mục tiêu Nhà Ẩm Thực thêm một bước!",
68129,Cần Điều Khiển Quang Tốc,"Người Máy có Cần Điều Khiển Quang Tốc và Trợ Thủ Sóng Điện, thông minh gấp đôi, hoàn thành tiến hóa!",
