ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
212,Đào Mộng Điệp,"Vũ có thể cưỡi ngựa và vung kiếm. Văn có thể vẽ và đọc thơ. Khi cô ấy ra trận, bất khả chiến bại!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Những bông hoa màu hồng trôi nổi trên cơ thể!,@Null@,,,
213,Đội Trưởng Bóng Đá,"Cậu bé từng đi chân trần trên đường phố giờ đã trở thành một chú đại bàng không thể cản phá trên sân đá cỏ xanh, đi bóng lắt léo, liên tục vượt lên và tung cú sút uy lực, không ngừng tạo nên những kỳ tích, dẫn dắt đội bóng của mình hết lần này đến lần khác chiến thắng.",@Null@,Avatar: Mở khóa hình đại diện,@Null@,@Null@,,,
214,Shirley,"Gió tuyết ngàn năm không thể làm lạnh trái tim ấm.
Người tuyết làm bạn đồng hành cũng là một loại may mắn.
Điều ước của tôi là băng tuyết không tan, và các bạn được về nhà",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: để lại dấu chân bông tuyết khi đi qua,@Null@,,,
215,Budi,Budi sống ở vùng Đông Nam Á xinh đẹp. Thời trang gắn liền với anh ta. Sở thích của anh là đi xe máy dọc theo bờ biển và tận hưởng làn gió biển cùng với bạn bè.,@Null@,Avatar: Mở khóa hình đại diện,@Null@,@Null@,,,
216,Dewi,"Dewi nhảy những điệu nhảy bà của cô đã dạy khi cô còn nhỏ. Khiêu vũ gợi lại ký ức cũ của cô về mặt trời, gió biển và mùi tươi mát của lá cây cọ.",@Null@,Avatar: Mở khóa hình đại diện,@Null@,@Null@,,,
217,Sứ Giả Bóng Tối,"Một vũ công nhanh nhẹn và chính xác ẩn trong bóng tối. Sự nhanh nhẹn với mũ trùm đầu màu xanh đậm là dấu hiệu của cô ấy. Mọi người không biết tên cô ấy. Họ chỉ biết rằng dưới cái bóng của những vì sao và mặt trăng, có một người phụ nữ bí ẩn trừng phạt những kẻ ác.",@Null@,Avatar: Mở khóa hình đại diện,@Null@,@Null@,,,
218,Nhật Bình Cách Tân,"Nhật Bình Cách Tân là nàng công chúa đến từ Việt Nam, trang phục nàng mặc là sự kết hợp hoàn mỹ giữa váy Lolita dễ thương và áo khoác Nhật Bình ngắn đậm chất cổ xưa, vừa phảng phất nét mộc mạc, nhưng cũng đầy những cung bậc sắc màu trẻ trung, tươi vui. Xuyên không đến hiện đại công chúa gặp Tri Âm. Nàng là tác phẩm đạt giải nhất trong cuộc thi Thiết Kế Thời Trang MW Việt Nam.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Hoa Sen bay trôi nổi trên cơ thể!,@Null@,,,
219,Mặt Trăng Ác Mộng,"Cô là hình dạng xấu xí của Công chúa Luna, người đã trở thành vật chủ của những cơn ác mộng vì mâu thuẫn với chị gái. Sau khi năng lượng hòa bình tác động đến cô, cô đã trở về bên cạnh chị gái mình để cùng nhau cai trị vương quốc. Công chúa Luna thật ra rất hiền và sợ cô đơn, kể từ đó, cô đã cố gắng tạo dựng hình tượng gần gũi với mọi người.",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Cơ thể tỏa ra ánh sao!,@Null@,,,
220,Glicita,"Những bức tường góc phố để lộ dấu vết của tôi, và những bức hình vẽ Graffiti ghi lại nhiều kỷ niệm. Đừng nghi ngờ nghệ thuật của tôi, vì ngoài tài năng còn có cả tình yêu thương được trao gửi.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: để lại dấu chân vẽ bậy khi đi qua,@Null@,,,
221,Lico,"Từ xưa đến nay, Graffiti là niềm đam mê của tôi, và tôi đã quen với việc thể hiện nội tâm bằng các tác phẩm. Từ giờ về sau, Graffiti luôn là niềm yêu thích của tôi. Xịt lên tường, hãy tạo ra một tác phẩm xuất sắc.",@Null@,Avatar: Mở khóa hình đại diện,Dấu chân: để lại dấu chân vẽ bậy khi đi qua,@Null@,,,
222,Nini Thức Tỉnh,"Cánh chim đại bàng vỗ vào bầu trời, và quyền trượng phân định lãnh thổ.
Đó là vinh dự của tôi khi được bảo vệ sự an toàn của bộ tộc!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Các hạt năng lượng trôi nổi trên cơ thể.,@Null@,,,
223,Kaka Thức Tỉnh,"Ngọn nến tắt thì không có lửa, và khi hết sáp sẽ không có ánh sáng.
Sau bao gian nan, hoài bão có còn?
Dù gió có mạnh thế nào, người thanh niên vẫn bước đi một mình!",@Null@,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Các hạt năng lượng trôi nổi trên cơ thể.,@Null@,,,
224,Lục Lạc,"Với đầu óc thông minh và sự chăm chỉ của mình, Lục Lạc đã giải quyết được hiện tượng cây hoa huệ độc trong thung lũng, và trở thành một học giả về bảo tồn thực vật thần bí đồng thời là người bảo vệ hoa huệ trắng trong trái tim mọi người. Hiện tại, nàng đang khám phá thêm những bí ẩn về những loài thực vật thần kỳ của Alpha Star với Tiên Nhỏ Hoa Gió!",,Avatar: Mở khóa hình đại diện,Dấu chân đi bộ: Để lại dấu chân bạch kim bạch kim.,,,,
225,Correia,"Trải nghiệm hương vị, khám phá bí mật của món ăn.
Kỹ năng thiên tài, biến điều bình thường thành điều kỳ diệu.
Vô số thử nghiệm đã được thực hiện để đạt đến sự hoàn hảo.",,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Lemon và lá bạc hà đang lan rộng trên cơ thể!,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
226,,,,,,,,,
227,,,,,,,,,
228,Công Chúa Tóc Dài - Lola,"Tiếng khóc từ tầng cao, âm thanh vang vọng nhưng chẳng ai nhận ra được món quà của thượng đế ban tặng, dễ dàng sở hữu nhưng cũng không thể tránh khỏi những thử thách. Đến khi phép màu và vị thiên sứ biến mất, nơi đây chỉ còn lại là đống hoang tàn.",,Avatar: Mở khóa hình đại diện,Hiệu ứng cơ thể: Cánh hoa và lá nằm rải rác trên cơ thể!,,,,
229,Mega,"Mega - Nhà chế tạo vũ khí cơ giáp cực ngầu đến từ vũ trụ thần bí, toàn thân trên dưới đều là máy móc công nghệ tinh xảo và độ chuẩn xác cao, áo khoác được dùng bằng chất liệu đặc biệt bất khả xâm phạm, mắt kính thỉnh thoảng lóe lên dày đặc các dòng chữ phát sáng, phía sau là thiết bị kỳ lạ chứa năng lượng cực khủng, thỉnh thoảng có thể được dùng như một khẩu đại bác, hoặc là vung lên đánh bay kẻ xấu!",,Hình đại diện: Mở khóa hình đại diện.,Hiệu ứng cơ thể: trên cơ thể tản ra các luồng chớp cơ giới!,,,,
230,Linh Hồ Mơ Ước - Hoa Dương,"Ác mộng khó quên che nắng,  vô thường phá vỡ tuổi thanh xuân. Chơi đàn gửi ưu tư vào bài hát, mưa rơi và mọi người cuối cùng cũng giải tán, chúng ta đã không bao giờ gặp nhau từ đó.",,"Thay đổi đặc biệt: Chức năng đổi màu có thể được thực hiện trong game, thay đổi hình dạng
và trạng thái!","Khung hình đại diện và hiệu ứng cơ thể: Khung hình đại diện riêng, hoa trà đỏ nhạt nổi trên cơ thể.",#cda5b0aNhấp vào nút đổi màu ở bên trái để chuyển Linh Hồ sang trạng thái nghịch ngợm và ngây thơ. #n,#cda5b0aNhấp vào nút đổi màu bên trái để chuyển Linh Hồ sang trạng thái hoa lệ. #n,#cda5b0aChỉ nhận được ở Hộp Quà Tinh Huy#n,
231,Linh Hồ Mơ Ước - Hoa Dương,"Nhớ núi đầy hoa, tiếng hát rộn rã. Bên chim yến réo rắt tuổi trẻ, lúc ấy tiếng cười nói ồn ào, nắng xuân ngập tràn.",,"Thay đổi đặc biệt: Chức năng đổi màu có thể được thực hiện trong game, thay đổi hình dạng và
trạng thái!","Khung hình đại diện và hiệu ứng cơ thể: Khung hình đại diện riêng, hoa trà đỏ nổi xung quanh!",#cda5b0aNhấp vào nút đổi màu ở bên trái để chuyển Linh Hồ sang trạng thái nhẹ nhàng và mạnh mẽ. #n,#cda5b0aNhấp vào nút đổi màu bên trái để chuyển Linh Hồ sang trạng thái hoa lệ. #n,#cda5b0aChỉ nhận được ở Hộp Quà Tinh Huy#n,
232,Linh Hồ Mơ Ước - Hoa Dương,"Trong thế giới bụi bặm, tái sinh từ máu. Đuổi mây phá nắng tìm nắng xuân, mơ trở về bờ sóng xanh, vành đai ngọc phản chiếu thanh xuân. ",,"Thay đổi đặc biệt: Chức năng đổi màu có thể được thực hiện trong game, thay đổi hình dạng và
trạng thái!","Khung hình đại diện và hiệu ứng cơ thể: Khung hình đại diện riêng, hoa trà đỏ đậm nổi xung quanh!",#cda5b0aNhấp vào nút đổi màu ở bên trái để chuyển Linh Hồ sang trạng thái nhẹ nhàng và mạnh mẽ. #n,#cda5b0aNhấp vào nút đổi màu ở bên trái để chuyển Linh Hồ sang trạng thái nghịch ngợm và ngây thơ. #n,#cda5b0aChỉ nhận được ở Hộp Quà Tinh Huy#n,
233,Cô Gái Hoàng Hôn,"Nàng từng là học sinh của công chúa Vũ Trụ, mặc dù đã từng bước vào con đường vòng nhưng cuối cùng cũng đã tìm lại chính mình, tiến lên phía trước, cùng với những đối thủ trước kia kết thành bạn bè. Nàng cũng bạn bè khắp nơi kết thành tâm giao.",,Avatar: Mở khóa hình đại diện.,Hiệu ứng toàn thân: Vòng sáng hoàng hôn trôi nổi khắp toàn thân!,,,,
234,Trixie,"Trixie là một vị pháp sư lữ hành tài ba, nắm rõ các loại phép thuật của vũ đài, chuyên biểu diễn các tiết mục đặc sắc cho những Ngựa Con ở các quốc gia Ngựa. Biểu tượng dễ thương của nàng là gậy phép thuật Tinh Nguyệt, còn gọi là ""Pháp Trò"", vì thế nên bất kỳ phép thuật nào nàng cũng học một cách trọn vẹn.",,Avatar: Mở khóa hình đại diện.,Hiệu ứng toàn thân: Năng lượng phép thuật trôi nổi khắp toàn thân!,,,,
235,Cậu Bé Áo Giáp,"Cậu Bé Áo Giáp là chàng trai tuấn tú, kết bạn trăm năm cùng với công chúa Cadence, tính cách trầm mặc nhưng đầy trách nhiệm. Cậu cùng công chúa Cadence quản lý đế quốc Pha Lê. Biểu tượng đáng yêu của cậu ấy là chiếc Khiên vững chãi cùng những ngôi sao lấp lánh, phép thuật cũng rất mạnh đấy!",,Avatar: Mở khóa hình đại diện.,Hiệu ứng toàn thân: Ánh sao lấp lánh trôi nổi khắp toàn thân!,,,,
236,Lumil,"Hãy thưởng thức Kem Sữa tươi, ngắm đèn màu lấp lánh.
Cưỡi Ngựa gỗ quay quay, cùng cười vui mê say.
Tận hưởng giờ phút tươi đẹp dưới ánh đèn sao nào!",,Avatar: Mở khóa hình đại diện.,Hiệu ứng toàn thân: Sao sáng trôi nổi khắp toàn thân!,,,,
237,Lucia,"Ngửi mùi thơm Bỏng Ngô, nô đùa thật thỏa thích.
Lên vòng quay đu đưa, đuổi theo kịp mặt trời!
Cùng vui chơi thả ga, đừng lo nóng bức nha!",,Avatar: Mở khóa hình đại diện.,Hiệu ứng toàn thân: Sao sáng trôi nổi khắp toàn thân!,,,,
238,"Cô Bé Ngón Tay Cái  Tiny ","Thân hình nhỏ bé, dũng khí to lớn. Bắt chuột bắt chim, canh cá đuổi dê. Tôi đã đi xuyên rừng và thực hiện kỹ thuật chữa khỏi bí mật!",,Khung: : Mở khóa khung hình đại diện,"Hiệu ứng cơ thể: Cơ thể lan tỏa năng lượng chữa khỏi ",#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
239,Bé Long,"Miệng cười tươi như hoa là vũ khí tuyệt chiêu của bé Long,
Sữa mềm mủm mỉm có thể xóa đi mọi ưu phiền.
Vật May Mắn không phải muốn làm đều được,
Đầu tiên Núm Sữa là không thể thiếu được... Này, cướp của mình cũng không làm được đâu nhé!",,Avatar: Mở khóa hình đại diện.,Hiệu ứng toàn thân: Ánh sáng vàng lấp lánh trôi nổi khắp toàn thân!,,,,
240,Đường Tam,"Không có Võ Hồn phế thải, chỉ có Hồn Sư phế thải !",,Avatar: Mở khóa hình đại diện .,Dấu chân: Nơi đi qua sẽ đề lại dấu chân tia chớp.,#cda5b0a Hành động dành riêng cho Skin Đấu La Đại Lục: thể hiện Võ Hồn!,,,
241,Tiểu Vũ,"Chào bạn, mình tên là Tiểu Vũ, ""Vũ"" có nghĩa là ""múa"".",,"Avatar: Mở khóa hình đại diện  ",Hiệu ứng cơ thể: cánh hoa hồng rơi từ cơ thể!,#cda5b0a Hành động dành riêng cho Skin Đấu La Đại Lục: thể hiện Võ Hồn!,,,
242,"Bỉ Bỉ Đông ","Đối với một người mạnh mẽ, nếu bạn không thể khiến anh ấy đầu hàng, tốt nhất hay để cậu ấy ngủ yên mãi mãi.",,"Avatar: Mở khóa hình đại diện ","Hiệu ứng cơ thể: Lông vũ rơi từ cơ thể ",#cda5b0a Hành động dành riêng cho Skin Đấu La Đại Lục: thể hiện Võ Hồn!,,,
243,"Oscar ","Thiên tài thực sự đã được ban cho vinh quang tối cao ngay từ khi sinh ra, và tôi chỉ dành cả đời để cố gắng đến gần với vinh quang đó.",,"Avatar: Mở khóa hình đại diện ",Dấu chân: Nơi đi qua sẽ đề lại dấu chân lạp xưởng,#cda5b0a Hành động dành riêng cho Skin Đấu La Đại Lục: Phóng Hồn Kỹ!,#cda5b0aChỉ có được ở Gashapon#n,,
244,"Mã Hồng Tuấn ",Người chưa nghe nói trong tổ cỏ cũng có phượng hoàng vàng sao?,"Mở khóa vật phẩm nhận được từ sự kiện ","Avatar: Mở khóa hình đại diện ","Dấu chân: Nơi đi qua sẽ đề lại dấu chân ngọn lửa ",#cda5b0a Hành động dành riêng cho Skin Đấu La Đại Lục: thể hiện Võ Hồn!,,,
245,Ỷ La,"Sắc xuân tươi đẹp treo trên cây, cành vùi mùa đông mong én về. Lên trời vào đất, từ đông sang xuân, bạn có muốn tham gia trải nghiệm nhân gian này không?",,"Avatar: Mở khóa hình đại diện ","Hiệu ứng cơ thể: hoa tử đằng rơi từ cơ thể ",,,,
246,Đới Mộc Bạch,"Ta muốn trở nên mạnh mẽ hơn, đủ mạnh để bảo vệ những người xung quanh ta.",,Avatar: Mở khóa ảnh đại diện,Hiệu ứng: Sét sẽ phát ra trên cơ thể!,#cda5b0aĐộng tác độc quyền của trang phục Đấu La Đại Lục: Hiển thị Võ Hồn! #n,,,
247,Chu Trúc Thanh,"Ta không muốn cuộc đời ta bị người khác quyết định, ta muốn được tự do. Đó là lý do ta muốn trở nên mạnh hơn.",,Avatar: Mở khóa ảnh đại diện,Hiệu ứng: Những đốm ánh sáng màu tím xuất hiện trên cơ thể!,#cda5b0aĐộng tác độc quyền của trang phục Đấu La Đại Lục: Hiển thị Võ Hồn! #n,,,
248,Ninh Vinh Vinh,"Quá khứ đã không cách nào thay đổi, cho dù phải dùng hết cả đời, ta cũng muốn khôi phục lại minh đạo kia!",,Avatar: Mở khóa ảnh đại diện,Hiệu ứng: Những đốm sáng màu xanh lơ lửng trên cơ thể!,#cda5b0aĐộng tác độc quyền của trang phục Đấu La Đại Lục: Hiển thị Võ Hồn! #n,,,
249,@Null@,@Null@,@Null@,,,,,,
250,@Null@,,,,,,,,
251,Mị Ảnh Rừng Mưa Thủy Khê,"Lắng nghe tận đáy lòng, cố chấp trước sự hoàn mỹ
Làm tiêu điểm giữa đám đông, cũng làm Mị Ảnh giữa Rừng Mưa
Từ nơi không nhìn thấy, tại giờ phút này, ta tắm lửa sống lại.",,"Thay đổi ánh sáng: Tạo hình dạng với ánh sáng biến hóa huyền ảo trong map, nhấp vào nút bên trái để xem hướng dẫn.","Ảo Hóa: Khi ánh sáng trong môi trường lớn hơn 9, ảo hóa trở thành hoàng hôn, nhấp vào nút bên trái để xem trước.","Động Tác Độc Quyền: Có nhiều động tác độc quyền trong map, nhấp vào nút bên trái để xem trước các động tác liên quan.",#cda5b0aChỉ nhận được ở Hộp Quà Tinh Huy#n,,
252,Mai Cơ,"Một cô gái tin tưởng rằng công nghệ có thể thay đổi cuộc sống và thực sự thích sáng chế. Thường ngày cô ấy rất hòa đồng và đáng yêu, nhưng có sự nghiêm túc và kiên trì tuyệt đối đối với khoa học, ước mơ lớn nhất là tạo ra đôi cánh cơ khí có thể cho phép con người bay tự do.",,Avatar: Mở khóa ảnh đại diện,Hiệu ứng: Trên cơ thể có những đốm ánh sáng vàng!,,,,
253,Aerobat,"Tính cách nghiêm khắc và nghiêm túc khiến anh chỉ tin tưởng vào lý thuyết nghiêm ngặt và kết quả thực tế có thể kiểm soát được. Sau nhiều lần tính toán và thử nghiệm, Erobai tin chắc rằng máy bay là phương tiện hiệu quả nhất để bay và chế giễu ý tưởng của Mai Cơ.",,Avatar: Mở khóa ảnh đại diện,Hiệu ứng: Trên cơ thể xuất hiện bánh răng!,,,,
254,Theo Đuổi Ước Mơ,"Hãy tắm trên bầu trời và nói chuyện với các vì sao.
Hãy tìm kiếm nền văn minh vĩ đại và khám phá những bí ẩn của vũ trụ.
Có người hỏi, tận thế là gì?
Tôi nghĩ bầu trời đầy sao là một điều kỳ diệu của tạo hóa.",,Hình đại diện: Mở khóa hình đại diện.,Hiệu ứng thân thể: Toàn thân tản ra năng lượng vũ trụ!,,,,
255,Đại bàng bộ lạc Kaka,"Đại bàng bay ngang tấn công bầu trời, quyền trượng vòng tròn lãnh thổ. 
Bảo vệ an nguy của bộ lạc là sứ mệnh vinh dự của tôi!",@Null@,Hình đại diện: Mở khóa hình đại diện.,Hiệu ứng đặc biệt của cơ thể: cơ thể nổi huỳnh quang màu xanh lá cây!,@Null@,@Null@,@Null@,@Null@
256,Bộ Tộc Trưởng Nini,"Nến không tồn tại nếu không có lửa, sáp cũng sẽ không còn nữa. 
Khi khó khăn vây quanh, tham vọng vẫn còn tồn tại? 
Cho dù gió lớn nổi lên, thiếu niên vẫn độc hành tiến bước!",,Hình đại diện: Mở khóa hình đại diện.,Hiệu ứng toàn thân: Trên thân tản khắp ánh sao!,,,,
269,Hoàng Hôn Chạng Vạng Thủy Khê,"Kiếm tìm mùa tuyết vô biên trong mùa hè, nhảy cùng pháo hoa tưng bừng trong mùa đông
Ngập chìm trong tiếng vỗ tay của vạn người, cũng không sợ nhất thời cô đơn lạnh lùng
Phía sau hoàng hôn, là ta, cùng Lạc Hà nhảy múa.",,"Thay Đổi Ánh Sáng: Tạo hình dạng biến hóa huyền ảo với ánh sáng môi trường trong map, nhấp vào nút bên trái để xem hướng dẫn.","Ảo Hóa: Khi ánh sáng trong môi trường nhỏ hơn hoặc bằng 9, ảo hóa thành Mị Ảnh Rừng Mưa, nhấp vào nút bên trái để xem trước.","Động Tác Độc Quyền: Có nhiều động tác độc quyền trong map, nhấp vào nút bên trái để xem trước các động tác liên quan.",#cda5b0aChỉ nhận được ở Hộp Quà Tinh Huy#n,,
270,Tòm,"Lò lửa bùn đỏ cuộn tròn hương thơm, mang theo nhiều loại khói lửa nhân gian. 
Chữa lành cơ thể và tâm trí bằng nguyên liệu thực phẩm, an ủi tâm trạng bằng mùi khói. 
Hương vị kỳ diệu không thể ngưng lại, khiến người ta hét lên: 
Tươi quá, cay quá, bà chủ thêm món!",,Hình đại diện: Mở khóa hình đại diện.,Hiệu ứng cơ thể: Trên cơ thể tán ra các nguyên liệu thực phẩm!,,,,
273,Di Hòa,"Mùi chua nhẹ kích thích đầu lưỡi chồi vị giác, 
Cùi trái cây xanh nuôi dưỡng các hạt ngọt ngào. 
Bạn hỏi tôi rốt cuộc là chua? hay ngọt? 
Tôi nghĩ đó là sự biến hóa khôn lường của thiên nhiên.",,Hình đại diện: Mở khóa hình đại diện Di Hòa,Hiệu ứng toàn thân: Quả Kiwi bay nổi trôi khắp cơ thể!,,,,
274,Hồng Tử,"Gió thu cuốn theo lá vàng rơi, 
Hương thơm phảng phất đầu mũi người đi đường,
Mỗi khi cảnh tượng này xuất hiện, 
Chính là mùa hồng chín đang đến.",,Hình đại diện: Mở khóa hình đại diện.,Hiệu ứng cơ thể: Những lá hồng bay phảng phất trên người!,,,,
276,Tuyết Quần,"Che mặt trắng tinh khôi bay múa, váy theo nhịp điệu nở xòe, 
Hương thơm bay trong rừng, rải rác khắp nơi, 
Tất cả đều là hương vị hạnh phúc.",,Hình đại diện: Mở khóa hình đại diện Tuyết Quần.,Hiệu ứng toàn thân: Trên cơ thể tản ra hoa trắng và lông vũ!,,,,
277,Trúc Sênh,"Dối trá biến thành tai họa, hư ảo bao phủ ngập tràn, 
Nụ cười dưới màn che trắng tinh khôi, âu yếm thân mật, 
Phải chăng có vài phần chân thật, vài phần dưới lớp màn che.",,Hình đại diện: Mở khóa hình đại diện Trúc Sênh.,Hiệu ứng toàn thân: Trên cơ thể tản ra hoa trắng và lông vũ!,,,,
278,Rồng Sao Trời Carper,"Cậu ấy từng là anh hùng diệt rồng, do đã chiến đấu quá lâu với rồng nên đã biến thành rồng và trở thành mình người đầu rồng. Cậu ấy chịu được sự cám dỗ của sức mạnh trong dòng máu rồng và giữ vững được bản chất của mình, nhưng sự thay đổi của cơ thể đó vẫn khiến dân làng sợ hãi. Với cuộc sống mới, Carper bắt đầu tìm kiếmquê hương mới.",,"Hiệu ứng cơ thể: Có thể thực hiện chức năng biến hình trong game, chuyển đổi trạng thái hình dạng!",Hình đại diện: Mở khóa hình đại diện Rồng Sao Trời.,Hiệu ứng toàn thân: Trên người tán ra vô số tinh quang màu tím!,"#cda5b0aBiến hình: Nhấp vào nút biến hình bên trái, có thể biến thành Rồng Sao Trời! #n",#cda5b0aChỉ có được ở Hộp Quà Trúc Mộng#n,
279,Thợ Săn Quỷ Dimon,"Khi hàng trăm quỷ dữ du hành trong đêm Halloween luôn có những linh hồn độc ác chà lẫn vào, ánh sáng dao lóe lên, tất cả các linh hồn độc ác đều bị chém chết dưới lưỡi liềm xanh ngắt. Ngoài tiếng ồn ào khắp nơi, hắn còn canh gác sự yên bình của lễ hội với ánh sáng linh hồn lấp lánh.",,Hình đại diện: Mở khóa hình đại diện Dimon,Hiệu ứng toàn thân: Ngọn lửa Hồn màu xanh dương tán khắp trên người!,,,,
280,Olian,"""Chuông vang vang, Chuông vang vang, Chuông giáo đường ấm cúng...""
Ngân nga những lời bài hát quen thuộc, treo những quả bóng đèn sáng lung linh và ruy băng lên cây thông Noel cao lớn, hãy để Olian thắp sáng ngôi sao lớn nhất trên đỉnh cây nào!",,Avatar: Mở khóa khung hình đại diện skin Olian,Hiệu ứng cơ thể: Các ngôi sao lấp lánh tản ra khắp toàn thân!,,,,
281,Fifi,"Bước chân nhẹ nhàng hơn những bông tuyết rơi trong im lặng, một chuỗi dấu chân hoa Mai hằn in phía sau càng trở nên đáng yêu hơn.
Khoác lên lễ phục được chuẩn bị đặc biệt, dáng vẻ của Fifi khi di chuyển trong tuyết phải thật thanh lịch mới được!","Mở khóa vật phẩm nhận được từ sự kiện ",Avatar: Mở khóa hình đại diện skin Fifi,Dấu chân khi đi: Để lại dấu chân Mèo ở những nơi đi qua.,,,,
282,Tally Trúc Sớm Mai,"Ca sĩ chính của Ban nhạc Rock Điện - Tally Trúc có hai phong cách biểu diễn hoàn toàn khác nhau: Nhẹ nhàng thanh mát như gió nhẹ lay lá trúc, hoặc nồng nhiệt điên cuồng như bóng trúc múa trong cơn mưa bão.  
Chuyện có hai linh hồn trong cùng một cơ thể, điều bí mật này không thể tiết lộ cho bất cứ ai!",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người phát ra lá trúc!,#cda5b0a Đổi Màu: Nhấp vào nút đổi màu ở bên trái để chuyển sang trạng thái Đêm Tàn. #n,,,
283,Tally Trúc Đêm Tàn,"Ca sĩ chính của Ban nhạc Rock Điện - Tally Trúc có hai phong cách biểu diễn hoàn toàn khác nhau: Nhẹ nhàng thanh mát như gió nhẹ lay lá trúc, hoặc nồng nhiệt điên cuồng như bóng trúc múa trong cơn mưa bão.  
Chuyện có hai linh hồn trong cùng một cơ thể, điều bí mật này không thể tiết lộ cho bất cứ ai!",,Avatar: Mở khóa avatar.,Hiệu ứng cơ thể: Trên người phát ra sao mờ!,#cda5b0a Đổi Màu: Nhấp vào nút đổi màu ở bên trái để chuyển sang trạng thái Sớm Mai. #n,,,
284,Hạt Dẻ,"Chú Sóc bé nhỏ dịu dàng và nhút nhát, là một sinh viên chuyên ngành đàn Violon xuất sắc của Học viện Âm nhạc Lá Thu, bình thường hay rất e ngại, nhưng khi chơi đàn Violon dường như toàn bộ cơ thể đều nhấp nháy theo những nốt nhạc vàng kim.",,Avatar: Mở khóa hình đại diện skin Hạt Dẻ,Hiệu ứng toàn thân: toàn thân bay nổi nốt nhạc vàng kim,,,,
285,Đặc Vụ Thỏ Tuyết,"Tinh anh của bộ tộc Thỏ Tuyết, vừa lạnh lùng cũng rất kiêu ngạo. Là thành viên của tổ chức đặc vụ cấp cao Gomanda - ""Đặc Vụ Dã Nhân"". Vũ khí là súng chạy bằng khí Heli do bộ tộc Thỏ Tuyết chế tạo, đeo kính ngắm siêu tốc độ cao và giỏi bắn tỉa đường dài.",,Avatar: Mở khóa khung hình đại diện skin Đặc Vụ Lose.,Dấu chân khi đi: Để lại dấu chân Hoa Tuyết ở những nơi đi qua.,,,,
286,Reina,"Tay trống chính đích thực của ban nhạc Rock điện, tiếng trống dữ dội như gió cuốn mạnh và mưa xối xả là phong cách mà Reina yêu thích.

Còn về tiếng sấm điện quang thỉnh thoảng xuất hiện khi biểu diễn. Có thực sự chỉ là hiệu ứng đặc biệt trên sân khấu không? 

Không cần quan tâm đâu! Sau khi buổi biểu diễn kết thúc hãy cùng nhau đi ăn mì Ramen ngon tuyệt nhé!",,Avatar: Mở khóa khung hình đại diện skin Reina,Hiệu ứng toàn thân: Sẽ phát ra tia chớp điện khắp toàn thân!,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
287,Maria,"""Chuông ngân vang, chuông ngân vang, chuông giáo đường vang vang……""
Hãy nghe lời bài hát quen thuộc rộn ràng vang vọng khắp các con phố và ngõ nhỏ!
Bạn có muốn đến tham gia bữa tiệc giáng sinh của Maria không nào?",,Avatar: Mở khóa hình đại diện skin Maria,Hiệu ứng toàn thân: Trên thân nổi lên các vì sao sáng!,,,,
288,Elise,"Ngày tuyết rơi, đợi chờ hoa sương giá nở rộ
Khi mọi thứ yên ắng, hãy bơi lặn cùng cá heo
Về phép thuật của mùa đông, nói thế nào cũng không hết~",,Avatar: Mở khóa hình đại diện skin Elise,Dấu chân khi đi: Để lại những bông tuyết tinh thể băng những nơi khi đi qua.,#cda5b0a Chỉ có được ở Hộp Quà Trúc Mộng#n,,,
291,Tuyết Tròn Trịa,"Tặng quà trong vui vẻ, háo hực nhận Lì Xì
Bay trong gió không phải là tuyết đâu, là sự bắt đầu của vạn vật đang tới!",,Avatar: Mở khóa hình đại diện skin Tuyết Tròn Trịa,Hiệu ứng toàn thân: Hoa tuyết trôi nổi khắp trên người!,,,,
292,Trúc Tung Tóe,"Kít Kít Két Két~ Búng quả cầu tuyết nào. Bùm bùm đùng đùng~ Đốt một quả pháo thôi
Tiếng nổ không phải là tiếng pháo đâu, mà là cảnh tượng của năm mới đang đến đấy!",,Avatar: Mở khóa khung hình đại diện skin Trúc Tung Tóe,Hiệu ứng toàn thân: Trên thân tán ra Kết Đồng Tâm như ý cát tường!,,,,
