ID,名称,描述,说明
70005,Sudut Orientasi Biologi,Sudut Orientasi%1,
70006,Nama jenis makhluk,Nama jenis untuk%1,
70012,Pasukan makhluk,Pasukan%1,
70013,Menentukan jenis biologi,Jenis%1,
70014,Jenis biologi rawak,Jenis biologi rawak,
70015,Jenis biologi,Jenis biologi%1,
70016,Kumpulan biologi,Kumpulan biologi%1,
70017,Penampilan benda hidup,Penampilan%1,
70018,Kumpulan biologi,Kumpulan biologi%1,
70019,Kumpulan jenis biologi,Kumpulan jenis biologi%1,
70020,Bio,Bio%1,
70021,Nama jenis biologi,Nama jenis untuk%1,
70022,Penerangan Jenis Biologi,Keterangan pemalam untuk%1,
80001,Bilangan organisma dalam biome,Bilangan makhluk dalam%1,
80002,Organisma bernombor yang ditetapkan dalam bioset.,Makhluk bernombor%2 dalam%1,
80003,Organisma rawak dalam biome,Makhluk rawak dalam%1,
80004,Semua makhluk dalam pasukan.,Semua makhluk dalam%1,
80005,Semua hidupan di kawasan itu.,Semua makhluk dalam%1,
80006,Makhluk yang mencetuskan peristiwa,Makhluk yang mencetuskan peristiwa,
80007,Sasaran makhluk semasa kejadian.,Sasaran makhluk semasa kejadian.,
80008,Jenis biologi yang mencetuskan peristiwa,Jenis biologi yang mencetuskan peristiwa,
80009,Jenis organisma sasaran dalam acara,Jenis organisma sasaran dalam acara,
80010,Makhluk terakhir dicipta.,Makhluk terakhir dicipta.,
80011,Jenis biologi terakhir yang dibuat.,Jenis biologi terakhir yang dibuat.,
80012,Makhluk yang menembak objek jatuh.,Makhluk yang menembak objek jatuh.,
90001,Lokasi barang yang jatuh,Kedudukan%1,
90002,Jumlah barang yang jatuh,Nombor%1,
90003,Bilangan item yang ditukar dalam beg galas pemain.,Bilangan item yang ditukar dalam beg galas pemain.,
90004,Nama jenis prop,Nama jenis untuk%1,
90008,Jenis barang yang jatuh,Jenis%1,
90009,Jenis prop,Jenis prop%1,
90012,Kumpulan Jenis Prop,Kumpulan Jenis Prop%1,
90013,Jenis prop rawak,Jenis prop rawak,
90014,Jenis prop dalam acara,Jenis prop dalam acara,
90015,lontaran yang mencetuskan peristiwa,lontaran yang mencetuskan peristiwa,
90016,Barang yang jatuh semasa kejadian.,Barang yang jatuh semasa kejadian.,
90017,Bilangan prop dalam acara,Bilangan prop dalam acara,
90018,Jenis prop terakhir dibuat.,Jenis prop terakhir dibuat.,
90019,Penerangan Jenis Prop,Keterangan pemalam untuk%1,
90020,Sifat-sifat prop,%1 daripada%2,
