ID,名字,描述,获得方式
200070,Patung Rocki Perak,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200071,Patung Rocki Emas,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200072,Patung Frosti Kayu,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200073,Patung Frosti Perak,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200074,Patung Frosti Emas,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200075,Patung Bulli Kayu,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200076,Patung Bulli Perak,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200077,Patung Bulli Emas,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200078,Patung Graviti Kayu,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200079,Patung Graviti Perak,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200080,Patung Graviti Emas,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200081,Patung Pengawal Peri Ais Kayu,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200082,Patung Pengawal Peri Ais Perak,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200083,Patung Pengawal Peri Ais Emas,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200084,Patung Bomoh Orang Liar Frost Kayu,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200085,Patung Bomoh Orang Liar Frost Perak,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200086,Patung Bomoh Orang Liar Frost Emas,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200087,Patung Kapal Lanun Kecil Kayu,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200088,Patung Kapal Lanun Kecil Perak,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200089,Patung Kapal Lanun Kecil Emas,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200090,Patung Kapal Lanun Sederhana Kayu,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200091,Patung Kapal Lanun Sederhana Perak,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200092,Patung Kapal Lanun Sederhana Emas,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200093,Patung Kapal Lanun Besar Kayu,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200094,Patung Kapal Lanun Besar Perak,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200095,Patung Kapal Lanun Besar Emas,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan yang sepadan dalam #c0aba1dPertempuran Liar#n
200096,Patung Quetzalcoatl,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan #c0aba1dmengalahkan Quetzalcoatl#n
200097,Patung Naga Hitam Purba,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan #c0aba1dmengalahkan Naga Hitam Purba#n
200098,Patung Colossus Purba,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan #c0aba1dmengalahkan Colossus Purba#n
200099,Patung Hantu Hampa,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan #c0aba1dmengalahkan Hantu Hampa#n
200100,Patung Trolls Icefall,Bertempur! Ini adalah ganjaran untuk pahlawan yang berani!,Tidak dapat disintesis. Hanya boleh diperoleh dengan menyelesaikan tugasan #c0aba1dmengalahkan Trolls Icefall#n
200101,Timbunan Blok Top,,
200102,Timbunan Blok bottom,,
200103,Timbunan Blok center,,
200104,Timbunan Blok layer,,
200105,Patung Raksasa Bottom,,
200106,Patung Raksasa Pangkalan,,
200107,Patung Raksasa Layer,,
200108,Periuk Batu,"Letakkannya di atas @item_1200#, letakkan makanan dalam periuk batu (maksimum 4). Boleh mencuba gabungan makanan yang berbeza untuk melihat jenis makanan yang boleh dibuat. Jangan lupa tambah bahan api ke @item_1200#",
200109,Periuk Mithril,"Makanan yang dicuba dalam @item_200108# boleh dibuat secara berkelompok melalui resipi dalam Periuk Mithril. Jika anda ingin membuka kunci lebih banyak makanan, gunakan @item_200108# untuk mencuba",
200369,Papan kayu tertutup,"Dengan #c0aba1d kekerasan tinggi#n, ia boleh digunakan untuk mengukuhkan pintu dan tingkap anda!",
200370,Kotak Kayu,Apakah rahsia dalam kotak kayu?,
200371,Cahaya lilin,cahaya lilin memancarkan cahaya samar,"Tidak boleh disintesis, hanya boleh didapati daripada #c0aba1d runtuhan bawah tanah#n"
200375,Bangku Kayu,Bangku kayu yang ringkas,
200376,Meja Kayu,Meja kayu asas yang ringkas,
200377,Sofa Kayu,Sofa kayu asas yang ringkas,
200378,Perapian,"Perapian yang ringkas #r mempunyai fungsi yang sama seperti @item_802#, boleh digunakan untuk melebur bijih peringkat rendah",
200379,Kabinet Kayu,Kabinet ringkas #r#c0aba1ddigunakan selepas diletakkan di atas tanah#n untuk menyimpan barang,
200380,Batang Cendawan Pendarfluor Hampa,"Batang Cendawan Pendarfluor Hampa, Nampak #c0aba1d sangat lembut dan melenting, mungkin boleh digunakan sebagai #c0aba1d trampolin#n?",
200381,Tudung Cendawan Pendarfluor Hampa,"Tudung Cendawan Pendarfluor Hampa, Nampak #c0aba1d sangat lembut dan melenting, mungkin boleh digunakan sebagai #c0aba1d trampolin#n?",
200382,Buah Hampa,"Buah yang mengandungi kuasa Hampa, boleh dilempar #c0aba1d untuk mencipta pusaran air#n. Berhati-hati agar objek terjatuh berdekatan disedut!",
200383,Buah Hampa Terpelihara,"Buah yang mengandungi kuasa hampa, boleh dilempar #c0aba1d untuk mencipta pusaran air#n. Berhati-hati agar objek terjatuh berdekatan disedut!",
200384,Buah Hampa Terpelihara,"Buah yang mengandungi kuasa hampa, boleh dilempar #c0aba1d untuk mencipta pusaran air#n. Berhati-hati agar objek terjatuh berdekatan disedut!",
200385,Buah Hampa Terpelihara,"Buah yang mengandungi kuasa hampa, boleh dilempar #c0aba1d untuk mencipta pusaran air#n. Berhati-hati agar objek terjatuh berdekatan disedut!",
200386,Buah Hampa Terpelihara,"Buah yang mengandungi kuasa hampa, boleh dilempar #c0aba1d untuk mencipta pusaran air#n. Berhati-hati agar objek terjatuh berdekatan disedut!",
200387,Buah Hampa Terpelihara,"Buah yang mengandungi kuasa hampa, boleh dilempar #c0aba1d untuk mencipta pusaran air#n. Berhati-hati agar objek terjatuh berdekatan disedut!",
200388,Buah Hampa Terpelihara,"Buah yang mengandungi kuasa hampa, boleh dilempar #c0aba1d untuk mencipta pusaran air#n. Berhati-hati agar objek terjatuh berdekatan disedut!",
200389,Bom Putaran Hebat Hampa,"Ia memerlukan banyak Buah Hampa untuk membuat satu, #c0aba1d Sukar untuk membayangkan kekuatannya#n, gunakannya dengan berhati-hati!",
200390,Pokok Buah Hampa,Komponen Pokok Buah Hampa,
200391,Daun Pokok Buah Hampa,Komponen Pokok Buah Hampa,
200392,Dahan Pokok Buah Hampa,Komponen Pokok Buah Hampa,
200393,Biji Pokok Buah Hampa,"Biji buah-buahan yang terjejas oleh #c0aba1d Kuasa Hampa#n boleh tumbuh menjadi Pokok Buah Hampa apabila ditanam di dalam lubang, tetapi ia hanya akan matang di #c0aba1d tempat gelap#n",
200394,Biji Bunga Campanula Hampa,"Tiada had untuk pertumbuhan biji Campanula Hampa, tetapi ia hanya akan matang di #c0aba1dtempat gelap#n",
200395,Bunga Campanula Hampa,Bunga Campanula yang dipengaruhi oleh kuasa Hampa akan membunyikan benang sari apabila makhluk melintas berdekatan.,
200396,Biji Cakar Naga Hampa,"Biji Cakar Naga Hampa, tiada had untuk pertumbuhan, tetapi ia hanya akan matang di  #c0aba1dtempat gelap#n",
200397,Cakar Naga Hampa,Cakar Naga Hampa yang terjejas oleh kuasa Hampa akan menyerang makhluk yang tinggal berdekatan untuk masa yang lama.,
200398,Bunga Bintang Hampa,Bunga bintang dipengaruhi oleh kuasa Hampa,
200399,Orkid Hampa,Orkid Hampa dipengaruhi oleh kuasa Hampa,
200400,Bunga Dracaena Hampa,Bunga Dracaena Hampa dipengaruhi oleh kuasa Hampa,
200401,Pokok Dracaena Hampa,Pokok Dracaena Hampa dipengaruhi oleh kuasa Hampa,
200402,Bunga Gondok Hampa,Bunga Gondok Hampa dipengaruhi oleh kuasa Hampa,
200403,Bunga Loceng Kuning Hampa,Bunga Loceng Kuning Hampa dipengaruhi oleh kuasa Hampa,
200404,Agave Hampa,Agave Hampa dipengaruhi oleh kuasa Hampa,
200405,Bunga Kelapa Putih Hampa,Bunga Kelapa Putih Hampa dipengaruhi oleh kuasa Hampa,
200406,Mawar Liar Hampa,Mawar Liar Hampa dipengaruhi oleh kuasa Hampa,
200407,Coltsfoot Hampa,Coltsfoot Hampa dipengaruhi oleh kuasa Hampa,
200408,Bunga Higanbana Hampa,Bunga Higanbana Hampa dipengaruhi oleh kuasa Hampa,
200409,Benih Pokok Buah Hampa,"Boleh digunakan sebagai bahan api, tetapi sangat cepat terbakar",
200410,Dahan Pokok Buah Hampa Tebal,Komponen Pokok Buah Hampa,
200411,Blok Kristal Hampa,Kristal yang dilahirkan dengan kuasa hampa. Klik kanan pada makhluk dan tumbuhan tertentu boleh menyebabkan mereka bermutasi.,
200412,Susu Hampa,"Selepas #c0aba1dmakan#n, ia mungkin dipulihkan kepada HP penuh, atau mungkin di ambang kematian, jadi gunakan dengan berhati-hati!",
200413,Topi Melon Hampa 1,"Melon besar yang terjejas oleh kuasa Hampa mungkin mempunyai #c0aba1d kejutan yang tidak dijangka#n selepas dimusnahkan #r Ia boleh dikumpulkan dengan tepat dan jatuh sendiri, yang boleh dilengkapi pada #c0aba1dkepala#n",
200414,Topi Melon Hampa 2,Melon dijejaskan oleh kuasa hampa. Boleh dilengkapkan pada #c0aba1dkepala#n,
200415,Topi Melon Hampa 3,Melon dijejaskan oleh kuasa hampa. Boleh dilengkapkan pada #c0aba1dkepala#n,
200416,Topi Melon Hampa 4,Melon dijejaskan oleh kuasa hampa. Boleh dilengkapkan pada #c0aba1dkepala#n,
200417,Bunga Hampa,Boleh membuat makanan lanjutandan memberi makan kepada makhluk hampa,
200418,Biji Rebung,"Tanam di @item_100#, @item_101#, @item_104#, @item_116# di tempat yang gelap dan terlindung. @item_226# akan tumbuh selepas satu tempoh masa. Berhati-hati dengan cahaya semasa proses pertumbuhan!",
200419,Biji Perilla,"Tanam di @item_100#, @item_101#, @item_104#, @item_116# di tempat yang gelap dan terlindung. @item_227# akan tumbuh selepas satu tempoh masa. Berhati-hati dengan cahaya semasa proses pertumbuhan!",
200420,Balang Hilang,Balang yang ditinggalkan semasa penerokaan boleh dipecahkan untuk mendapatkan barang yang tercicir sebelum ini...,
200421,Botol Kaca Rama-rama Hampa,"Selepas diletakkan, ia boleh menerangi kawasan kecil di sekelilingnya.",
200422,Daging Binatang Hampa,Daging makhluk hampa boleh digunakan untuk memulihkan tenaga hampa untuk makhluk hampa karnivor.,
200423,Peti Harta Karun Bilik Bunuh Raksasaa,Peti harta karun di bawah tanah,
200424,Peti Harta Karun Bilik Bunuh Raksasaa,Peti harta karun di bawah tanah,
200425,Peti Harta Karun Bilik Bunuh Raksasaa,Peti harta karun di bawah tanah,
200426,Peti Harta Karun Bilik Bunuh Raksasaa,Peti harta karun di bawah tanah,
200427,Peti Harta Karun Bilik Bunuh Raksasaa,Peti harta karun di bawah tanah,
200428,Peti Harta Karun Bilik Perangkap,Peti harta karun di bawah tanah,
300000,,,
390000,Meja,Ia sesuai untuk diletakkan di dalam bilik darjah.,
390001,Kerusi Kelas,Ia sesuai untuk diletakkan di dalam bilik darjah.,
390002,platform.,Ia sesuai untuk diletakkan di dalam bilik darjah.,
390003,Nombor bilik darjah.,Anda boleh menyesuaikan nombor rumah kandungan.,
390004,candelier jalur.,"Selepas diletakkan, anda boleh menerangi kawasan sekeliling.",
390005,Jam,Jam yang bergerak.,
390006,pagar padang sukan,Pagar keselamatan padang permainan.,
390007,pintu bilik darjah,Ia sesuai digunakan di pintu bilik darjah.,
390008,Loker Sekolah,Ia sesuai digunakan di sekolah.,
390009,Palet Lukisan,Papan lukisan yang cantik.,
390010,pasu bunga kecil 1,"Tumbuhan kerdil digunakan untuk tujuan ini, dan tumbuhan boleh dimasukkan ke dalamnya sebagai hiasan.",
390011,pasu bunga kecil 2,"Tumbuhan kerdil digunakan untuk tujuan ini, dan tumbuhan boleh dimasukkan ke dalamnya sebagai hiasan.",
390012,Tingkap kaca bingkai kayu,Tingkap kaca dengan bingkai.,
390013,Jubin geometri terang,Jubin kampus yang cantik.,
390014,Jubin mahkamah warna apricot,Jubin kampus yang cantik.,
390015,Jubin berjalur biru,Jubin kampus yang cantik.,
390016,Simpanan,Jubin kampus yang cantik.,
390017,Jubin berlapis putih tulen,Jubin kampus yang cantik.,
390018,Simpanan,Jubin kampus yang cantik.,
390019,Simpanan,Jubin kampus yang cantik.,
390020,Simpanan,Jubin kampus yang cantik.,
390021,Simpanan,Jubin kampus yang cantik.,
390022,Pintu pagar padang sukan,Sesuai untuk digunakan dalam pagar padang sukan.,
390023,Blok Dakwat Hitam,Jubin kampus yang cantik,
390024,Blok Dakwat Kelabu,Jubin kampus yang cantik,
390025,Batu Bata Dakwat Kelabu,Jubin kampus yang cantik,
390026,Batu Bata Dakwat Putih,Jubin kampus yang cantik,
390027,Blok Kertas Beras,Jubin kampus yang cantik,
525001,525001 ~ 530000 dikhaskan untuk alat peraga luar negara.,Versi permainan terlalu rendah.,
525002,bintang kad tahun baru.,"Satu kad nombor ajaib, kumpulkan empat kad untuk menyertai hadiah utama!",
525003,gula-gula kad tahun baru.,"Satu kad nombor ajaib, kumpulkan empat kad untuk menyertai hadiah utama!",
525004,Pusingan Kad Tahun Baru,"Satu kad nombor ajaib, kumpulkan empat kad untuk menyertai hadiah utama!",
525005,Kad Tahun Baru,"Satu kad nombor ajaib, kumpulkan empat kad untuk menyertai hadiah utama!",
525006,Baucar Pertukaran Tahun Baru,Kad yang berkilat boleh ditebus untuk watak dan pakaian yang anda sukai!,
525007,Tiket cabutan bertuah tahun baru.,"Kad berkilat, anda boleh mengeluarkan kad dan kad Tahun Baru!",
525008,Terima kasih atas penyertaan anda.,Terima kasih kerana mengambil bahagian dalam aktiviti pencahayaan 2022 untuk memenangi hadiah utama.,
525009,Telur Bertuah Mini,Tebus ganjaran dalam acara,
525010,Sakura Mini,Tebus ganjaran dalam acara,
525011,Pistol Air Mini,Tebus ganjaran dalam acara,
525012,Lampu Ramadan Mini,Tebus ganjaran dalam acara,
525013,Teratai Mini,Tebus ganjaran dalam acara,
525014,Teh Susu Mini,Tebus ganjaran dalam acara,
525015,Bunga Merah Mini,Tebus ganjaran dalam acara,
525016,Wayang Mini,Tebus ganjaran dalam acara,
525017,Guayaba Mini,Tebus ganjaran dalam acara,
525018,Kelapa Mini,Tebus ganjaran dalam acara,
525019,Ketupat Mini,Tebus ganjaran dalam acara,
525020,Mercu Tanda Mini,Tebus ganjaran dalam acara,
525021,Selipar Biru Putih Mini,Tebus ganjaran dalam acara,
525022,Manggis Mini,Tebus ganjaran dalam acara,
525023,Gajah Mini,Tebus ganjaran dalam acara,
525024,Topi Buluh Mini,Tebus ganjaran dalam acara,
525025,Bola Coklat Mini,Tebus ganjaran dalam acara,
525026,Agave Mini,Tebus ganjaran dalam acara,
525027,Bunga Api Mini,Tebus ganjaran dalam acara,
525028,Beg Mini,Tebus ganjaran dalam acara,
525029,Tapir Melayu Mini,Tebus ganjaran dalam acara,
525030,Kucing Mini,Tebus ganjaran dalam acara,
525031,Sushi Mini,Tebus ganjaran dalam acara,
525032,Tarian Singa Mini,Tebus ganjaran dalam acara,
525033,Bola Sepak Mini,Tebus ganjaran dalam acara,
525034,Selipar Mini,Tebus ganjaran dalam acara,
525035,Lidi Kelapa Mini,Tebus ganjaran dalam acara,
525036,Taco Mini,Tebus ganjaran dalam acara,
525037,Durian Mini,Tebus ganjaran dalam acara,
525038,Lembu Mini,Tebus ganjaran dalam acara,
525039,Plum Bosom Mini,Tebus ganjaran dalam acara,
525040,Loceng Krismas Mini,Tebus ganjaran dalam acara,
525041,Zongzi CNY Mini,Tebus ganjaran dalam acara,
525042,Labu Halloween Mini,Tebus ganjaran dalam acara,
525043,Poeny Mini,Tebus ganjaran dalam acara,
525044,Tanglung Mini,Tebus ganjaran dalam acara,
525045,Badut Mini,Tebus ganjaran dalam acara,
525046,Gula-gula Mini,Tebus ganjaran dalam acara,
525047,Papan Luncur Mini,Tebus ganjaran dalam acara,
525048,Harta Karun Mini,Tebus ganjaran dalam acara,
525049,Beg Bertuah Mini,Tebus ganjaran dalam acara,
525050,Piala Dunia,Tebus ganjaran dalam acara,
525051,Loceng,Tebus ganjaran dalam acara,
525052,Bulan Suci,Tebus ganjaran dalam acara,
525053,Mikrofon Mini,Tebus ganjaran dalam acara,
525054,Kilat Mini,Tebus ganjaran dalam acara,
525055,Blok Celesthium,Tebus ganjaran dalam acara,
525056,Gula-gula Susu Pekat,Tebus ganjaran di dalam acara,
525057,Nanas Higanbana,Tebus ganjaran di dalam acara,
525058,Alat Muat Semula Dalam Kedai Misra,Guna dalam kedai penebusan Misra,
525059,Baucar BP,Tebus ganjaran di dalam acara,
525060,Fragmen Martini,Buka kunci pakaian-Martini. Lihat di #cfa7a0fKedai -Pakaian#n. Cara dapat: Dapat dari acara,
525061,Fragmen Eden,Buka kunci pakaian- Eden. Lihat di #cfa7a0fKedai -Pakaian#n. Cara dapat: Dapat dari acara,
525062,Kepingan 1-1,Tebus ganjaran di dalam acara,
525063,Kepingan 1-2,Tebus ganjaran di dalam acara,
525064,Kepingan 1-3,Tebus ganjaran di dalam acara,
525065,Kepingan 1-4,Tebus ganjaran di dalam acara,
525066,Kepingan 2-1,Tebus ganjaran di dalam acara,
525067,Kepingan 2-2,Tebus ganjaran di dalam acara,
525068,Kepingan 2-3,Tebus ganjaran di dalam acara,
525069,Kepingan 2-4,Tebus ganjaran di dalam acara,
525070,Kepingan 3-1,Tebus ganjaran di dalam acara,
525071,Kepingan 3-2,Tebus ganjaran di dalam acara,
525072,Kepingan 3-3,Tebus ganjaran di dalam acara,
525073,Kepingan 3-4,Tebus ganjaran di dalam acara,
525074,Kepingan 4-1,Tebus ganjaran di dalam acara,
525075,Kepingan 4-2,Tebus ganjaran di dalam acara,
525076,Kepingan 4-3,Tebus ganjaran di dalam acara,
525077,Kepingan 4-4,Tebus ganjaran di dalam acara,
525078,Manusia Salji Mini,Digunakan untuk menebus ganjaran dalam acara,
525079,Kristal Ais Mini,Digunakan untuk menebus ganjaran dalam acara,
525080,Fragmen Valentine,Buka kunci Valentine. Semak di #cfa7a0fKedai -Pakaian#n. Cara dapat: Dapat dari acara,
525081,Serpihan berlian,Ganjaran boleh ditukarkan semasa operasi.,
525082,Loceng mini,Ganjaran boleh ditukarkan semasa operasi.,
525083,Tembikai Kosong,Tukar ganjaran di acara.,
525084,Kristal Mimpi Ngeri,Tukar ganjaran di acara.,
525085,peti harta karun mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525086,kerang mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525087,ais kiub mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525088,pedang mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525089,buah mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525090,tukul mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525091,aiskrim mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525092,konsol permainan mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525093,susu mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525094,kunci mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525095,kek mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525096,tongkat ajaib mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525097,mini sampul merah,Ganjaran boleh ditebus semasa aktiviti operasi,
525098,stoking mini krismas,Ganjaran boleh ditebus semasa aktiviti operasi,
525099,tanglung langit mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525100,bom mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525101,kentang goreng mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525102,roket mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525103,kristal mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525104,Kuarza Hijau Mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525105,belon mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525106,mini lolipop,Ganjaran boleh ditebus semasa aktiviti operasi,
525107,senapang mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525108,botol ais mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525109,jus mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525110,arnab mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525111,ceri mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525112,bintang mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525113,telur emas mini,Ganjaran boleh ditebus semasa aktiviti operasi,
525114,burung hantu mini,Ganjaran boleh ditebus semasa aktiviti operasi,
530000,525001 ~ 530000 dikhaskan untuk alat peraga luar negara.,Versi permainan terlalu rendah.,
540000,,,
540001,Kapak Tembaga + Kapak Tembaga,Alat penebangan dwipegang untuk menebang pokok dengan lebih cepat.,Gunakan @item_150029##n untuk mendapatkan
540002,Kapak Tembaga + Kapak Batu,Alat penebangan dwipegang untuk menebang pokok dengan lebih cepat.,Gunakan @item_150029##n untuk mendapatkan
540003,Kapak Tembaga + Batang Kayu,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540004,Kapak Tembaga + Tukul Chikuchiku Bangbang,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540005,Kapak Tembaga + Batang Beku,"#c0aba1d Caj#n untuk mengejutkan makhluk di hadapan anda. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540006,Kapak Tembaga + Tukul Titanium,"#c0aba1d Caj#n untuk menghempas tanah dengan kuat, menghalau makhluk berdekatan dan memberikan kerosakan yang besar. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540007,Kapak Tembaga + Pedang Batu,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540008,Kapak Tembaga + Pedang Pendek,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540009,Kapak Tembaga + Penuai,"#c0aba1d Selepas caj#n, boleh melepaskan serangan tebas, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540010,Kapak Tembaga + Pedang Tenaga,"#c0aba1d Selepas caj#n, boleh bergerak ke hadapan serta-merta untuk jarak tertentu, menyebabkan kerosakan pada makhluk sekeliling. Jika terkena bongkah kayu, ia akan hancur.",Gunakan @item_150029##n untuk mendapatkan
540011,Kapak Tembaga + Lembing Batu,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540012,Kapak Tembaga + Lembing Tembaga,"#c0aba1d selepas dicas#n, boleh dilempar. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
540013,Kapak Tembaga + Lembing Tenaga,"#c0aba1dCaj#n dan kemudian lemparkannya untuk menembusi berbilang musuh. Jika terkena bongkah kayu, ia akan hancur. #rIa boleh digunakan semula selepas diambil.",Gunakan @item_150029##n untuk mendapatkan
