ID,名字,描述,获得方式
540350,Bastón congelante + Escudo de bronce,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540351,Bastón congelante + Escudo de titanio,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540352,Martillo de guerra de titanio + Palo,"#c0aba1dCárgalo#n para golpear el suelo con gran fuerza, alejando a las criaturas cercanas e infligiendo un daño masivo.",Usa @item_150029##n para obtenerla.
540353,Martillo de guerra de titanio + Martillo chikuchiku,"#c0aba1dCárgalo#n para golpear el suelo con gran fuerza, alejando a las criaturas cercanas e infligiendo un daño masivo.",Usa @item_150029##n para obtenerla.
540354,Martillo de guerra de titanio + Bastón congelante,"#c0aba1dCárgalo#n para golpear el suelo con gran fuerza, alejando a las criaturas cercanas e infligiendo un daño masivo.",Usa @item_150029##n para obtenerla.
540355,Martillo de guerra de titanio + Martillo de guerra de titanio,"#c0aba1dCárgalo#n para golpear el suelo con gran fuerza, alejando a las criaturas cercanas e infligiendo un daño masivo.",Usa @item_150029##n para obtenerla.
540356,Martillo de guerra de titanio + Espada de piedra,"#c0aba1dCarga#n para realizar un ataque de corte y golpear el suelo, aturdiendo a las criaturas afectadas por el golpe.",Usa @item_150029##n para obtenerla.
540357,Martillo de guerra de titanio + Daga,"#c0aba1dCarga#n para realizar un ataque de corte y golpear el suelo, aturdiendo a las criaturas afectadas por el golpe.",Usa @item_150029##n para obtenerla.
540358,Martillo de guerra de titanio + Segador,"#c0aba1dCarga#n para realizar un ataque de corte y golpear el suelo, aturdiendo a las criaturas afectadas por el golpe.",Usa @item_150029##n para obtenerla.
540359,Martillo de guerra de titanio + Espada de energía,"#c0aba1dCarga#n para moverte instantáneamente hacia adelante y golpear el suelo con la fuerza de la hoja, aturdiendo a las criaturas afectadas por el golpe.",Usa @item_150029##n para obtenerla.
540360,Martillo de guerra de titanio + Escudo de cáscara de escorpión,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540361,Martillo de guerra de titanio + Escorpión escudo de picadura,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540362,Martillo de guerra de titanio + Escudo de madera,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540363,Martillo de guerra de titanio + Escudo de bronce,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540364,Martillo de guerra de titanio + Escudo de titanio,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540365,Espada de piedra + Espada de piedra,Espadas dobles #c0aba1dCárgala#n para realizar dos ataques de corte que daña a las criaturas cercanas.,Usa @item_150029##n para obtenerla.
540366,Espada de piedra + Escudo de cáscara de escorpión,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540367,Espada de piedra + Escorpión escudo de picadura,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540368,Espada de piedra + Escudo de madera,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540369,Espada de piedra + Escudo de bronce,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540370,Espada de piedra + Escudo de titanio,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540371,Daga + Espada de piedra,Espadas dobles #c0aba1dCárgala#n para realizar dos ataques de corte que daña a las criaturas cercanas.,Usa @item_150029##n para obtenerla.
540372,Daga + Daga,Espadas dobles #c0aba1dCárgala#n para realizar dos ataques de corte que daña a las criaturas cercanas.,Usa @item_150029##n para obtenerla.
540373,Daga + Escudo de cáscara de escorpión,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540374,Daga + Escorpión escudo de picadura,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540375,Daga + Escudo de madera,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540376,Daga + Escudo de bronce,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540377,Daga + Escudo de titanio,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540378,Segador + Espada de piedra,Espadas dobles #c0aba1dCárgala#n para realizar dos ataques de corte que daña a las criaturas cercanas.,Usa @item_150029##n para obtenerla.
540379,Segador + Daga,Espadas dobles #c0aba1dCárgala#n para realizar dos ataques de corte que daña a las criaturas cercanas.,Usa @item_150029##n para obtenerla.
540380,Segador + Segador,Espadas dobles #c0aba1dCárgala#n para realizar dos ataques de corte que daña a las criaturas cercanas.,Usa @item_150029##n para obtenerla.
540381,Segador + Escudo de cáscara de escorpión,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540382,Segador + Escorpión escudo de picadura,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540383,Segador + Escudo de madera,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540384,Segador + Escudo de bronce,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540385,Segador + Escudo de titanio,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540386,Espada de energía + Espada de piedra,Espadas dobles #c0aba1dCárgala#n para realizar dos ataques de corte que daña a las criaturas cercanas.,Usa @item_150029##n para obtenerla.
540387,Espada de energía + Daga,Espadas dobles #c0aba1dCárgala#n para moverte instantáneamente hacia adelante por una cierta distancia y dañar a los enemigos al contacto.,Usa @item_150029##n para obtenerla.
540388,Espada de energía + Segador,Espadas dobles #c0aba1dCárgala#n para moverte instantáneamente hacia adelante por una cierta distancia y dañar a los enemigos al contacto.,Usa @item_150029##n para obtenerla.
540389,Espada de energía + Espada de energía,Espadas dobles #c0aba1dCárgala#n para moverte instantáneamente hacia adelante por una cierta distancia y dañar a los enemigos al contacto.,Usa @item_150029##n para obtenerla.
540390,Espada de energía + Escudo de cáscara de escorpión,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540391,Espada de energía + Escorpión escudo de picadura,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540392,Espada de energía + Escudo de madera,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540393,Espada de energía + Escudo de bronce,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540394,Espada de energía + Escudo de titanio,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540395,Lanza de piedra + Palo,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540396,Lanza de piedra + Martillo chikuchiku,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540397,Lanza de piedra + Bastón congelante,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540398,Lanza de piedra + Martillo de guerra de titanio,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540399,Lanza de piedra + Espada de piedra,#c0aba1dCárgala#n para lanzarla. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540400,Lanza de piedra + Daga,#c0aba1dCárgala#n para lanzarla. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540401,Lanza de piedra + Segador,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540402,Lanza de piedra + Espada de energía,#c0aba1dCárgala#n para lanzarla. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540403,Lanza de piedra + Lanza de piedra,#c0aba1dCárgala#n para lanzarla.#r Recógela para usarla repetidamente.,Usa @item_150029##n para obtenerla.
540404,Lanza de piedra + Escudo de cáscara de escorpión,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540405,Lanza de piedra + Escorpión escudo de picadura,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540406,Lanza de piedra + Escudo de madera,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540407,Lanza de piedra + Escudo de bronce,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540408,Lanza de piedra + Escudo de titanio,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540409,Lanza de bronce + Palo,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540410,Lanza de bronce + Martillo chikuchiku,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540411,Lanza de bronce + Bastón congelante,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540412,Lanza de bronce + Martillo de guerra de titanio,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540413,Lanza de bronce + Espada de piedra,#c0aba1dCárgala#n para lanzarla. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540414,Lanza de bronce + Daga,#c0aba1dCárgala#n para lanzarla. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540415,Lanza de bronce + Segador,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540416,Lanza de bronce + Espada de energía,#c0aba1dCárgala#n para lanzarla. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540417,Lanza de bronce + Lanza de piedra,#c0aba1dCárgala#n para lanzarla.#r Recógela para usarla repetidamente.,Usa @item_150029##n para obtenerla.
540418,Lanza de bronce + Lanza de bronce,#c0aba1dCárgala#n para lanzarla.#r Recógela para usarla repetidamente.,Usa @item_150029##n para obtenerla.
540419,Lanza de bronce + Arpón del diablo,#c0aba1dCárgala#n para lanzarla.#r Recógela para usarla repetidamente.,Usa @item_150029##n para obtenerla.
540420,Lanza de bronce + Escudo de cáscara de escorpión,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540421,Lanza de bronce + Escorpión escudo de picadura,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540422,Lanza de bronce + Escudo de madera,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540423,Lanza de bronce + Escudo de bronce,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540424,Lanza de bronce + Escudo de titanio,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540425,Lanza de energía + Palo,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.",Usa @item_150029##n para obtenerla.
540426,Lanza de energía + Martillo chikuchiku,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.",Usa @item_150029##n para obtenerla.
540427,Lanza de energía + Bastón congelante,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.",Usa @item_150029##n para obtenerla.
540428,Lanza de energía + Martillo de guerra de titanio,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.",Usa @item_150029##n para obtenerla.
540429,Lanza de energía + Espada de piedra,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.",Usa @item_150029##n para obtenerla.
540430,Lanza de energía + Daga,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.",Usa @item_150029##n para obtenerla.
540431,Lanza de energía + Segador,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.",Usa @item_150029##n para obtenerla.
540432,Lanza de energía + Espada de energía,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.",Usa @item_150029##n para obtenerla.
540433,Lanza de energía + Lanza de piedra,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos.#r Recógela para usarla repetidamente.",Usa @item_150029##n para obtenerla.
540434,Lanza de energía + Lanza de bronce,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos.#r Recógela para usarla repetidamente.",Usa @item_150029##n para obtenerla.
540435,Lanza de energía + Lanza de energía,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos.#r Recógela para usarla repetidamente.",Usa @item_150029##n para obtenerla.
540436,Lanza de energía + Arpón del diablo,"#c0aba1dCárgala#n para lanzarla a los enemigos, permitiendo que penetre en múltiples objetivos.#r Recógela para usarla repetidamente.",Usa @item_150029##n para obtenerla.
540437,Lanza de energía + Escudo de cáscara de escorpión,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540438,Lanza de energía + Escorpión escudo de picadura,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540439,Lanza de energía + Escudo de madera,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540440,Lanza de energía + Escudos de bronce,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540441,Lanza de energía + Escudo de titanio,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540442,Arpón del diablo + Palo,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540443,Arpón del diablo + Martillo chikuchiku,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540444,Arpón del diablo + Bastón congelante,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540445,Arpón del diablo + Martillo de guerra de titanio,#c0aba1dCárgala#n para lanzarla. Las criaturas golpeadas sufrirán daños y quedarán aturdidas.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540446,Arpón del diablo + Espada de piedra,#c0aba1dCárgala#n para lanzarla. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540447,Arpón del diablo + Daga,#c0aba1dCárgala#n para lanzarla. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540448,Arpón del diablo + Segador,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540449,Arpón del diablo + Espada de energía,#c0aba1dCárgala#n para lanzarla. Crea una fuerza de corte en el lugar de aterrizaje.#r Recógelo para usarlo repetidamente.,Usa @item_150029##n para obtenerla.
540450,Arpón del diablo + Lanza de piedra,#c0aba1dCárgala#n para lanzarla.#r Recógela para usarla repetidamente.,Usa @item_150029##n para obtenerla.
540451,Arpón del diablo + Arpón del diablo,#c0aba1dCárgala#n para lanzarla.#r Recógela para usarla repetidamente.,Usa @item_150029##n para obtenerla.
540452,Arpón del diablo + Escudo de cáscara de escorpión,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540453,Arpón del diablo + Escorpión escudo de picadura,"#c0aba1dCárgalo#n para activar el estado defensivo e infligir el estado envenenado a tu oponente. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
540454,Arpón del diablo + Escudo de madera,"#c0aba1dCárgalo#n para activar el estado defensivo. Usa el escudo en el momento preciso para derrotar a los monstruos sin recibir daño. #rTen en cuenta que agotar tu #c0aba1dResiliencia#n a cero resultará en fatiga. Para restaurar tu Resiliencia, deja de empuñar el escudo.",Usa @item_150029##n para obtenerla.
