ID,名字,描述,获得方式
68558,Uova per animali domestici - Ball Leopard,Prendi un animale domestico dopo l'uso - Ball Leopard,
68559,Uova per animali domestici - Ball Leopard,Prendi un animale domestico dopo l'uso - Ball Leopard,
68560,Pet Eggs - Palla Leopardo Principe,Prendi un animale domestico dopo l'uso - Ball Leopard Prince,
68561,Uova di animali domestici - piccola schiuma,Prendi l'animale domestico dopo l'uso - piccola schiuma,
68562,Uova di animali domestici - piccola schiuma,Prendi l'animale domestico dopo l'uso - piccola schiuma,
68563,Uova di animali domestici - piccola schiuma,Prendi l'animale domestico dopo l'uso - piccola schiuma,
68564,Uova di animali domestici - piccola schiuma,Prendi l'animale domestico dopo l'uso - piccola schiuma,
68565,Uova di animali domestici - microspore,Ottenuto animale domestico dopo l'uso - microspore,
68566,Uova di animali domestici - microspore,Ottenuto animale domestico dopo l'uso - microspore,
68567,Uova di animali domestici - microspore,Ottenuto animale domestico dopo l'uso - microspore,
68568,Uova di animali domestici - microspore,Ottenuto animale domestico dopo l'uso - microspore,
68569,Uova di animali domestici - ciottoli,Prendi un animale domestico dopo l'uso - Pebble,
68570,Uova di animali domestici - ciottoli,Prendi un animale domestico dopo l'uso - Pebble,
68571,Uova di animali domestici - ciottoli,Prendi un animale domestico dopo l'uso - Pebble,
68572,Uova di animali domestici - ciottoli,Prendi un animale domestico dopo l'uso - Pebble,
68573,Uova di animali domestici - Little Mars,Prendi un animale domestico dopo l'uso - Little Mars,
68574,Uova di animali domestici - Little Mars,Prendi un animale domestico dopo l'uso - Little Mars,
68575,Uova di animali domestici - Little Mars,Prendi un animale domestico dopo l'uso - Little Mars,
68576,Uova di animali domestici - Little Mars,Prendi un animale domestico dopo l'uso - Little Mars,
68577,Uova di animali domestici - Piccoli ramoscelli,Prendi un animale domestico dopo l'uso - piccolo girino,
68578,Uova di animali domestici - Piccoli ramoscelli,Prendi un animale domestico dopo l'uso - piccolo girino,
68579,Uova di animali domestici - Piccoli ramoscelli,Prendi un animale domestico dopo l'uso - piccolo girino,
68580,Uova di animali domestici - Piccoli ramoscelli,Prendi un animale domestico dopo l'uso - piccolo girino,
68581,Uova per animali domestici - Piccolo coniglio,Prendi un animale domestico dopo l'uso - Little Rabbit,
68582,Uova per animali domestici - Piccolo coniglio,Prendi un animale domestico dopo l'uso - Little Rabbit,
68583,Uova per animali domestici - Piccolo coniglio,Prendi un animale domestico dopo l'uso - Little Rabbit,
68584,Uova per animali domestici - Piccolo coniglio,Prendi un animale domestico dopo l'uso - Little Rabbit,
68585,Uova per animali domestici - Mini Wang,Prendi un animale domestico dopo l'uso - Mini Wang,
68586,Uova per animali domestici - Mini Wang,Prendi un animale domestico dopo l'uso - Mini Wang,
68587,Uova per animali domestici - Mini Wang,Prendi un animale domestico dopo l'uso - Mini Wang,
68588,Uova per animali domestici - Mini Wang,Prendi un animale domestico dopo l'uso - Mini Wang,
68589,Uova di animali domestici - Uova di drago,Prendi l'animale domestico dopo l'uso - uovo di drago,
68590,Uova di animali domestici - Uova di drago,Prendi l'animale domestico dopo l'uso - uovo di drago,
68591,Uova di animali domestici - Uova di drago,Prendi l'animale domestico dopo l'uso - uovo di drago,
68592,Uova di animali domestici - Uova di drago,Prendi l'animale domestico dopo l'uso - uovo di drago,
68593,Uova di animali domestici - Piccolo pappagallo,Prendi un animale domestico dopo l'uso - pappagallo bambino,
68594,Uova di animali domestici - Piccolo pappagallo,Prendi un animale domestico dopo l'uso - pappagallo bambino,
68595,Uova di animali domestici - Piccolo pappagallo,Prendi un animale domestico dopo l'uso - pappagallo bambino,
68596,Uova di animali domestici - Piccolo pappagallo,Prendi un animale domestico dopo l'uso - pappagallo bambino,
68597,Pet Egg - Piccola palla di spirito,Prendi un animale domestico dopo l'uso - Small Spirit Ball,
68598,Pet Egg - Piccola palla di spirito,Prendi un animale domestico dopo l'uso - Small Spirit Ball,
68599,Pet Egg - Piccola palla di spirito,Prendi un animale domestico dopo l'uso - Small Spirit Ball,
68600,Pet Egg - Piccola palla di spirito,Prendi un animale domestico dopo l'uso - Small Spirit Ball,
68601,Uova di animali domestici - Piccolo gatto nero,Prendi un animale domestico dopo l'uso - Little Black Cat,
68602,Uova di animali domestici - Piccolo gatto nero,Prendi un animale domestico dopo l'uso - Little Black Cat,
68603,Uova di animali domestici - Piccolo gatto nero,Prendi un animale domestico dopo l'uso - Little Black Cat,
68604,Uova di animali domestici - Piccolo gatto nero,Prendi un animale domestico dopo l'uso - Little Black Cat,
68605,Uova per animali domestici - Piccola palla leopardata,Prendi un animale domestico dopo l'uso - Little Ball Leopard,
68606,Uova per animali domestici - Piccola palla leopardata,Prendi un animale domestico dopo l'uso - Little Ball Leopard,
68607,Uova per animali domestici - Piccola palla leopardata,Prendi un animale domestico dopo l'uso - Little Ball Leopard,
68608,Uova per animali domestici - Piccola palla leopardata,Prendi un animale domestico dopo l'uso - Little Ball Leopard,
68609,Uova di animali domestici - Piccolo macaco,Prendi un animale domestico dopo l'uso - piccolo macaco,
68610,Uova di animali domestici - Piccolo macaco,Prendi un animale domestico dopo l'uso - piccolo macaco,
68611,Uova di animali domestici - Piccolo macaco,Prendi un animale domestico dopo l'uso - piccolo macaco,
68612,Uova di animali domestici - Piccolo macaco,Prendi un animale domestico dopo l'uso - piccolo macaco,
68613,Uova per animali domestici - Piccolo pavone,Prendi un animale domestico dopo l'uso - Little Peacock,
68614,Uova per animali domestici - Piccolo pavone,Prendi un animale domestico dopo l'uso - Little Peacock,
68615,Uova per animali domestici - Piccolo pavone,Prendi un animale domestico dopo l'uso - Little Peacock,
68616,Uova per animali domestici - Piccolo pavone,Prendi un animale domestico dopo l'uso - Little Peacock,
68617,Uova di animali domestici - grano,Prendi l'animale domestico dopo l'uso - grano,
68618,Uova di animali domestici - grano,Prendi l'animale domestico dopo l'uso - grano,
68619,Uova di animali domestici - grano,Prendi l'animale domestico dopo l'uso - grano,
68620,Uova di animali domestici - grano,Prendi l'animale domestico dopo l'uso - grano,
68621,Uova per animali domestici - piccoli rotoli,Prendi un animale domestico dopo l'uso - piccolo rotolo,
68622,Uova per animali domestici - piccoli rotoli,Prendi un animale domestico dopo l'uso - piccolo rotolo,
68623,Uova per animali domestici - piccoli rotoli,Prendi un animale domestico dopo l'uso - piccolo rotolo,
68624,Uova per animali domestici - piccoli rotoli,Prendi un animale domestico dopo l'uso - piccolo rotolo,
68625,Uova di animali domestici - arachidi,Prendi l'animale domestico dopo l'uso - arachidi,
68626,Uova di animali domestici - arachidi,Prendi l'animale domestico dopo l'uso - arachidi,
68627,Uova di animali domestici - arachidi,Prendi l'animale domestico dopo l'uso - arachidi,
68628,Uova di animali domestici - arachidi,Prendi l'animale domestico dopo l'uso - arachidi,
68629,Uova per animali domestici - Love Baby,Prendi un animale domestico dopo l'uso - Love Baby,
68630,Uova per animali domestici - Love Baby,Prendi un animale domestico dopo l'uso - Love Baby,
68631,Uova per animali domestici - Love Baby,Prendi un animale domestico dopo l'uso - Love Baby,
68632,Uova per animali domestici - Love Baby,Prendi un animale domestico dopo l'uso - Love Baby,
68633,Uova di animali domestici - Little Chuang Meow,Prendi un animale domestico dopo l'uso - Xiaochuang Meow,
68634,Uova di animali domestici - Little Chuang Meow,Prendi un animale domestico dopo l'uso - Xiaochuang Meow,
68635,Uova di animali domestici - Little Chuang Meow,Prendi un animale domestico dopo l'uso - Xiaochuang Meow,
68636,Uova di animali domestici - Little Chuang Meow,Prendi un animale domestico dopo l'uso - Xiaochuang Meow,
68637,Pet Egg - Flash Moon Light,Prendi un animale domestico dopo l'uso - Flash Moon Light,
68638,Pet Egg - Flash Moon Light,Prendi un animale domestico dopo l'uso - Flash Moon Light,
68639,Pet Egg - Flash Moon Light,Prendi un animale domestico dopo l'uso - Flash Moon Light,
68640,Pet Egg - Flash Moon Light,Prendi un animale domestico dopo l'uso - Flash Moon Light,
68641,Uova per animali domestici - Little Cool Boy,Prendi un animale domestico dopo l'uso - Little Cool Boy,
68642,Uova per animali domestici - Little Cool Boy,Prendi un animale domestico dopo l'uso - Little Cool Boy,
68643,Uova per animali domestici - Little Cool Boy,Prendi un animale domestico dopo l'uso - Little Cool Boy,
68644,Uova per animali domestici - Little Cool Boy,Prendi un animale domestico dopo l'uso - Little Cool Boy,
68645,Uova di animali domestici - Piccolo Baatuan,Prendi un animale domestico dopo l'uso - Xiaoba Tuan,
68646,Uova di animali domestici - Piccolo Baatuan,Prendi un animale domestico dopo l'uso - Xiaoba Tuan,
68647,Uova di animali domestici - Piccolo Baatuan,Prendi un animale domestico dopo l'uso - Xiaoba Tuan,
68648,Uova di animali domestici - Piccolo Baatuan,Prendi un animale domestico dopo l'uso - Xiaoba Tuan,
68649,Uova di animali domestici - ronzio,Prendi un animale domestico dopo l'uso - Buzz Buzz,
68650,Uova di animali domestici - ronzio,Prendi un animale domestico dopo l'uso - Buzz Buzz,
68651,Uova di animali domestici - ronzio,Prendi un animale domestico dopo l'uso - Buzz Buzz,
68652,Uova di animali domestici - ronzio,Prendi un animale domestico dopo l'uso - Buzz Buzz,
68653,Uova di animali domestici - Borsa fortunata,Prendi un animale domestico dopo l'uso - Lucky Purse,
68654,Uova di animali domestici - Borsa fortunata,Prendi un animale domestico dopo l'uso - Lucky Purse,
68655,Uova di animali domestici - Borsa fortunata,Prendi un animale domestico dopo l'uso - Lucky Purse,
68656,Uova di animali domestici - Borsa fortunata,Prendi un animale domestico dopo l'uso - Lucky Purse,
68657,Uova di animali domestici - Sweetheart Lop,Prendi un animale domestico dopo l'uso - Sweetheart Lop,
68658,Uova di animali domestici - Sweetheart Lop,Prendi un animale domestico dopo l'uso - Sweetheart Lop,
68659,Uova di animali domestici - Sweetheart Lop,Prendi un animale domestico dopo l'uso - Sweetheart Lop,
68660,Uova di animali domestici - Sweetheart Lop,Prendi un animale domestico dopo l'uso - Sweetheart Lop,
68661,Pet Egg - Piccolo lupo d'argento,Prendi un animale domestico dopo l'uso - Little Silver Wolf,
68662,Pet Egg - Piccolo lupo d'argento,Prendi un animale domestico dopo l'uso - Little Silver Wolf,
68663,Pet Egg - Piccolo lupo d'argento,Prendi un animale domestico dopo l'uso - Little Silver Wolf,
68664,Pet Egg - Piccolo lupo d'argento,Prendi un animale domestico dopo l'uso - Little Silver Wolf,
68665,Pet Egg - L'orso non si sveglia,Prendi l'animale domestico dopo l'uso: l'orso non si sveglia,
68666,Pet Egg - L'orso non si sveglia,Prendi l'animale domestico dopo l'uso: l'orso non si sveglia,
68667,Pet Egg - L'orso non si sveglia,Prendi l'animale domestico dopo l'uso: l'orso non si sveglia,
68668,Pet Egg - L'orso non si sveglia,Prendi l'animale domestico dopo l'uso: l'orso non si sveglia,
68669,,,
68670,,,
68671,,,
68672,,,
68673,,,
68674,,,
68675,,,
68676,,,
70000,68001 ~ 70000 Riservato per oggetti di scena per animali domestici,68001 ~ 70000 Riservato per oggetti di scena per animali domestici,
70001,Ricetta temporanea 1,Ricetta 1,
70002,Ricetta temporanea 2,Ricetta 2,
70003,Ricetta temporanea 3,Ricetta 3,
70004,Ricetta temporanea 4,Ricetta 4,
70005,Accessori per ricette 5,Accessori per ricette 5,
70006,Ricetta Prop 6,Ricetta Prop 6,
70007,Accessori per ricette 7,Accessori per ricette 7,
70008,Accessori per ricette 8,Accessori per ricette 8,
70009,Accessori per ricette 9,Accessori per ricette 9,
70010,Ricetta Articolo 10,Ricetta Articolo 10,
70011,Accessori per ricette 11,Accessori per ricette 11,
70012,Accessori per ricette 12,Accessori per ricette 12,
70013,Accessori per ricette 13,Accessori per ricette 13,
70014,Accessori per ricette 14,Accessori per ricette 14,
70015,Articolo della ricetta 15,Articolo della ricetta 15,
70016,Accessori per ricette 16,Accessori per ricette 16,
70017,Accessori per ricette 17,Accessori per ricette 17,
70018,Accessori per ricette 18,Accessori per ricette 18,
70019,Accessori per ricette 19,Accessori per ricette 19,
70020,Accessori per ricette 20,Accessori per ricette 20,
75000,70001 ~ 75000 Riservato per gli articoli della formula domestica,70001 ~ 75000 Riservato per gli articoli della formula domestica,
75001,cotone,"Realizzato in cotone, è un materiale per alcuni mobili",Può essere lavorato nella stazione di produzione domestica
75002,flanella,"Realizzato in lana, è un materiale per alcuni mobili",Può essere lavorato nella stazione di produzione domestica
75003,adobe ceramico,"Realizzato in argilla, è un materiale per alcuni mobili",Può essere lavorato nella stazione di produzione domestica
75004,Foglio di vetro,"Realizzato in sabbia, è il materiale per realizzare alcuni mobili",Può essere lavorato nella stazione di produzione domestica
75005,Mattone di pietra grezza,"Realizzato in blocchi di roccia grezza, è il materiale di alcuni mobili",Può essere lavorato nella stazione di produzione domestica
75006,Mattone di pietra di terra fine,"Realizzato in blocchi di roccia grezza, è il materiale di alcuni mobili",Può essere lavorato nella stazione di produzione domestica
75007,carta,"Lavorato dalla canna da zucchero, è il materiale per fare alcuni mobili",Può essere lavorato nella stazione di produzione domestica
75008,tavola di legno,Il pannello di legno di base lavorato da tronchi di alberi da frutto è il materiale per realizzare alcuni mobili,Può essere lavorato nella stazione di produzione domestica
75009,Tavola di pino,La tavola di legno di base fatta di tronchi di pino è il materiale per realizzare alcuni mobili,Può essere lavorato nella stazione di produzione domestica
75010,Tavola di pioppo,Il pannello di legno di base lavorato da tronchi di pioppo è il materiale per realizzare alcuni mobili,Può essere lavorato nella stazione di produzione domestica
75011,Tavola di mogano castagno profondo,Tavole di legno di alta qualità realizzate con tronchi di noce sono i materiali per realizzare alcuni mobili,Può essere lavorato nella stazione di produzione domestica
75012,Piccolo bastone di legno,"Realizzato con assi di alberi da frutto, è il materiale per realizzare alcuni mobili",Può essere lavorato nella stazione di produzione domestica
75013,argilla,Materiali di base per materiali ceramici da costruzione e mobili,Disponibile tramite Pet Adventure
75014,sabbia,Materiali di base per materiali da costruzione in vetro e mobili,Disponibile tramite Pet Adventure
75015,Blocco di roccia grezzo,Materiali di base per materiali da costruzione in pietra e mobili,Disponibile tramite Pet Adventure
75016,Scatola di vernice,Materiali di base per tingere mobili o decorazioni,Disponibile tramite Pet Adventure
75017,sale da tavola,Ingredienti importanti per il condimento alimentare,Disponibile tramite Pet Adventure
75018,rastrello di pietra,Articoli da consumare quando si imparano le abilità agricole dai commercianti agricoli,Può essere lavorato nella stazione di produzione domestica
75019,Populus euphratica,La tavola di legno di base lavorata dai tronchi di Populus euphratica è il materiale per realizzare alcuni mobili,
75020,mattone di argilla,I mattoni ordinari fatti di argilla hanno resistenza relativamente bassa.,Può essere lavorato nella stazione di produzione domestica
75021,Mattone di cemento,"Realizzato in argilla mista e sabbia, è un materiale da costruzione relativamente forte.",Può essere lavorato nella stazione di produzione domestica
75022,Piumino di cotone,"È fatto con le piume di polli volanti, che sono estremamente strette ed estremamente resistenti. È il materiale di produzione di alcuni oggetti di scena per l'avventura.",Può essere lavorato nella stazione di produzione domestica
75023,paglia,"È prodotto attraverso l'avventura degli animali domestici, che è una buona materia prima per la produzione di fertilizzanti",Disponibile tramite Pet Adventure
75024,semi di cotone,I semi di cotone rimasti dopo la raccolta del cotone possono essere utilizzati per produrre fertilizzanti avanzati,Può essere lavorato nella stazione di produzione domestica
75025,Concime animale,Il fertilizzante più elementare della fattoria ha un odore indescrivibile.,Resa dopo l'alimentazione degli animali
75026,Zappa di pietra,Strumenti per l'agricoltura in pietra. Può essere utilizzato per bonificare o mettere in discarica terreni arabili.,Può essere lavorato nella stazione di produzione domestica
75027,pietra,È la materia prima per fare alcuni oggetti di scena speciali,Disponibile tramite Pet Adventure
75200,75001-75200,75001-75200 Riservato per materie prime domestiche,
76001,Sorriso - Misra,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76002,Sorriso - Panda,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76003,Desiderio - Coniglio Meimei,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76004,Puckered - bambino orso,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76005,Felice - Misra,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76006,Ho ancora un miliardo di punti di compiti a casa,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76007,"Non ho sonno, posso ancora sopravvivere","Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76008,YYDS,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76009,XSWL,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76010,Gioco solido dd,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76011,Wink giocoso,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76012,adesivo,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76013,Chumi,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76014,Tocca delicatamente per svegliare la mente addormentata,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76015,Avanti,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76016,"Non lo compro, mi limiterò a guardarmi intorno","Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76017,Famiglia ho rotto la difesa,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76018,Non lasciare la scuola il venerdì,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76019,Il tuo piccolo carino è apparso improvvisamente,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76020,Ti piacerebbe cenare insieme?,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76021,Prendi la mia caramella ed è il mio uomo,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76022,ben educato,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76023,Piangere come un grasso di 100 kg,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76024,Posso passare il Natale con te?,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76025,Dov'è il mio regalo di Natale?,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76026,Cavalca su una piccola vacanza amata,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76027,Per favore non andare,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76028,Felice Anno della Tigre,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76029,Testa di tigre cervello di tigre,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76030,Felice Anno Nuovo,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76031,La mia tigre grassa è la prima a rifiutare,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76032,Buon anno a te,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76033,Ciao indietro,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76034,Combinazione di armature,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76035,Contratto questo stagno di pesci,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76036,"Riso secco, riso secco, fretta!","Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76037,Vuoi che ti aspetti,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76038,Mangia l'anatra con me,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76039,Grande Parete Fengling,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76040,Buon compleanno,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76041,Deve superare ogni esame,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76042,C'è solo una verità,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76043,Wow.,"Uso: utilizzare nel magazzino per sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76044,Mini mondo,"Uso: utilizzare nel magazzino per sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76045,Fai volare un aquilone!,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76046,Testa grande testa grande pioggia,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76047,"Non parlare, sposterò i mattoni","Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76048,Cane vegetale che implora di volare,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76049,surf,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76050,Il lavoro più onorevole,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76051,Mini studente Miyoshi,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76052,Caldo al cielo,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76053,Voglio essere un buon capo,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76054,Eroe Mo Wen fonte,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76055,Tutto qui?,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76056,In attesa di essere lodato,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76057,Ti do un pollice in su!,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76058,Sono così duro,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76059,Siamo qui,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76060,Osservazione segreta,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76061,Piatti per tagliare i piedi,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76062,"Dai, sei il più grasso","Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
76063,Resurrezione piena di sangue,"Uso: sbloccare in modo permanente il modello di spruzzo, che può essere visualizzato nel sistema di spruzzatura. Se il modello è stato sbloccato in modo permanente, prendi dei mini fagioli.",
