过滤场景ID,过滤框架ID,过滤组件ID,过滤事件码
3,Page2_Survival,DownloadMap,view
48,MINI_MAP_DETAIL_ONLINE_FAIL,-,view
0,MINI_HOMEPAGE_BOTTOM_1,Competition,view
7,PERSONAL_INFO_HOMEPAGE,Skill,view
3,PROJECT1_JINGXUANMAP_RECENT,RefreshButton,view
3,PROJECT1_ZHUANTI_1,ClickMore,view
3,PROJECT1_JINGXUANMAP_RECENT,ClickMore,view
3,PROJECT1_JINGXUANMAP_1,RefreshButton,view
1007,SEARCH_RESULT,TeamCard,view
3,PROJECT1_JINGXUANMAP_1,ClickMore,view
3701,NEWPLAYER_INFORMATION_CHOOSE,Next,view
3,PROJECT1_JIANSHANGJIAMAP_1,ClickMore,view
3,PROJECT1_JIANSHANGJIAMAP_1,RefreshButton,view
22,SHOP_LEFT_TAB,Shop_Point_Mall,view
1302,ROOM_SETTINGS,PresetName,view
48,MINI_MAP_ROOM_LIST,RoomCard,view
22,SHOP_SUBSCRIBE,VipGive,view
48,MINI_MAP_DETAIL_1,CreatRoomButton,view
22,SHOP_SUBSCRIBE,VipReceive,view
31,FRIEND_GROUPCHAT_CONTENT,AddGroup,view
4,MINI_MAPINFO_UPLOAD_TOP,MapReview,view
12,MINI_MAP_DETAIL_1,SinglePlayer,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_RESOURCES,ResourcesHomelandCoinShortageTips,view
1005,TEAM_MATCH_CONTAINER,SpeakerButton,view
10000,REGISTER_PAGE,Page2,view
10000,REGISTER_PAGE,Submit,view
14,RETURN_ADVENTURE_NEW,GoButton,view
7,PERSONAL_INFO_CONTAINER,PersonalMatch,view
1,MINI_HOMEPAGE_MAINFUNCTION_1,-,view
1,MINI_HOMEPAGE_TOP_1,-,view
48,MINI_MAP_DETAIL_1,Tag,view
1,MINI_HOMEPAGE_MODELINTERACTION_1,-,view
3,MINI_WORKSHOP_CHOICEREC_2,RankComboBox,view
1,MINI_HOMEPAGE_UNCHANGEDFUNCTION_1,Shop,view
3,MINI_WORKSHOP_CHOICEREC_2,SelectRank,view
3,MINI_WORKSHOP_CHOICEREC_2,ContentComboBox,view
3,MINI_WORKSHOP_CHOICEREC_2,Return,view
1,MINI_HOMEPAGE_UNCHANGEDFUNCTION_1,Activity,view
9906,NAVICETASK,GetButton,view
22,SHOP_VIP,Subscribe,view
616,MINI_MY_HOMELAND_PET_DETAIL,FreeCancel,view
616,MINI_MY_HOMELAND_PET_DETAIL,FreeSure,view
22,SHOP_VIP,MiniVipButton,view
1,MINI_HOMEPAGE_MODELINTERACTION_1,Interact,view
1,MINI_HOMEPAGE_UNCHANGEDFUNCTION_1,StarShop,view
1501,GAME_STOREHOUSE_LIST,MyArchiveTab,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_BUILD,BuildingMaterialHomelandCoinShortageTips,view
1,MINI_HOMEPAGE_MAINFUNCTION_1,MyHomeland,view
605,MINI_MY_HOMELAND_FRUITINTERFACE,GoldFruit,view
605,MINI_MY_HOMELAND_FRUITINTERFACE,Fruit_1,view
1,MINI_HOMEPAGE_MAINFUNCTION_1,StartGame,view
1,MINI_HOMEPAGE_MAINFUNCTION_1,WorkShop,view
1007,TEAM_LIST_CONTAINER,FaceToFaceTeam,view
1,MINI_HOMEPAGE_MAINFUNCTION_1,MutiplayerLobby,view
1,MINI_HOMEPAGE_TOP_1,PersonInformation,view
1,MINI_HOMEPAGE_TOP_1,MiniBeanTopUp,view
1,MINI_HOMEPAGE_TOP_1,Setting,view
31,FRIEND_FRIEND_CONTENT,TeamInvitationButton,view
54,SEARCH_ENTRY,PullDown,view
10000,MINI_LANDINGPAGE_START_2,LogIn,view
1,MINI_HOMEPAGE_MAINFUNCTION_1,ResourceShop,view
6,MY_HOMESTEAD_TOP,-,view
3,Page2_Survival,MapCard,view
1,MINI_HOMEPAGE_TOP_1,MiniCoinTopUp,view
1001,MINI_GAMEROOM_GAME_1,AdLimitButton,view
1,MINI_HOMEPAGE_TOP_1,Email,view
48,MINI_MAP_Comment_1,CommentDuplicate,view
11,MINI_MLMAP_INTRO_1,CloudIdDuplicate,view
48,MINI_MAP_Comment_1,CommentReport,view
1001,MINI_TOOL_BAR_BAG,Skill,view
7,PERSONAL_INFO_HOMEPAGE,ConnoisseurIcon,view
22,SHOP_RECOMMEND,Dressupbutton,view
10,QUICK_MATCH_FAILED_POPUP,Close,view
10,QUICK_MATCH_FAILED_POPUP,-,view
48,MINI_MAP_DETAIL_1,OpenIntroduction,view
22,SHOP_AVATAR_SHOP,onlyminibean,view
10,QUICK_MATCH_FAILED_POPUP,DownloadMap,view
10,QUICK_MATCH_FAILED_POPUP,Retry,view
,AD_GET_FAIL,-,view
1001,PLOT_INTERACT_POPUP,LeaveOption,view
2000,MINI_OHTHERMAP_GAME_1,-,view
31,FRIEND_FRIEND_CONTENT,Ignore,view
14,MAP_RECOMMEND,Map,view
20,MINI_SETTINGEXIT_WINDOW_1,EditMode,view
5016,CREATURE_PAGE,-,view
0,MINI_HOMEPAGE_BOTTOM_1,Subscription,view
3,Page2_PROJECT1_ZHUANTI_1,MapCard,view
3901,NEWPLAYER_GUIDE_FINISH,Finish,view
601,MINI_MY_HOMELAND_EDIT_BREEDING_AREA,Close,view
10000,MINI_ACCOUNT_DROP_LIST,-,view
601,MINI_MY_HOMELAND_EDIT_BREEDING_AREA,BreedingLevelUp,view
601,MINI_MY_HOMELAND_EDIT_BREEDING_AREA,BreedingLevel,view
10000,MINI_ACCOUNT_DROP_LIST,OtherAccount,view
10000,MINI_ACCOUNT_DROP_LIST,AddAccount,view
47,ID_CERTIFICATION_POPUP1,SubmitInformation,view
1501,DOWNLOAD_ARCHIVE_LIST,ArchiveCard,view
10,MINI_MUTIPLAYERLOBBY_ADVCON_2,QuickJoin,view
3,MINI_WORKSHOP_CONNOISSEURREC_2,SinglePlayer,view
22,SHOP_RECHARGE,ExclusiveTrafficPackageButton,view
9999,MINI_HOMEPAGE_MAINFUNCTION_2,-,view
9999,MINI_HOMEPAGE_MAINFUNCTION_2,MyHomeland,view
9999,MINI_HOMEPAGE_TOP_2,-,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_BUILD,FurnitureHomelandCoinShortageTips,view
9999,MINI_HOMEPAGE_BOTTOM_2,-,view
9999,MINI_HOMEPAGE_SOCIAL_2,-,view
18,COMBAT_REC,JoinButton,view
9999,MINI_HOMEPAGE_SOCIAL_2,ChatModule,view
3,MINI_WORKSHOP_CONNOISSEURREC_2,ContentComboBox,view
3,MINI_WORKSHOP_CONNOISSEURREC_2,RankComboBox,view
3,MINI_WORKSHOP_CONNOISSEURREC_2,SelectRank,view
59,USER_INFO_CARD_2,AddFriends,view
3,MINI_WORKSHOP_TEXTURE_1,Refresh,view
3,MINI_WORKSHOP_TEXTURE_1,RankComboBox,view
22,SHOP_SKIN_DRESSHOUSE,jumpbutton,view
3,MINI_WORKSHOP_TEXTURE_1,ContentComboBox,view
1501,MY_ARCHIVE_LIST,ArchiveCard,view
3,MINI_WORKSHOP_CONNOISSEURREC_2,Return,view
22,SHOP_GASHAPON,GashaponTicket,view
22,SHOP_GASHAPON,FragmentShop,view
9906,TASK_LIST,GetButton,view
22,SHOP_GASHAPON,Draw5Times,view
407,ADVERTISERS_NEW_RECOMMEND,PropButton,view
22,SHOP_GASHAPON,ShowProbability,view
22,SHOP_GASHAPON,Draw1Time,view
22,SHOP_GASHAPON,More,view
22,SHOP_AVATAR_SHOP,colour,view
13,ROOM_SETTINGS,RoomNameInput,view
4,MINI_MAPINFO_UPLOAD_TOP,MapData,view
1003,"ROOM_INFORMATION	",-,view
14,RETURNSYSTEM_CONTAINER_NEW,-,view
10000,MINI_LANDINGPAGE_START_2,AccountDropList,view
2202,SHOP_SKIN_DETAILS,Askfor,view
1001,PLOT_INTERACT_POPUP,Close,view
14,RETURN_ADVENTURE_NEW,GetsuitButton,view
50,MINI_DEVELOPER_TOOLS,Rechecking,view
1501,MY_ARCHIVE_DETAIL,-,view
10000,REGISTER_PAGE,NoSave,view
18,HOTTEST_BOARD,JoinButton,view
10000,REGISTER_PAGE,Save,view
1003,AD_LIMIT_POPUP,ConfirmButton,view
14,RETURN_ADVENTURE_NEW,Suit,view
11,MINI_WORKSHOP_CHOICEREC_1,-,view
11,MINI_WORKSHOP_CHOICEREC_1,More,view
11,MINI_WORKSHOP_CHOICEREC_1,More1,view
10,MINI_MUTIPLAYERLOBBY_CONTAINER_1,SocialHallButton,view
25,ACCOUNT_MANAGEMENT_POPUP,RetrieveAccount,view
3,PROJECT1_NEWWORKSHOP_sub_1,More,view
11,MINI_WORKSHOP_CHOICEREC_1,Refresh,view
11,MINI_WORKSHOP_CHOICEREC_1,More2,view
3,PROJECT1_NEWWORKSHOP_sub_1,SubjectCard,view
25,ACCOUNT_MANAGEMENT_POPUP,SwitchAccount,view
25,ACCOUNT_MANAGEMENT_POPUP,PasswordManagement,view
25,ACCOUNT_MANAGEMENT_POPUP,AccountBinding,view
25,ACCOUNT_MANAGEMENT_POPUP,AccountSecurity,view
10,MINI_MUTIPLAYERLOBBY_ALLCON_2,NoResult,view
22,SHOP_AVATAR_SHOP,SearchBox,view
22,"SHOP_FRAGMENT_MOUNT	",LowerAddButton,view
22,"SHOP_FRAGMENT_MOUNT	",Warehouse,view
3,MINI_WORKSHOP_FORYOUREC_1,More1,view
22,"SHOP_FRAGMENT_MOUNT	",SeniorAddButton,view
3,MINI_WORKSHOP_FORYOUREC_1,-,view
3,MINI_WORKSHOP_FORYOUREC_1,More,view
1001,MORE_TELESCOPIC_BAR,Friend,view
1001,MORE_TELESCOPIC_BAR,Shop,view
1001,MINI_TOOL_BAR,EditCharacterAction,view
1001,MINI_TOOL_BAR,CharacterAction,view
31,FRIEND_OPERATION_CONTENT,ADDfriend,view
1001,MORE_TELESCOPIC_BAR,Activity,view
3,Page2_Survival,Page2Title_Survival,view
22,SHOP_PREFERENCE_DRAWGIFT,Close,view
10,MINI_MUTIPLAYERLOBBY_CRECON_2,QuickJoin,view
31,"FRIEND_CHAT_CONTENT	",VipBubble,view
10000,MERGE_CREATE_ACCOUNT,-,view
59,USER_INFO_CARD_2,BPbadge,view
2105,MAINPAGE,,view
1001,MINI_GAMEROOM_GAME_1,MidExit,view
1003,MINI_GAMEROOM_GAME_1,Exit,view
605,MINI_MY_HOMELAND_FRUITINTERFACE,Fruit_2,view
10,,-,view
18,MINI_MUTIPLAYERLOBBY_CONTAINER_1,SocialHallButton,view
9918,QUICK_MATCH_FAILED_POPUP,CreatRoom,view
1501,GAME_COLLECT_LIST,GameCollectCard,view
2901,SETTING_OTHERS,GameFriendRequestNotice,view
3,Page2_PROJECT1_ZHUANTI_1,DownloadMap,view
43,PERSONAL_INFO_CONTAINER,PersonalMatch,view
10001,CONTENT_PAGE_1,Map_card_detail,view
10001,CONTENT_PAGE_1,Map_card_start,view
1003,SPEECH_TO_TEXT,SpeechToTextButton,view
1001,CONFIRM_JOIN_ROOM,,view
1001,MINI_GAMEROOM_GAME_1,Exit,view
10001,CONTENT_PAGE_1,Map_card,view
1501,GAME_RECORD_LIST,GameRecordCard,view
10,MINI_MUTIPLAYERLOBBY_PARCON_2,QuickJoin,view
10000,MINI_LANDINGPAGE_START_2,Announcement,view
10000,MINI_LANDINGPAGE_START_2,-,view
22,SHOP_MINIVIP,NewMiniVipBuy,view
2202,SHOP_SKIN_DETAILS,ThemeButton,view
2202,SHOP_SKIN_DETAILS,ShoppingCart,view
22,SHOP_PREFERENCE_GRAFFITI,CancelGotBuy,view
22,SHOP_PREFERENCE_GRAFFITI,GotBuySure,view
4,MINI_MAPINFO_NODOWMLOAD_DETAIL,Edited,view
2213,RECOMMENDATION_PAGE_THEME,Theme,view
22,STOP_SPECIAL_OFFER,ProductList,view
10001,CONTENT_PAGE_1_MORE,game_show,view
,AD_LIMIT_POPUP,-,view
22,SHOP_AVATAR_SHOP,VipIcon,view
10001,CONTENT_PAGE_1,game_detail_view,view
45,ACCOUNT_LOGIN_POPUP,WeChatLogin,view
4,MINI_MAPINFO_NODOWMLOAD_DETAIL,Cloud_Archive_Delete,view
1501,GAME_STOREHOUSE_CLOUD_MAP_LIST,CloudMapCard,view
45,ACCOUNT_LOGIN_POPUP,QQLogin,view
14,RETURN_ADVENTURE_NEW,GetButton,view
48,MINI_MAP_ROOM_LIST,Refresh,view
10,MINI_MUTIPLAYERLOBBY_BATCON_2,QuickJoin,view
48,MINI_MAP_ROOM_LIST,CreatRoom,view
48,MINI_MAP_ROOM_LIST,QuickJoin,view
3,Page2_PROJECT1_NEWWORKSHOP_sub_1,MapCard,view
3,Page2_PROJECT1_NEWWORKSHOP_sub_1,DownloadMap,view
6002,PROP_WARES_DETAIL_HELP,-,view
30,MAIL_TOP,Help,view
22,SHOP_SUBSCRIBE,Question,view
22,SHOP_SUBSCRIBE,Automatic,view
22,SHOP_SUBSCRIBE,Privacy,view
10,MINI_MUTIPLAYERLOBBY_PUZCON_2,QuickJoin,view
29,SETTINGS_TOP,Exitgame,view
18,LABEL_CONTAINER,DycrptTab,view
18,LABEL_CONTAINER,CombatTab,view
18,LABEL_CONTAINER,OtherTab,view
18,LABEL_CONTAINER,ClassficationTab,view
10001,CONTENT_PAGE_1,,view
18,LABEL_CONTAINER,SimulationTab,view
18,LABEL_CONTAINER,ParkourTab,view
18,LABEL_CONTAINER,SportTab,view
18,LABEL_CONTAINER,ElectricTab,view
18,LABEL_CONTAINER,RaceTab,view
22,SHOP_MINIVIP,MiniVipRule,view
18,LABEL_CONTAINER,AdvetureTab,view
10002,CONTENT_PAGE_2,Profile,view
10000,REGISTER_PAGE,Page1,view
7,PERSONAL_INFO_ATTENTION,MomentsCards,view
10000,REGISTER_PAGE,Next,view
18,LABEL_CONTAINER,RPGTab,view
10,MINI_MUTIPLAYERLOBBY_ELECON_2,QuickJoin,view
10002,CONTENT_PAGE_2,,view
10002,CONTENT_PAGE_2,minicoin,view
10002,CONTENT_PAGE_2,Back,view
10,MINI_MUTIPLAYERLOBBY_PARCON_2,NoResult,view
6002,PROP_HELP,-,view
22,Bubble tab,Own,view
1501,ARCHIVE_LIST,MyTab,view
1001,AD_POPUP,CancleButton,view
7,PERSONAL_INFO_HOMEPAGE,BestPartnersCard,view
1009,PERFORMANCE_INTERFACE,PerformanceArea,view
10,MINI_MUTIPLAYERLOBBY_OTHCON_2,QuickJoin,view
1001,AD_POPUP,AdPlayButton,view
1501,MINI_START_TOP,-,view
22,broadcast tab,Own,view
3,MINI_WORKSHOP_FORYOUREC_1,More2,view
11,MINI_WORKSHOP_CONNOISSEURREC_1,-,view
2205,SHOP_MOUNTHOUSE_PAGE,-,view
3,MINI_WORKSHOP_FORYOUREC_1,Refresh,view
11,MINI_WORKSHOP_CONNOISSEURREC_1,More,view
11,MINI_WORKSHOP_CONNOISSEURREC_1,More1,view
3,MINI_WORKSHOP_CONTAINER_1,TopicContent,view
7,PERSONAL_INFO_CONTAINER,StudioContent,view
10,MINI_MUTIPLAYERLOBBY_ADVCON_2,NoResult,view
37,NEWPLAYER_TYPECHOOSE,,view
37,NEWPLAYER_TYPECHOOSE,Old,view
37,NEWPLAYER_TYPECHOOSE,New,view
6,MINI_MY_HOMELAND_FARMING_AREA,FarmLevelUp,view
6,MINI_MY_HOMELAND_FARMING_AREA,FarmLevel,view
1501,MINI_START_ARCHIVE,-,view
3,PROJECT1_NEWWORKSHOP_sub_1,ClickMore,view
18,RECOMMENDATION_MAP,CombatTab,view
18,RECOMMENDATION_MAP,LeisureTab,view
3,PROJECT1_NEWWORKSHOP_1,RefreshButton,view
1501,ARCHIVE_LIST,DownloadTab,view
1501,MINI_START_ARCHIVE_MY,ArchiveCard,view
1501,GAME_RECORD_LIST,-,view
9906,NAVICETASK,GetsuitButton,view
4,MINI_MAPINFO_NODOWMLOAD_DETAIL,Template,view
18,RECOMMENDATION_MAP,MusicTab,view
18,RECOMMENDATION_MAP,CreatTab,view
7,CHASE_LIGHT_PLAN,ThemeOverview,view
18,RECOMMENDATION_MAP,RaceTab,view
2213,RECOMMENDATION_PAGE,-,view
18,RECOMMENDATION_MAP,OfficialTab,view
18,RECOMMENDATION_MAP,SimTab,view
18,RECOMMENDATION_MAP,ChamberTab,view
1003,MINI_GAMEOPEN_GAME_1,Invite,view
36,UPDATE_CLAUSEANDPOLICY_CONTAINER,-,view
10,MINI_MUTIPLAYERLOBBY_PUZCON_2,NoResult,view
10000,MERGE_LOGIN_ACCOUNT_INFO_POPUP,-,view
96,HOT_FIX_UPDATE_FAILED_POPUP,-,view
3,MINI_WORKSHOP_TOPIC_1,RecommondTitle,view
6,MINI_MY_HOMELAND_6,Homeland,view
615,MINI_MY_HOMELAND_SHOP_ADDSERIES,OneMoreDraw,view
6,MINI_MY_HOMELAND_6,ChatInput,view
615,MINI_MY_HOMELAND_SHOP_ADDSERIES,Makesure,view
6,MINI_MY_HOMELAND_6,Send,view
6,MINI_MY_HOMELAND_6,Emoticon,view
1501,DOWNLOAD_ARCHIVE_SETTINGS,-,view
615,MINI_MY_HOMELAND_SHOP_ADDSERIES,GetIitem,view
1001,FAST_PURCHASE_POPUP,Close,view
10,MINI_MUTIPLAYERLOBBY_BATCON_2,NoResult,view
1501,GAME_COLLECT_LIST,-,view
7,PERSONAL_MATCH,ChaseLightPlan,view
43,PLAYER_WORKS,CreatorStatus,view
2000,MINI_OHTHERMAP_GAME_1,Exit,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_SETTING,HomelandSetting,view
43,PERSONAL_MATCH,ChaseLightPlan,view
7,MY_FAVORITES,MapCard,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_SETTING,IllustratedHandbookSetting,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_SETTING,WarehouseSetting,view
1501,GAME_STOREHOUSE_CLOUD_MAP_LIST,-,view
20,MINI_SETTINGEXIT_WINDOW_1,CreationMode,view
3,Page2_PROJECT1_JINGXUANMAP_1,MapCard,view
31,FRIEND_ADDFRIENDS_CONTENT,SearchCancel,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CONTAINER,PlayerInformation,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CONTAINER,MyHomelandFruits,view
31,FRIEND_FRIEND_CONTENT,TickleOrientation,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CONTAINER,HomelandLevel,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CONTAINER,HomelandShop,view
1003,ROOM_INFORMATION,AddFriendExposure ,view
1501,ARCHIVE_LIST,-,view
43,PERSONAL_INFO_HOMEPAGE,BestPartnersCard,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CONTAINER,EventLog,view
1501,DOWNLOAD_ARCHIVE_LIST,-,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_CONTAINER,EditingMap,view
3,INTERACTIVE_VIDEO,-,view
10,MINI_MUTIPLAYERLOBBY_OTHCON_1,QuickJoin,view
11,MINI_WORKSHOP_CONNOISSEURREC_1,More2,view
22,SHOP_AVATAR_SHOP,NewplayerTour,view
59,USER_INFO_CARD_2,Remark,view
9906,SIGNINREWARD,SignIn,view
601,MINI_MY_HOMELAND_EDIT_EVENT_LOG,Close,view
601,MINI_MY_HOMELAND_EDIT_EVENT_LOG,VisitorRelatedContent,view
1003,MORE_TELESCOPIC_BAR,S*op,view
11,MINI_WORKSHOP_CONNOISSEURREC_1,Refresh,view
59,USER_INFO_CARD_2,DeleteFriend,view
1003,ROOM_INFORMATION,RoomMember,view
1003,ROOM_INFORMATION,Password,view
601,MINI_MY_HOMELAND_EDIT_EVENT_LOG,TipsContent,view
9906,NAVICETASK,DressButton,view
1501,MY_ARCHIVE_SETTINGS,-,view
601,MINI_MY_HOMELAND_EDIT_SETTING,MemberSetting,view
31,FRIEND_FRIEND_CONTENT,FollowRequestButton,view
14,RETURN_ADVENTURE,GetsuitButton,view
4901,NEW_MINI_UPLOADMAP,-,view
1501,MINI_START_ARCHIVEDETAIL_DOWNLOAD,-,view
407,ADVERTISERS_NEW_TOP,Refresh,view
2202,SHOP_SKIN_TRANSFORM,ShoppingCart,view
10000,MERGE_CREATE_ACCOUNT_SUCCESS_POPUP,-,view
5003,MAIN_EDITING_MODE_SELECTION,-,view
1001,PLOT_INTERACT_POPUP,DevShopOption,view
47,ID_CERTIFICATION_POPUP1,Close,view
407,ADVERTISERS_NEW_EQUIPMENT,PropButton,view
1003,SINGLE_PLAYER_INTRODUCTION,DoNotDisturb,view
25,ACCOUNT_BINDING,WeChatBind,view
20,MINI_SETTINGEXIT_WINDOW_1,Suggest,view
25,ACCOUNT_BINDING,QQBind,view
25,ACCOUNT_BINDING,EmailBind,view
407,ADVERTISERS_NEW_MATERIAL,PropButton,view
407,ADVERTISERS_NEW_FOOD,PropButton,view
6,MINI_MY_HOMELAND_6,MiniFriends,view
25,ACCOUNT_BINDING,PhoneBind,view
96,HOT_FIX_POPUP,-,view
1003,SINGLE_PLAYER_INTRODUCTION,FollowAllowed,view
20,MINI_SETTINGEXIT_WINDOW_1,CreateDevide,view
10001,CONTENT_PAGE_1_DEVELOPERMODE_1,,view
20,MINI_SETTINGEXIT_WINDOW_1,PrivateRoomSwitch,view
10001,CONTENT_PAGE_1_DEVELOPERMODE_1,Default,view
59,USER_INFO_CARD_2,Stick,view
22,SHOP_LEFT_TAB,Gas*apon,view
7,MY_WORKS,-,view
1001,MINI_GAMEROOM_GAME_1,GameRoomSkinSound,view
10001,CONTENT_PAGE_1_DEVELOPERMODE_1,Startgame,view
22,SHOP_GUN_OLD,Gunskin,view
22,SHOP_SKIN_CHASELIGHTPLAN,ThemeOverview,view
2211,FREE_MARKET,-,view
1003,MINI_GAMEOPEN_GAME_1,RoomInformation,view
1501,MINI_START_ARCHIVE_DOWNLOAD,ArchiveCard,view
31,FRIEND_CHAT_CONTENT,Operation,view
18,COMBAT_CONTENT,JoinButton,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_RESOURCES,ToolHomelandCoinShortageTips,view
48,ARCHIVE_CONTAINER,-,view
411,MINICLUB_DANCE,DanceButton,view
9999,MINI_HOMEPAGE_ANNOUNCEMENT_2,-,view
48,ARCHIVE_CONTAINER_COMMENT,-,view
1501,MINI_START_ARCHIVEDETAIL_MY,-,view
5,MINI_CREATIONCENTER_MANAGEMENT_2,TakeOff,view
9923,BACKFLOW,Login_page,view
3,Page2_PROJECT1_ZHUANTI_1,BackButton,view
,FARMING_AREA,FarmAmountUp,view
9906,TASK_SCHEDULE,GoButton,view
18,RECENT_REC,JoinButton,view
4,MINI_MAPINFO_FRIENDSPLAY_1,ConfirmButton,view
5,MINI_CREATIONCENTER_SERVICE_1,CreatGuide,view
22,SHOP_LEFT_TAB,**atar,view
31,FRIEND_ADDFRIENDS_CONTENT,FriendApplied,view
1301,FRIEND_PERSONAL_INFO_TOP,-,view
4,MINI_MAPINFO_FRIENDSPLAY_1,Cancel,view
22,SHOP_WELFARE_SHOP,RoleTab,view
,FARMING_AREA,FarmAmount,view
10,MINI_MUTIPLAYERLOBBY_ELECON_2,NoResult,view
10,MINI_MUTIPLAYERLOBBY_ADVCON_2,Refresh,view
59,USER_INFO_CARD_2,StickCancel,view
3101,FRIENDAPPLY_GROUP,Automatic,view
18,DYCRPT_CONTENT,JoinButton,view
96,HOT_FIX_CLIENT_FIX_ALERT_POPUP,-,view
1003,FRIENDS_INVITE_LIST,-,view
4,MINI_MAPINFO_UPLOAD_REVIEW,-,view
4901,MINI_CREATIONCENTER_MANAGEMENT_2,-,view
2202,SHOP_SKIN_DETAILS,ShopSkinSound,view
,BREEDING_AREA,BreedingLevelUp,view
,BREEDING_AREA,Close,view
3,MINI_WORKSHOP_FORYOUREC_2,ContentComboBox,view
22,SHOP_STOREHOUSE_USEPRON,AllConvert,view
11,MINI_WORKSHOP_CHOICEREC_2,-,view
3,MINI_WORKSHOP_FORYOUREC_2,SelectRank,view
1003,RECENT_INVITE_LIST,-,view
3,MINI_WORKSHOP_FORYOUREC_2,Return,view
3,MINI_WORKSHOP_FORYOUREC_2,-,view
31,BEST_PARTNERS,-,view
9923,BACKFLOW,App_start,view
3,MINI_WORKSHOP_FORYOUREC_2,RankComboBox,view
4,MINI_MAPINFO_UPLOAD_DETAIL,CancelAudit,view
18,SPORT_CONTENT,JoinButton,view
1501,MINI_START_GAME,-,view
,BREEDING_AREA,BreedingLevel,view
1003,MINI_DATAPACKAGE_TOP_1,ClickButton,view
9918,QUICK_MATCH_FAILED_POPUP,Pause,view
22,SHOP_POINT_MAll,ProductIconButton,view
603,MINI_MY_HOMELAND_PRODUCTION_STAGE_BUILD,FurnitureMakingMaterialExhibition,view
3,MINI_WORKSHOP_TOPIC_1,NewTitle,view
22,SHOP_SKIN_DRESSHOUSE,Detailsjump,view
1501,MINI_ADVANCEDMODE_SWITCH,,view
1001,chat_room,Translate,view
22,SHOP_POINT_MAll,CategoryButton,view
9917,MINI_ANTIADDICTION,Minicode&minichatLink,view
1302,ROOM_SETTINGS,RoomNameInput,view
20,MINI_SETTINGEXIT_WINDOW_1,Report,view
31,FRIEND_CHAT_CONTENT,CardGetGift,view
31,FRIEND_NEARBY_CONTENT,NearbyOpen,view
7,PERSONAL_INFO_UPDATES,**atar,view
22,SHOP_POINT_MAll,RechargeRewardButton,view
5,MINI_CREATIONCENTER_SERVICE_1,OfficialNews,view
1501,MY_ARCHIVE_LIST,-,view
1003,INVITATION_LIST_CONTAINER,ShareButton,view
7,CHASE_LIGHT_PLAN,ToysShow,view
22,SHOP_POINT_MAll,-,view
28,MINI_POPUP_FRIENDSINVITE_1,Reject,view
,SETTING,ShareSetting,view
31,REMARK_POP_UP,SearchCancel,view
3,MINI_WORKSHOP_TOPIC_1,MyTopicTitle,view
,SETTING,SystemSetting,view
22,SHOP_FIREWORKS_BUY,AutoPurchase,view
18,RACE_REC,JoinButton,view
,SETTING,-,view
10001,CONTENT_PAGE_1_SURVIVEMODE_1,,view
28,MINI_POPUP_FRIENDSINVITE_1,NoShow,view
31,FRIEND_CHAT_CONTENT,MapInformation,view
10,MINI_MUTIPLAYERLOBBY_CRECON_2,Refresh,view
7,PERSONAL_INFO_SETTINGS,BestPartnerSwitch,view
407,ADVERTISERS_NEW_ITEMDETAILS,Buy,view
11,MINI_WORKSHOP_CONNOISSEURREC_2,-,view
,AD_GET_FAIL,ConfirmButton,view
25,SWITCH_ACCOUNT_1,PsdForgot,view
2105,LOTTERY_RESULTS,ShareButton,view
1003,MINI_GAMEROOM_GAME_1,MidjoinBan,view
3,MINI_WORKSHOP_TOPIC_1,RankingTitle,view
31,REMARK_POP_UP,-,view
18,OTHER_CONTENT,JoinButton,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_6,Emoticon,view
43,PERSONAL_INFO_HOMEPAGE,BestPartnersPopup,view
602,MINI_MY_HOMELAND_FRIEND_HOMELAND_6,Send,view
10001,CONTENT_PAGE_1_MORE,,view
25,SWITCH_ACCOUNT_1,WechatLogin,view
10000,ANNOUNCE_POPUP,,view
,SETTING,WarehouseSetting,view
5,MINI_CREATIONCENTER_DATA_1,-,view
,SETTING,SignOut,view
407,ADVERTISERS_NEW_ITEMDETAILS,Close,view
2202,SHOP_SKIN_DETAILS,ShopChangeSkin,view
49,MINI_UPLOADMAP_ABNORMAL,Mapcard,view
,SETTING,Close,view
25,SWITCH_ACCOUNT_1,CodeForgot,view
5,MINI_CREATIONCENTER_SERVICE_1,NewestWork,view
3,creation,RefreshButton,view
5,MINI_CREATIONCENTER_COMMUNITY_1,-,view
22,SHOP_FIREWORKS_BUY,Buy5Times,view
10,MINI_MUTIPLAYERLOBBY_CRECON_2,NoResult,view
