ID,名字,描述,购买提示,特别效果1描述,特别效果2描述,特别效果3描述,特别效果4描述,特别效果5描述,特别效果6描述
219,악몽의 달,"그녀의 여동생과의 갈등은 그녀를 악몽의 달 공주로 만들었습니다. 어떤 조화로운 에너지가 그녀에게 영향을 준 후, 그녀는 언니 곁으로 돌아가기로 결정했습니다. 그녀는 매우 온화하고 외로운 것을 두려워합니다. 그녀는 왕국의 사람들과 가깝습니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,본체 효과: 본체에서 떠다니는 별빛.,@Null@,,,
220,글리시타,길모퉁이는 내 흔적을 보여줍니다. 그래피티는 내 기억을 기록합니다. 내 모든 예술 뒤에는 사랑이 전달됩니다.,@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국: 걸을 때마다 낙서 발자국을 남깁니다.,@Null@,,,
221,리코,"그래피티는 나의 열정이었습니다. 나는 내 감정을 작품으로 표현했다. 그래피티는 내 사랑입니다. 스프레이, 그것은 거리 예술입니다.",@Null@,프로필 사진: 프로필 사진 잠금 해제.,발자국: 걸을 때마다 낙서 발자국을 남깁니다.,@Null@,,,
222,각성 니니,독수리 깃털이 하늘을 가로질러 베었습니다. 홀은 영토를 돌았습니다. 내 부족의 안전을 보호하는 것이 내 영광입니다!,@Null@,프로필 사진: 프로필 사진 잠금 해제.,신체 효과: 신체에서 떠다니는 에너지 입자.,@Null@,,,
223,각성 카카,불이 없으면 촛불은 꺼집니다. 모든 고난 후에도 야망이 남을 수 있습니까? 항상 혼자 걷는 청년!,@Null@,프로필 사진: 프로필 사진 잠금 해제.,신체 효과: 신체에서 떠다니는 에너지 입자.,@Null@,,,
224,실버벨,"그녀의 똑똑한 마음과 열심히 연구하여, 인링은 계곡의 독이 있는 백합 현상을 해결하였고, 마법의 식물 보존 학자이자 백합의 수호 상징이 되었습니다. 사람들의 마음 속에 있는 계곡의. 이제, 그녀는 화유유와 함께 아르카네 스타의 마법 식물에 대한 더 많은 신비를 탐험하고 있습니다!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,걷는 발자국: 계곡 발자국의 백금 백합이 여러분이 걷는 곳에 남아 있습니다.,,,,
225,크리엘,"바이웨이 얼음 제품을 맛보고 혀끝의 비밀을 탐구하세요. 
 천재적인 미뢰, 평범함을 마법으로 바꾼다. 
 수많은 실험이 완벽주의를 이루었다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 레몬과 민트 잎이 떠다니고 있어요!,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
226,싱 티안샤,"싱티안 아머는 손바닥으로 싸움을 잘하기 때문에 대부분의 무술 묘기는 손바닥 기술입니다. 3개의 갑옷 중에서, 그것은 평균적인 능력을 가지고 있고 공격과 방어 능력을 모두 가지고 있습니다. 갑옷순찰대장의 특수 갑옷이기도 하며 갑옷팀에서 중요한 역할을 한다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,걷는 발자국: 여러분이 걷는 곳에 싱티안 토템의 발자국을 남겨두세요.,,,,
227,윈드 이글,"윈드 이글 갑옷은 파란색을 주색으로, 독수리를 토템으로 하는 장갑 전사입니다. 소환사와 바람독수리 갑옷의 조합으로 형성된 전사. 다섯 가지 요소 중 다섯 명의 전사 중 가장 빠른 나무에 속하며, 빠른 싸움의 전사입니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,걷는 발자국: 여러분이 걷는 곳에 바람 독수리 토템 발자국을 남겨두세요.,#cda5b0a#n,,,
228,"라푼젤, 롤라","높은 건물에서 울고, 그 소리는 내 귀에 있지만, 아무도 신경 쓰지 않는다. 
 하나님의 가혹한 질책은 쉽게 받을 수 있으며, 가혹한 것은 피할 수 없습니다. 
 기적이 사라지고 천사가 떠날 때까지 
 홀로 남겨지고 메마른 채로, 나는 몇 년 동안 환생했는지 모른다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 몸에서 떠내려오는 꽃잎과 잎들!,,,,
229,메이지아,"신비한 시공간에서 온 멋진 무기이자 메카 메이커인 메이 지아는 첨단 정밀기기로 가득 차 있다. 재킷 원단은 특별하고 취약해 보인다. 안경렌즈에 조밀한 조명이 들어오는 글귀가 간간이 번쩍이고, 그 뒤에 있는 이상한 장치에는 강력한 에너지가 포함되어 있다고 합니다. 필요할 때 대포로도 사용할 수 있습니다... 나쁜 놈들을 물리치기 위해 휘둘렀어!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 기계적으로 몸에 깜박입니다!,,,,
230,치멍링후·화양,"잊을 수 없는 악몽이 태양을 덮고, 불구가 청춘을 깨뜨립니다. 피아노의 현을 만져 멜로디와 생각을 보내고, 비가 내리고 사람들은 결국 흩어지고, 그 이후로 우리는 서로를 본 적이 없습니다.",,"특별 변경 사항: 게임은 색을 바꾸고, 모양과 상태를 바꾸는 기능을 실현할 수 있습니다!",아바타 프레임과 바디 이펙트: 옅은 붉은 동백꽃이 떠다니는 전용 아바타 프레임!,#cda5b0a색상 변경: 왼쪽 색상 변경 버튼을 클릭하여 여우를 장난꾸러기 상태로 전환합니다#n,#cda5b0a색상 변경: 왼쪽 색상 변경 버튼을 클릭하면 여우를 화려한 상태로 전환할 수 있습니다#n,#cda5b0a Xinghui 선물 상자 출력으로 제한됩니다#n,
231,치멍링후·화양,"산 곳곳에 꽃이 피고, 노래가 번영으로 가득 차 있는 것을 기억합니다. 웃음과 소음이 들리고 엔화에 봄빛이 피었던 토리이 집은 세월이 흘렀다.",,"특별 변경 사항: 게임은 색을 바꾸고, 모양과 상태를 바꾸는 기능을 실현할 수 있습니다!",아바타 프레임과 신체 효과: 크고 빨간 동백꽃이 떠다니는 전용 아바타 프레임!,#cda5b0a색상 변경: 왼쪽 색상 변경 버튼을 클릭하여 여우를 부드럽고 강한 상태로 전환합니다#n,#cda5b0a색상 변경: 왼쪽 색상 변경 버튼을 클릭하면 여우를 화려한 상태로 전환할 수 있습니다#n,#cda5b0a Xinghui 선물 상자 출력으로 제한됩니다#n,
232,치멍링후·화양,천 피트 상공에서 벚꽃이 피고 피가 재생됩니다. 푸른 물결의 가장자리로 돌아가는 꿈을 꾸며 구름과 안개를 뚫고 봄빛을 찾는 그린벨트는 젊은 얼굴을 반영한다.,,"특별 변경 사항: 게임은 색을 바꾸고, 모양과 상태를 바꾸는 기능을 실현할 수 있습니다!",아바타 프레임과 신체 효과: 검붉은 동백꽃이 떠다니는 독점 아바타 프레임!,#cda5b0a색상 변경: 왼쪽 색상 변경 버튼을 클릭하여 여우를 부드럽고 강한 상태로 전환합니다#n,#cda5b0a색상 변경: 왼쪽 색상 변경 버튼을 클릭하여 여우를 장난꾸러기 상태로 전환합니다#n,#cda5b0a Xinghui 선물 상자 출력으로 제한됩니다#n,
233,애프터글로우 걸,"그녀는 한때 우주의 공주의 학생이었습니다. 비록 그녀는 우회했지만, 마침내 개혁을 했고, 그녀의 오래된 원한을 제쳐두고, 이전의 적들과 친구가 되었다. 그녀는 위안화에서 공감을 대표한다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 몸 주위에 떠다니는 후광 개구부!,,,,
234,트릭시 걸,"트릭시는 모든 종류의 무대 마술을 마스터하고 전국의 조랑말들을 위해 멋진 마술을 하는 여행 마술사입니다. 그녀의 사랑스러운 상징은 ""트릭""을 의미하는 별과 달의 마술 지팡이입니다. 그래서 그녀는 어떤 마술도 배울 수 있습니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 마법의 에너지가 여러분의 몸을 통해 떠내려갑니다!,,,,
235,빛나는 갑옷 소년,"샤이닝 아머는 트와일라잇의 형이다. 그는 인윤공주와 결혼했다. 그는 침착하고 책임감이 있다. 그는 이제 인윤공주와 함께 크리스탈 제국을 통치한다. 그의 사랑스러운 상징은 방패와 흩어진 별이며, 그의 마법의 힘은 강력하다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 몸에서 떠내려가는 빛나는 별들!,,,,
236,루미르,"크림 아이스크림을 맛보고 불빛이 빛나는 것을 보세요. 
 회전목마를 타고 함께 웃고 비명을 지르세요. 
 현재 시간의 기쁨을 반영하는 광전 연동!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 별들이 떠다니고 있어요!,,,,
237,루시아,"팝콘 냄새를 맡고 함께 쫓고 놀아요. 
 관람차를 타면 태양을 잡을 수 있습니다! 
 여러분 앞의 타는 듯한 더위와 태양을 두려워하지 마세요!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 별들이 떠다니고 있어요!,,,,
238,"썸벨리나, 티니","작은 몸, 큰 용기. 
 고퍼를 잡고 새를 잡고 물고기를 보고 염소를 쫓습니다. 
 내가 숲을 걷고 치유의 비밀을 수행하는 것을 보세요!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 치유 에너지는 몸을 통해 떠내려갑니다!,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
239,롱 샤오바오,"큰 미소는 샤오바오의 대표 무기입니다. 
 부드러운 우유 만두는 클릭 한 번으로 문제를 없애줍니다. 
 마스코트는 당신이 되고 싶다면 될 수 있는 것이 아닙니다. 
 우선, 여러분은 더 적은 화약을 가질 수 없습니다... 이봐, 날 강탈하면 화약이 될 수 없어!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 몸에 나부끼는 황금빛 점들!,,,,
240,탕산,"낭비하는 영혼은 없고, 오직 낭비하는 영혼의 주인만 있습니다!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,걷는 발자국: 번개 발자국은 여러분이 걷는 곳에 남겨집니다.,#cda5b0a Douluo Continent 링크는 독점적인 액션을 꾸며냅니다: 무술 정신을 보여주세요!#n,,,
241,리틀 댄스,"안녕하세요, 제 이름은 춤의 춤 샤오우입니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 분홍색 꽃잎이 떠다니고 있어요!,#cda5b0a Douluo Continent 링크는 독점적인 액션을 꾸며냅니다: 무술 정신을 보여주세요!#n,,,
242,하나를 동쪽과 비교하십시오.,강한 사람에게 항복하게 할 수 없다면 영원히 자게 하는 것이 좋습니다.,,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 깃털이 떠다니고 있어요!,#cda5b0a Douluo Continent 링크는 독점적인 액션을 꾸며냅니다: 무술 정신을 보여주세요!#n,,,
243,오스카,진정한 천재는 태어날 때부터 최고의 영광을 얻습니다. 그리고 저는 제 인생을 그 빛에 가까워지는 데 보냅니다.,,프로필 사진: 프로필 사진을 잠금 해제합니다.,걷는 발자국: 여러분이 걷는 곳에 소시지 발자국을 남겨두세요.,#cda5b0a Douluo Continent Linkage Dress Up 독점 액션: 릴리스 소울 스킬!#n,#cda5b0a#n,,
244,마홍준,여러분은 풀 둥지에 황금 봉황이 있다는 것을 들어본 적이 없나요?,잠금 해제된 항목은 이벤트를 통해 얻을 수 있습니다.,프로필 사진: 프로필 사진을 잠금 해제합니다.,걷는 발자국: 걷는 곳에 불 발자국을 남겨두세요.,#cda5b0a Douluo Continent 링크는 독점적인 액션을 꾸며냅니다: 무술 정신을 보여주세요!#n,,,
245,키로,"봄털은 구름과 나무에 아름답게 드리워져 있고, 겨울에는 장미가 묻히고 나뭇가지들은 제비의 귀환을 기대하고 있다. 
 하늘은 땅으로, 겨울은 봄으로, 
 당신은 이 인간의 경험에 참여하고 싶나요?",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 위스테리아 꽃들이 떠다니고 있어요!,,,,
246,다이 무바이,저는 여러분을 보호하고 더 많은 사람들을 보호할 수 있을 만큼 더 강하고 강해지고 싶습니다.,@Null@,프로필 사진: 프로필 사진의 잠금을 해제합니다.,신체 효과: 번개는 몸에서 방출될 것입니다!,#cda5b0a Douluo Continent 링크는 독점적인 액션을 꾸며냅니다: 무술 정신을 보여주세요!#n,,,
247,주주칭,"남들이 주선한 삶을 살고 싶지 않고, 자유로워지고 싶기 때문에 더 강해져야 합니다.",@Null@,프로필 사진: 프로필 사진의 잠금을 해제합니다.,신체 특수 효과: 보라색 빛 반점이 몸에 흩어져 있습니다!,#cda5b0a Douluo Continent 링크는 독점적인 액션을 꾸며냅니다: 무술 정신을 보여주세요!#n,@Null@,,
248,닝룽,"과거는 바꿀 수 없어, 내가 평생을 보낸다고 해도, 나는 그 빛을 되살릴 거야!",@Null@,프로필 사진: 프로필 사진의 잠금을 해제합니다.,신체 효과: 푸른 빛의 점들이 몸 위에 떠 있습니다!,#cda5b0a Douluo Continent 링크는 독점적인 액션을 꾸며냅니다: 무술 정신을 보여주세요!#n,,,
249,버전이 너무 낮습니다.,,,,,,,,
250,버전이 너무 낮습니다.,,,,,,,,
251,"열대우림의 유령, 환시","마음 속 깊은 곳에서 나오는 목소리에 귀를 기울이고, 완벽에 대한 애착을 버리고, 
 열대 우림 깊숙한 곳에서 군중과 유령의 초점이 되십시오. 
 꼬리 화면 아래, 이 순간, 저는 잿더미에서 다시 태어났습니다.",,조명 변경 사항: 지도에서 주변 조명으로 모양을 만들고 왼쪽의 버튼을 클릭하여 지침을 봅니다.,팬텀: 주변 조명이 9보다 크면 황혼의 일몰로 변합니다. 왼쪽의 버튼을 클릭하여 미리 봅니다.,독점 작업: 지도에는 여러 가지 독점 작업이 있습니다. 왼쪽의 버튼을 클릭하여 관련 작업을 미리 봅니다.,아바타 프레임: 동적 아바타 프레임을 얻으면 자동으로 잠금을 해제합니다.,,
252,맥코믹,삶을 바꾸는 기술을 믿고 발명하는 것을 좋아하는 스팀펑크 소녀. 평일에는 활기차고 사랑스럽지만 과학에 대한 절대적인 진지함과 헌신을 가지고 있습니다. 가장 큰 꿈은 인간이 자유롭게 날 수 있는 기계적 날개를 만드는 것입니다.,@Null@,프로필 사진: 프로필 사진의 잠금을 해제합니다.,신체 효과: 빛의 황금 반점이 몸 위에 떠 있습니다!,@Null@,,,
253,에릭 화이트,"엄격하고 진지한 성격은 그가 엄격한 이론과 통제 가능한 실제 결과만을 믿게 만든다. 많은 계산과 실험 후에, 에루바이는 항공기가 비행을 달성하기 위한 효과적인 수단이라고 굳게 믿고, 메이 케웬의 엉뚱한 생각을 비웃는다.",@Null@,프로필 사진: 프로필 사진의 잠금을 해제합니다.,차체 효과: 기어가 떠다니고 있습니다!,@Null@,,,
254,꿈,"하늘에서 목욕을 하고 별과 이야기하십시오. 
 수천 개의 문명을 찾고 우주의 신비를 탐험하십시오. 
 누군가가 물었습니다. 세상의 끝은 무엇일까요? 
 별이 빛나는 하늘은 창조의 기적이라고 생각합니다.",@Null@,프로필 사진: 프로필 사진의 잠금을 해제합니다.,신체 효과: 우주 에너지가 몸에서 흘러나옵니다!,@Null@,@Null@,@Null@,@Null@
255,부족 독수리 카카,"독수리 깃털이 하늘을 찌르고, 홀은 그 지역을 돌았습니다. 
 부족의 안전을 지키는 것은 저의 영광스러운 임무입니다!",@Null@,프로필 사진: 프로필 사진의 잠금을 해제합니다.,신체 효과: 녹색 형광이 몸에서 나옵니다!,@Null@,@Null@,@Null@,@Null@
256,니니 부족장,"촛불은 불 없이 꺼지고 왁스는 사라집니다. 
 온갖 고난과 야망이 아직도 존재하나요? 
 바람이 불어도 소년은 혼자 걷는다!",@Null@,프로필 사진: 프로필 사진의 잠금을 해제합니다.,신체 효과: 몸에 별이 떠 있어요!,@Null@,@Null@,@Null@,@Null@
257,버전이 너무 낮습니다.,,,,,,,,
258,버전이 너무 낮습니다.,,,,,,,,
259,버전이 너무 낮습니다.,,,,,,,,
260,버전이 너무 낮습니다.,,,,,,,,
261,버전이 너무 낮습니다.,,,,,,,,
262,버전이 너무 낮습니다.,,,,,,,,
263,버전이 너무 낮습니다.,,,,,,,,
264,버전이 너무 낮습니다.,,,,,,,,
265,버전이 너무 낮습니다.,,,,,,,,
266,버전이 너무 낮습니다.,,,,,,,,
267,버전이 너무 낮습니다.,,,,,,,,
268,버전이 너무 낮습니다.,,,,,,,,
269,버전이 너무 낮습니다.,"여름에는 끝없는 눈이 수색되고, 동지에는 수오지가 불꽃놀이로 점프합니다. 
 수천 명의 우레와 같은 박수 소리가 들렸고, 한동안 야유와 비웃음을 두려워하지 않았습니다. 
 황혼 뒤에는 일몰과 함께 춤을 추는 사람이 있습니다.",,조명 변경 사항: 지도에서 주변 조명으로 모양을 만들고 왼쪽의 버튼을 클릭하여 지침을 봅니다.,팬텀: 주변 조명이 9보다 작거나 같을 때 열대우림의 팬텀으로 변환하고 왼쪽의 버튼을 클릭하여 미리 봅니다.,독점 작업: 지도에는 여러 가지 독점 작업이 있습니다. 왼쪽의 버튼을 클릭하여 관련 작업을 미리 봅니다.,아바타 프레임: 동적 아바타 프레임을 얻으면 자동으로 잠금을 해제합니다.,,
270,구동,"붉은 진흙 난로는 세상의 모든 종류의 불꽃을 운반하며 향기로 휘어집니다. 
 재료를 사용하여 몸과 마음을 치유하고 연기로 감정을 진정시킵니다. 
 멈출 수 없는 멋진 맛은 사람들을 외치게 합니다. 
 너무 신선하고, 너무 매워서, 레이디 보스가 야채를 넣어요!",@Null@,프로필 사진: 프로필 사진의 잠금을 해제합니다.,신체 특수 효과: 몸에 떠다니는 재료들이 있어요!,@Null@,@Null@,@Null@,@Null@
271,"크림 스위트 오렌지, 헤더",,,,,,,,
272,"한여름의 연못, 페인트칠된 꽃봉오리",,,,,,,,
273,미헤,"약간 시큼한 입김이 미뢰의 끝을 자극한다. 
 녹색 과육은 달콤한 과립을 낳습니다. 
 시큼한가요? 달콤한가요? 
 자연의 변화라고 생각합니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 떠다니는 키위!,,,,
274,감 아즈사,"가을바람이 금빛 잎사귀를 걷어올리고 
 그 향기가 보행자의 코끝에 파고들었다. 
 이런 상황이 발생할 때마다 
 감이 익는 계절입니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 감 잎이 몸 주위에 떠 있습니다!,,,,
275,켈리,,,,,,,,
276,스노우 드레스,"하얀 실이 날고, 치마가 피고, 
 숲 속을 날아다니는 박테리아의 장막, 흩어진 산란, 
 그것은 모두 행복의 맛입니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 하얀 꽃과 깃털이 떠다니고 있어요!,,,,
277,대나무 현,"거짓말은 괴롭고 환상은 만연하고 
 하얀 커튼 아래의 미소, 친밀한 포옹, 
 그것은 일종의 실제적이고 일종의 가면입니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 하얀 꽃과 깃털이 떠다니고 있어요!,,,,
278,"스카이 커튼 스타 드래곤, 카퍼","그는 드래곤 슬레이어 영웅이었지만 오랫동안 드래곤과 싸운 끝에 드래곤으로 변신해 반은 인간, 반은 드래곤이 됐다. 그는 용의 피 속에 있는 힘의 유혹에 저항하고 자신의 본성을 고수했지만, 그의 몸의 변화는 여전히 마을 사람들에게 두려움을 야기시켰습니다. 새로운 삶과 함께, 카퍼는 새로운 집을 찾기 시작했습니다.",,신체 효과: 게임은 변형 기능을 실현하고 형태를 바꿀 수 있습니다!,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 보라색 별빛이 몸에서 떠내려옵니다!,#cda5b0a변형: 왼쪽의 변형 버튼을 클릭하여 스카이 스크린 스타 드래곤으로 변신하세요!#n,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,
279,"고스트 헌터, 데이먼","유령들이 여행하는 할로윈에는 항상 나쁜 의도가 섞인 악령들이 있습니다. 번쩍이는 칼 불빛으로 모든 악령은 푸른 갈고리와 낫 아래에서 도살됩니다. 사방의 소음 외에도, 그는 빛나는 영혼의 빛으로 축제의 평화를 지켜봅니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 푸른 영혼의 불이 몸에서 떠내려옵니다!,,,,
280,오리온,"""징글, 징글, 징글 벨..."" 
 익숙한 노래들을 흥얼거리고, 키 큰 크리스마스 트리에 가벼운 공과 리본을 걸고, 그리고 꼭대기에 있는 가장 큰 별, 오리온이 그것을 밝히도록 하세요!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 별들이 떠다니고 있어요!,,,,
281,파이피,"소리 없이 내리는 눈송이보다 발자국이 가볍고, 뒤에 얕은 매화꽃 발자국이 더욱 사랑스럽다. 
 특별히 준비된 축제 복장으로, 눈 속을 걸을 때의 페이피의 태도는 더 우아할 수 있습니다!",잠금 해제된 항목은 활동을 통해 얻을 수 있습니다.,프로필 사진: 프로필 사진을 잠금 해제합니다.,걷는 발자국: 걷는 곳에 고양이 발 자국을 남겨두세요.,,,,
282,버전이 너무 낮습니다.,"일렉트릭 록 밴드의 리드 싱어인 주인은 완전히 다른 두 가지 공연 스타일을 가지고 있습니다. 대나무 잎을 애무하는 바람처럼 부드럽고 차갑거나 폭풍우 속에서 거칠게 춤추는 대나무 그림자처럼 사납고 폭력적입니다.
몸에 두 영혼이 있다는 사실은 다른 사람에게 알 수 없습니다!",,프로필 사진：프로필 사진 잠금 해제。,#cda5b0a색상 변경：왼쪽의 색상 변경 버튼을 클릭，녹색 대나무 상태로 전환할 수 있습니다。#n,#cda5b0a색상 변경: 왼쪽의 색상 변경 버튼을 클릭하여 황혼 상태로 전환합니다.#n,,,
283,버전이 너무 낮습니다.,"일렉트릭 록 밴드의 리드 싱어인 주인은 완전히 다른 두 가지 공연 스타일을 가지고 있습니다. 대나무 잎을 애무하는 바람처럼 부드럽고 차갑거나 폭풍우 속에서 거칠게 춤추는 대나무 그림자처럼 사납고 폭력적입니다.
몸에 두 영혼이 있다는 사실은 다른 사람에게 알 수 없습니다!",,프로필 사진：프로필 사진 잠금 해제。,#cda5b0a색상 변경：왼쪽의 색상 변경 버튼을 클릭， 야간 체리 상태로 전환할 수 있습니다。#n,#cda5b0a색상 변경: 왼쪽의 색상 변경 버튼을 클릭하여 아침 상태로 전환합니다.#n,,,
284,밤,"온화하고 소심한 작은 다람쥐는 아키바 음악원의 훌륭한 바이올린 전공입니다. 그녀는 보통 수줍음이 많지만, 바이올린을 연주할 때, 그녀의 온몸에 황금 음악 음표가 번쩍이는 것 같습니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 황금 음악 음표가 떠다니고 있습니다!,,,,
285,"익스트림 비스트 에이전트, 뤄제 칭","무자비하고 자랑스러운 스노우 래빗 일족의 엘리트들은 고만다 스타 에이전트 조직인 ""극한 야수 공격""의 일원입니다. 이 무기는 스노우 래빗 일족이 만든 헬륨 동력총으로 초고속 조준경을 착용하고 장거리 저격에 능하다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,걷는 발자국: 눈송이 발자국은 여러분이 걷는 곳에 남겨집니다.,,,,
286,레이나,"일렉트릭 록 밴드의 절대적인 메인 드러머, 폭풍과 같은 격렬한 북소리는 레이나가 가장 좋아하는 스타일이다. 공연 중에 가끔 발생하는 전기 및 빛 천둥에 대해서는... 정말 무대 특수 효과일까요? 
 신경 쓰지 마세요! 방송이 끝나면 맛있는 라면을 같이 먹어요!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 번개가 몸에 터질 것입니다!,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
287,메리 루,"""징글, 징글, 징글 벨..."" 
 거리에 친숙하고 경쾌한 노래들이 울려 퍼지고, Marylou의 크리스마스 파티, 오고 싶나요?",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 별들이 떠다니고 있어요!,,,,
288,앨리스,"그 날은 은빛으로 싸여 있고, 서리 꽃이 피기를 기다리고 있습니다. 
 모든 것이 조용할 때, 고래로 스노클링을 하세요. 
 겨울의 마법에 대해 말하는 것은 끝이 없습니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,걷는 발자국: 얼음 결정과 눈송이는 여러분이 걷는 곳에 남겨집니다.,#cda5b0a 드림빌딩 선물상자의 출력물로 한정되어 #n,,,
289,버전이 너무 낮습니다.,,,,,,,,
290,버전이 너무 낮습니다.,,,,,,,,
291,스노우 라운드,"선물을 보내고, 환호하고, 빨간 봉투를 받으세요. 
 떠내려가는 것은 눈이 아니라, 모든 것을 위한 새로운 겨울 옷입니다!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 눈송이가 여러분의 몸에 떨어지고 있어요!,,,,
292,대나무 폭발,"삐걱, 삐걱,
 폭죽이 터진 것이 아니라 새해와 새로운 날씨였습니다!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 특수 효과: 행운을 상징하는 중국 매듭이 몸에 흩어져 있습니다!,,,,
293,에게 궁전의 제왕 카노루스,"Ferns는 피아노 소리와 함께 밤을 걸어갑니다. 
 링미아오 저우싱은 추측성 플루트 소리를 퍼뜨렸다. 
 물고기의 꼬리와 양의 뿔은 이성적 논리라고 불립니다. 
 방어 요새를 재건하는 혼돈은 무너질 것입니다.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 염소자리의 힘으로 자신을 둘러싸세요!,,,,
294,은 꽃병의 제왕 아리아스,"공기 건조 영감은 환상의 땅으로 날아갑니다. 
 꿈과 이상한 생각이 은하계를 떠돌고 있습니다. 
 천상의 은하를 만드는 기포의 이슬처럼 
 포도를 은병에 넣고 달콤한 한천을 마시세요.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 물병자리의 힘으로 자신을 둘러싸세요!,,,,
295,탕 케신,"황금 숟가락을 흔들고, 시럽을 던지고, 눈토끼를 힘차게 칠합니다. 
 구두구두, 달콤한 구리 냄비, 요정 수호 짐승에서 뛰어내립니다!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 설탕 그림이 떠다니고 있어요!,,,,
296,탕케이,"진모는 머리를 휘둘렀고 가위는 날고 있었고 설탕을 날리는 짐승은 활기가 넘쳤습니다. 
 반죽하고 당기고, 불멸을 외치고, 불꽃이 펄럭이고, 평화를 외친다!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 설탕 그림이 떠다니고 있어요!,,,,
297,페롯,"어촌에서 자란 신비한 소녀는 신의 힘을 가지고 있으며 우상과 보물을 홀로 지키고 있다고 한다. 그녀는 마음씨도 착하고 마음씨도 착하고 하루 종일 웃지만, 위험에 직면했을 때 항상 매우 침착하고, 아무것도 그녀를 화나게 하지 않는 것 같다. 무서워.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,,,,,
298,로너스,"아웃백에서 자란 10대였던 그는 어렸을 때부터 모험을 열망했고, 미지의 것을 탐험하고 규칙을 어기는 것을 좋아했습니다. 미멍의 네 아들과 톰 선장의 발자취를 따라 바다 신의 보물이 존재하는 전설적인 섬으로 가서 보물을 찾아 유명해지기로 결심했습니다. 전 세계에.",이벤트를 통해 잠금 해제된 항목을 얻을 수 있습니다.,프로필 사진: 프로필 사진을 잠금 해제합니다.,,,,,
299,Soundwave,"디셉티콘의 정보 담당자는 디셉티콘의 모든 정보 교환을 보유하고 있으며, 그의 충성심과 능력은 메가트론에 의해 확인되었습니다. 소닉은 로봇 개, 레이저 새, 혼란, 박쥐 정신 등 테이프 군대를 가져와 오토봇을 얻었습니다. 많은 중요한 실행 계획에 대한 인텔리전스.",,프로필 사진: 프로필 사진을 잠금 해제합니다.,걷는 발자국: 캠프 로고 발자국은 여러분이 걷는 곳에 남겨질 것입니다.,#cda5b0a소환: 테이프 군단을 소환하여 버프 효과를 얻을 수 있습니다. 왼쪽 버튼을 클릭하여 미리보기!#n,,,
300,문고,"부드러운 크림을 컵 바닥에 펴고, 둥근 과일을 가지에서 뽑아냅니다. 
 촉촉한 맛과 향긋한 입술과 치아, 황금빛이 달콤함을 선사합니다!",,프로필 사진: 프로필 사진을 잠금 해제합니다.,신체 효과: 망고 알갱이가 떠다니고 있어요!,,,,
