ID,名字,描述,获得方式
76131,Boom,"Utilisation : Déverrouillez en permanence le motif de pulvérisation, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini-haricots.",
76132,Touche ta tête et ne pleure pas,"Utilisation : Déverrouillez en permanence le motif de pulvérisation, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini-haricots.",
76133,Frère,"Utilisez-le pour déverrouiller définitivement cette peinture, qui peut être consultée dans le système de pulvérisation. Si la peinture a été débloquée de façon permanente, vous obtiendrez des mini haricots.",
76134,Zongzi,"Utilisez-le pour déverrouiller définitivement cette peinture, qui peut être consultée dans le système de pulvérisation. Si la peinture a été débloquée de façon permanente, vous obtiendrez des mini haricots.",
76135,Brisé,"Utilisez-le pour déverrouiller définitivement cette peinture, qui peut être consultée dans le système de pulvérisation. Si la peinture a été débloquée de façon permanente, vous obtiendrez des mini haricots.",
76136,Prier,"Utilisez-le pour déverrouiller définitivement cette peinture, qui peut être consultée dans le système de pulvérisation. Si la peinture a été débloquée de façon permanente, vous obtiendrez des mini haricots.",
76137,Bulles,"Utilisez-le pour déverrouiller définitivement cette peinture, qui peut être consultée dans le système de pulvérisation. Si la peinture a été débloquée de façon permanente, vous obtiendrez des mini haricots.",
76138,Pas d'enjeu,"Utilisez-le pour déverrouiller définitivement cette peinture, qui peut être consultée dans le système de pulvérisation. Si la peinture a été débloquée de façon permanente, vous obtiendrez des mini haricots.",
76139,Merci,"Utilisez-le pour déverrouiller définitivement cette peinture, qui peut être consultée dans le système de pulvérisation. Si la peinture a été débloquée de façon permanente, vous obtiendrez des mini haricots.",
76140,Maître,"Débloquez définitivement ce motif dans le système de pulvérisation. Si vous l'avez déjà, vous recevrez des mini-haricots.",
76141,Soudain,"Déverrouillez définitivement ce motif de peinture, que vous pouvez voir dans le système de peinture. Si vous avez déjà déverrouillé ce motif de manière permanente, vous recevrez quelques mini haricots.",
76142,Très heureux,"Déverrouillez définitivement ce motif de peinture, que vous pouvez voir dans le système de peinture. Si vous avez déjà déverrouillé ce motif de manière permanente, vous recevrez quelques mini haricots.",
76143,Je ne comprends pas,"Déverrouillez définitivement ce motif de peinture, que vous pouvez voir dans le système de peinture. Si vous avez déjà déverrouillé ce motif de manière permanente, vous recevrez quelques mini haricots.",
76144,Câlin d'amour,"Déverrouillez définitivement ce motif de peinture, que vous pouvez voir dans le système de peinture. Si vous avez déjà déverrouillé ce motif de manière permanente, vous recevrez quelques mini haricots.",
76145,Aidez-moi.,"Déverrouillez définitivement ce motif de peinture, que vous pouvez voir dans le système de peinture. Si vous avez déjà déverrouillé ce motif de manière permanente, vous recevrez quelques mini haricots.",
76146,Joyeuse Lune!,"Déverrouillez définitivement ce motif de peinture, que vous pouvez voir dans le système de peinture. Si vous avez déjà déverrouillé ce motif de manière permanente, vous recevrez quelques mini haricots.",
76147,,,
76148,Époustouflant,"Utilisation : Débloquez définitivement ce motif de peinture dans le système de peinture. Si déjà débloqué, recevez quelques mini pièces.",
76150,emporter,"Utilisation : Déverrouillage permanent de ce motif de peinture, visible dans le système de peinture. Si le motif a déjà été déverrouillé en permanence, vous recevrez quelques mini-haricots.",
76151,éclatement,"Utilisation : Déverrouillage permanent de ce motif de peinture, visible dans le système de peinture. Si le motif a déjà été déverrouillé en permanence, vous recevrez quelques mini-haricots.",
76152,,,
76153,baiser,"Utilisation : Déverrouillage permanent de ce motif de peinture, visible dans le système de peinture. Si le motif a déjà été déverrouillé en permanence, vous recevrez quelques mini-haricots.",
76154,,,
76155,,,
76156,,,
76157,vrai ou faux,"Utilisation : Déverrouillage permanent de ce motif de peinture, visible dans le système de peinture. Si le motif a déjà été déverrouillé en permanence, vous recevrez quelques mini-haricots.",
76158,L'énergie du dragon monte en flèche,"Utilisation : Déverrouillez en permanence le motif de pulvérisation, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini-haricots.",
76159,Brûle mes calories,"Utilisation : Déverrouillez en permanence le motif de pulvérisation, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini-haricots.",
76160,Joyeux Noël,"Utilisation : Déverrouillez en permanence le motif de pulvérisation, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini-haricots.",
76161,pas cher,"Utilisation : Déverrouillez en permanence le motif de pulvérisation, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini-haricots.",
76162,Viens chez moi,"Utilisation : Déverrouillez en permanence le motif de pulvérisation, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini-haricots.",
76163,Œuf double heureux,"Utilisation : Déverrouillez en permanence le motif de pulvérisation, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini-haricots.",
76164,Gardez-moi compagnie.,"Utilisez-le pour déverrouiller cette peinture en spray de façon permanente, qui peut être visualisée dans le système de spray. Si la peinture en spray a été déverrouillée de façon permanente, vous recevrez des Mini Beans.",
76165,Si satisfaisant.,"Utilisez-le pour déverrouiller cette Peinture en Spray de façon permanente, qui peut être visualisée dans le Système de Spray. Si la Peinture en Spray a été déverrouillée de façon permanente, vous obtiendrez des Mini-Beans.",
76166,Arrivée de l'Ange,"Utilisez-le pour débloquer cette peinture en spray de façon permanente, qui pourra être visualisée dans le système de sprays. Si la peinture en spray a été débloquée de façon permanente, vous recevrez des Mini Beans.",
76167,Les vacances arrivent !,"Utilisez-le pour déverrouiller définitivement cette peinture en aérosol, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des Mini Haricots.",
76168,Venez Prendre une Photo,"Utilisez-le pour déverrouiller définitivement cette peinture en aérosol, qui peut être visualisée dans le Système de Peinture en Aérosol. Si la peinture a été déverrouillée définitivement, vous obtiendrez des Mini Haricots.",
76169,Superbe Apparence,"Utilisez-le pour débloquer définitivement cette Peinture en Spray, qui peut être visualisée dans le système de Sprays. Si la Peinture en Spray a été débloquée de manière permanente, vous obtiendrez des Mini Haricots.",
76170,Joyeuse année du Dragon.,"Utilisez-le pour débloquer définitivement cette Peinture en Spray, qui peut être visionnée dans le système de Spray. Si la Peinture en Spray a été débloquée définitivement, vous recevrez des Mini Haricots.",
76171,Destiné à prendre du poids.,"Utilisez-le pour débloquer cette peinture en aérosol de façon permanente, qui peut être visualisée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de façon permanente, vous recevrez des Mini Beans.",
76172,"Oui, Monsieur.","Utilisez-le pour déverrouiller définitivement ce Spray Paint, que vous pourrez voir dans le système de sprays. Si le Spray Paint a été définitivement déverrouillé, vous obtiendrez des Mini Beans.",
76173,Bonne année,"Utilisez-le pour débloquer définitivement cette Peinture en Spray, qui peut être visualisée dans le Système de Spray. Si la Peinture en Spray a été débloquée définitivement, vous recevrez des Mini Haricots.",
76174,Brave Kitty Unafraid of Difficulties,"Utilisez-le pour débloquer cette peinture en spray de manière permanente, qui peut être consultée dans le système de spray. Si la peinture en spray a été débloquée de manière permanente, vous recevrez des Mini Beans.",
76175,Bonne année - Rainbow Dash,"Utilisez-le pour déverrouiller définitivement cette peinture en spray, que vous pourrez visualiser dans le système de spray. Si la peinture en spray a été déverrouillée définitivement, vous obtiendrez des Mini Beans.",
76176,Bonne année - Applejack,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, que vous pourrez visualiser dans le système de peinture en aérosol. Si la peinture en aérosol a été déverrouillée de façon permanente, vous obtiendrez des Mini Haricots.",
76177,Bonne année - Rarity,"Utilisez-le pour déverrouiller cette Vaporisation de Peinture de manière permanente, qui peut être visualisée dans le Système de Vaporisation. Si la Vaporisation de Peinture a été déverrouillée de manière permanente, vous obtiendrez quelques Mini Haricots.",
76178,Bonne année - Twilight Sparkle,"Utilisez-le pour débloquer définitivement cette Peinture en aérosol, qui peut être affichée dans le système de pulvérisation. Si la Peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des Mini Haricots.",
76179,Bonne année - Fluttershy,"Utilisez-le pour débloquer cette peinture en spray de manière permanente, qui peut être visualisée dans le système de spray. Si la peinture en spray a été débloquée de manière permanente, vous recevrez des Mini Haricots.",
76180,Bonne année - Pinkie Pie,"Utilisez-le pour débloquer définitivement cette peinture en aérosol, qui peut être consultée dans le système de peinture en aérosol. Si la peinture en aérosol a été débloquée de manière permanente, vous recevrez des Mini Beans.",
76181,Petit Poney vous souhaite bonne chance.,"Utilisez-le pour débloquer de manière permanente cette Peinture en Spray, qui peut être visualisée dans le Système de Spray. Si la Peinture en Spray a été déverrouillée de manière permanente, vous obtiendrez quelques Mini Beans.",
76182,Petit Poney Vous Souhaite Une Prospérité Continue.,"Utilisez-le pour débloquer cette Peinture en Spray de façon permanente, que vous pourrez consulter dans le Système de Sprays. Si la Peinture en Spray a été débloquée de manière permanente, vous recevrez des Mini Haricots.",
76183,Petit Poney Vous Souhaite un Printemps Prospère.,"Utilisez-le pour débloquer définitivement cette peinture en aérosol, qui peut être visualisée dans le système d'aérosol. Si la peinture en aérosol a été débloquée de manière permanente, vous recevrez des mini haricots.",
76184,Petit Poney vous souhaite une bonne année.,"Utilisez-le pour débloquer définitivement cette peinture en aérosol qui peut être visualisée dans le Système de Pulvérisation. Si la peinture en aérosol a été débloquée définitivement, vous obtiendrez des Mini Beans.",
76185,J'ai compris !,"Utilisez-le pour débloquer définitivement cette peinture en aérosol, qui sera visible dans le système de peinture en aérosol. Si la peinture en aérosol a été débloquée définitivement, vous recevrez quelques Mini Beans.",
76186,Pourquoi toujours moi ?,"Utilisez-le pour débloquer définitivement cette peinture en aérosol, qui peut être visualisée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée définitivement, vous obtiendrez quelques Mini Beans.",
76187,Je reviendrai !,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être visualisée dans le système de peinture en aérosol. Si la peinture en aérosol a été déverrouillée de façon permanente, vous obtiendrez des Mini Beans.",
76188,Saison Scolaire,"Utilisez-le pour déverrouiller cette bombe de peinture en spray de manière permanente, qui peut être visualisée dans le système de spray. Si la bombe de peinture en spray a été déverrouillée de manière permanente, vous obtiendrez des Mini Beans.",
76189,8e anniversaire,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des mini haricots.",
76190,Bonus disponible,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des mini haricots.",
76191,Aimer,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des mini haricots.",
76192,Payer une visite,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des mini haricots.",
76193,Commencez avec joie,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des mini haricots.",
76194,je suis un clown,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des mini haricots.",
76195,Robe d'hiver prune,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des mini haricots.",
76196,Toutes nos félicitations!,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des mini haricots.",
76197,Assembler!,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des mini haricots.",
76198,Vous n'êtes pas gentil !,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des mini haricots.",
76199,Adieu,"Utilisez-le pour déverrouiller cette peinture en aérosol de façon permanente, qui peut être consultée dans le système de pulvérisation. Si la peinture en aérosol a été déverrouillée de manière permanente, vous obtiendrez des mini haricots.",
77500,76001-77500 Réservé aux cartes de peinture permanente,76001-77500 Réservé aux cartes de peinture permanente,
77501,Puis-je passer Noël avec vous? (Fragment),Débloquer la peinture en aérosol - Test,
77502,Où est mon cadeau de Noël? (Morceaux),Débloquer la peinture en aérosol - Test,
77800,77501-78000 Réservé aux fragments de carte de peinture,77501-78000 Réservé aux fragments de carte de peinture,
78001,Sourire - Misra (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78002,Sourire - Panda (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78003,Craving - Meimei Rabbit (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78004,Caniche - Ours Enfants (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78005,Happy - Misra (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78006,Mes devoirs ont encore 100 millions de points (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78007,"Je n'ai pas sommeil, je peux encore survivre (3 jours)","Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78008,YYDS (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78009,XSWL (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78010,Correction du dd de jeu (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78011,Clin d'oeil ludique (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78012,Stickers (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78013,Chumi (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78014,Tap pour réveiller l'esprit qui dort (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78015,Allez (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78016,"Si je ne l'achète pas, je vais chiner dans le coin (3 jours)","Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78017,Famille j'ai cassé la défense (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78018,Ne quittez pas l'école le vendredi (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78019,Votre petite mignonne est soudainement apparue (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78020,Aimeriez-vous cuisiner ensemble? (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78021,Prends mes bonbons et c'est mon homme (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78022,Nice (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78023,Pleurer comme une graisse de 100kg (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78024,Puis-je passer Noël avec vous? (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78025,Où est mon cadeau de Noël? (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78026,Roulez en petites vacances bien-aimées (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78027,Veuillez ne pas y aller (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78028,Bonne année du Tigre (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78029,Tête de tigre Cerveau de tigre (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78030,Bonne année (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78031,Mon gros tigre a été le premier à refuser (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78032,Voeux de Nouvel An à vous (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78033,Retour à vous (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78034,Combinaison d'armures (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78035,Contracter cet étang à poissons (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78036,"Riz sec, riz sec, précipitez-vous! (3 jours)","Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78037,Veux-tu que je t'attende (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78038,Chow le canard avec moi (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78039,Great Wall Fengling (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78040,Joyeux Anniversaire (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78041,Doit réussir tous les examens (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78042,Il n'y a qu'une vérité (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78043,Wow (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78044,Mini World (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78045,Faire voler un cerf-volant! (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78046,"Grosse tête, grosse tête, pas de soucis pour la pluie (3 jours)","Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78047,"N'en parlez pas, je vais déménager des briques (3 jours)","Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78048,Chien végétal demande à prendre l'avion (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78049,Surf (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78050,Le plus glorieux labeur (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78051,Mini étudiant Miyoshi (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78052,Chaud à l'Ascension (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78053,Je veux être un bon chef (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78054,Hero Mo Wen Source (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78055,C'est tout? (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78056,En attente d'être loué (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78057,Donnez-vous un like! (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78058,Je suis si dur (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78059,Notre côté (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78060,Observation secrète (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78061,Plats à couper les pieds (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78062,"Allez, tu es le plus gros (3 jours)","Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78063,Résurrection de plein sang (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78064,J'ai pleuré fort (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78065,Désigne qui abat l'arbre (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78066,Na! On peut se faire des amis? (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78067,Pow! (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
78068,Admirer les cinq corps au sol (3 jours),"Utilisation : Déverrouillez ce motif de pulvérisation pendant un temps limité, qui peut être visualisé dans le système de pulvérisation. Si le motif a été déverrouillé en permanence, procurez-vous des mini haricots.",
